,group,variable,month,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,52,52
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,50,50
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,4,4
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,170,170
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,31,31
CARANAVI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,20,20
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,130,130
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,64,64
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,39,39
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,34,34
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,72,72
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,167,167
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2648,2648
COIPASA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,110,110
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,48,48
CONCEPCION,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,50,50
CORIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,9,9
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,89,89
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,8,8
COTAGAITA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
CUATRO CAÑADAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,43,43
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,6,6
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1512,1512
EL CHORO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,19,19
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,20,20
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,169,169
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,8,8
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,66,66
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,5,5
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,36,36
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,48,48
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,9,9
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,278,278
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,8,8
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,18,18
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,8,8
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,62,62
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,3,3
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,12,12
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,16,16
JESUS DE MACHACA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,18,18
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,78,78
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,191,191
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2589,2589
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,5,5
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,181,181
LLICA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,5,5
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,19,19
MAGDALENA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,37,37
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,29,29
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,46,46
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,11,11
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,69,69
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,318,318
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,797,797
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,37,37
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,27,27
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,88,88
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,31,31
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,59,59
PAZÑA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
POCOATA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
POCONA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
POJO (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,40,40
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,50,50
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,12,12
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,839,839
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,15,15
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,6,6
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,56,56
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,25,25
PUERTO SUAREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,38,38
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,327,327
PUNA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,9,9
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,155,155
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,544,544
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,13,13
QUIRUSILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,4,4
RAVELO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,15,15
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,9,9
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,137,137
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,38,38
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,60,60
SABAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,358,358
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,12,12
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,16,16
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,11,11
SAN ANDRES,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,3,3
SAN ANTONIO DE LOMERIO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,4,4
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,64,64
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,25,25
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,20,20
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,21,21
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,156,156
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,40,40
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,77,77
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,17,17
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,115,115
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,6,6
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,46,46
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,62,62
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,37,37
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,21,21
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,32,32
SAN PEDRO DE BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,27,27
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,13,13
SAN RAMON BENI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,9,9
SAN RAMON SCZ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,26,26
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,47,47
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,3616,3616
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,26,26
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,5,5
SENA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,26,26
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,82,82
SICAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,39,39
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,16,16
SORACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
SORATA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,10,10
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,692,692
TACOBAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,4,4
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,16,16
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,37,37
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,32,32
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,364,364
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,17,17
TEOPONTE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,11,11
TIAWANACU,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,27,27
TIPUANI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,15,15
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,216,216
TIRAQUE (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,29,29
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,6,6
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,15,15
TOLEDO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,6,6
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,58,58
TOTORA(ORR),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
TRIGAL,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,7,7
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,89,89
TUPIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,34,34
TURCO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,16,16
URIONDO (A. CONCEPCION),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,8,8
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,17,17
UYUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,95,95
VACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,2,2
VALLEGRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,56,56
VIACHA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,25,25
VILLA CHARCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,23,23
VILLA MONTES,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,82,82
VILLA NUEVA (LOMA ALTA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,1,1
VILLA RIVERO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,8,8
VILLA SERRANO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,18,18
VILLA TUNARI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,245,245
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,22,22
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,158,158
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,142,142
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,236,236
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,206,206
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,16,16
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,120,120
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,19,19
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,5,5
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-07-01,0,13,13
ACACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,76,76
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,34,34
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,8,8
ANCORAIMES,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,8,8
ANTEQUERA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
ANZALDO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1,1
APOLO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,17,17
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,27,27
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,9,9
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1,1
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,74,74
ATOCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,11,11
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,34,34
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,22,22
BELEN DE ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,2,2
BELLA FLOR,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,52,52
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,25,25
BOLPEBRA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,2,2
BOYUIBE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,20,20
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,35,35
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,38,38
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,185,185
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,38,38
CARANAVI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,54,54
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,20,20
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,13,13
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,41,41
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,35,35
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,33,33
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,95,95
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,170,170
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,2322,2322
COIPASA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1,1
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,68,68
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,11,11
COLQUIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,11,11
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,33,33
CONCEPCION,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,52,52
CORIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1,1
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,82,82
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
COTAGAITA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1,1
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,117,117
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,26,26
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1863,1863
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,24,24
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,16,16
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,154,154
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,41,41
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,75,75
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,13,13
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,8,8
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,38,38
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,39,39
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,10,10
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,310,310
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,24,24
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,24,24
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,59,59
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,14,14
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,23,23
INGAVI (HUMAITA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,18,18
JESUS DE MACHACA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,11,11
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,11,11
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,2236,2236
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,7,7
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,203,203
LLICA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1,1
MACHACAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,18,18
MAGDALENA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,31,31
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,10,10
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,48,48
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,10,10
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,22,22
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,445,445
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,14,14
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,8,8
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1196,1196
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,40,40
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,19,19
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,34,34
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,26,26
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,35,35
POCONA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,35,35
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,13,13
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,50,50
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,14,14
POSTRER VALLE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,362,362
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,14,14
PUCARA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,17,17
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,14,14
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,45,45
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
PUERTO SUAREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,12,12
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,323,323
PUNA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,32,32
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,139,139
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,516,516
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,7,7
QUIRUSILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
RAVELO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,20,20
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,19,19
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,436,436
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,45,45
