,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,0,3,0,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,4,0,4,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,49,212,49,212,261
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,5,2,5,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,12,0,12,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,7,2,7,2,9
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,24,4,24,4,28
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,5,0,5,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,2,2,2,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,2,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,7,11,7,11,18
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,3,0,3,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,175,5,175,5,180
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,5,0,5,5
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,7,2,7,2,9
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,10,0,10,10
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,11,8,11,8,19
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,9,3,9,3,12
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,7,1,7,1,8
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,108,22,108,22,130
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,27,6,27,6,33
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,10,1,10,1,11
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,6,2,6,2,8
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,8,0,8,8
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,5,0,5,0,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,18,0,18,0,18
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,65,13,65,13,78
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,6,0,6,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,8,4,8,4,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,7,0,7,0,7
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,11,0,11,0,11
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,8,0,8,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,6,5,6,5,11
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,13,0,13,0,13
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,5,0,5,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,0,2,0,2
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,19,32,19,32,51
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,6,8,6,8,14
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,0,3,0,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,24,0,24,0,24
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,0,2,0,2
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,26,0,26,0,26
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,87,9,87,9,96
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,20,1,20,21
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,3,1,3,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,8,6,8,6,14
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,18,2,18,2,20
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,6,2,6,8
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,13,0,13,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,5,10,5,10,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,21,18,21,18,39
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,14,0,14,14
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,4,0,4,0,4
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,5,2,5,2,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,427,16,427,16,443
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,0,3,0,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,2,3,2,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,9,15,9,15,24
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,24,14,24,14,38
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,2,0,2,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,5,8,5,8,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,2,1,2,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,2,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,0,2,0,2
TOLEDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,4,1,4,1,5
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,4,1,4,1,5
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,17,0,17,17
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,8,2,8,2,10
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,4,0,4,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,2,2,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,6,16,6,16,22
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,19,1,19,1,20
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,2,2,2,4
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,5,0,5,5
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,11,2,11,2,13
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,9,31,9,31,40
ANZALDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,20,0,20,20
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,8,0,8,0,8
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,7,37,7,37,44
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,6,0,6,6
AYATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,53,102,53,102,155
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,9,11,9,11,20
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,12,4,12,4,16
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,58,2,58,2,60
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,4,0,4,0,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,4,12,4,12,16
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,20,2,20,22
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,14,0,14,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,6,0,6,6
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,33,5,33,5,38
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,31,0,31,31
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,21,0,21,21
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,19,0,19,19
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,4,0,4,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,28,0,28,28
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,6,1,6,1,7
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,3,0,3,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,15,2,15,2,17
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,136,125,136,125,261
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,3,2,3,2,5
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,17,0,17,0,17
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,68,0,68,68
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,15,13,15,13,28
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,27,10,27,10,37
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,11,1,11,12
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,406,0,406,406
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,15,1,15,16
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,18,2,18,20
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,0,1,0,1
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,23,34,23,34,57
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,17,23,17,23,40
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,154,40,154,40,194
EL CHORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,20,0,20,20
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,6,4,6,4,10
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,7,6,7,6,13
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,10,1,10,11
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,5,0,5,0,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,4,0,4,4
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,4,7,4,7,11
ICHOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,8,0,8,8
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,11,2,11,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,68,0,68,68
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,25,23,25,23,48
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,19,44,19,44,63
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,21,16,21,16,37
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,205,21,205,21,226
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,3,1,3,1,4
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,8,0,8,8
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,30,0,30,0,30
MALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,10,0,10,10
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,13,0,13,0,13
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,7,0,7,7
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,3,4,3,4,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,1,2,1,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,33,6,33,6,39
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,3,0,3,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,3,0,3,0,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,17,7,17,7,24
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,4,0,4,0,4
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,19,0,19,19
PALCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,4,177,4,177,181
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,27,1,27,28
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,40,0,40,40
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,4,1,4,5
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,8,0,8,8
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,9,2,9,11
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,23,4,23,4,27
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,34,99,34,99,133
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,7,0,7,7
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,15,0,15,15
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,79,0,79,79
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,24,1,24,1,25
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,7,100,7,100,107
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,34,0,34,0,34
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,15,17,15,17,32
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,5,1,5,1,6
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,3,0,3,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,22,10,22,10,32
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,37,4,37,4,41
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SABAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,6,5,6,5,11
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,3,8,3,8,11
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,36,0,36,36
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,15,16,15,16,31
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,25,0,25,25
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,38,10,38,10,48
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,5,48,5,48,53
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,33,37,33,37,70
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,6,2,6,2,8
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,0,2,0,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,32,1,32,33
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,3,3,3,3,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,426,27,426,27,453
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,2,0,2,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,9,2,9,2,11
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,7,8,7,8,15
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,9,0,9,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,3,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,18,0,18,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,61,38,61,38,99
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,3,0,3,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,16,20,16,20,36
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,0,2,0,2
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,26,1,26,27
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,20,1,20,21
TIPUANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,20,0,20,20
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,32,2,32,2,34
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,2,3,2,3,5
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,1,5,1,5,6
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,0,7,0,7,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-10-01,4,0,4,0,4
