,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,8,17,8,17,25
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,13,10,13,10,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,20,60,20,60,80
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,5,0,5,0,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,17,3,17,3,20
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,4,0,4,0,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,13,0,13,0,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,24,4,24,4,28
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,19,4,19,4,23
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,22,4,22,4,26
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,37,4,37,4,41
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,33,0,33,0,33
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,4,0,4,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,3,0,3,0,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,28,0,28,28
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,4,2,4,6
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,5,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,2,0,2,2
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,1,1,1,1,2
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,0,4,0,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,9,0,9,9
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,13,99,13,99,112
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,9,6,9,6,15
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,23,0,23,23
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,8,5,8,5,13
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,11,17,11,17,28
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,18,0,18,18
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,10,6,10,6,16
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,3,8,3,8,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,3,0,3,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,43,48,43,48,91
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,1,18,1,18,19
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,8,28,8,28,36
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,6,0,6,6
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,11,10,11,10,21
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,10,0,10,10
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,322,35,322,35,357
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,10,10,10,10,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,4,0,4,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,23,14,23,14,37
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,2,0,2,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,7,0,7,7
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,68,0,68,0,68
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,190,9,190,9,199
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,0,4,0,4
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,43,2,43,2,45
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,14,29,14,29,43
ESCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,2,0,2,2
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,54,0,54,54
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,17,1,17,1,18
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,5,0,5,5
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,3,4,3,4,7
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,0,4,0,4
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,9,15,9,15,24
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,5,4,5,9
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,10,24,10,24,34
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,3,7,3,7,10
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,5,0,5,0,5
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,1,8,1,8,9
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,13,1,13,1,14
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,8,1,8,1,9
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,40,1,40,1,41
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,2,0,2,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,9,14,9,14,23
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,100,487,100,487,587
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,109,0,109,109
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,9,0,9,9
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,8,0,8,0,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,11,0,11,11
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,0,2,0,2
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,11,5,11,5,16
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,11,4,11,15
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,65,5,65,5,70
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,23,0,23,0,23
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,75,3,75,3,78
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,10,6,10,6,16
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,0,2,0,2
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,12,22,12,22,34
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,214,26,214,26,240
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,16,7,16,7,23
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,3,4,3,7
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,10,15,10,15,25
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,34,59,34,59,93
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,16,0,16,16
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,9,21,9,21,30
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,43,23,43,23,66
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,4,0,4,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,14,4,14,18
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,11,12,11,12,23
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,8,1,8,1,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,11,0,11,0,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,197,0,197,197
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,571,18,571,18,589
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,7,9,7,9,16
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,6,0,6,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,3,0,3,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,17,6,17,6,23
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,16,4,16,20
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,23,2,23,25
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,46,37,46,37,83
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,3,11,3,11,14
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,11,0,11,11
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,7,0,7,0,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,132,7,132,7,139
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,5,0,5,0,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,5,0,5,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,10,12,10,12,22
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,16,2,16,18
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,2,1,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,15,25,15,25,40
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,1,11,1,11,12
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,7,0,7,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,14,1,14,1,15
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,107,0,107,107
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,10,0,10,0,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,4,4,4,4,8
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,24,7,24,7,31
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,15,4,15,4,19
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,15,72,15,72,87
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,5,6,5,6,11
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,11,15,11,15,26
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,74,44,74,44,118
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,12,0,12,12
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-10-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,5,3,5,8
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,0,3,0,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,41,0,41,41
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,4,14,4,14,18
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,4,15,4,15,19
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,4,0,4,4
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,4,0,4,0,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,0,3,0,3
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,15,30,15,30,45
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,3,0,3,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,10,6,10,6,16
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,11,5,11,5,16
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,7,20,7,20,27
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,265,1,265,1,266
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,29,0,29,0,29
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,20,3,20,23
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,15,4,15,4,19
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,6,0,6,6
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,10,3,10,13
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,10,48,10,48,58
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,0,2,0,2
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,3,2,3,5
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,4,0,4,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,204,59,204,59,263
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,1,2,1,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,1,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,10,2,10,2,12
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,6,7,6,7,13
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,2,0,2,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,6,0,6,0,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,13,28,13,28,41
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,6,0,6,0,6
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,4,2,4,6
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,10,3,10,13
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,7,0,7,7
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,3,2,3,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,12,0,12,12
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,2,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,29,1,29,1,30
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,1,2,1,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,7,0,7,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,7,0,7,0,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,0,2,0,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,13,0,13,0,13
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,8,61,8,61,69
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,267,30,267,30,297
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,8,1,8,9
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,12,0,12,0,12
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,11,3,11,3,14
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,2,0,2,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,5,0,5,5
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,0,3,0,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,2,0,2,2
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,6,0,6,6
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,22,0,22,0,22
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,28,0,28,28
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,3,0,3,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,96,59,96,59,155
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,30,0,30,0,30
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,33,1,33,1,34
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,15,4,15,4,19
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,1,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,7,0,7,7
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,9,7,9,7,16
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,70,40,70,40,110
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,4,1,4,1,5
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,7,0,7,7
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,3,5,3,5,8
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,18,8,18,8,26
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,158,145,158,145,303
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,2,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,4,12,4,12,16
