,group,variable,month,DPT 2DA DOSIS,DPT 2DA DOSIS,TOTALES,TOTALES,TOTALES
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,12,4,12,4,16
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,52,32,52,32,84
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,2,1,2,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,4,89,4,89,93
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,12,0,12,0,12
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,4,0,4,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,18,0,18,0,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,16,0,16,0,16
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,5,5,5,5,10
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,19,0,19,19
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,2,0,2,0,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,31,0,31,31
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,29,6,29,6,35
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,6,0,6,0,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,1,1,1,2
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,76,0,76,0,76
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,2,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,5,6,5,6,11
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
YACO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2010-12-01,0,1,0,1,1
