,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,3,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,2,6,2,6,8
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,131,46,131,46,177
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,9,0,9,9
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,2,1,2,1,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,3,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,16,3,16,3,19
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,2,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,4,5,4,5,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,2,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,3,11,3,11,14
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,2,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,7,0,7,0,7
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,7,0,7,0,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,4,1,4,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,23,0,23,0,23
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,2,0,2,0,2
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,28,0,28,28
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,5,0,5,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,36,15,36,15,51
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,1,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,7,0,7,7
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,16,1,16,1,17
LLICA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,6,0,6,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,14,0,14,0,14
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,9,0,9,0,9
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,6,0,6,6
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,12,2,12,2,14
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,2,1,2,1,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,2,0,2,0,2
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,76,10,76,10,86
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,5,0,5,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,2,0,2,0,2
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,8,5,8,5,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,1,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,0,4,0,4,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-12-01,4,5,4,5,9
