,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,7,10,7,10,17
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,9,6,9,6,15
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,10,10,10,10,20
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,11,22,11,22,33
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,15,5,15,5,20
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,92,27,92,27,119
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,25,18,25,18,43
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,2,1,2,1,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,7,8,7,8,15
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,12,2,12,2,14
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,13,9,13,9,22
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,7,9,7,9,16
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,6,9,6,9,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,9,19,9,19,28
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,3,2,3,2,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,2,1,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,154,39,154,39,193
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,56,14,56,14,70
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,0,6,0,6,6
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,1,17,1,17,18
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,28,18,28,18,46
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,18,2,18,2,20
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,0,12,0,12,12
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,29,8,29,8,37
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,5,15,5,15,20
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,26,0,26,0,26
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,96,17,96,17,113
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,3,11,3,11,14
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,22,7,22,7,29
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,46,13,46,13,59
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,5,8,5,8,13
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,4,19,4,19,23
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,104,52,104,52,156
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,18,5,18,5,23
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,64,23,64,23,87
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,74,17,74,17,91
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,16,6,16,6,22
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,97,34,97,34,131
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,0,9,0,9,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,111,34,111,34,145
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,3,9,3,9,12
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,4,5,4,5,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,62,28,62,28,90
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,9,4,9,4,13
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,7,10,7,10,17
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,2,5,2,5,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-07-01,5,4,5,4,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,10,9,10,19
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,36,45,36,45,81
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,13,22,13,22,35
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,29,9,29,9,38
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,5,2,5,7
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,0,7,0,7
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,23,12,23,12,35
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,13,4,13,4,17
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,5,1,5,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,4,2,4,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,8,6,8,14
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,41,13,41,13,54
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,4,2,4,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,12,7,12,19
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,23,12,23,35
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,21,5,21,5,26
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,84,6,84,6,90
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,1,4,1,5
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,4,1,4,5
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,23,4,23,27
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,10,1,10,1,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,20,23,20,23,43
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,13,12,13,25
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,23,10,23,10,33
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,6,7,6,13
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,2,2,2,4
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,1,3,1,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,48,39,48,39,87
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,22,39,22,39,61
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,8,2,8,10
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,1,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,5,4,5,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,22,5,22,27
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,89,16,89,105
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,4,1,4,5
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,8,17,8,17,25
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,5,12,5,17
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,6,3,6,9
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,5,12,5,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,6,9,6,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,28,0,28,0,28
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,28,13,28,13,41
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,17,6,17,23
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,36,11,36,11,47
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,91,21,91,21,112
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,14,3,14,3,17
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,42,0,42,42
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,3,5,3,8
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,2,3,2,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,40,14,40,14,54
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,10,6,10,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,37,46,37,46,83
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,5,3,5,8
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,16,15,16,31
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,31,14,31,14,45
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,4,3,4,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,11,16,11,27
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,14,9,14,23
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,15,11,15,26
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,13,8,13,8,21
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,25,13,25,13,38
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,74,16,74,16,90
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,18,6,18,24
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1077,46,1077,46,1123
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,89,12,89,12,101
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,10,16,10,26
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,31,29,31,29,60
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,8,6,8,6,14
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,25,65,25,65,90
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,1,6,1,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,34,7,34,41
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,0,2,0,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,17,15,17,32
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,14,0,14,14
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,38,21,38,21,59
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,8,8,8,8,16
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,31,4,31,4,35
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,5,0,5,5
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,19,11,19,30
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,7,0,7,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,37,16,37,53
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,85,25,85,25,110
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,31,43,31,43,74
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,1,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,4,2,4,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,26,32,26,32,58
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,1,11,1,12
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,4,3,4,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,5,5,5,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1338,96,1338,96,1434
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,10,4,10,14
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,1,16,1,17
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,4,16,4,20
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,98,7,98,7,105
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,4,6,4,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,23,15,23,15,38
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,53,21,53,21,74
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,4,0,4,4
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,5,6,5,11
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,10,1,10,1,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,5,1,5,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,18,19,18,19,37
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,11,1,11,12
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,34,16,34,16,50
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,20,5,20,25
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,15,6,15,21
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,5,3,5,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,49,29,49,29,78
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,7,9,7,16
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,7,11,7,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,3,3,3,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,49,6,49,6,55
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,4,3,4,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,1,7,1,8
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,9,2,9,11
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,8,4,8,12
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,14,7,14,21
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,5,2,5,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,19,15,19,34
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,5,0,5,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,19,5,19,24
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,14,4,14,18
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,13,0,13,0,13
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,5,12,5,17
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,54,15,54,15,69
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,141,13,141,13,154
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1147,110,1147,110,1257
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,8,4,8,4,12
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,13,12,13,25
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,0,1,0,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,4,3,4,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,34,29,34,29,63
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,3,1,3,4
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,0,9,0,9
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,1,9,1,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,1,12,1,13
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,5,6,5,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,14,11,14,11,25
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,17,2,17,2,19
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,3,0,3,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,19,6,19,6,25
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,10,18,10,18,28
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,36,13,36,13,49
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,37,36,37,36,73
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,10,4,10,4,14
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,11,5,11,16
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,46,9,46,9,55
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,136,60,136,60,196
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,1,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,27,5,27,32
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,6,2,6,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,2,3,2,5
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,35,15,35,50
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,13,6,13,6,19
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,9,4,9,13
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,449,10,449,10,459
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,14,16,14,30
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,4,15,4,19
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,44,52,44,52,96
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,11,12,11,23
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,24,24,24,24,48
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,2,4,2,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,10,5,10,5,15
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,6,5,6,11
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,1,0,1,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,27,7,27,7,34
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,1,11,1,12
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,11,4,11,15
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,43,6,43,49
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,13,12,13,25
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,12,15,12,27
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,0,11,0,11
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,20,15,20,35
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,8,22,8,22,30
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,30,3,30,3,33
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,15,4,15,19
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,0,6,0,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,242,7,242,7,249
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,12,7,12,19
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,1,5,1,6
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,27,18,27,18,45
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,20,0,20,20
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,24,1,24,25
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,3,3,3,6
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,4,0,4,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,20,16,20,16,36
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,8,9,8,17
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,36,6,36,6,42
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,80,29,80,29,109
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,21,21,21,21,42
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,44,2,44,2,46
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,5,5,5,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,177,28,177,28,205
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,14,5,14,19
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,0,3,0,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,8,29,8,29,37
