,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,4,4,4,4,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,3,14,3,14,17
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,40,1,40,41
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,24,0,24,24
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,6,25,6,25,31
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,2,1,2,3
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,10,0,10,10
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,18,32,18,32,50
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,18,1,18,19
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,17,8,17,8,25
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,9,12,9,12,21
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,288,60,288,60,348
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,14,0,14,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,2,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,36,8,36,44
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,12,0,12,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,5,18,5,18,23
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,5,0,5,5
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,5,24,5,24,29
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,22,8,22,30
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,4,0,4,4
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,8,0,8,8
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,6,10,6,10,16
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,89,38,89,38,127
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,22,8,22,30
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,37,4,37,4,41
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,74,15,74,15,89
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,14,0,14,14
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,4,18,4,18,22
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,16,0,16,0,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,208,156,208,156,364
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,33,8,33,8,41
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,12,7,12,7,19
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,5,0,5,0,5
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,147,22,147,22,169
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,26,38,26,38,64
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,17,0,17,17
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,11,0,11,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,8,2,8,10
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,64,8,64,72
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,11,4,11,4,15
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,10,1,10,11
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,52,19,52,19,71
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,11,12,11,12,23
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,34,10,34,10,44
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,40,29,40,29,69
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,95,148,95,148,243
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,3,0,3,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,32,13,32,13,45
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,6,10,6,10,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,42,18,42,18,60
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,7,9,7,9,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,22,52,22,52,74
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,6,25,6,25,31
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,31,42,31,42,73
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,26,0,26,26
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,15,17,15,17,32
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,20,3,20,3,23
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,28,99,28,99,127
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,11,0,11,11
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,5,18,5,18,23
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,4,18,4,18,22
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,0,8,0,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2650,249,2650,249,2899
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,21,1,21,22
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,13,63,13,63,76
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,4,5,4,5,9
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,7,12,7,12,19
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,6,7,6,7,13
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,15,2,15,17
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,4,2,4,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,4,1,4,1,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,29,2,29,2,31
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,7,18,7,18,25
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,64,29,64,29,93
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,7,6,7,6,13
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,3,16,3,16,19
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,12,24,12,24,36
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,413,94,413,94,507
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,2,0,2,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,15,59,15,59,74
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,9,2,9,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,4,0,4,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,16,27,16,27,43
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,7,25,7,25,32
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,2,0,2,2
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,25,4,25,4,29
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,378,15,378,15,393
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,16,2,16,18
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,10,25,10,25,35
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,5,15,5,15,20
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,28,39,28,39,67
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,28,8,28,36
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,88,25,88,25,113
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,19,5,19,5,24
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,2,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,16,8,16,24
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,5,0,5,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,30,1,30,31
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,5,5,5,5,10
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,10,20,10,20,30
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,11,7,11,7,18
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,3,18,3,18,21
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,5,0,5,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,189,152,189,152,341
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,47,22,47,22,69
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,3,1,3,4
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,12,2,12,14
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,12,12,12,12,24
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,34,8,34,42
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,15,0,15,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,56,2,56,2,58
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,19,0,19,19
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,6,0,6,0,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,66,5,66,5,71
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,3,9,3,9,12
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,30,1,30,31
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,56,54,56,54,110
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,0,2,0,2
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,8,10,8,10,18
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,94,97,94,97,191
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,14,11,14,11,25
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,10,6,10,6,16
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,76,15,76,15,91
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,3,16,3,16,19
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,3,0,3,3
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,139,64,139,64,203
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,0,17,0,17,17
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,78,33,78,33,111
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,4,3,4,3,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,4,2,4,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,103,20,103,20,123
YOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,7,0,7,0,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,6,2,6,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,1,6,1,6,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-06-01,2,8,2,8,10
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,9,0,9,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,14,6,14,20
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,4,17,4,17,21
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,30,20,30,20,50
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,3,1,3,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,5,7,5,7,12
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,15,16,15,16,31
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,3,1,3,1,4
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,2,15,2,15,17
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,6,0,6,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,8,2,8,2,10
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,10,22,10,22,32
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,2,5,2,5,7
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,18,20,18,20,38
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,2,34,2,34,36
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,3,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,15,0,15,0,15
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,9,0,9,0,9
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,10,0,10,10
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,16,1,16,17
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,5,4,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,14,23,14,23,37
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,5,6,5,6,11
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,11,2,11,2,13
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,11,1,11,1,12
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,17,35,17,35,52
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,17,28,17,28,45
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,16,0,16,16
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,4,1,4,5
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,11,42,11,42,53
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,9,16,9,16,25
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,2,14,2,14,16
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,10,2,10,2,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,21,6,21,27
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,8,6,8,6,14
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,8,10,8,10,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,5,0,5,0,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,25,27,25,27,52
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,2,13,2,13,15
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,45,0,45,0,45
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,85,31,85,31,116
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,14,6,14,20
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,14,0,14,14
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,39,6,39,6,45
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,10,10,10,10,20
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,13,96,13,96,109
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,4,2,4,2,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,11,0,11,11
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,21,7,21,7,28
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,11,19,11,19,30
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,8,5,8,5,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,3,0,3,3
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,15,9,15,9,24
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,21,44,21,44,65
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,75,19,75,19,94
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,22,0,22,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1091,65,1091,65,1156
COIPASA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,69,32,69,32,101
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,13,20,13,20,33
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,23,6,23,29
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,12,50,12,50,62
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,23,0,23,23
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,38,0,38,38
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,4,1,4,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,17,34,17,34,51
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,27,0,27,0,27
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,7,0,7,7
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,17,15,17,15,32
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,21,0,21,21
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,5,8,5,8,13
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,5,17,5,17,22
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,73,38,73,38,111
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,20,20,20,20,40
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,8,0,8,8
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,17,19,17,19,36
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1001,8,1001,8,1009
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,12,6,12,18
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,74,44,74,44,118
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,2,1,2,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,8,32,8,32,40
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,25,17,25,17,42
ESCOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,3,8,3,8,11
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,4,6,4,10
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,4,17,4,17,21
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,10,0,10,10
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,22,50,22,50,72
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,12,0,12,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,15,6,15,21
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,13,1,13,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,33,33,33,33,66
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,19,0,19,19
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,9,11,9,11,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,4,0,4,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,35,9,35,9,44
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,3,6,3,9
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,8,6,8,6,14
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,10,0,10,10
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,0,3,0,3,3
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,10,11,10,11,21
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,6,7,6,7,13
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,4,14,4,14,18
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,14,23,14,23,37
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,34,3,34,3,37
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,11,2,11,2,13
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,61,34,61,34,95
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,176,13,176,13,189
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,790,6,790,6,796
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,15,16,15,16,31
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-07-01,1,0,1,0,1
