,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,8,28,8,28,36
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,18,0,18,18
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,11,10,11,10,21
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,7,0,7,7
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,354,30,354,30,384
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,7,0,7,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,10,10,10,10,20
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,17,0,17,0,17
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,18,48,18,48,66
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,3,2,3,5
COMBAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,15,0,15,15
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,26,14,26,14,40
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,15,2,15,17
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,33,0,33,33
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,7,0,7,7
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,68,0,68,0,68
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,4,4,4,4,8
CURVA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,22,1,22,23
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,551,112,551,112,663
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,4,0,4,0,4
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,64,2,64,2,66
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,14,49,14,49,63
ESCARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,2,0,2,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,170,0,170,170
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,4,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,21,1,21,1,22
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,5,0,5,5
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,6,5,6,5,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,3,0,3,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,4,0,4,0,4
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,9,15,9,15,24
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,4,5,4,5,9
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,8,4,8,4,12
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,19,62,19,62,81
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,35,42,35,42,77
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,4,65,4,65,69
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,34,20,34,20,54
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,2,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,193,293,193,293,486
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,54,100,54,100,154
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,8,1,8,9
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,30,0,30,30
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,7,101,7,101,108
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,8,0,8,0,8
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,13,1,13,1,14
MAPIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,40,187,40,187,227
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,4,0,4,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,62,46,62,46,108
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,41,1,41,1,42
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,2,0,2,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,9,14,9,14,23
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,103,451,103,451,554
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,39,58,39,58,97
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,109,0,109,109
PALCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,4,14,4,14,18
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,24,65,24,65,89
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,2,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,8,0,8,0,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,11,0,11,11
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,7,4,7,4,11
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,8,8,8,8,16
POOPO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,12,33,12,33,45
PORCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,15,3,15,3,18
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,174,54,174,54,228
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,57,18,57,18,75
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,341,277,341,277,618
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,7,38,7,38,45
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,23,0,23,0,23
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,74,2,74,2,76
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,3,0,3,0,3
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,31,0,31,31
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,14,8,14,8,22
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,64,0,64,64
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,0,2,0,2
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,12,22,12,22,34
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,38,48,38,48,86
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,6,35,6,35,41
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,215,26,215,26,241
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,27,0,27,27
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,16,7,16,7,23
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,9,13,9,13,22
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,9,1,9,10
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,11,26,11,26,37
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,53,77,53,77,130
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,16,0,16,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,29,7,29,7,36
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,26,60,26,60,86
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,137,27,137,27,164
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,4,0,4,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,6,10,6,10,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,12,0,12,12
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,9,0,9,0,9
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,34,16,34,16,50
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,11,12,11,12,23
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,10,0,10,0,10
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,8,1,8,1,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,11,0,11,0,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,197,0,197,197
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,553,13,553,13,566
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,7,9,7,9,16
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,71,0,71,71
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,6,0,6,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,3,15,3,15,18
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,7,27,7,27,34
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,17,5,17,5,22
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,49,0,49,49
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,16,2,16,18
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,15,2,15,17
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,23,1,23,24
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,36,0,36,36
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,112,69,112,69,181
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,4,0,4,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,14,40,14,40,54
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,3,51,3,51,54
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,10,41,10,41,51
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,4,22,4,22,26
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,213,6,213,6,219
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,7,1,7,1,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,5,0,5,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,10,12,10,12,22
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,6,4,6,4,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,1,0,1,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,16,2,16,18
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,9,3,9,3,12
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,30,52,30,52,82
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,0,1,0,1
TURCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,7,0,7,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,16,7,16,7,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,10,1,10,1,11
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,155,0,155,155
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,22,0,22,0,22
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,28,14,28,14,42
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,22,10,22,10,32
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,24,7,24,7,31
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,9,1,9,10
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,18,4,18,4,22
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,17,2,17,2,19
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,34,42,34,42,76
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,11,15,11,15,26
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,74,46,74,46,120
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,11,2,11,13
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,8,64,8,64,72
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,16,6,16,6,22
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,1,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,3,11,3,11,14
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,50,46,50,46,96
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,6,3,6,3,9
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,25,1,25,26
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,3,0,3,0,3
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,5,0,5,5
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,0,2,0,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,6,4,6,4,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,6,0,6,6
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,15,2,15,2,17
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,31,0,31,31
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,41,0,41,41
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,0,1,0,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,12,38,12,38,50
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,13,0,13,13
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,6,2,6,8
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,4,14,4,14,18
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,21,0,21,21
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,4,4,4,4,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,4,15,4,15,19
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,41,5,41,5,46
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,11,1,11,1,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,3,0,3,0,3
CATACORA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,15,30,15,30,45
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,39,1,39,40
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,9,2,9,11
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,1,2,1,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,6,150,6,150,156
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,6,10,6,16
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,11,5,11,5,16
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,7,19,7,19,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,343,0,343,0,343
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,29,0,29,0,29
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,55,10,55,65
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,15,4,15,4,19
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,8,385,8,385,393
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,19,1,19,20
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,4,0,4,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,20,20,20,20,40
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,3,10,3,10,13
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,5,1,5,6
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,3,10,3,10,13
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,76,10,76,86
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,32,0,32,0,32
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,5,13,5,13,18
CURVA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,5,0,5,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,319,75,319,75,394
EL CHORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,22,0,22,22
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,1,2,1,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,35,10,35,10,45
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,11,1,11,1,12
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,6,0,6,0,6
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,15,17,15,17,32
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,6,0,6,0,6
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,20,0,20,20
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,8,0,8,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,12,29,12,29,41
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,6,0,6,0,6
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,4,2,4,6
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,3,11,3,11,14
HUARINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,7,0,7,7
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,4,0,4,0,4
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,6,2,6,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,8,22,8,22,30
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,14,0,14,14
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,11,5,11,5,16
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,63,5,63,5,68
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,1,2,1,3
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,50,0,50,50
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,80,0,80,80
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,11,0,11,0,11
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,0,1,0,1
