,group,variable,month,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2010-07-01,294,0,0,0,294,0,294
OMEREQUE,malaria,numero de muestras hematicas tomadas,2010-07-01,1,0,0,0,1,0,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2010-07-01,1,1,0,0,1,1,2
PADILLA,malaria,numero de muestras hematicas tomadas,2010-07-01,3,1,0,0,3,1,4
PAILON,malaria,numero de muestras hematicas tomadas,2010-07-01,2,5,0,0,2,5,7
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2010-07-01,20,13,0,0,20,13,33
PORONGO,malaria,numero de muestras hematicas tomadas,2010-07-01,2,4,0,0,2,4,6
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2010-07-01,1,0,1,0,2,0,2
PORVENIR,malaria,numero de muestras hematicas tomadas,2010-07-01,39,37,0,0,39,37,76
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2010-07-01,25,56,0,0,25,56,81
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2010-07-01,109,0,0,0,109,0,109
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2010-07-01,1,0,0,0,1,0,1
REYES,malaria,numero de muestras hematicas tomadas,2010-07-01,4,3,0,0,4,3,7
RIBERALTA,malaria,numero de muestras hematicas tomadas,2010-07-01,674,495,46,96,720,591,1311
ROBORE,malaria,numero de muestras hematicas tomadas,2010-07-01,9,23,0,0,9,23,32
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2010-07-01,1,0,0,0,1,0,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2010-07-01,34,35,0,0,34,35,69
SAN BORJA,malaria,numero de muestras hematicas tomadas,2010-07-01,5,2,0,0,5,2,7
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2010-07-01,1,3,0,0,1,3,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2010-07-01,52,38,0,0,52,38,90
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2010-07-01,15,25,0,0,15,25,40
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2010-07-01,1,1,0,0,1,1,2
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2010-07-01,156,0,0,0,156,0,156
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2010-07-01,1,0,0,0,1,0,1
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2010-07-01,51,41,0,0,51,41,92
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-07-01,22,48,0,0,22,48,70
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2010-07-01,29,0,0,0,29,0,29
SAN RAMON BENI,malaria,numero de muestras hematicas tomadas,2010-07-01,0,0,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2010-07-01,3,1,0,0,3,1,4
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2010-07-01,7,5,0,0,7,5,12
SENA,malaria,numero de muestras hematicas tomadas,2010-07-01,156,0,0,0,156,0,156
SOPACHUY,malaria,numero de muestras hematicas tomadas,2010-07-01,5,12,0,0,5,12,17
TARVITA,malaria,numero de muestras hematicas tomadas,2010-07-01,0,7,0,0,0,7,7
TEOPONTE,malaria,numero de muestras hematicas tomadas,2010-07-01,24,32,0,0,24,32,56
TOMINA,malaria,numero de muestras hematicas tomadas,2010-07-01,0,1,0,0,0,1,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2010-07-01,8,16,0,0,8,16,24
TRINIDAD,malaria,numero de muestras hematicas tomadas,2010-07-01,4,0,0,0,4,0,4
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2010-07-01,98,94,0,0,98,94,192
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2010-07-01,108,0,0,0,108,0,108
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2010-07-01,22,38,0,0,22,38,60
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2010-07-01,3,3,0,0,3,3,6
WARNES,malaria,numero de muestras hematicas tomadas,2010-07-01,1,1,0,0,1,1,2
YACUIBA,malaria,numero de muestras hematicas tomadas,2010-07-01,276,241,0,0,276,241,517
YAPACANI,malaria,numero de muestras hematicas tomadas,2010-07-01,1,0,0,0,1,0,1
AIQUILE,malaria,numero de muestras hematicas tomadas,2010-08-01,3,4,0,0,3,4,7
ALCALA,malaria,numero de muestras hematicas tomadas,2010-08-01,1,6,0,0,1,6,7
APOLO,malaria,numero de muestras hematicas tomadas,2010-08-01,27,17,0,0,27,17,44
AZURDUY,malaria,numero de muestras hematicas tomadas,2010-08-01,9,7,0,0,9,7,16
BAURES,malaria,numero de muestras hematicas tomadas,2010-08-01,57,38,0,0,57,38,95
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2010-08-01,67,0,0,0,67,0,67
BERMEJO,malaria,numero de muestras hematicas tomadas,2010-08-01,19,10,0,0,19,10,29
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-08-01,8,1,0,0,8,1,9
CABEZAS,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
CAMIRI,malaria,numero de muestras hematicas tomadas,2010-08-01,10,14,0,0,10,14,24
CARANAVI,malaria,numero de muestras hematicas tomadas,2010-08-01,11,12,0,0,11,12,23
CARAPARI,malaria,numero de muestras hematicas tomadas,2010-08-01,5,2,0,0,5,2,7
COBIJA,malaria,numero de muestras hematicas tomadas,2010-08-01,40,0,0,0,40,0,40
COMARAPA,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
CONCEPCION,malaria,numero de muestras hematicas tomadas,2010-08-01,37,25,0,0,37,25,62
COROICO,malaria,numero de muestras hematicas tomadas,2010-08-01,0,1,0,0,0,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2010-08-01,61,62,0,0,61,62,123
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2010-08-01,21,25,0,0,21,25,46
ENTRE RIOS CBBA,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2010-08-01,148,81,0,0,148,81,229
FILADELFIA,malaria,numero de muestras hematicas tomadas,2010-08-01,60,0,0,0,60,0,60
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2010-08-01,1,1,0,0,1,1,2
GUANAY,malaria,numero de muestras hematicas tomadas,2010-08-01,6,3,0,0,6,3,9
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2010-08-01,459,439,50,25,509,464,973
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2010-08-01,0,19,0,0,0,19,19
HUACARETA,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
INCAHUASI,malaria,numero de muestras hematicas tomadas,2010-08-01,5,1,0,0,5,1,6
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2010-08-01,25,7,0,0,25,7,32
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2010-08-01,4,3,0,0,4,3,7
LA PAZ,malaria,numero de muestras hematicas tomadas,2010-08-01,13,9,13,9,26,18,44
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2010-08-01,0,2,0,0,0,2,2
MACHARETI,malaria,numero de muestras hematicas tomadas,2010-08-01,2,0,0,0,2,0,2
MAGDALENA,malaria,numero de muestras hematicas tomadas,2010-08-01,78,73,0,0,78,73,151
MAPIRI,malaria,numero de muestras hematicas tomadas,2010-08-01,6,5,0,0,6,5,11
MIZQUE,malaria,numero de muestras hematicas tomadas,2010-08-01,0,0,12,5,12,5,17
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2010-08-01,11,16,0,0,11,16,27
MONTERO,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,1,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2010-08-01,58,28,0,0,58,28,86
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2010-08-01,175,0,0,0,175,0,175
PADCAYA,malaria,numero de muestras hematicas tomadas,2010-08-01,2,1,0,0,2,1,3
PADILLA,malaria,numero de muestras hematicas tomadas,2010-08-01,40,30,0,0,40,30,70
PAILON,malaria,numero de muestras hematicas tomadas,2010-08-01,0,1,0,0,0,1,1
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2010-08-01,10,12,0,0,10,12,22
PORONGO,malaria,numero de muestras hematicas tomadas,2010-08-01,6,3,0,0,6,3,9
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2010-08-01,2,1,2,1,4,2,6
PORVENIR,malaria,numero de muestras hematicas tomadas,2010-08-01,54,52,0,0,54,52,106
PRESTO,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2010-08-01,125,41,0,0,125,41,166
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2010-08-01,106,0,0,0,106,0,106
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2010-08-01,1,3,0,0,1,3,4
REYES,malaria,numero de muestras hematicas tomadas,2010-08-01,11,9,0,0,11,9,20
RIBERALTA,malaria,numero de muestras hematicas tomadas,2010-08-01,815,514,9,50,824,564,1388
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2010-08-01,4,1,0,0,4,1,5
SAIPINA,malaria,numero de muestras hematicas tomadas,2010-08-01,52,45,0,0,52,45,97
SAN BORJA,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2010-08-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2010-08-01,32,26,0,0,32,26,58
SAN JOAQUIN,malaria,numero de muestras hematicas tomadas,2010-08-01,3,0,0,0,3,0,3
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2010-08-01,20,20,0,0,20,20,40
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2010-08-01,7,3,0,0,7,3,10
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2010-08-01,274,8,0,0,274,8,282
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2010-08-01,2,0,0,0,2,0,2
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2010-08-01,42,0,0,0,42,0,42
SANTA ANA,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2010-08-01,3,3,0,0,3,3,6
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2010-08-01,10,4,0,0,10,4,14
SENA,malaria,numero de muestras hematicas tomadas,2010-08-01,58,1,0,0,58,1,59
SOPACHUY,malaria,numero de muestras hematicas tomadas,2010-08-01,1,23,0,0,1,23,24
TEOPONTE,malaria,numero de muestras hematicas tomadas,2010-08-01,6,2,0,0,6,2,8
TOMINA,malaria,numero de muestras hematicas tomadas,2010-08-01,16,21,0,0,16,21,37
TORO TORO,malaria,numero de muestras hematicas tomadas,2010-08-01,2,6,0,0,2,6,8
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
VILA VILA,malaria,numero de muestras hematicas tomadas,2010-08-01,0,0,7,0,7,0,7
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2010-08-01,0,5,0,0,0,5,5
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2010-08-01,79,113,0,0,79,113,192
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2010-08-01,148,0,0,0,148,0,148
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2010-08-01,5,12,0,0,5,12,17
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2010-08-01,3,2,0,0,3,2,5
WARNES,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2010-08-01,148,141,0,0,148,141,289
YAPACANI,malaria,numero de muestras hematicas tomadas,2010-08-01,2,1,0,0,2,1,3
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2010-08-01,1,0,0,0,1,0,1
ACACIO,malaria,numero de muestras hematicas tomadas,2010-09-01,16,26,0,0,16,26,42
AIQUILE,malaria,numero de muestras hematicas tomadas,2010-09-01,2,2,0,0,2,2,4
ALCALA,malaria,numero de muestras hematicas tomadas,2010-09-01,0,5,0,0,0,5,5
APOLO,malaria,numero de muestras hematicas tomadas,2010-09-01,34,36,0,0,34,36,70
AYATA,malaria,numero de muestras hematicas tomadas,2010-09-01,2,0,0,0,2,0,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2010-09-01,5,2,0,0,5,2,7
BAURES,malaria,numero de muestras hematicas tomadas,2010-09-01,15,18,0,0,15,18,33
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2010-09-01,28,12,0,0,28,12,40
BERMEJO,malaria,numero de muestras hematicas tomadas,2010-09-01,30,19,0,0,30,19,49
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2010-09-01,2,3,0,0,2,3,5
CAMIRI,malaria,numero de muestras hematicas tomadas,2010-09-01,12,13,0,0,12,13,25
CARANAVI,malaria,numero de muestras hematicas tomadas,2010-09-01,20,34,0,0,20,34,54
CARAPARI,malaria,numero de muestras hematicas tomadas,2010-09-01,15,14,0,0,15,14,29
COBIJA,malaria,numero de muestras hematicas tomadas,2010-09-01,67,21,0,0,67,21,88
COROICO,malaria,numero de muestras hematicas tomadas,2010-09-01,0,1,0,0,0,1,1
COTOCA,malaria,numero de muestras hematicas tomadas,2010-09-01,0,1,0,0,0,1,1
CUEVO,malaria,numero de muestras hematicas tomadas,2010-09-01,1,1,0,0,1,1,2
CULPINA,malaria,numero de muestras hematicas tomadas,2010-09-01,1,0,0,0,1,0,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2010-09-01,98,80,0,0,98,80,178
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2010-09-01,94,73,0,0,94,73,167
ENTRE RIOS CBBA,malaria,numero de muestras hematicas tomadas,2010-09-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2010-09-01,129,0,0,0,129,0,129
FILADELFIA,malaria,numero de muestras hematicas tomadas,2010-09-01,62,38,0,0,62,38,100
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2010-09-01,2,3,0,0,2,3,5
GUANAY,malaria,numero de muestras hematicas tomadas,2010-09-01,39,49,0,0,39,49,88
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2010-09-01,411,361,36,54,447,415,862
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2010-09-01,1,2,0,0,1,2,3
HUACARETA,malaria,numero de muestras hematicas tomadas,2010-09-01,0,2,0,0,0,2,2
INCAHUASI,malaria,numero de muestras hematicas tomadas,2010-09-01,31,23,0,0,31,23,54
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2010-09-01,21,12,0,0,21,12,33
IXIAMAS,malaria,numero de muestras hematicas tomadas,2010-09-01,1,0,0,0,1,0,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2010-09-01,4,1,0,0,4,1,5
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2010-09-01,6,2,0,0,6,2,8
LA PAZ,malaria,numero de muestras hematicas tomadas,2010-09-01,24,10,22,10,46,20,66
MAGDALENA,malaria,numero de muestras hematicas tomadas,2010-09-01,92,94,0,0,92,94,186
MAIRANA,malaria,numero de muestras hematicas tomadas,2010-09-01,1,2,0,0,1,2,3
MAPIRI,malaria,numero de muestras hematicas tomadas,2010-09-01,64,1,0,0,64,1,65
MIZQUE,malaria,numero de muestras hematicas tomadas,2010-09-01,41,12,4,0,45,12,57
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2010-09-01,61,59,0,0,61,59,120
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2010-09-01,48,47,0,0,48,47,95
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2010-09-01,179,0,0,0,179,0,179
PADCAYA,malaria,numero de muestras hematicas tomadas,2010-09-01,97,79,0,0,97,79,176
PADILLA,malaria,numero de muestras hematicas tomadas,2010-09-01,8,18,0,0,8,18,26
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2010-09-01,14,9,0,0,14,9,23
POROMA,malaria,numero de muestras hematicas tomadas,2010-09-01,3,0,0,0,3,0,3
PORONGO,malaria,numero de muestras hematicas tomadas,2010-09-01,10,6,0,0,10,6,16
PORVENIR,malaria,numero de muestras hematicas tomadas,2010-09-01,34,40,0,0,34,40,74
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2010-09-01,47,0,0,0,47,0,47
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2010-09-01,85,0,0,0,85,0,85
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2010-09-01,3,5,0,0,3,5,8
REYES,malaria,numero de muestras hematicas tomadas,2010-09-01,6,6,0,0,6,6,12
RIBERALTA,malaria,numero de muestras hematicas tomadas,2010-09-01,631,428,4,6,635,434,1069
ROBORE,malaria,numero de muestras hematicas tomadas,2010-09-01,7,14,0,0,7,14,21
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2010-09-01,1,0,0,0,1,0,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2010-09-01,37,32,0,0,37,32,69
SAN BORJA,malaria,numero de muestras hematicas tomadas,2010-09-01,3,2,0,0,3,2,5
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2010-09-01,0,3,0,0,0,3,3
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2010-09-01,67,49,0,0,67,49,116
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2010-09-01,18,18,0,0,18,18,36
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2010-09-01,213,82,0,0,213,82,295
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2010-09-01,14,2,0,0,14,2,16
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2010-09-01,49,38,0,0,49,38,87
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-09-01,6,13,0,0,6,13,19
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2010-09-01,38,0,0,0,38,0,38
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2010-09-01,2,2,0,0,2,2,4
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2010-09-01,6,3,0,0,6,3,9
SANTA ROSA DEL SARA,malaria,numero de muestras hematicas tomadas,2010-09-01,0,0,1,0,1,0,1
SENA,malaria,numero de muestras hematicas tomadas,2010-09-01,66,15,0,0,66,15,81
SOPACHUY,malaria,numero de muestras hematicas tomadas,2010-09-01,1,14,0,0,1,14,15
TARVITA,malaria,numero de muestras hematicas tomadas,2010-09-01,1,1,0,0,1,1,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2010-09-01,9,6,0,0,9,6,15
TOMINA,malaria,numero de muestras hematicas tomadas,2010-09-01,56,44,0,0,56,44,100
TORO TORO,malaria,numero de muestras hematicas tomadas,2010-09-01,4,4,0,0,4,4,8
TOTORA(CBBA),malaria,numero de muestras hematicas tomadas,2010-09-01,0,1,0,0,0,1,1
VILA VILA,malaria,numero de muestras hematicas tomadas,2010-09-01,1,0,0,0,1,0,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2010-09-01,69,88,0,0,69,88,157
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2010-09-01,74,0,0,0,74,0,74
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2010-09-01,1,14,0,0,1,14,15
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2010-09-01,2,3,0,0,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2010-09-01,1,15,0,0,1,15,16
WARNES,malaria,numero de muestras hematicas tomadas,2010-09-01,0,1,0,0,0,1,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2010-09-01,226,201,0,0,226,201,427
YAPACANI,malaria,numero de muestras hematicas tomadas,2010-09-01,7,0,0,0,7,0,7
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2010-09-01,0,2,0,0,0,2,2
ACACIO,malaria,numero de muestras hematicas tomadas,2010-10-01,3,11,0,0,3,11,14
AIQUILE,malaria,numero de muestras hematicas tomadas,2010-10-01,4,6,0,0,4,6,10
ALCALA,malaria,numero de muestras hematicas tomadas,2010-10-01,0,7,0,0,0,7,7
ALTO BENI,malaria,numero de muestras hematicas tomadas,2010-10-01,0,1,0,0,0,1,1
APOLO,malaria,numero de muestras hematicas tomadas,2010-10-01,8,12,0,0,8,12,20
AZURDUY,malaria,numero de muestras hematicas tomadas,2010-10-01,1,7,0,0,1,7,8
BAURES,malaria,numero de muestras hematicas tomadas,2010-10-01,53,42,0,0,53,42,95
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
BERMEJO,malaria,numero de muestras hematicas tomadas,2010-10-01,12,17,0,0,12,17,29
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2010-10-01,2,2,0,0,2,2,4
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-10-01,9,3,0,0,9,3,12
CABEZAS,malaria,numero de muestras hematicas tomadas,2010-10-01,2,1,0,0,2,1,3
CAMIRI,malaria,numero de muestras hematicas tomadas,2010-10-01,13,25,0,0,13,25,38
CARANAVI,malaria,numero de muestras hematicas tomadas,2010-10-01,12,18,0,0,12,18,30
CARAPARI,malaria,numero de muestras hematicas tomadas,2010-10-01,24,21,0,0,24,21,45
CKOCHAS,malaria,numero de muestras hematicas tomadas,2010-10-01,5,5,0,0,5,5,10
COBIJA,malaria,numero de muestras hematicas tomadas,2010-10-01,50,33,0,0,50,33,83
COMARAPA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,2,0,0,1,2,3
COROICO,malaria,numero de muestras hematicas tomadas,2010-10-01,2,3,2,1,4,4,8
COTOCA,malaria,numero de muestras hematicas tomadas,2010-10-01,2,0,0,0,2,0,2
CUEVO,malaria,numero de muestras hematicas tomadas,2010-10-01,0,2,0,0,0,2,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2010-10-01,106,112,0,0,106,112,218
EL VILLAR,malaria,numero de muestras hematicas tomadas,2010-10-01,15,20,0,0,15,20,35
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2010-10-01,77,73,0,0,77,73,150
ENTRE RIOS CBBA,malaria,numero de muestras hematicas tomadas,2010-10-01,3,1,0,0,3,1,4
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2010-10-01,106,0,0,0,106,0,106
FILADELFIA,malaria,numero de muestras hematicas tomadas,2010-10-01,16,0,0,0,16,0,16
GUANAY,malaria,numero de muestras hematicas tomadas,2010-10-01,23,18,0,0,23,18,41
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2010-10-01,432,276,7,3,439,279,718
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2010-10-01,2,20,0,0,2,20,22
HUACARETA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,3,0,0,1,3,4
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2010-10-01,9,18,0,0,9,18,27
INCAHUASI,malaria,numero de muestras hematicas tomadas,2010-10-01,2,4,0,0,2,4,6
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2010-10-01,3,0,0,0,3,0,3
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2010-10-01,6,1,0,0,6,1,7
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2010-10-01,14,12,0,0,14,12,26
LA PAZ,malaria,numero de muestras hematicas tomadas,2010-10-01,1,1,0,0,1,1,2
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2010-10-01,1,11,0,0,1,11,12
MAGDALENA,malaria,numero de muestras hematicas tomadas,2010-10-01,74,69,0,0,74,69,143
MAIRANA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
MAPIRI,malaria,numero de muestras hematicas tomadas,2010-10-01,8,1,0,0,8,1,9
MIZQUE,malaria,numero de muestras hematicas tomadas,2010-10-01,4,2,0,1,4,3,7
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2010-10-01,19,17,0,0,19,17,36
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2010-10-01,145,0,0,0,145,0,145
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2010-10-01,93,52,0,0,93,52,145
OMEREQUE,malaria,numero de muestras hematicas tomadas,2010-10-01,0,1,0,0,0,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,2,0,0,1,2,3
PADILLA,malaria,numero de muestras hematicas tomadas,2010-10-01,3,1,0,0,3,1,4
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2010-10-01,42,25,0,0,42,25,67
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2010-10-01,0,1,0,0,0,1,1
POROMA,malaria,numero de muestras hematicas tomadas,2010-10-01,0,1,0,0,0,1,1
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,1,0,2,0,2
PORVENIR,malaria,numero de muestras hematicas tomadas,2010-10-01,72,75,0,0,72,75,147
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2010-10-01,45,24,0,0,45,24,69
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2010-10-01,118,3,0,0,118,3,121
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2010-10-01,3,2,0,0,3,2,5
REYES,malaria,numero de muestras hematicas tomadas,2010-10-01,9,7,0,0,9,7,16
RIBERALTA,malaria,numero de muestras hematicas tomadas,2010-10-01,710,550,41,13,751,563,1314
ROBORE,malaria,numero de muestras hematicas tomadas,2010-10-01,17,0,0,0,17,0,17
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2010-10-01,36,30,0,0,36,30,66
SAN BORJA,malaria,numero de muestras hematicas tomadas,2010-10-01,14,28,0,0,14,28,42
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2010-10-01,1,3,0,0,1,3,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2010-10-01,71,61,0,0,71,61,132
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2010-10-01,16,20,0,0,16,20,36
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2010-10-01,1,4,0,0,1,4,5
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2010-10-01,126,0,0,0,126,0,126
