,group,variable,month,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,TOTALES
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2013-08-01,29,78,107
QUIME,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,4,4
REYES,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,4,4
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,40,180,220
ROBORE,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,1,1
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,12,12
SACABA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,33,116,149
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,7,7
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,9,35,44
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,6,14,20
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2013-08-01,2,15,17
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,6,6
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2013-08-01,16,66,82
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2013-08-01,3,8,11
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2013-08-01,1,36,37
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-08-01,3,8,11
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2013-08-01,2,24,26
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2013-08-01,4,1,5
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2013-08-01,5,13,18
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,1,1
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2013-08-01,2,2,4
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,1,17,18
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,1693,3247,4940
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,9,9
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,1,1
SUCRE,cirugias y anestesias,anestesias generales y regionales,2013-08-01,449,691,1140
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2013-08-01,3,11,14
TARIJA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,291,479,770
TARVITA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,3,3
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,35,35
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2013-08-01,1,9,10
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2013-08-01,103,212,315
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,10,34,44
UNCIA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,6,3,9
UYUNI,cirugias y anestesias,anestesias generales y regionales,2013-08-01,7,17,24
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2013-08-01,4,27,31
VIACHA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,17,28,45
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2013-08-01,32,72,104
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2013-08-01,6,51,57
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2013-08-01,53,74,127
VINTO,cirugias y anestesias,anestesias generales y regionales,2013-08-01,10,30,40
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,50,125,175
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-08-01,3,30,33
YOTALA,cirugias y anestesias,anestesias generales y regionales,2013-08-01,0,1,1
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,2,5,7
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2013-09-01,4,11,15
ANZALDO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,3,1,4
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2013-09-01,6,33,39
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,9,15,24
BAURES,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,1,1
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,13,73,86
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,1,1
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,12,16,28
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,27,75,102
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,4,21,25
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,18,18
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,21,22
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,1,2
CLIZA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,9,9
COBIJA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,64,98,162
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1339,2420,3759
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,11,11
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,16,17
COROICO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,5,10,15
COTOCA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,17,18
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,403,765,1168
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,32,76,108
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,2,2
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,6,4,10
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2013-09-01,6,57,63
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,5,20,25
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1509,2065,3574
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,20,54,74
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,7,7
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,21,21
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,21,25,46
MONTERO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,39,208,247
ORURO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,265,553,818
PADILLA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,5,21,26
PAILON,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,5,5
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,5,11,16
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,19,31,50
POTOSI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,103,213,316
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2013-09-01,7,32,39
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2013-09-01,8,53,61
PUNATA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,14,56,70
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,17,54,71
QUIME,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,3,3
REYES,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,4,4
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,25,221,246
ROBORE,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,6,7
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2013-09-01,4,11,15
SACABA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,22,109,131
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,4,4
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,10,34,44
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,8,17,25
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,14,15
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,11,61,72
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2013-09-01,2,8,10
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,8,8
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2013-09-01,5,24,29
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,12,5,17
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,22,22
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2013-09-01,4,7,11
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2013-09-01,3,2,5
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,1,1
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,6,7
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,2248,3482,5730
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,1,2,3
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,10,10
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,2,2
SUCRE,cirugias y anestesias,anestesias generales y regionales,2013-09-01,365,563,928
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,2,7,9
TARIJA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,273,490,763
TARVITA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,2,2
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,3,22,25
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2013-09-01,0,13,13
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2013-09-01,120,211,331
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,9,36,45
UNCIA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,10,11,21
UYUNI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,4,33,37
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2013-09-01,9,29,38
VIACHA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,13,21,34
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2013-09-01,22,60,82
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,15,40,55
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2013-09-01,79,83,162
VINTO,cirugias y anestesias,anestesias generales y regionales,2013-09-01,10,28,38
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2013-09-01,71,118,189
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-09-01,26,27,53
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,13,15
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2013-10-01,11,13,24
ANZALDO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,7,11,18
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2013-10-01,9,38,47
BAURES,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,2,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,16,65,81
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,4,4
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,20,15,35
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,21,76,97
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,9,34,43
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,18,18
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,3,18,21
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,12,14
CLIZA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,19,20
COBIJA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,48,110,158
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1443,2602,4045
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,14,46,60
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,18,18
COROICO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,5,6
COTOCA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,23,25
CULPINA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,9,5,14
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,480,783,1263
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,23,58,81
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,8,9
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,4,8,12
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2013-10-01,17,89,106
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,7,23,30
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1588,2251,3839
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,19,46,65
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,1,3
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,3,21,24
MIZQUE,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,13,15
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,17,30,47
MONTERO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,40,189,229
ORURO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,269,623,892
PADILLA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,12,26,38
PAILON,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,6,6
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,14,15
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,26,38,64
POTOSI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,98,164,262
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2013-10-01,9,33,42
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2013-10-01,12,31,43
PUNATA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,13,40,53
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,18,65,83
REYES,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,7,8
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,30,152,182
ROBORE,cirugias y anestesias,anestesias generales y regionales,2013-10-01,4,3,7
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,16,18
SACABA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,32,132,164
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,5,5
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,8,33,41
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,7,27,34
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,11,12
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,32,28,60
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,9,64,73
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2013-10-01,5,11,16
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,27,29
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,8,1,9
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2013-10-01,5,30,35
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,12,14
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2013-10-01,3,12,15
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1,2,3
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,2,15,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,1749,3607,5356
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,2,2
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,5,5
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,2,2
SUCRE,cirugias y anestesias,anestesias generales y regionales,2013-10-01,399,664,1063
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,7,7
TARIJA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,271,576,847
TARVITA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,5,5
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,3,51,54
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,9,9
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2013-10-01,115,243,358
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,29,52,81
UNCIA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,9,15,24
URUBICHA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,2,2
UYUNI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,7,19,26
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2013-10-01,11,33,44
VIACHA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,15,21,36
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2013-10-01,26,65,91
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,4,50,54
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2013-10-01,21,50,71
VINTO,cirugias y anestesias,anestesias generales y regionales,2013-10-01,15,31,46
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,103,91,194
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-10-01,8,34,42
YOTALA,cirugias y anestesias,anestesias generales y regionales,2013-10-01,0,2,2
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,5,5
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2013-11-01,3,17,20
ANZALDO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,13,8,21
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2013-11-01,12,22,34
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,13,8,21
BAURES,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,2,2
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,13,51,64
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,4,4
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,9,19,28
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,19,95,114
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,3,3
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,23,25
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,11,11
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,5,16,21
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2013-11-01,4,7,11
CLIZA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,7,7
COBIJA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,46,130,176
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1258,2359,3617
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,3,3
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,18,20
COROICO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,3,1,4
COTOCA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,15,17
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,449,774,1223
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,28,67,95
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2013-11-01,4,9,13
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,6,9,15
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2013-11-01,10,58,68
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,16,19,35
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1514,2221,3735
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,17,20,37
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1,26,27
MIZQUE,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,11,11
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,6,36,42
MONTERO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,49,205,254
ORURO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,334,561,895
PADILLA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,17,18,35
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,5,20,25
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,20,45,65
POTOSI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,170,261,431
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2013-11-01,10,49,59
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2013-11-01,20,25,45
PUNATA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,15,49,64
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,13,67,80
REYES,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1,5,6
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,26,163,189
ROBORE,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,4,6
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1,19,20
SACABA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,17,92,109
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,3,3
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,12,13,25
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,5,5
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2013-11-01,5,0,5
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,16,48,64
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,23,81,104
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2013-11-01,6,6,12
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2013-11-01,11,36,47
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2013-11-01,3,11,14
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,7,7
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,8,10
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,0,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1,12,13
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1732,2644,4376
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,1,3
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,8,8
SUCRE,cirugias y anestesias,anestesias generales y regionales,2013-11-01,457,587,1044
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,1,9,10
TARIJA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,233,458,691
TARVITA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,0,1,1
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,4,47,51
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2013-11-01,75,243,318
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,24,34,58
UYUNI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,4,20,24
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2013-11-01,3,23,26
VIACHA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,19,24,43
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2013-11-01,19,60,79
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,11,43,54
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2013-11-01,27,25,52
VINTO,cirugias y anestesias,anestesias generales y regionales,2013-11-01,15,18,33
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,55,154,209
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-11-01,8,29,37
YOTALA,cirugias y anestesias,anestesias generales y regionales,2013-11-01,2,5,7
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,8,11
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,19,22
ANZALDO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,12,9,21
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2013-12-01,4,32,36
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,2,1,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,9,43,52
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,1,1
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,8,20,28
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,11,63,74
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,2,2
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1,8,9
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,8,1,9
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,2,15,17
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,10,10
CLIZA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,9,9
COBIJA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,46,127,173
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1249,2059,3308
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,47,12,59
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,11,11
COROICO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,7,11,18
COTOCA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,7,7
CULPINA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,13,16
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,418,821,1239
