,group,variable,month,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,TOTALES
QUIME,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,4,4
REYES,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,4,4
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,40,180,220
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,1,1
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,12,12
SACABA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,21,76,97
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,7,7
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,9,35,44
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,6,14,20
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,2,15,17
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,6,6
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,16,66,82
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2013-08-01,3,8,11
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,1,36,37
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,3,8,11
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,2,24,26
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,3,1,4
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,3,10,13
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,1,1
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,2,2,4
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,1,17,18
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,1603,3191,4794
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,9,9
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,368,559,927
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,2,11,13
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,276,456,732
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,3,3
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,27,27
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2013-08-01,1,7,8
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,102,212,314
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,10,34,44
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,6,3,9
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,7,17,24
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,4,27,31
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,17,28,45
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,19,56,75
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,6,51,57
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,7,20,27
VINTO,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,10,30,40
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,50,125,175
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,3,30,33
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2013-08-01,0,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,2,5,7
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,4,11,15
ANZALDO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,3,1,4
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,6,22,28
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,9,15,24
BAURES,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,10,36,46
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,12,16,28
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,27,55,82
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,4,21,25
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,18,18
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1,21,22
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1,1,2
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,9,9
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,64,98,162
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1272,2311,3583
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,11,11
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,15,15
COROICO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,5,7,12
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1,17,18
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,397,743,1140
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,32,76,108
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,2,2
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,6,4,10
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,6,57,63
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,5,20,25
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1420,1970,3390
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,20,54,74
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,7,7
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,21,21
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,17,13,30
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,39,208,247
ORURO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,265,553,818
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,5,21,26
PAILON,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,5,5
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,5,11,16
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,19,31,50
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,88,200,288
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,7,24,31
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,8,37,45
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,14,56,70
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,17,54,71
QUIME,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,3,3
REYES,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,4,4
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,25,221,246
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1,6,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,4,11,15
SACABA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,22,74,96
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,4,4
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,10,34,44
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,8,17,25
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1,14,15
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,11,60,71
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2013-09-01,2,8,10
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,8,8
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,5,24,29
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,12,5,17
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,22,22
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,2,2,4
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,3,1,4
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1,6,7
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,2128,3455,5583
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,1,2,3
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,10,10
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,289,484,773
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,2,7,9
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,267,476,743
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,2,2
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,3,22,25
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2013-09-01,0,10,10
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,117,210,327
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,9,36,45
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,10,11,21
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,4,33,37
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,9,29,38
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,13,21,34
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,12,45,57
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,15,40,55
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,3,28,31
VINTO,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,10,25,35
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,71,116,187
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-09-01,23,23,46
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,13,15
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,11,13,24
ANZALDO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,7,11,18
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,9,20,29
BAURES,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1,1,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,12,38,50
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,20,15,35
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,18,42,60
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,9,34,43
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,18,18
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,3,18,21
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,12,14
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1,19,20
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,48,110,158
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1386,2494,3880
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,14,46,60
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,10,10
COROICO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,3,3
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,23,25
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,470,770,1240
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,23,58,81
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1,8,9
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,4,8,12
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,17,89,106
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,7,23,30
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1521,2111,3632
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,19,46,65
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,1,3
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,3,21,24
MIZQUE,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,13,15
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,7,23,30
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,40,189,229
ORURO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,269,623,892
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,12,26,38
PAILON,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,6,6
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1,14,15
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,26,38,64
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,93,157,250
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,9,31,40
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,12,31,43
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,13,40,53
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,18,65,83
REYES,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1,7,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,30,152,182
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,4,3,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,16,18
SACABA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,22,72,94
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,5,5
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,8,33,41
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,7,22,29
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1,11,12
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,32,28,60
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,9,63,72
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2013-10-01,5,11,16
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,27,29
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,8,1,9
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,5,30,35
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,10,12
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,9,9
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1,2,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,2,15,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,1666,3439,5105
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,2,2
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,5,5
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,338,566,904
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,7,7
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,254,552,806
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,5,5
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,3,35,38
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,7,7
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,111,242,353
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,27,49,76
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,9,15,24
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,7,19,26
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,11,33,44
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,15,21,36
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,20,51,71
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,4,50,54
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,18,18,36
VINTO,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,15,31,46
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,102,78,180
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,8,34,42
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2013-10-01,0,2,2
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,5,5
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,3,17,20
ANZALDO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,13,8,21
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,7,15,22
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,13,8,21
BAURES,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,11,28,39
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,9,19,28
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,15,67,82
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,3,3
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,23,25
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,11,11
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,5,16,21
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2013-11-01,4,7,11
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,7,7
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,46,130,176
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1204,2292,3496
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,3,3
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,18,20
COROICO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,1,3
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,15,17
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,449,753,1202
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,28,67,95
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,4,9,13
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,6,9,15
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,10,58,68
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,16,19,35
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1402,2097,3499
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,17,20,37
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1,26,27
MIZQUE,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,11,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,6,26,32
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,49,205,254
ORURO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,334,561,895
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,17,18,35
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,5,20,25
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,20,45,65
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,158,253,411
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,9,23,32
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,20,25,45
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,15,49,64
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,13,67,80
REYES,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1,5,6
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,26,163,189
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,4,6
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1,19,20
SACABA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,17,67,84
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,12,13,25
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,5,5
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,5,0,5
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,16,48,64
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,23,81,104
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2013-11-01,6,6,12
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,11,35,46
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,3,11,14
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,7,7
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,7,9
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,0,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1,12,13
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1441,2642,4083
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,1,3
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,8,8
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,387,488,875
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,1,9,10
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,214,438,652
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,1,1
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,4,47,51
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,74,241,315
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,23,34,57
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,4,20,24
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,3,23,26
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,19,24,43
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,13,19,32
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,11,43,54
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,2,7,9
VINTO,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,15,18,33
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,55,154,209
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,8,29,37
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2013-11-01,0,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,3,8,11
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,3,19,22
ANZALDO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,12,9,21
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,4,9,13
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,1,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,6,26,32
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,5,11,16
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,8,53,61
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,2,2
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1,8,9
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,8,1,9
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,15,17
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,10,10
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,9,9
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,46,127,173
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1175,1997,3172
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,47,12,59
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,11,11
