,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
AZURDUY,vih,no de personas con prueba rapida,2023-07-01,3,29,32
BATALLAS,vih,no de personas con prueba rapida,2023-07-01,5,6,11
BELLA FLOR,vih,no de personas con prueba rapida,2023-07-01,0,1,1
BERMEJO,vih,no de personas con prueba rapida,2023-07-01,29,52,81
BETANZOS,vih,no de personas con prueba rapida,2023-07-01,6,3,9
BOLIVAR,vih,no de personas con prueba rapida,2023-07-01,1,3,4
BUENA VISTA,vih,no de personas con prueba rapida,2023-07-01,6,8,14
CABEZAS,vih,no de personas con prueba rapida,2023-07-01,5,21,26
"CAIZA ""D""",vih,no de personas con prueba rapida,2023-07-01,0,3,3
CALAMARCA,vih,no de personas con prueba rapida,2023-07-01,0,2,2
CAMARGO,vih,no de personas con prueba rapida,2023-07-01,12,46,58
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2023-07-01,1,13,14
CAMIRI,vih,no de personas con prueba rapida,2023-07-01,15,16,31
CAPINOTA,vih,no de personas con prueba rapida,2023-07-01,4,16,20
CARACOLLO,vih,no de personas con prueba rapida,2023-07-01,1,13,14
CARANAVI,vih,no de personas con prueba rapida,2023-07-01,78,82,160
CARAPARI,vih,no de personas con prueba rapida,2023-07-01,7,8,15
CARIPUYO,vih,no de personas con prueba rapida,2023-07-01,1,0,1
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2023-07-01,9,17,26
CHALLAPATA,vih,no de personas con prueba rapida,2023-07-01,33,56,89
CHARAGUA,vih,no de personas con prueba rapida,2023-07-01,14,16,30
CHAYANTA,vih,no de personas con prueba rapida,2023-07-01,2,0,2
CHIMORE,vih,no de personas con prueba rapida,2023-07-01,12,28,40
CHIPAYA,vih,no de personas con prueba rapida,2023-07-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2023-07-01,20,23,43
CHUMA,vih,no de personas con prueba rapida,2023-07-01,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2023-07-01,0,4,4
CKOCHAS,vih,no de personas con prueba rapida,2023-07-01,0,2,2
CLIZA,vih,no de personas con prueba rapida,2023-07-01,20,16,36
COBIJA,vih,no de personas con prueba rapida,2023-07-01,75,69,144
COCAPATA,vih,no de personas con prueba rapida,2023-07-01,1,1,2
COCHABAMBA,vih,no de personas con prueba rapida,2023-07-01,1911,2990,4901
COLCAPIRHUA,vih,no de personas con prueba rapida,2023-07-01,64,92,156
"COLCHA ""K""",vih,no de personas con prueba rapida,2023-07-01,1,2,3
COLOMI,vih,no de personas con prueba rapida,2023-07-01,1,17,18
COLPA BELGICA,vih,no de personas con prueba rapida,2023-07-01,8,9,17
COLQUECHACA,vih,no de personas con prueba rapida,2023-07-01,0,3,3
COLQUENCHA,vih,no de personas con prueba rapida,2023-07-01,12,13,25
COLQUIRI,vih,no de personas con prueba rapida,2023-07-01,4,0,4
COMARAPA,vih,no de personas con prueba rapida,2023-07-01,7,13,20
CONCEPCION,vih,no de personas con prueba rapida,2023-07-01,22,15,37
COPACABANA,vih,no de personas con prueba rapida,2023-07-01,4,0,4
COROICO,vih,no de personas con prueba rapida,2023-07-01,36,24,60
COTAGAITA,vih,no de personas con prueba rapida,2023-07-01,2,7,9
COTOCA,vih,no de personas con prueba rapida,2023-07-01,80,101,181
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2023-07-01,48,108,156
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2023-07-01,0,2,2
CULPINA,vih,no de personas con prueba rapida,2023-07-01,2,35,37
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2023-07-01,1,1,2
CURVA,vih,no de personas con prueba rapida,2023-07-01,0,7,7
DESAGUADERO,vih,no de personas con prueba rapida,2023-07-01,5,8,13
EL ALTO,vih,no de personas con prueba rapida,2023-07-01,993,1853,2846
EL PUENTE(STC),vih,no de personas con prueba rapida,2023-07-01,15,53,68
EL PUENTE(TJA),vih,no de personas con prueba rapida,2023-07-01,0,2,2
EL TORNO,vih,no de personas con prueba rapida,2023-07-01,71,129,200
EL VILLAR,vih,no de personas con prueba rapida,2023-07-01,0,2,2
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2023-07-01,4,8,12
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2023-07-01,69,217,286
EUCALIPTUS,vih,no de personas con prueba rapida,2023-07-01,1,0,1
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2023-07-01,26,37,63
FILADELFIA,vih,no de personas con prueba rapida,2023-07-01,0,3,3
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2023-07-01,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2023-07-01,0,3,3
GUANAY,vih,no de personas con prueba rapida,2023-07-01,4,17,21
GUAYARAMERIN,vih,no de personas con prueba rapida,2023-07-01,162,124,286
HUANUNI,vih,no de personas con prueba rapida,2023-07-01,22,41,63
HUAYLLAMARCA,vih,no de personas con prueba rapida,2023-07-01,6,6,12
ICLA,vih,no de personas con prueba rapida,2023-07-01,0,4,4
INCAHUASI,vih,no de personas con prueba rapida,2023-07-01,9,18,27
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2023-07-01,9,18,27
IXIAMAS,vih,no de personas con prueba rapida,2023-07-01,5,6,11
JESUS DE MACHACA,vih,no de personas con prueba rapida,2023-07-01,6,11,17
LA GUARDIA,vih,no de personas con prueba rapida,2023-07-01,66,294,360
LA PAZ,vih,no de personas con prueba rapida,2023-07-01,1350,1710,3060
LAJA,vih,no de personas con prueba rapida,2023-07-01,0,3,3
LAS CARRERAS,vih,no de personas con prueba rapida,2023-07-01,0,1,1
LLALLAGUA,vih,no de personas con prueba rapida,2023-07-01,6,5,11
LLICA,vih,no de personas con prueba rapida,2023-07-01,0,2,2
LORETO,vih,no de personas con prueba rapida,2023-07-01,2,3,5
LURIBAY,vih,no de personas con prueba rapida,2023-07-01,1,1,2
MACHACAMARCA,vih,no de personas con prueba rapida,2023-07-01,3,5,8
MACHARETI,vih,no de personas con prueba rapida,2023-07-01,0,2,2
MAPIRI,vih,no de personas con prueba rapida,2023-07-01,3,0,3
MINEROS,vih,no de personas con prueba rapida,2023-07-01,8,5,13
MIZQUE,vih,no de personas con prueba rapida,2023-07-01,36,41,77
MOJOCOYA,vih,no de personas con prueba rapida,2023-07-01,0,15,15
MONTEAGUDO,vih,no de personas con prueba rapida,2023-07-01,35,72,107
MONTERO,vih,no de personas con prueba rapida,2023-07-01,132,185,317
MORO MORO,vih,no de personas con prueba rapida,2023-07-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2023-07-01,0,1,1
OCURI,vih,no de personas con prueba rapida,2023-07-01,6,11,17
OKINAWA,vih,no de personas con prueba rapida,2023-07-01,3,4,7
OMEREQUE,vih,no de personas con prueba rapida,2023-07-01,2,7,9
ORURO,vih,no de personas con prueba rapida,2023-07-01,326,732,1058
PADCAYA,vih,no de personas con prueba rapida,2023-07-01,1,0,1
PADILLA,vih,no de personas con prueba rapida,2023-07-01,11,19,30
PAILON,vih,no de personas con prueba rapida,2023-07-01,3,56,59
PALOS BLANCOS,vih,no de personas con prueba rapida,2023-07-01,7,13,20
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2023-07-01,5,12,17
PAMPA GRANDE,vih,no de personas con prueba rapida,2023-07-01,2,3,5
PASORAPA,vih,no de personas con prueba rapida,2023-07-01,6,17,23
PATACAMAYA,vih,no de personas con prueba rapida,2023-07-01,0,2,2
PAZÑA,vih,no de personas con prueba rapida,2023-07-01,57,28,85
POCOATA,vih,no de personas con prueba rapida,2023-07-01,23,15,38
POCONA,vih,no de personas con prueba rapida,2023-07-01,7,16,23
POJO (CBBA),vih,no de personas con prueba rapida,2023-07-01,9,0,9
POOPO,vih,no de personas con prueba rapida,2023-07-01,6,23,29
PORCO,vih,no de personas con prueba rapida,2023-07-01,0,5,5
POROMA,vih,no de personas con prueba rapida,2023-07-01,4,2,6
PORONGO,vih,no de personas con prueba rapida,2023-07-01,4,2,6
PORTACHUELO,vih,no de personas con prueba rapida,2023-07-01,9,7,16
PORVENIR,vih,no de personas con prueba rapida,2023-07-01,4,11,15
POSTRER VALLE,vih,no de personas con prueba rapida,2023-07-01,1,2,3
POTOSI,vih,no de personas con prueba rapida,2023-07-01,33,37,70
PRESTO,vih,no de personas con prueba rapida,2023-07-01,0,5,5
PUERTO ACOSTA,vih,no de personas con prueba rapida,2023-07-01,2,0,2
PUERTO PEREZ,vih,no de personas con prueba rapida,2023-07-01,3,7,10
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2023-07-01,4,8,12
PUERTO SUAREZ,vih,no de personas con prueba rapida,2023-07-01,12,28,40
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2023-07-01,178,270,448
PUNA,vih,no de personas con prueba rapida,2023-07-01,5,10,15
PUNATA,vih,no de personas con prueba rapida,2023-07-01,102,109,211
QUILLACOLLO,vih,no de personas con prueba rapida,2023-07-01,183,690,873
QUIME,vih,no de personas con prueba rapida,2023-07-01,0,6,6
RAQAYPAMPA(ETA),vih,no de personas con prueba rapida,2023-07-01,1,1,2
RAVELO,vih,no de personas con prueba rapida,2023-07-01,1,2,3
REYES,vih,no de personas con prueba rapida,2023-07-01,1,2,3
RIBERALTA,vih,no de personas con prueba rapida,2023-07-01,295,438,733
ROBORE,vih,no de personas con prueba rapida,2023-07-01,10,13,23
RURRENABAQUE,vih,no de personas con prueba rapida,2023-07-01,1,1,2
SABAYA,vih,no de personas con prueba rapida,2023-07-01,24,31,55
SACABA,vih,no de personas con prueba rapida,2023-07-01,200,338,538
SACABAMBA,vih,no de personas con prueba rapida,2023-07-01,1,2,3
SACACA,vih,no de personas con prueba rapida,2023-07-01,0,5,5
SAIPINA,vih,no de personas con prueba rapida,2023-07-01,1,0,1
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2023-07-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2023-07-01,20,67,87
SAN ANDRES,vih,no de personas con prueba rapida,2023-07-01,2,1,3
SAN ANDRES DE MACHACA,vih,no de personas con prueba rapida,2023-07-01,1,1,2
SAN BENITO,vih,no de personas con prueba rapida,2023-07-01,5,4,9
SAN BORJA,vih,no de personas con prueba rapida,2023-07-01,49,91,140
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2023-07-01,3,9,12
SAN CARLOS,vih,no de personas con prueba rapida,2023-07-01,28,57,85
SAN IGNACIO,vih,no de personas con prueba rapida,2023-07-01,11,9,20
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2023-07-01,20,25,45
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2023-07-01,2,1,3
SAN JAVIER(STC),vih,no de personas con prueba rapida,2023-07-01,1,3,4
SAN JOAQUIN,vih,no de personas con prueba rapida,2023-07-01,0,20,20
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2023-07-01,1,3,4
SAN JULIAN,vih,no de personas con prueba rapida,2023-07-01,66,117,183
SAN LUCAS,vih,no de personas con prueba rapida,2023-07-01,32,119,151
SAN MATIAS,vih,no de personas con prueba rapida,2023-07-01,19,21,40
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2023-07-01,11,5,16
SAN PEDRO,vih,no de personas con prueba rapida,2023-07-01,29,49,78
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2023-07-01,8,16,24
SAN PEDRO DE MACHA,vih,no de personas con prueba rapida,2023-07-01,0,1,1
SAN PEDRO DE QUEMES,vih,no de personas con prueba rapida,2023-07-01,0,1,1
SAN PEDRO DE TIQUINA,vih,no de personas con prueba rapida,2023-07-01,2,1,3
SAN RAFAEL,vih,no de personas con prueba rapida,2023-07-01,1,0,1
SAN RAMON BENI,vih,no de personas con prueba rapida,2023-07-01,3,5,8
SANTA ANA,vih,no de personas con prueba rapida,2023-07-01,15,14,29
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2023-07-01,1694,2529,4223
SANTA ROSA,vih,no de personas con prueba rapida,2023-07-01,7,2,9
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2023-07-01,9,6,15
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2023-07-01,9,13,22
SANTIAGO DE HUATA,vih,no de personas con prueba rapida,2023-07-01,0,1,1
SANTIAGO DE MACHACA,vih,no de personas con prueba rapida,2023-07-01,0,12,12
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2023-07-01,3,3,6
SAPAHAQUI,vih,no de personas con prueba rapida,2023-07-01,0,1,1
SENA,vih,no de personas con prueba rapida,2023-07-01,2,10,12
SHINAOTA,vih,no de personas con prueba rapida,2023-07-01,38,93,131
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2023-07-01,10,23,33
SICAYA,vih,no de personas con prueba rapida,2023-07-01,5,6,11
SIPE SIPE,vih,no de personas con prueba rapida,2023-07-01,10,14,24
SOPACHUY,vih,no de personas con prueba rapida,2023-07-01,1,9,10
SORATA,vih,no de personas con prueba rapida,2023-07-01,15,25,40
SUCRE,vih,no de personas con prueba rapida,2023-07-01,229,689,918
TACACOMA,vih,no de personas con prueba rapida,2023-07-01,2,9,11
TACOPAYA,vih,no de personas con prueba rapida,2023-07-01,5,3,8
TAPACARI,vih,no de personas con prueba rapida,2023-07-01,7,15,22
TARABUCO,vih,no de personas con prueba rapida,2023-07-01,9,25,34
TARACO,vih,no de personas con prueba rapida,2023-07-01,0,2,2
TARIJA,vih,no de personas con prueba rapida,2023-07-01,87,161,248
TARVITA,vih,no de personas con prueba rapida,2023-07-01,6,31,37
TIAHUANACU,vih,no de personas con prueba rapida,2023-07-01,8,11,19
TIPUANI,vih,no de personas con prueba rapida,2023-07-01,4,4,8
TIQUIPAYA,vih,no de personas con prueba rapida,2023-07-01,30,80,110
TOCO,vih,no de personas con prueba rapida,2023-07-01,2,4,6
TOLATA,vih,no de personas con prueba rapida,2023-07-01,5,4,9
TOLEDO,vih,no de personas con prueba rapida,2023-07-01,1,0,1
TOMINA,vih,no de personas con prueba rapida,2023-07-01,0,1,1
TORO TORO,vih,no de personas con prueba rapida,2023-07-01,9,24,33
TOTORA(CBBA),vih,no de personas con prueba rapida,2023-07-01,5,41,46
TRINIDAD,vih,no de personas con prueba rapida,2023-07-01,191,212,403
TUPIZA,vih,no de personas con prueba rapida,2023-07-01,30,6,36
TURCO,vih,no de personas con prueba rapida,2023-07-01,0,1,1
UMALA,vih,no de personas con prueba rapida,2023-07-01,1,13,14
UNCIA,vih,no de personas con prueba rapida,2023-07-01,6,10,16
URUBICHA,vih,no de personas con prueba rapida,2023-07-01,12,19,31
UYUNI,vih,no de personas con prueba rapida,2023-07-01,3,15,18
VALLEGRANDE,vih,no de personas con prueba rapida,2023-07-01,12,23,35
VILLA CHARCAS,vih,no de personas con prueba rapida,2023-07-01,9,11,20
VILLA MONTES,vih,no de personas con prueba rapida,2023-07-01,77,80,157
VILLA SERRANO,vih,no de personas con prueba rapida,2023-07-01,5,3,8
VILLA TUNARI,vih,no de personas con prueba rapida,2023-07-01,168,293,461
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2023-07-01,1,30,31
VILLAZON,vih,no de personas con prueba rapida,2023-07-01,30,73,103
VINTO,vih,no de personas con prueba rapida,2023-07-01,55,82,137
WARNES,vih,no de personas con prueba rapida,2023-07-01,92,175,267
YACUIBA,vih,no de personas con prueba rapida,2023-07-01,132,230,362
YAMPARAEZ,vih,no de personas con prueba rapida,2023-07-01,1,5,6
YAPACANI,vih,no de personas con prueba rapida,2023-07-01,96,287,383
YOTALA,vih,no de personas con prueba rapida,2023-07-01,1,0,1
YUNCHARA,vih,no de personas con prueba rapida,2023-07-01,1,0,1
ZUDAÑEZ,vih,no de personas con prueba rapida,2023-07-01,1,2,3
ACACIO,vih,no de personas con prueba rapida,2023-08-01,1,2,3
ACHACACHI,vih,no de personas con prueba rapida,2023-08-01,13,15,28
ACHOCALLA,vih,no de personas con prueba rapida,2023-08-01,0,1,1
AIQUILE,vih,no de personas con prueba rapida,2023-08-01,26,42,68
ALCALA,vih,no de personas con prueba rapida,2023-08-01,6,4,10
ANCORAIMES,vih,no de personas con prueba rapida,2023-08-01,1,2,3
ANTEQUERA,vih,no de personas con prueba rapida,2023-08-01,4,4,8
ANZALDO,vih,no de personas con prueba rapida,2023-08-01,16,25,41
APOLO,vih,no de personas con prueba rapida,2023-08-01,3,0,3
ARBIETO,vih,no de personas con prueba rapida,2023-08-01,6,7,13
ARQUE,vih,no de personas con prueba rapida,2023-08-01,4,15,19
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2023-08-01,154,295,449
ATOCHA,vih,no de personas con prueba rapida,2023-08-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2023-08-01,3,15,18
AZURDUY,vih,no de personas con prueba rapida,2023-08-01,3,35,38
BATALLAS,vih,no de personas con prueba rapida,2023-08-01,5,6,11
BERMEJO,vih,no de personas con prueba rapida,2023-08-01,37,28,65
BETANZOS,vih,no de personas con prueba rapida,2023-08-01,2,0,2
BOLPEBRA,vih,no de personas con prueba rapida,2023-08-01,0,4,4
BUENA VISTA,vih,no de personas con prueba rapida,2023-08-01,6,4,10
CABEZAS,vih,no de personas con prueba rapida,2023-08-01,8,10,18
"CAIZA ""D""",vih,no de personas con prueba rapida,2023-08-01,1,2,3
CALAMARCA,vih,no de personas con prueba rapida,2023-08-01,2,4,6
CAMARGO,vih,no de personas con prueba rapida,2023-08-01,39,83,122
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2023-08-01,1,8,9
CAMIRI,vih,no de personas con prueba rapida,2023-08-01,23,19,42
CAPINOTA,vih,no de personas con prueba rapida,2023-08-01,4,19,23
CARACOLLO,vih,no de personas con prueba rapida,2023-08-01,2,11,13
CARANAVI,vih,no de personas con prueba rapida,2023-08-01,76,61,137
CARANGAS,vih,no de personas con prueba rapida,2023-08-01,7,5,12
CARAPARI,vih,no de personas con prueba rapida,2023-08-01,2,4,6
CARIPUYO,vih,no de personas con prueba rapida,2023-08-01,1,5,6
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2023-08-01,24,29,53
CHALLAPATA,vih,no de personas con prueba rapida,2023-08-01,6,31,37
CHARAGUA,vih,no de personas con prueba rapida,2023-08-01,12,13,25
CHAYANTA,vih,no de personas con prueba rapida,2023-08-01,1,0,1
CHIMORE,vih,no de personas con prueba rapida,2023-08-01,21,52,73
CHIPAYA,vih,no de personas con prueba rapida,2023-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2023-08-01,23,11,34
CHUMA,vih,no de personas con prueba rapida,2023-08-01,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2023-08-01,3,8,11
CKOCHAS,vih,no de personas con prueba rapida,2023-08-01,1,1,2
CLIZA,vih,no de personas con prueba rapida,2023-08-01,10,17,27
COBIJA,vih,no de personas con prueba rapida,2023-08-01,845,177,1022
COCAPATA,vih,no de personas con prueba rapida,2023-08-01,1,0,1
COCHABAMBA,vih,no de personas con prueba rapida,2023-08-01,1943,2880,4823
COLCAPIRHUA,vih,no de personas con prueba rapida,2023-08-01,65,70,135
"COLCHA ""K""",vih,no de personas con prueba rapida,2023-08-01,7,37,44
COLOMI,vih,no de personas con prueba rapida,2023-08-01,4,10,14
COLPA BELGICA,vih,no de personas con prueba rapida,2023-08-01,13,15,28
COLQUECHACA,vih,no de personas con prueba rapida,2023-08-01,10,3,13
COLQUENCHA,vih,no de personas con prueba rapida,2023-08-01,4,8,12
COLQUIRI,vih,no de personas con prueba rapida,2023-08-01,0,1,1
COMARAPA,vih,no de personas con prueba rapida,2023-08-01,23,22,45
COMBAYA,vih,no de personas con prueba rapida,2023-08-01,0,2,2
CONCEPCION,vih,no de personas con prueba rapida,2023-08-01,74,72,146
COPACABANA,vih,no de personas con prueba rapida,2023-08-01,1,0,1
CORIPATA,vih,no de personas con prueba rapida,2023-08-01,1,0,1
CORO CORO,vih,no de personas con prueba rapida,2023-08-01,2,10,12
COROICO,vih,no de personas con prueba rapida,2023-08-01,16,27,43
COTAGAITA,vih,no de personas con prueba rapida,2023-08-01,6,14,20
COTOCA,vih,no de personas con prueba rapida,2023-08-01,75,168,243
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2023-08-01,35,89,124
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2023-08-01,0,2,2
CUEVO,vih,no de personas con prueba rapida,2023-08-01,0,1,1
CULPINA,vih,no de personas con prueba rapida,2023-08-01,23,9,32
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2023-08-01,1,2,3
CURVA,vih,no de personas con prueba rapida,2023-08-01,0,2,2
DESAGUADERO,vih,no de personas con prueba rapida,2023-08-01,5,10,15
EL ALTO,vih,no de personas con prueba rapida,2023-08-01,999,1614,2613
EL PUENTE(STC),vih,no de personas con prueba rapida,2023-08-01,18,32,50
EL TORNO,vih,no de personas con prueba rapida,2023-08-01,82,112,194
EL VILLAR,vih,no de personas con prueba rapida,2023-08-01,0,2,2
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2023-08-01,4,10,14
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2023-08-01,113,214,327
ESCARA,vih,no de personas con prueba rapida,2023-08-01,3,2,5
ESCOMA,vih,no de personas con prueba rapida,2023-08-01,1,4,5
ESMERALDA,vih,no de personas con prueba rapida,2023-08-01,1,5,6
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2023-08-01,16,25,41
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2023-08-01,4,1,5
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2023-08-01,0,2,2
GUAYARAMERIN,vih,no de personas con prueba rapida,2023-08-01,156,167,323
HUANUNI,vih,no de personas con prueba rapida,2023-08-01,46,104,150
HUAYLLAMARCA,vih,no de personas con prueba rapida,2023-08-01,11,11,22
HUMANATA,vih,no de personas con prueba rapida,2023-08-01,11,7,18
ICLA,vih,no de personas con prueba rapida,2023-08-01,3,7,10
INCAHUASI,vih,no de personas con prueba rapida,2023-08-01,6,30,36
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2023-08-01,12,11,23
IXIAMAS,vih,no de personas con prueba rapida,2023-08-01,8,12,20
JESUS DE MACHACA,vih,no de personas con prueba rapida,2023-08-01,6,5,11
LA GUARDIA,vih,no de personas con prueba rapida,2023-08-01,59,87,146
LA PAZ,vih,no de personas con prueba rapida,2023-08-01,1465,2297,3762
LAJA,vih,no de personas con prueba rapida,2023-08-01,1,5,6
LAS CARRERAS,vih,no de personas con prueba rapida,2023-08-01,1,2,3
LLALLAGUA,vih,no de personas con prueba rapida,2023-08-01,5,5,10
LLICA,vih,no de personas con prueba rapida,2023-08-01,0,5,5
LURIBAY,vih,no de personas con prueba rapida,2023-08-01,2,0,2
MACHACAMARCA,vih,no de personas con prueba rapida,2023-08-01,4,6,10
MACHARETI,vih,no de personas con prueba rapida,2023-08-01,10,14,24
MAIRANA,vih,no de personas con prueba rapida,2023-08-01,3,7,10
MAPIRI,vih,no de personas con prueba rapida,2023-08-01,15,17,32
MINEROS,vih,no de personas con prueba rapida,2023-08-01,4,4,8
MIZQUE,vih,no de personas con prueba rapida,2023-08-01,32,37,69
MOJOCOYA,vih,no de personas con prueba rapida,2023-08-01,0,4,4
MONTEAGUDO,vih,no de personas con prueba rapida,2023-08-01,55,75,130
MONTERO,vih,no de personas con prueba rapida,2023-08-01,154,249,403
MORO MORO,vih,no de personas con prueba rapida,2023-08-01,2,2,4
OCURI,vih,no de personas con prueba rapida,2023-08-01,3,3,6
OKINAWA,vih,no de personas con prueba rapida,2023-08-01,4,2,6
OMEREQUE,vih,no de personas con prueba rapida,2023-08-01,1,4,5
ORURO,vih,no de personas con prueba rapida,2023-08-01,441,1128,1569
PADCAYA,vih,no de personas con prueba rapida,2023-08-01,0,1,1
PADILLA,vih,no de personas con prueba rapida,2023-08-01,14,20,34
PAILON,vih,no de personas con prueba rapida,2023-08-01,15,42,57
PALOS BLANCOS,vih,no de personas con prueba rapida,2023-08-01,17,10,27
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2023-08-01,1,1,2
PAMPA GRANDE,vih,no de personas con prueba rapida,2023-08-01,11,31,42
PASORAPA,vih,no de personas con prueba rapida,2023-08-01,3,7,10
PATACAMAYA,vih,no de personas con prueba rapida,2023-08-01,5,6,11
PAZÑA,vih,no de personas con prueba rapida,2023-08-01,10,8,18
POCOATA,vih,no de personas con prueba rapida,2023-08-01,34,42,76
POCONA,vih,no de personas con prueba rapida,2023-08-01,1,1,2
POJO (CBBA),vih,no de personas con prueba rapida,2023-08-01,4,0,4
POOPO,vih,no de personas con prueba rapida,2023-08-01,15,30,45
POROMA,vih,no de personas con prueba rapida,2023-08-01,0,2,2
PORONGO,vih,no de personas con prueba rapida,2023-08-01,5,5,10
PORTACHUELO,vih,no de personas con prueba rapida,2023-08-01,12,2,14
PORVENIR,vih,no de personas con prueba rapida,2023-08-01,6,19,25
POTOSI,vih,no de personas con prueba rapida,2023-08-01,47,30,77
PRESTO,vih,no de personas con prueba rapida,2023-08-01,1,11,12
PUCARA,vih,no de personas con prueba rapida,2023-08-01,2,5,7
PUERTO SUAREZ,vih,no de personas con prueba rapida,2023-08-01,21,29,50
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2023-08-01,160,181,341
PUNA,vih,no de personas con prueba rapida,2023-08-01,8,23,31
PUNATA,vih,no de personas con prueba rapida,2023-08-01,97,115,212
QUILLACOLLO,vih,no de personas con prueba rapida,2023-08-01,278,799,1077
QUIME,vih,no de personas con prueba rapida,2023-08-01,6,4,10
QUIRUSILLAS,vih,no de personas con prueba rapida,2023-08-01,0,1,1
RAVELO,vih,no de personas con prueba rapida,2023-08-01,3,7,10
REYES,vih,no de personas con prueba rapida,2023-08-01,1,4,5
RIBERALTA,vih,no de personas con prueba rapida,2023-08-01,546,579,1125
ROBORE,vih,no de personas con prueba rapida,2023-08-01,6,15,21
RURRENABAQUE,vih,no de personas con prueba rapida,2023-08-01,2,2,4
SABAYA,vih,no de personas con prueba rapida,2023-08-01,10,37,47
SACABA,vih,no de personas con prueba rapida,2023-08-01,246,379,625
SACABAMBA,vih,no de personas con prueba rapida,2023-08-01,0,2,2
SACACA,vih,no de personas con prueba rapida,2023-08-01,2,8,10
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2023-08-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2023-08-01,33,83,116
SAN ANDRES DE MACHACA,vih,no de personas con prueba rapida,2023-08-01,2,1,3
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2023-08-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2023-08-01,3,3,6
SAN BORJA,vih,no de personas con prueba rapida,2023-08-01,16,28,44
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2023-08-01,9,11,20
SAN CARLOS,vih,no de personas con prueba rapida,2023-08-01,69,68,137
SAN IGNACIO,vih,no de personas con prueba rapida,2023-08-01,10,12,22
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2023-08-01,23,22,45
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2023-08-01,0,1,1
SAN JAVIER(STC),vih,no de personas con prueba rapida,2023-08-01,11,11,22
