,group,variable,month,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,2,12,2,12,14
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,1,3,1,3,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,13,0,13,0,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,3,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,10,5,10,5,15
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,6,2,6,2,8
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,2,0,2,0,2
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,3,0,3,0,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,9,2,9,2,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,1,3,1,3,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,26,0,26,0,26
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,0,6,0,6,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,1,0,1,0,1
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,4,0,4,0,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,7,1,7,1,8
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,19,1,19,1,20
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,0,1,0,1,1
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,6,7,6,7,13
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,17,0,17,0,17
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,3,1,3,1,4
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,0,2,0,2,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,11,0,11,0,11
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-04-01,0,2,0,2,2
ACACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,5,3,5,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,11,1,11,1,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,19,3,19,3,22
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,5,2,5,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,3,2,3,5
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,3,3,3,6
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,4,1,4,5
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,4,2,4,2,6
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,24,2,24,2,26
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,0,2,0,2
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,12,3,12,3,15
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,7,5,7,5,12
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,1,3,1,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,7,1,7,8
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,5,0,5,0,5
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,8,0,8,8
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,101,11,101,11,112
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,4,20,4,20,24
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,3,0,3,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,1,3,1,4
CORQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,3,0,3,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,3,1,3,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,6,2,6,8
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,3,0,3,3
CURVA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,42,33,42,33,75
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,2,1,2,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,0,3,0,3
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,4,0,4,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,14,0,14,14
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,11,1,11,12
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,22,5,22,5,27
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,7,0,7,0,7
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,0,3,0,3
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,3,0,3,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,6,3,6,3,9
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,13,2,13,2,15
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,7,2,7,9
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,85,33,85,33,118
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,2,2,2,4
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,1,3,1,4
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,6,4,6,4,10
MOJINETE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,0,3,0,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,3,1,3,4
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,43,11,43,11,54
OCURI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,16,0,16,16
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,5,2,5,7
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,6,3,6,9
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,21,0,21,0,21
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,21,13,21,13,34
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,6,3,6,3,9
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,4,2,4,2,6
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
PORCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,4,0,4,4
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,22,4,22,4,26
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,10,10,10,10,20
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,6,9,6,9,15
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,8,11,8,11,19
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,5,2,5,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,15,17,15,17,32
RAVELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,47,0,47,0,47
SABAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,3,1,3,4
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,23,4,23,4,27
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,0,2,0,2
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,3,3,3,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,22,23,22,23,45
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,6,0,6,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,14,30,14,30,44
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,9,8,9,8,17
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,6,0,6,6
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,18,33,18,33,51
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,10,2,10,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,158,14,158,14,172
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,4,0,4,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,2,3,2,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,7,5,7,5,12
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,4,2,4,2,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,8,0,8,0,8
SICAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,4,3,4,7
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,4,7,4,7,11
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,4,0,4,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,14,3,14,3,17
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,8,7,8,7,15
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,2,2,2,4
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,11,5,11,5,16
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,1,2,1,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,4,0,4,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,6,0,6,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,22,3,22,3,25
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,13,0,13,13
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,15,0,15,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,5,1,5,1,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,36,9,36,9,45
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,3,2,3,5
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,4,0,4,0,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,8,0,8,0,8
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,22,0,22,0,22
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,3,1,3,1,4
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,10,0,10,10
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-05-01,2,1,2,1,3
ACACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,5,0,5,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,8,0,8,8
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,18,0,18,0,18
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,1,1,1,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,1,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,2,2,2,4
AYATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,2,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,118,5,118,5,123
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,1,2,1,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,20,2,20,22
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,17,7,17,7,24
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,3,3,3,6
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,9,1,9,1,10
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,2,1,2,3
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,36,0,36,0,36
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,5,3,5,8
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,0,2,0,2
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,3,2,3,5
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,6,2,6,2,8
CLIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,68,3,68,3,71
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,0,4,0,4
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,2,1,2,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,7,2,7,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,7,2,7,9
CUEVO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,24,14,24,14,38
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,1,3,1,4
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,11,1,11,1,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,1,4,1,5
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,3,1,3,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,1,3,1,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,5,2,5,2,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,7,0,7,0,7
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,0,4,0,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,1,1,1,2
