,group,variable,month,TOTAL 18.9 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTAL 18.9 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,21,0,21,0,21
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,38,17,38,17,55
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,1,1,1,2
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,0,1,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,14,1,14,1,15
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,10,0,10,0,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,9,2,9,2,11
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,18,0,18,0,18
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,3,0,3,0,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,2,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,11,3,11,3,14
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,10,0,10,0,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,6,1,6,7
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,6,0,6,0,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,4,3,4,3,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,3,2,3,2,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,99,10,99,10,109
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,4,1,4,1,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,1,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,3,1,3,1,4
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,3,1,3,1,4
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,2,1,2,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,8,0,8,0,8
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,3,0,3,0,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,3,29,3,29,32
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-07-01,4,0,4,0,4
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,2,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,4,1,4,5
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
BAURES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,3,0,3,0,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,8,0,8,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,2,0,2,2
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,3,1,3,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,53,1,53,1,54
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,1,2,1,3
COROICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,4,1,4,1,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,26,24,26,24,50
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,8,0,8,0,8
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,3,3,3,3,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,15,1,15,1,16
LLICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,4,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,13,1,13,1,14
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,2,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,1,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,15,3,15,3,18
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,1,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,4,1,4,1,5
PUNATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,3,0,3,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,3,2,3,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,3,9,3,9,12
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,66,5,66,5,71
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,1,1,1,2
SENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,4,0,4,0,4
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,3,0,3,0,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
VACAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,1,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,1,2,1,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,1,1,1,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,8,2,8,2,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,12,0,12,0,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,2,3,2,3,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-08-01,0,3,0,3,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,1,1,1,2
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,2,1,2,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,5,0,5,0,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,50,6,50,6,56
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,1,2,1,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,1,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,27,21,27,21,48
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,3,1,3,1,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,1,2,1,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,29,1,29,1,30
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,2,1,2,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,6,1,6,1,7
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,15,0,15,0,15
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,8,0,8,0,8
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,4,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,4,12,4,12,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,3,4,3,4,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,1,2,1,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,6,11,6,11,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,4,0,4,0,4
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,87,2,87,2,89
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,5,0,5,0,5
TARATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,3,1,3,1,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,0,1,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,3,1,3,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,10,1,10,1,11
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,3,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,1,1,1,1,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
