municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,14,14
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,6,6
AYATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,27,27
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,62,62
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,19,19
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,87,87
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,188,188
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,30,30
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,298,298
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,15,15
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,24,24
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,108,108
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
PATACAMAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,7,7
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,104,104
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,8,8
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,9,9
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,4,4
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,9,9
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,3,3
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,335,335
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,3,3
SANTIVAÑES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,9,9
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,34,34
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,4,4
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,8,8
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,10,10
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,43,43
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,3,3
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,63,63
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,10,10
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,65,65
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,2,2
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,5,5
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,18,18
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,5,5
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,30,30
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,10,10
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,34,34
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
COPACABANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,20,20
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,218,218
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,53,53
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,268,268
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,58,58
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,59,59
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
PELECHUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,4,4
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
POSTRER VALLE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,52,52
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,14,14
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
QUIME,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,5,5
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,26,26
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,4,4
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
SAN AGUSTIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,9,9
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,4,4
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,6,6
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,213,213
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,36,36
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,4,4
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,11,11
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,12,12
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,33,33
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,68,68
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,10,10
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-08-01,3,3
ACACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,6,6
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,4,4
ANDAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,17,17
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,10,10
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,3,3
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,3,3
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,25,25
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,19,19
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,110,110
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,4,4
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,87,87
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,7,7
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
ESCOMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,8,8
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,747,747
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,4,4
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,3,3
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,87,87
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,82,82
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,3,3
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,5,5
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,5,5
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,73,73
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,7,7
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,5,5
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,10,10
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,7,7
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,17,17
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,31,31
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,3,3
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,4,4
SACACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,4,4
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,4,4
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,664,664
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,4,4
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,72,72
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,3,3
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,20,20
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,10,10
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,36,36
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,14,14
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,7,7
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,54,54
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,5,5
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-09-01,3,3
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,22,22
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,9,9
AZURDUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
BOLIVAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,6,6
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,4,4
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,33,33
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,168,168
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
COPACABANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,5,5
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,126,126
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,4,4
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,23,23
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,9,9
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1087,1087
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,75,75
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,91,91
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,8,8
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,80,80
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,8,8
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,7,7
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,4,4
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,16,16
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
