,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
TIAHUANACU,consulta externa,ninos  de 1 a 4 anos,2023-07-01,69,65,38,49,107,114,221
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,138,139,1,2,139,141,280
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2023-07-01,115,109,24,22,139,131,270
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,740,770,94,90,834,860,1694
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2023-07-01,137,150,109,105,246,255,501
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2023-07-01,10,5,0,0,10,5,15
TOCO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,60,55,10,13,70,68,138
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2023-07-01,3,2,1,0,4,2,6
TOLATA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,74,57,24,27,98,84,182
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,33,26,6,1,39,27,66
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2023-07-01,67,53,1,3,68,56,124
TOMINA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,113,98,4,2,117,100,217
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,138,139,0,1,138,140,278
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2023-07-01,94,88,72,81,166,169,335
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2023-07-01,27,37,2,1,29,38,67
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2023-07-01,22,40,2,2,24,42,66
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2023-07-01,1149,911,317,161,1466,1072,2538
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,464,395,37,30,501,425,926
TURCO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,35,25,3,1,38,26,64
UMALA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,40,41,20,16,60,57,117
UNCIA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,225,178,15,10,240,188,428
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2023-07-01,195,211,31,19,226,230,456
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,84,73,0,1,84,74,158
UYUNI,consulta externa,ninos  de 1 a 4 anos,2023-07-01,218,243,12,12,230,255,485
VACAS,consulta externa,ninos  de 1 a 4 anos,2023-07-01,76,78,9,9,85,87,172
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2023-07-01,153,146,28,37,181,183,364
VIACHA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,476,458,93,70,569,528,1097
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,44,52,0,0,44,52,96
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2023-07-01,164,162,5,2,169,164,333
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2023-07-01,451,471,47,56,498,527,1025
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2023-07-01,38,51,2,1,40,52,92
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,85,69,34,26,119,95,214
VILLA SERRANO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,137,138,42,68,179,206,385
VILLA TUNARI,consulta externa,ninos  de 1 a 4 anos,2023-07-01,1797,1684,208,192,2005,1876,3881
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos  de 1 a 4 anos,2023-07-01,102,121,18,12,120,133,253
VILLAZON,consulta externa,ninos  de 1 a 4 anos,2023-07-01,296,295,24,26,320,321,641
VINTO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,662,630,177,154,839,784,1623
VITICHI,consulta externa,ninos  de 1 a 4 anos,2023-07-01,68,64,0,0,68,64,132
WALDO BALLIVIAN,consulta externa,ninos  de 1 a 4 anos,2023-07-01,18,13,0,6,18,19,37
WARNES,consulta externa,ninos  de 1 a 4 anos,2023-07-01,1393,1331,160,143,1553,1474,3027
YACO,consulta externa,ninos  de 1 a 4 anos,2023-07-01,66,73,13,9,79,82,161
YACUIBA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,1012,1002,254,282,1266,1284,2550
YAMPARAEZ,consulta externa,ninos  de 1 a 4 anos,2023-07-01,117,91,11,7,128,98,226
YANACACHI,consulta externa,ninos  de 1 a 4 anos,2023-07-01,48,51,0,3,48,54,102
YAPACANI,consulta externa,ninos  de 1 a 4 anos,2023-07-01,468,556,150,121,618,677,1295
YOCALLA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,73,66,0,2,73,68,141
YOTALA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,114,75,9,4,123,79,202
YUNCHARA,consulta externa,ninos  de 1 a 4 anos,2023-07-01,71,85,5,5,76,90,166
YUNGUYO DE LITORAL,consulta externa,ninos  de 1 a 4 anos,2023-07-01,2,3,0,0,2,3,5
ZUDAÑEZ,consulta externa,ninos  de 1 a 4 anos,2023-07-01,93,75,11,12,104,87,191
ACACIO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,34,50,0,0,34,50,84
ACHACACHI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,175,165,37,52,212,217,429
ACHOCALLA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,143,104,18,21,161,125,286
AIQUILE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,200,208,85,81,285,289,574
ALALAY,consulta externa,ninos  de 1 a 4 anos,2023-08-01,13,26,1,3,14,29,43
ALCALA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,49,52,7,3,56,55,111
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,190,164,4,3,194,167,361
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2023-08-01,32,51,15,9,47,60,107
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,34,27,2,6,36,33,69
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,14,26,11,8,25,34,59
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,70,70,12,8,82,78,160
APOLO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,202,201,72,70,274,271,545
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,38,29,0,0,38,29,67
ARANI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,48,72,5,12,53,84,137
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,330,329,51,44,381,373,754
ARQUE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,116,98,0,1,116,99,215
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,329,263,18,16,347,279,626
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,177,195,9,16,186,211,397
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,66,56,1,4,67,60,127
AYATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,62,56,4,4,66,60,126
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,34,38,17,13,51,51,102
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,312,313,9,20,321,333,654
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2023-08-01,220,199,7,6,227,205,432
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,71,58,44,51,115,109,224
BAURES,consulta externa,ninos  de 1 a 4 anos,2023-08-01,86,71,5,4,91,75,166
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,19,6,4,3,23,9,32
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,12,15,0,0,12,15,27
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2023-08-01,70,69,10,21,80,90,170
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,757,705,97,94,854,799,1653
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,291,278,1,2,292,280,572
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2023-08-01,37,28,17,18,54,46,100
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,20,10,3,7,23,17,40
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,72,79,6,8,78,87,165
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,204,164,5,11,209,175,384
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,404,395,18,20,422,415,837
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,120,103,14,20,134,123,257
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2023-08-01,129,127,6,6,135,133,268
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,135,150,12,11,147,161,308
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,35,34,6,3,41,37,78
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,93,88,8,3,101,91,192
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,220,155,22,13,242,168,410
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,47,31,2,1,49,32,81
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,507,488,62,64,569,552,1121
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,228,249,25,24,253,273,526
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,83,78,11,8,94,86,180
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,315,301,10,10,325,311,636
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,679,563,138,128,817,691,1508
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,9,3,0,0,9,3,12
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,252,267,27,25,279,292,571
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,55,62,0,1,55,63,118
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2023-08-01,377,81,13,9,390,90,480
CATACORA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,15,19,2,3,17,22,39
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,18,11,0,1,18,12,30
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,214,160,13,20,227,180,407
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,63,70,3,1,66,71,137
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,516,512,124,114,640,626,1266
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,19,34,2,0,21,34,55
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,139,136,0,5,139,141,280
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,540,494,74,68,614,562,1176
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,21,34,1,1,22,35,57
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,12,13,0,1,12,14,26
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,7,11,15,22,22,33,55
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2023-08-01,180,163,24,18,204,181,385
CHUMA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,97,91,6,4,103,95,198
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,72,64,3,2,75,66,141
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,154,133,0,0,154,133,287
CLIZA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,211,173,72,57,283,230,513
COBIJA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,755,584,275,257,1030,841,1871
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,414,354,8,6,422,360,782
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,7698,6861,2687,2319,10385,9180,19565
COIPASA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,11,4,0,0,11,4,15
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,271,317,168,194,439,511,950
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2023-08-01,201,145,15,10,216,155,371
COLLANA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,21,17,4,4,25,21,46
COLOMI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,189,206,7,14,196,220,416
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,102,110,30,20,132,130,262
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,107,94,3,3,110,97,207
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,97,86,32,32,129,118,247
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,161,131,38,26,199,157,356
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,14,12,1,0,15,12,27
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,274,271,30,27,304,298,602
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,18,9,3,3,21,12,33
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2023-08-01,198,167,31,28,229,195,424
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,57,39,1,1,58,40,98
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,179,133,33,29,212,162,374
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,63,68,16,12,79,80,159
COROICO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,177,156,31,49,208,205,413
CORQUE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,53,47,4,2,57,49,106
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,330,297,24,9,354,306,660
COTOCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1032,1057,78,102,1110,1159,2269
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,261,282,66,79,327,361,688
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2023-08-01,17,14,7,5,24,19,43
CUEVO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,54,88,35,43,89,131,220
CULPINA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,168,150,2,1,170,151,321
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,41,22,8,4,49,26,75
CURVA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,37,44,3,2,40,46,86
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,28,32,10,14,38,46,84
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,6339,5547,2189,1949,8528,7496,16024
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,15,17,0,0,15,17,32
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2023-08-01,162,187,1,2,163,189,352
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,140,148,9,11,149,159,308
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1053,956,293,317,1346,1273,2619
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2023-08-01,97,94,2,3,99,97,196
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2023-08-01,319,284,16,5,335,289,624
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,785,644,44,30,829,674,1503
ESCARA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,5,2,1,0,6,2,8
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,34,36,0,0,34,36,70
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,3,2,0,0,3,2,5
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,47,31,2,0,49,31,80
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2023-08-01,16,10,0,0,16,10,26
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2023-08-01,37,36,9,6,46,42,88
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,335,264,38,28,373,292,665
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,194,197,0,1,194,198,392
GAIOC JATUN AYLLU YURA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,56,38,1,4,57,42,99
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,416,411,24,30,440,441,881
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2023-08-01,140,125,14,12,154,137,291
GUANAY,consulta externa,ninos  de 1 a 4 anos,2023-08-01,119,116,56,85,175,201,376
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,24,24,11,5,35,29,64
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2023-08-01,371,372,44,41,415,413,828
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2023-08-01,182,166,16,10,198,176,374
HUACARAJE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,24,32,13,13,37,45,82
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,107,97,23,10,130,107,237
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,61,47,9,5,70,52,122
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,16,23,0,3,16,26,42
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,193,166,97,50,290,216,506
HUARINA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,54,42,20,23,74,65,139
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,4,7,11,17,15,24,39
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,43,25,11,10,54,35,89
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,15,13,17,13,32,26,58
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,56,50,3,1,59,51,110
ICLA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,80,86,41,38,121,124,245
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,218,231,3,3,221,234,455
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,27,31,1,1,28,32,60
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,130,130,12,7,142,137,279
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,228,166,21,22,249,188,437
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,149,112,16,16,165,128,293
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,69,52,34,27,103,79,182
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,500,404,20,14,520,418,938
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1467,1304,599,496,2066,1800,3866
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2023-08-01,6803,6035,1997,1739,8800,7774,16574
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1,6,0,3,1,9,10
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,166,125,16,16,182,141,323
LAJA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,113,95,27,24,140,119,259
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,30,40,0,2,30,42,72
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,29,38,0,0,29,38,67
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,392,372,3,7,395,379,774
LLICA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,30,20,1,1,31,21,52
LORETO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,48,53,5,6,53,59,112
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2023-08-01,93,98,2,1,95,99,194
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,40,38,18,24,58,62,120
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,97,71,6,1,103,72,175
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,170,135,17,4,187,139,326
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,140,128,37,28,177,156,333
MALLA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,33,7,1,0,34,7,41
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,206,203,33,34,239,237,476
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,82,99,29,24,111,123,234
MINEROS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,238,229,37,26,275,255,530
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,268,281,58,77,326,358,684
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,80,60,21,17,101,77,178
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,18,10,1,1,19,11,30
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,101,95,14,9,115,104,219
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,398,363,82,95,480,458,938
MONTERO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,2142,1869,535,465,2677,2334,5011
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,29,31,3,3,32,34,66
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,66,56,1,0,67,56,123
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,100,66,1,0,101,66,167
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2023-08-01,6,3,3,3,9,6,15
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,33,39,2,1,35,40,75
OCURI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,96,85,2,0,98,85,183
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,227,204,29,35,256,239,495
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,105,101,11,5,116,106,222
ORURO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,2884,2461,490,406,3374,2867,6241
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,273,255,19,13,292,268,560
PADILLA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,126,131,16,18,142,149,291
PAILON,consulta externa,ninos  de 1 a 4 anos,2023-08-01,488,507,38,25,526,532,1058
PALCA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,250,203,8,9,258,212,470
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,546,514,25,38,571,552,1123
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,21,19,1,1,22,20,42
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,106,118,5,3,111,121,232
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,39,43,7,9,46,52,98
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,46,40,6,9,52,49,101
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,142,135,14,13,156,148,304
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,65,49,1,3,66,52,118
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,131,106,3,1,134,107,241
POCOATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,187,193,3,0,190,193,383
POCONA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,115,82,10,6,125,88,213
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,102,77,48,38,150,115,265
POOPO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,70,68,11,7,81,75,156
PORCO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,107,79,5,3,112,82,194
POROMA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,233,204,9,8,242,212,454
PORONGO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,146,138,82,87,228,225,453
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,183,206,139,163,322,369,691
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2023-08-01,142,102,19,11,161,113,274
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,12,13,3,1,15,14,29
POTOSI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,2471,2212,252,202,2723,2414,5137
PRESTO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,145,136,4,5,149,141,290
PUCARA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,23,20,6,3,29,23,52
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2023-08-01,229,220,14,27,243,247,490
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,32,27,8,7,40,34,74
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,88,62,7,13,95,75,170
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,157,159,86,126,243,285,528
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2023-08-01,47,32,15,12,62,44,106
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,78,105,50,43,128,148,276
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,82,56,1,2,83,58,141
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2023-08-01,16,23,1,3,17,26,43
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2023-08-01,180,184,8,8,188,192,380
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1310,1358,95,102,1405,1460,2865
PUNA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,124,111,3,3,127,114,241
PUNATA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,332,376,238,240,570,616,1186
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,44,44,2,5,46,49,95
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1634,1477,392,404,2026,1881,3907
QUIME,consulta externa,ninos  de 1 a 4 anos,2023-08-01,65,48,11,8,76,56,132
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2023-08-01,34,22,1,2,35,24,59
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2023-08-01,71,64,6,6,77,70,147
RAVELO,consulta externa,ninos  de 1 a 4 anos,2023-08-01,153,147,0,0,153,147,300
REYES,consulta externa,ninos  de 1 a 4 anos,2023-08-01,175,148,1,0,176,148,324
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2023-08-01,1807,1589,204,190,2011,1779,3790
ROBORE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,186,253,39,55,225,308,533
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2023-08-01,408,328,18,23,426,351,777
