,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
APOLO,consulta externa,personas de 10 a 20 anos,2009-07-01,50,59,0,0,50,59,109
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2009-07-01,9,15,0,0,9,15,24
ARANI,consulta externa,personas de 10 a 20 anos,2009-07-01,22,30,0,1,22,31,53
ARBIETO,consulta externa,personas de 10 a 20 anos,2009-07-01,43,52,10,5,53,57,110
ARQUE,consulta externa,personas de 10 a 20 anos,2009-07-01,17,60,0,1,17,61,78
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 20 anos,2009-07-01,58,83,5,13,63,96,159
ATOCHA,consulta externa,personas de 10 a 20 anos,2009-07-01,35,97,1,1,36,98,134
AUCAPATA,consulta externa,personas de 10 a 20 anos,2009-07-01,23,20,0,0,23,20,43
AYATA,consulta externa,personas de 10 a 20 anos,2009-07-01,56,64,0,1,56,65,121
AYO AYO,consulta externa,personas de 10 a 20 anos,2009-07-01,21,14,0,2,21,16,37
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2009-07-01,78,124,3,8,81,132,213
AZURDUY,consulta externa,personas de 10 a 20 anos,2009-07-01,38,77,4,2,42,79,121
BATALLAS,consulta externa,personas de 10 a 20 anos,2009-07-01,40,59,1,1,41,60,101
BAURES,consulta externa,personas de 10 a 20 anos,2009-07-01,30,55,4,4,34,59,93
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-07-01,8,6,0,0,8,6,14
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2009-07-01,5,12,0,0,5,12,17
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2009-07-01,13,27,0,0,13,27,40
BERMEJO,consulta externa,personas de 10 a 20 anos,2009-07-01,800,1034,94,117,894,1151,2045
BETANZOS,consulta externa,personas de 10 a 20 anos,2009-07-01,269,363,7,8,276,371,647
BOLIVAR,consulta externa,personas de 10 a 20 anos,2009-07-01,12,20,0,2,12,22,34
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2009-07-01,36,48,15,8,51,56,107
BOYUIBE,consulta externa,personas de 10 a 20 anos,2009-07-01,45,59,5,4,50,63,113
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-07-01,56,78,11,12,67,90,157
CABEZAS,consulta externa,personas de 10 a 20 anos,2009-07-01,155,187,9,31,164,218,382
CAIROMA,consulta externa,personas de 10 a 20 anos,2009-07-01,35,53,0,0,35,53,88
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2009-07-01,87,118,1,5,88,123,211
CAJUATA,consulta externa,personas de 10 a 20 anos,2009-07-01,48,114,1,0,49,114,163
CALACOTO,consulta externa,personas de 10 a 20 anos,2009-07-01,22,39,0,0,22,39,61
CALAMARCA,consulta externa,personas de 10 a 20 anos,2009-07-01,57,68,16,3,73,71,144
CAMARGO,consulta externa,personas de 10 a 20 anos,2009-07-01,96,136,4,6,100,142,242
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2009-07-01,34,39,4,2,38,41,79
CAMIRI,consulta externa,personas de 10 a 20 anos,2009-07-01,459,791,71,173,530,964,1494
CAPINOTA,consulta externa,personas de 10 a 20 anos,2009-07-01,63,93,5,14,68,107,175
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2009-07-01,23,40,0,0,23,40,63
CARACOLLO,consulta externa,personas de 10 a 20 anos,2009-07-01,66,95,0,1,66,96,162
CARANAVI,consulta externa,personas de 10 a 20 anos,2009-07-01,183,320,6,7,189,327,516
CARANGAS,consulta externa,personas de 10 a 20 anos,2009-07-01,0,1,0,0,0,1,1
CARAPARI,consulta externa,personas de 10 a 20 anos,2009-07-01,264,300,5,2,269,302,571
CARIPUYO,consulta externa,personas de 10 a 20 anos,2009-07-01,480,410,0,0,480,410,890
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2009-07-01,15,23,0,1,15,24,39
CATACORA,consulta externa,personas de 10 a 20 anos,2009-07-01,6,11,1,0,7,11,18
CHACARILLA,consulta externa,personas de 10 a 20 anos,2009-07-01,5,9,0,0,5,9,14
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2009-07-01,44,84,7,5,51,89,140
CHAQUI,consulta externa,personas de 10 a 20 anos,2009-07-01,52,79,2,3,54,82,136
CHARAGUA,consulta externa,personas de 10 a 20 anos,2009-07-01,151,183,2,1,153,184,337
CHARAÑA,consulta externa,personas de 10 a 20 anos,2009-07-01,12,8,0,0,12,8,20
CHAYANTA,consulta externa,personas de 10 a 20 anos,2009-07-01,81,105,2,1,83,106,189
CHIMORE,consulta externa,personas de 10 a 20 anos,2009-07-01,79,109,3,7,82,116,198
CHIPAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,13,19,0,0,13,19,32
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2009-07-01,3,13,0,0,3,13,16
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2009-07-01,69,97,7,1,76,98,174
CHUMA,consulta externa,personas de 10 a 20 anos,2009-07-01,59,56,0,4,59,60,119
CLIZA,consulta externa,personas de 10 a 20 anos,2009-07-01,39,69,1,0,40,69,109
COBIJA,consulta externa,personas de 10 a 20 anos,2009-07-01,267,472,64,113,331,585,916
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2009-07-01,4191,5915,2975,3830,7166,9745,16911
COIPASA,consulta externa,personas de 10 a 20 anos,2009-07-01,1,3,0,0,1,3,4
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2009-07-01,215,203,159,114,374,317,691
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2009-07-01,58,103,1,1,59,104,163
COLLANA,consulta externa,personas de 10 a 20 anos,2009-07-01,7,12,1,1,8,13,21
COLOMI,consulta externa,personas de 10 a 20 anos,2009-07-01,44,66,1,1,45,67,112
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2009-07-01,23,57,4,6,27,63,90
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2009-07-01,120,201,7,5,127,206,333
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2009-07-01,75,74,2,1,77,75,152
COLQUIRI,consulta externa,personas de 10 a 20 anos,2009-07-01,55,74,2,4,57,78,135
COMANCHE,consulta externa,personas de 10 a 20 anos,2009-07-01,19,26,0,1,19,27,46
COMARAPA,consulta externa,personas de 10 a 20 anos,2009-07-01,87,155,9,63,96,218,314
COMBAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,5,9,0,1,5,10,15
CONCEPCION,consulta externa,personas de 10 a 20 anos,2009-07-01,29,80,0,1,29,81,110
COPACABANA,consulta externa,personas de 10 a 20 anos,2009-07-01,97,80,0,1,97,81,178
CORIPATA,consulta externa,personas de 10 a 20 anos,2009-07-01,69,82,5,4,74,86,160
CORO CORO,consulta externa,personas de 10 a 20 anos,2009-07-01,27,17,1,0,28,17,45
COROICO,consulta externa,personas de 10 a 20 anos,2009-07-01,62,79,15,20,77,99,176
CORQUE,consulta externa,personas de 10 a 20 anos,2009-07-01,27,37,3,1,30,38,68
COTAGAITA,consulta externa,personas de 10 a 20 anos,2009-07-01,238,284,6,10,244,294,538
COTOCA,consulta externa,personas de 10 a 20 anos,2009-07-01,299,417,4,9,303,426,729
CUATRO CAÑADAS,consulta externa,personas de 10 a 20 anos,2009-07-01,128,179,5,14,133,193,326
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2009-07-01,9,6,1,3,10,9,19
CUEVO,consulta externa,personas de 10 a 20 anos,2009-07-01,35,42,0,3,35,45,80
CULPINA,consulta externa,personas de 10 a 20 anos,2009-07-01,78,131,0,1,78,132,210
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2009-07-01,21,27,1,1,22,28,50
CURVA,consulta externa,personas de 10 a 20 anos,2009-07-01,2,3,1,0,3,3,6
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2009-07-01,14,29,0,0,14,29,43
EL ALTO,consulta externa,personas de 10 a 20 anos,2009-07-01,3329,4935,1005,1267,4334,6202,10536
EL CHORO,consulta externa,personas de 10 a 20 anos,2009-07-01,24,31,0,0,24,31,55
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2009-07-01,73,104,2,8,75,112,187
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2009-07-01,186,326,1,9,187,335,522
EL TORNO,consulta externa,personas de 10 a 20 anos,2009-07-01,394,571,23,35,417,606,1023
EL VILLAR,consulta externa,personas de 10 a 20 anos,2009-07-01,93,97,1,1,94,98,192
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-07-01,100,137,6,8,106,145,251
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-07-01,407,595,5,3,412,598,1010
ESCARA,consulta externa,personas de 10 a 20 anos,2009-07-01,0,3,0,0,0,3,3
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2009-07-01,12,17,1,1,13,18,31
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2009-07-01,1,10,0,0,1,10,11
EXALTACION,consulta externa,personas de 10 a 20 anos,2009-07-01,7,14,0,3,7,17,24
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2009-07-01,84,115,1,3,85,118,203
FILADELFIA,consulta externa,personas de 10 a 20 anos,2009-07-01,25,37,1,2,26,39,65
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2009-07-01,57,130,1,0,58,130,188
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2009-07-01,42,58,0,1,42,59,101
GUANAY,consulta externa,personas de 10 a 20 anos,2009-07-01,37,85,2,1,39,86,125
GUAQUI,consulta externa,personas de 10 a 20 anos,2009-07-01,23,15,0,1,23,16,39
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2009-07-01,383,784,49,95,432,879,1311
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2009-07-01,68,95,5,2,73,97,170
HUACARETA,consulta externa,personas de 10 a 20 anos,2009-07-01,74,103,5,22,79,125,204
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2009-07-01,10,30,0,0,10,30,40
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2009-07-01,5,9,0,1,5,10,15
HUANUNI,consulta externa,personas de 10 a 20 anos,2009-07-01,243,274,41,58,284,332,616
HUARACAJE,consulta externa,personas de 10 a 20 anos,2009-07-01,24,41,4,2,28,43,71
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2009-07-01,13,21,0,0,13,21,34
ICHOCA,consulta externa,personas de 10 a 20 anos,2009-07-01,10,13,0,0,10,13,23
ICLA,consulta externa,personas de 10 a 20 anos,2009-07-01,54,85,1,2,55,87,142
INCAHUASI,consulta externa,personas de 10 a 20 anos,2009-07-01,151,201,1,1,152,202,354
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2009-07-01,7,28,1,12,8,40,48
INQUISIVI,consulta externa,personas de 10 a 20 anos,2009-07-01,26,55,0,1,26,56,82
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2009-07-01,77,110,0,1,77,111,188
IXIAMAS,consulta externa,personas de 10 a 20 anos,2009-07-01,40,39,1,3,41,42,83
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-07-01,54,53,3,4,57,57,114
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2009-07-01,129,179,2,3,131,182,313
LA GUARDIA,consulta externa,personas de 10 a 20 anos,2009-07-01,297,403,14,21,311,424,735
LA PAZ,consulta externa,personas de 10 a 20 anos,2009-07-01,6460,8179,3938,4589,10398,12768,23166
LA RIVERA,consulta externa,personas de 10 a 20 anos,2009-07-01,3,0,0,0,3,0,3
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2009-07-01,40,71,0,1,40,72,112
LAJA,consulta externa,personas de 10 a 20 anos,2009-07-01,26,52,2,5,28,57,85
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2009-07-01,42,51,4,3,46,54,100
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2009-07-01,15,19,2,3,17,22,39
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2009-07-01,169,127,5,3,174,130,304
LLICA,consulta externa,personas de 10 a 20 anos,2009-07-01,28,45,4,2,32,47,79
LORETO,consulta externa,personas de 10 a 20 anos,2009-07-01,29,43,0,1,29,44,73
LURIBAY,consulta externa,personas de 10 a 20 anos,2009-07-01,65,55,0,2,65,57,122
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2009-07-01,24,38,7,3,31,41,72
MACHARETI,consulta externa,personas de 10 a 20 anos,2009-07-01,77,122,1,6,78,128,206
MAGDALENA,consulta externa,personas de 10 a 20 anos,2009-07-01,53,55,8,19,61,74,135
MAIRANA,consulta externa,personas de 10 a 20 anos,2009-07-01,27,72,2,18,29,90,119
MALLA,consulta externa,personas de 10 a 20 anos,2009-07-01,44,53,3,0,47,53,100
MAPIRI,consulta externa,personas de 10 a 20 anos,2009-07-01,48,85,1,1,49,86,135
MECAPACA,consulta externa,personas de 10 a 20 anos,2009-07-01,48,51,8,6,56,57,113
MINEROS,consulta externa,personas de 10 a 20 anos,2009-07-01,29,114,1,8,30,122,152
MIZQUE,consulta externa,personas de 10 a 20 anos,2009-07-01,41,108,1,7,42,115,157
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2009-07-01,115,101,3,3,118,104,222
MOJINETE,consulta externa,personas de 10 a 20 anos,2009-07-01,12,16,1,1,13,17,30
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2009-07-01,60,86,1,7,61,93,154
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2009-07-01,328,464,45,64,373,528,901
MONTERO,consulta externa,personas de 10 a 20 anos,2009-07-01,683,1374,327,899,1010,2273,3283
MORO MORO,consulta externa,personas de 10 a 20 anos,2009-07-01,15,25,0,0,15,25,40
MOROCHATA,consulta externa,personas de 10 a 20 anos,2009-07-01,42,68,8,9,50,77,127
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2009-07-01,76,86,0,1,76,87,163
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2009-07-01,6,5,0,0,6,5,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2009-07-01,41,25,3,14,44,39,83
OCURI,consulta externa,personas de 10 a 20 anos,2009-07-01,56,90,1,2,57,92,149
OKINAWA,consulta externa,personas de 10 a 20 anos,2009-07-01,65,160,8,17,73,177,250
OMEREQUE,consulta externa,personas de 10 a 20 anos,2009-07-01,32,61,0,2,32,63,95
ORURO,consulta externa,personas de 10 a 20 anos,2009-07-01,2108,2617,384,624,2492,3241,5733
PADCAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,477,661,8,7,485,668,1153
PADILLA,consulta externa,personas de 10 a 20 anos,2009-07-01,130,144,2,3,132,147,279
PAILON,consulta externa,personas de 10 a 20 anos,2009-07-01,78,132,3,7,81,139,220
PALCA,consulta externa,personas de 10 a 20 anos,2009-07-01,36,63,0,1,36,64,100
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2009-07-01,215,220,105,19,320,239,559
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2009-07-01,4,15,0,0,4,15,19
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2009-07-01,40,55,3,3,43,58,101
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2009-07-01,47,34,1,0,48,34,82
PASORAPA,consulta externa,personas de 10 a 20 anos,2009-07-01,100,71,0,0,100,71,171
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,59,72,2,6,61,78,139
PAZÑA,consulta externa,personas de 10 a 20 anos,2009-07-01,22,40,2,4,24,44,68
PELECHUCO,consulta externa,personas de 10 a 20 anos,2009-07-01,18,18,0,0,18,18,36
POCOATA,consulta externa,personas de 10 a 20 anos,2009-07-01,80,109,3,0,83,109,192
POCONA,consulta externa,personas de 10 a 20 anos,2009-07-01,52,55,1,0,53,55,108
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2009-07-01,44,39,0,2,44,41,85
POOPO,consulta externa,personas de 10 a 20 anos,2009-07-01,21,19,1,2,22,21,43
PORCO,consulta externa,personas de 10 a 20 anos,2009-07-01,31,70,0,1,31,71,102
POROMA,consulta externa,personas de 10 a 20 anos,2009-07-01,92,142,0,1,92,143,235
PORONGO,consulta externa,personas de 10 a 20 anos,2009-07-01,65,96,16,23,81,119,200
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2009-07-01,97,152,4,3,101,155,256
PORVENIR,consulta externa,personas de 10 a 20 anos,2009-07-01,92,42,1,4,93,46,139
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2009-07-01,12,23,0,2,12,25,37
POTOSI,consulta externa,personas de 10 a 20 anos,2009-07-01,1417,2164,501,1039,1918,3203,5121
PRESTO,consulta externa,personas de 10 a 20 anos,2009-07-01,58,102,1,0,59,102,161
PUCARA,consulta externa,personas de 10 a 20 anos,2009-07-01,17,23,0,1,17,24,41
PUCARANI,consulta externa,personas de 10 a 20 anos,2009-07-01,81,104,5,9,86,113,199
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2009-07-01,65,93,3,1,68,94,162
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2009-07-01,203,76,11,1,214,77,291
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2009-07-01,35,61,2,1,37,62,99
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2009-07-01,10,20,0,0,10,20,30
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2009-07-01,98,108,3,8,101,116,217
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2009-07-01,67,87,3,3,70,90,160
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2009-07-01,14,2,4,9,18,11,29
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2009-07-01,95,136,14,16,109,152,261
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2009-07-01,319,523,14,145,333,668,1001
PUNA,consulta externa,personas de 10 a 20 anos,2009-07-01,252,306,4,10,256,316,572
PUNATA,consulta externa,personas de 10 a 20 anos,2009-07-01,146,291,16,39,162,330,492
QUIABAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,12,20,0,1,12,21,33
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2009-07-01,330,394,82,123,412,517,929
QUIME,consulta externa,personas de 10 a 20 anos,2009-07-01,55,57,2,3,57,60,117
QUIRUSILLAS,consulta externa,personas de 10 a 20 anos,2009-07-01,11,16,1,1,12,17,29
RAVELO,consulta externa,personas de 10 a 20 anos,2009-07-01,65,92,0,0,65,92,157
REYES,consulta externa,personas de 10 a 20 anos,2009-07-01,67,103,15,42,82,145,227
RIBERALTA,consulta externa,personas de 10 a 20 anos,2009-07-01,338,992,24,245,362,1237,1599
ROBORE,consulta externa,personas de 10 a 20 anos,2009-07-01,81,203,18,19,99,222,321
RURRENABAQUE,consulta externa,personas de 10 a 20 anos,2009-07-01,39,122,2,2,41,124,165
SABAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,13,16,0,5,13,21,34
SACABA,consulta externa,personas de 10 a 20 anos,2009-07-01,310,551,115,226,425,777,1202
SACABAMBA,consulta externa,personas de 10 a 20 anos,2009-07-01,3,13,0,2,3,15,18
SACACA,consulta externa,personas de 10 a 20 anos,2009-07-01,97,134,3,1,100,135,235
SAIPINA,consulta externa,personas de 10 a 20 anos,2009-07-01,8,43,1,6,9,49,58
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 20 anos,2009-07-01,37,51,0,0,37,51,88
SAMAIPATA,consulta externa,personas de 10 a 20 anos,2009-07-01,49,51,0,0,49,51,100
SAN AGUSTIN,consulta externa,personas de 10 a 20 anos,2009-07-01,5,9,1,2,6,11,17
SAN ANDRES,consulta externa,personas de 10 a 20 anos,2009-07-01,69,117,2,15,71,132,203
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-07-01,23,36,1,1,24,37,61
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 20 anos,2009-07-01,9,14,0,0,9,14,23
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 20 anos,2009-07-01,28,30,0,0,28,30,58
SAN BENITO,consulta externa,personas de 10 a 20 anos,2009-07-01,70,104,7,7,77,111,188
SAN BORJA,consulta externa,personas de 10 a 20 anos,2009-07-01,145,444,13,56,158,500,658
SAN BUENA VENTURA,consulta externa,personas de 10 a 20 anos,2009-07-01,76,88,4,8,80,96,176
SAN CARLOS,consulta externa,personas de 10 a 20 anos,2009-07-01,68,196,2,27,70,223,293
SAN IGNACIO,consulta externa,personas de 10 a 20 anos,2009-07-01,189,323,19,18,208,341,549
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 20 anos,2009-07-01,236,387,19,63,255,450,705
SAN JAVIER(BNI),consulta externa,personas de 10 a 20 anos,2009-07-01,22,39,2,1,24,40,64
SAN JAVIER(STC),consulta externa,personas de 10 a 20 anos,2009-07-01,45,46,3,2,48,48,96
SAN JOAQUIN,consulta externa,personas de 10 a 20 anos,2009-07-01,31,24,100,600,131,624,755
SAN JOSE DE CHIQUITOS,consulta externa,personas de 10 a 20 anos,2009-07-01,133,215,25,6,158,221,379
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 20 anos,2009-07-01,53,89,11,15,64,104,168
SAN JULIAN,consulta externa,personas de 10 a 20 anos,2009-07-01,249,323,3,16,252,339,591
SAN LORENZO(PND),consulta externa,personas de 10 a 20 anos,2009-07-01,28,13,0,0,28,13,41
SAN LORENZO(TJA),consulta externa,personas de 10 a 20 anos,2009-07-01,283,445,3,7,286,452,738
SAN LUCAS,consulta externa,personas de 10 a 20 anos,2009-07-01,250,339,19,19,269,358,627
SAN MATIAS,consulta externa,personas de 10 a 20 anos,2009-07-01,20,39,4,10,24,49,73
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 20 anos,2009-07-01,50,68,4,5,54,73,127
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 20 anos,2009-07-01,42,60,8,6,50,66,116
SAN PEDRO,consulta externa,personas de 10 a 20 anos,2009-07-01,137,192,6,12,143,204,347
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-07-01,70,114,0,0,70,114,184
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 20 anos,2009-07-01,61,97,3,0,64,97,161
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 20 anos,2009-07-01,1,7,0,0,1,7,8
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 20 anos,2009-07-01,12,14,2,0,14,14,28
SAN PEDRO(PND),consulta externa,personas de 10 a 20 anos,2009-07-01,23,30,0,0,23,30,53
SAN RAFAEL,consulta externa,personas de 10 a 20 anos,2009-07-01,26,78,3,5,29,83,112
SAN RAMON,consulta externa,personas de 10 a 20 anos,2009-07-01,63,88,6,78,69,166,235
SAN RAMON,consulta externa,personas de 10 a 20 anos,2009-07-01,35,98,4,3,39,101,140
SANTA ANA,consulta externa,personas de 10 a 20 anos,2009-07-01,68,87,3,16,71,103,174
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 20 anos,2009-07-01,9915,14683,2032,3815,11947,18498,30445
SANTA ROSA,consulta externa,personas de 10 a 20 anos,2009-07-01,70,142,0,0,70,142,212
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 20 anos,2009-07-01,101,127,4,2,105,129,234
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 20 anos,2009-07-01,12,20,1,1,13,21,34
SANTIAGO DE HUARI,consulta externa,personas de 10 a 20 anos,2009-07-01,51,43,2,5,53,48,101
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-07-01,6,22,0,1,6,23,29
SANTIVAÑES,consulta externa,personas de 10 a 20 anos,2009-07-01,22,32,1,2,23,34,57
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 20 anos,2009-07-01,3,8,0,0,3,8,11
SAPAHAQUI,consulta externa,personas de 10 a 20 anos,2009-07-01,67,68,1,1,68,69,137
SENA,consulta externa,personas de 10 a 20 anos,2009-07-01,15,20,0,0,15,20,35
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 20 anos,2009-07-01,41,52,0,0,41,52,93
SICAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,11,18,0,1,11,19,30
SIPE SIPE,consulta externa,personas de 10 a 20 anos,2009-07-01,39,80,4,17,43,97,140
SOPACHUY,consulta externa,personas de 10 a 20 anos,2009-07-01,64,61,0,1,64,62,126
SORACACHI,consulta externa,personas de 10 a 20 anos,2009-07-01,29,20,3,2,32,22,54
SORATA,consulta externa,personas de 10 a 20 anos,2009-07-01,73,90,1,5,74,95,169
SUCRE,consulta externa,personas de 10 a 20 anos,2009-07-01,3268,4850,1034,1341,4302,6191,10493
TACACHI,consulta externa,personas de 10 a 20 anos,2009-07-01,2,7,0,1,2,8,10
TACACOMA,consulta externa,personas de 10 a 20 anos,2009-07-01,45,45,1,0,46,45,91
TACOBAMBA,consulta externa,personas de 10 a 20 anos,2009-07-01,45,49,1,1,46,50,96
TACOPAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,23,37,0,0,23,37,60
TAHUA,consulta externa,personas de 10 a 20 anos,2009-07-01,3,15,0,0,3,15,18
TAPACARI,consulta externa,personas de 10 a 20 anos,2009-07-01,39,118,1,5,40,123,163
TARABUCO,consulta externa,personas de 10 a 20 anos,2009-07-01,94,114,4,3,98,117,215
TARACO,consulta externa,personas de 10 a 20 anos,2009-07-01,16,21,0,1,16,22,38
TARATA,consulta externa,personas de 10 a 20 anos,2009-07-01,20,20,4,5,24,25,49
TARIJA,consulta externa,personas de 10 a 20 anos,2009-07-01,2963,4697,1084,1323,4047,6020,10067
TARVITA,consulta externa,personas de 10 a 20 anos,2009-07-01,125,172,2,4,127,176,303
TEOPONTE,consulta externa,personas de 10 a 20 anos,2009-07-01,32,56,2,2,34,58,92
TIAWANACU,consulta externa,personas de 10 a 20 anos,2009-07-01,32,50,3,2,35,52,87
TINGUIPAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,71,84,4,3,75,87,162
TIPUANI,consulta externa,personas de 10 a 20 anos,2009-07-01,39,59,1,3,40,62,102
TIQUIPAYA,consulta externa,personas de 10 a 20 anos,2009-07-01,146,277,10,55,156,332,488
TIRAQUE (CBBA),consulta externa,personas de 10 a 20 anos,2009-07-01,153,246,3,130,156,376,532
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 20 anos,2009-07-01,14,8,1,0,15,8,23
TOCO,consulta externa,personas de 10 a 20 anos,2009-07-01,12,26,0,1,12,27,39
TODOS SANTOS,consulta externa,personas de 10 a 20 anos,2009-07-01,6,3,0,1,6,4,10
TOLATA,consulta externa,personas de 10 a 20 anos,2009-07-01,29,41,3,6,32,47,79
TOLEDO,consulta externa,personas de 10 a 20 anos,2009-07-01,12,35,0,3,12,38,50
TOMAVE,consulta externa,personas de 10 a 20 anos,2009-07-01,66,118,6,7,72,125,197
TOMINA,consulta externa,personas de 10 a 20 anos,2009-07-01,99,120,0,0,99,120,219
TORO TORO,consulta externa,personas de 10 a 20 anos,2009-07-01,62,110,0,1,62,111,173
