,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVOS,PERSONAS DE 21 A 59 AÑOS NUEVOS,PERSONAS DE 21 A 59 AÑOS REPETIDOS,PERSONAS DE 21 A 59 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
YAMPARAEZ,consulta externa,personas de 21 a 59 anos,2009-06-01,112,182,7,9,119,191,310
YANACACHI,consulta externa,personas de 21 a 59 anos,2009-06-01,87,75,2,2,89,77,166
YAPACANI,consulta externa,personas de 21 a 59 anos,2009-06-01,368,614,78,219,446,833,1279
YOCALLA,consulta externa,personas de 21 a 59 anos,2009-06-01,92,189,1,2,93,191,284
YOTALA,consulta externa,personas de 21 a 59 anos,2009-06-01,120,168,10,15,130,183,313
YUNCHARA,consulta externa,personas de 21 a 59 anos,2009-06-01,154,353,10,9,164,362,526
ZUDAÑEZ,consulta externa,personas de 21 a 59 anos,2009-06-01,115,171,2,20,117,191,308
ACACIO,consulta externa,personas de 21 a 59 anos,2009-07-01,112,181,2,1,114,182,296
ACHACACHI,consulta externa,personas de 21 a 59 anos,2009-07-01,310,576,45,48,355,624,979
ACHOCALLA,consulta externa,personas de 21 a 59 anos,2009-07-01,29,38,0,2,29,40,69
AIQUILE,consulta externa,personas de 21 a 59 anos,2009-07-01,211,387,11,49,222,436,658
ALALAY,consulta externa,personas de 21 a 59 anos,2009-07-01,28,43,0,0,28,43,71
ALCALA,consulta externa,personas de 21 a 59 anos,2009-07-01,60,200,4,4,64,204,268
ANCORAIMES,consulta externa,personas de 21 a 59 anos,2009-07-01,63,120,13,25,76,145,221
ANDAMARCA,consulta externa,personas de 21 a 59 anos,2009-07-01,67,73,3,5,70,78,148
ANTEQUERA,consulta externa,personas de 21 a 59 anos,2009-07-01,28,40,0,0,28,40,68
ANZALDO,consulta externa,personas de 21 a 59 anos,2009-07-01,52,85,2,5,54,90,144
APOLO,consulta externa,personas de 21 a 59 anos,2009-07-01,93,152,0,0,93,152,245
ARAMPAMPA,consulta externa,personas de 21 a 59 anos,2009-07-01,52,99,0,2,52,101,153
ARANI,consulta externa,personas de 21 a 59 anos,2009-07-01,46,92,3,1,49,93,142
ARBIETO,consulta externa,personas de 21 a 59 anos,2009-07-01,33,121,5,40,38,161,199
ARQUE,consulta externa,personas de 21 a 59 anos,2009-07-01,70,152,0,2,70,154,224
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2009-07-01,184,301,27,30,211,331,542
ATOCHA,consulta externa,personas de 21 a 59 anos,2009-07-01,108,266,2,5,110,271,381
AUCAPATA,consulta externa,personas de 21 a 59 anos,2009-07-01,56,66,4,6,60,72,132
AYATA,consulta externa,personas de 21 a 59 anos,2009-07-01,97,200,1,4,98,204,302
AYO AYO,consulta externa,personas de 21 a 59 anos,2009-07-01,32,55,0,2,32,57,89
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2009-07-01,248,415,7,12,255,427,682
AZURDUY,consulta externa,personas de 21 a 59 anos,2009-07-01,208,441,3,7,211,448,659
BATALLAS,consulta externa,personas de 21 a 59 anos,2009-07-01,69,120,6,1,75,121,196
BAURES,consulta externa,personas de 21 a 59 anos,2009-07-01,64,154,9,15,73,169,242
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2009-07-01,11,46,0,1,11,47,58
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2009-07-01,20,49,0,0,20,49,69
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2009-07-01,32,52,0,0,32,52,84
BERMEJO,consulta externa,personas de 21 a 59 anos,2009-07-01,1950,2804,368,492,2318,3296,5614
BETANZOS,consulta externa,personas de 21 a 59 anos,2009-07-01,521,1060,21,44,542,1104,1646
BOLIVAR,consulta externa,personas de 21 a 59 anos,2009-07-01,24,54,1,3,25,57,82
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2009-07-01,73,63,12,15,85,78,163
BOYUIBE,consulta externa,personas de 21 a 59 anos,2009-07-01,51,78,2,7,53,85,138
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2009-07-01,149,174,13,14,162,188,350
CABEZAS,consulta externa,personas de 21 a 59 anos,2009-07-01,305,428,15,41,320,469,789
CAIROMA,consulta externa,personas de 21 a 59 anos,2009-07-01,105,175,1,3,106,178,284
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2009-07-01,199,324,11,4,210,328,538
CAJUATA,consulta externa,personas de 21 a 59 anos,2009-07-01,176,195,2,27,178,222,400
CALACOTO,consulta externa,personas de 21 a 59 anos,2009-07-01,54,98,4,4,58,102,160
CALAMARCA,consulta externa,personas de 21 a 59 anos,2009-07-01,113,212,6,32,119,244,363
CAMARGO,consulta externa,personas de 21 a 59 anos,2009-07-01,230,572,22,32,252,604,856
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2009-07-01,72,102,4,9,76,111,187
CAMIRI,consulta externa,personas de 21 a 59 anos,2009-07-01,990,1748,122,369,1112,2117,3229
CAPINOTA,consulta externa,personas de 21 a 59 anos,2009-07-01,204,285,51,96,255,381,636
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2009-07-01,55,80,2,0,57,80,137
CARACOLLO,consulta externa,personas de 21 a 59 anos,2009-07-01,115,188,6,15,121,203,324
CARANAVI,consulta externa,personas de 21 a 59 anos,2009-07-01,505,886,11,55,516,941,1457
CARANGAS,consulta externa,personas de 21 a 59 anos,2009-07-01,3,5,0,0,3,5,8
CARAPARI,consulta externa,personas de 21 a 59 anos,2009-07-01,522,785,6,16,528,801,1329
CARIPUYO,consulta externa,personas de 21 a 59 anos,2009-07-01,138,231,1,3,139,234,373
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2009-07-01,55,70,4,3,59,73,132
CATACORA,consulta externa,personas de 21 a 59 anos,2009-07-01,13,33,0,2,13,35,48
CHACARILLA,consulta externa,personas de 21 a 59 anos,2009-07-01,12,9,1,4,13,13,26
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2009-07-01,214,442,19,38,233,480,713
CHAQUI,consulta externa,personas de 21 a 59 anos,2009-07-01,150,198,5,4,155,202,357
CHARAGUA,consulta externa,personas de 21 a 59 anos,2009-07-01,198,381,5,29,203,410,613
CHARAÑA,consulta externa,personas de 21 a 59 anos,2009-07-01,30,37,4,2,34,39,73
CHAYANTA,consulta externa,personas de 21 a 59 anos,2009-07-01,104,283,1,6,105,289,394
CHIMORE,consulta externa,personas de 21 a 59 anos,2009-07-01,134,161,4,17,138,178,316
CHIPAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,26,37,0,0,26,37,63
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2009-07-01,22,28,1,3,23,31,54
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2009-07-01,182,256,28,25,210,281,491
CHUMA,consulta externa,personas de 21 a 59 anos,2009-07-01,142,202,13,11,155,213,368
CLIZA,consulta externa,personas de 21 a 59 anos,2009-07-01,62,108,11,13,73,121,194
COBIJA,consulta externa,personas de 21 a 59 anos,2009-07-01,880,1586,242,692,1122,2278,3400
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2009-07-01,12223,25014,9457,21682,21680,46696,68376
COIPASA,consulta externa,personas de 21 a 59 anos,2009-07-01,16,10,0,0,16,10,26
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2009-07-01,515,447,431,406,946,853,1799
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2009-07-01,142,271,2,4,144,275,419
COLLANA,consulta externa,personas de 21 a 59 anos,2009-07-01,9,28,0,0,9,28,37
COLOMI,consulta externa,personas de 21 a 59 anos,2009-07-01,73,116,4,15,77,131,208
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2009-07-01,35,107,5,24,40,131,171
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2009-07-01,205,594,0,2,205,596,801
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2009-07-01,119,218,9,19,128,237,365
COLQUIRI,consulta externa,personas de 21 a 59 anos,2009-07-01,141,285,3,10,144,295,439
COMANCHE,consulta externa,personas de 21 a 59 anos,2009-07-01,33,63,5,3,38,66,104
COMARAPA,consulta externa,personas de 21 a 59 anos,2009-07-01,181,379,19,41,200,420,620
COMBAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,13,42,1,0,14,42,56
CONCEPCION,consulta externa,personas de 21 a 59 anos,2009-07-01,74,87,7,9,81,96,177
COPACABANA,consulta externa,personas de 21 a 59 anos,2009-07-01,95,170,0,1,95,171,266
CORIPATA,consulta externa,personas de 21 a 59 anos,2009-07-01,135,262,14,13,149,275,424
CORO CORO,consulta externa,personas de 21 a 59 anos,2009-07-01,62,115,0,1,62,116,178
COROICO,consulta externa,personas de 21 a 59 anos,2009-07-01,207,277,41,72,248,349,597
CORQUE,consulta externa,personas de 21 a 59 anos,2009-07-01,57,113,1,2,58,115,173
COTAGAITA,consulta externa,personas de 21 a 59 anos,2009-07-01,510,871,15,15,525,886,1411
COTOCA,consulta externa,personas de 21 a 59 anos,2009-07-01,301,767,25,40,326,807,1133
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2009-07-01,183,443,23,47,206,490,696
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2009-07-01,34,62,3,16,37,78,115
CUEVO,consulta externa,personas de 21 a 59 anos,2009-07-01,57,105,2,8,59,113,172
CULPINA,consulta externa,personas de 21 a 59 anos,2009-07-01,246,536,0,4,246,540,786
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2009-07-01,81,127,4,4,85,131,216
CURVA,consulta externa,personas de 21 a 59 anos,2009-07-01,22,36,2,1,24,37,61
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2009-07-01,29,63,1,0,30,63,93
EL ALTO,consulta externa,personas de 21 a 59 anos,2009-07-01,7017,16274,2895,7337,9912,23611,33523
EL CHORO,consulta externa,personas de 21 a 59 anos,2009-07-01,50,100,0,0,50,100,150
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2009-07-01,90,184,1,4,91,188,279
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2009-07-01,336,666,1,34,337,700,1037
EL TORNO,consulta externa,personas de 21 a 59 anos,2009-07-01,728,1487,60,182,788,1669,2457
EL VILLAR,consulta externa,personas de 21 a 59 anos,2009-07-01,160,351,1,3,161,354,515
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2009-07-01,235,335,14,16,249,351,600
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2009-07-01,822,1418,24,42,846,1460,2306
ESCARA,consulta externa,personas de 21 a 59 anos,2009-07-01,4,5,0,0,4,5,9
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2009-07-01,35,53,1,2,36,55,91
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2009-07-01,8,23,0,0,8,23,31
EXALTACION,consulta externa,personas de 21 a 59 anos,2009-07-01,17,22,0,2,17,24,41
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2009-07-01,132,295,9,12,141,307,448
FILADELFIA,consulta externa,personas de 21 a 59 anos,2009-07-01,76,103,17,7,93,110,203
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2009-07-01,133,354,1,5,134,359,493
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2009-07-01,108,191,4,13,112,204,316
GUANAY,consulta externa,personas de 21 a 59 anos,2009-07-01,82,148,10,22,92,170,262
GUAQUI,consulta externa,personas de 21 a 59 anos,2009-07-01,35,78,4,3,39,81,120
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2009-07-01,1458,2437,222,487,1680,2924,4604
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2009-07-01,156,313,4,6,160,319,479
HUACARETA,consulta externa,personas de 21 a 59 anos,2009-07-01,174,333,20,36,194,369,563
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2009-07-01,74,115,0,0,74,115,189
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2009-07-01,32,32,2,1,34,33,67
HUANUNI,consulta externa,personas de 21 a 59 anos,2009-07-01,1286,1664,635,508,1921,2172,4093
HUARACAJE,consulta externa,personas de 21 a 59 anos,2009-07-01,31,77,10,4,41,81,122
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2009-07-01,42,62,0,1,42,63,105
ICHOCA,consulta externa,personas de 21 a 59 anos,2009-07-01,45,53,0,0,45,53,98
ICLA,consulta externa,personas de 21 a 59 anos,2009-07-01,167,329,1,1,168,330,498
INCAHUASI,consulta externa,personas de 21 a 59 anos,2009-07-01,236,696,3,7,239,703,942
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2009-07-01,14,44,12,7,26,51,77
INQUISIVI,consulta externa,personas de 21 a 59 anos,2009-07-01,93,163,2,1,95,164,259
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2009-07-01,188,343,6,5,194,348,542
IXIAMAS,consulta externa,personas de 21 a 59 anos,2009-07-01,86,131,3,2,89,133,222
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-07-01,176,207,10,38,186,245,431
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2009-07-01,201,342,15,10,216,352,568
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2009-07-01,382,886,24,56,406,942,1348
LA PAZ,consulta externa,personas de 21 a 59 anos,2009-07-01,16428,33485,19779,22224,36207,55709,91916
LA RIVERA,consulta externa,personas de 21 a 59 anos,2009-07-01,4,10,0,0,4,10,14
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2009-07-01,90,151,1,13,91,164,255
LAJA,consulta externa,personas de 21 a 59 anos,2009-07-01,64,169,9,15,73,184,257
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2009-07-01,80,169,4,8,84,177,261
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2009-07-01,36,57,8,4,44,61,105
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2009-07-01,565,378,26,19,591,397,988
LLICA,consulta externa,personas de 21 a 59 anos,2009-07-01,117,184,10,9,127,193,320
LORETO,consulta externa,personas de 21 a 59 anos,2009-07-01,60,141,7,5,67,146,213
LURIBAY,consulta externa,personas de 21 a 59 anos,2009-07-01,191,241,3,6,194,247,441
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2009-07-01,73,119,21,10,94,129,223
MACHARETI,consulta externa,personas de 21 a 59 anos,2009-07-01,153,302,6,42,159,344,503
MAGDALENA,consulta externa,personas de 21 a 59 anos,2009-07-01,64,132,31,69,95,201,296
MAIRANA,consulta externa,personas de 21 a 59 anos,2009-07-01,75,234,3,18,78,252,330
MALLA,consulta externa,personas de 21 a 59 anos,2009-07-01,44,39,0,2,44,41,85
MAPIRI,consulta externa,personas de 21 a 59 anos,2009-07-01,118,210,3,8,121,218,339
MECAPACA,consulta externa,personas de 21 a 59 anos,2009-07-01,97,150,10,7,107,157,264
MINEROS,consulta externa,personas de 21 a 59 anos,2009-07-01,72,233,2,32,74,265,339
MIZQUE,consulta externa,personas de 21 a 59 anos,2009-07-01,147,294,6,20,153,314,467
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2009-07-01,158,229,18,10,176,239,415
MOJINETE,consulta externa,personas de 21 a 59 anos,2009-07-01,20,23,0,1,20,24,44
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2009-07-01,108,227,2,31,110,258,368
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2009-07-01,733,1316,60,222,793,1538,2331
MONTERO,consulta externa,personas de 21 a 59 anos,2009-07-01,931,2017,394,739,1325,2756,4081
MORO MORO,consulta externa,personas de 21 a 59 anos,2009-07-01,26,52,2,1,28,53,81
MOROCHATA,consulta externa,personas de 21 a 59 anos,2009-07-01,94,184,5,33,99,217,316
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2009-07-01,214,187,32,0,246,187,433
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2009-07-01,7,9,1,0,8,9,17
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2009-07-01,154,54,22,3,176,57,233
OCURI,consulta externa,personas de 21 a 59 anos,2009-07-01,149,382,1,6,150,388,538
OKINAWA,consulta externa,personas de 21 a 59 anos,2009-07-01,158,309,79,76,237,385,622
OMEREQUE,consulta externa,personas de 21 a 59 anos,2009-07-01,109,138,7,4,116,142,258
ORURO,consulta externa,personas de 21 a 59 anos,2009-07-01,6004,10818,1801,3307,7805,14125,21930
PADCAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,785,1518,9,9,794,1527,2321
PADILLA,consulta externa,personas de 21 a 59 anos,2009-07-01,366,754,18,11,384,765,1149
PAILON,consulta externa,personas de 21 a 59 anos,2009-07-01,168,200,9,33,177,233,410
PALCA,consulta externa,personas de 21 a 59 anos,2009-07-01,87,125,7,2,94,127,221
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2009-07-01,394,525,62,72,456,597,1053
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2009-07-01,20,29,2,0,22,29,51
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2009-07-01,63,142,0,3,63,145,208
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2009-07-01,61,103,0,4,61,107,168
PASORAPA,consulta externa,personas de 21 a 59 anos,2009-07-01,88,148,0,0,88,148,236
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,230,265,4,5,234,270,504
PAZÑA,consulta externa,personas de 21 a 59 anos,2009-07-01,94,102,29,16,123,118,241
PELECHUCO,consulta externa,personas de 21 a 59 anos,2009-07-01,45,82,0,0,45,82,127
POCOATA,consulta externa,personas de 21 a 59 anos,2009-07-01,150,324,2,3,152,327,479
POCONA,consulta externa,personas de 21 a 59 anos,2009-07-01,125,190,0,3,125,193,318
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2009-07-01,73,95,1,0,74,95,169
POOPO,consulta externa,personas de 21 a 59 anos,2009-07-01,57,66,7,12,64,78,142
PORCO,consulta externa,personas de 21 a 59 anos,2009-07-01,84,192,2,0,86,192,278
POROMA,consulta externa,personas de 21 a 59 anos,2009-07-01,209,532,4,3,213,535,748
PORONGO,consulta externa,personas de 21 a 59 anos,2009-07-01,87,161,26,59,113,220,333
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2009-07-01,186,483,21,28,207,511,718
PORVENIR,consulta externa,personas de 21 a 59 anos,2009-07-01,76,135,1,8,77,143,220
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2009-07-01,38,52,2,5,40,57,97
POTOSI,consulta externa,personas de 21 a 59 anos,2009-07-01,4989,8485,2316,4234,7305,12719,20024
PRESTO,consulta externa,personas de 21 a 59 anos,2009-07-01,180,426,0,1,180,427,607
PUCARA,consulta externa,personas de 21 a 59 anos,2009-07-01,39,77,0,1,39,78,117
PUCARANI,consulta externa,personas de 21 a 59 anos,2009-07-01,121,195,10,9,131,204,335
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2009-07-01,139,193,15,21,154,214,368
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2009-07-01,165,195,9,14,174,209,383
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2009-07-01,71,155,3,14,74,169,243
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2009-07-01,49,54,0,3,49,57,106
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2009-07-01,204,287,8,24,212,311,523
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2009-07-01,97,137,5,13,102,150,252
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2009-07-01,8,4,3,1,11,5,16
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2009-07-01,151,345,24,76,175,421,596
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2009-07-01,664,1219,19,243,683,1462,2145
PUNA,consulta externa,personas de 21 a 59 anos,2009-07-01,541,1069,8,51,549,1120,1669
PUNATA,consulta externa,personas de 21 a 59 anos,2009-07-01,330,979,95,286,425,1265,1690
QUIABAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,46,57,1,5,47,62,109
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2009-07-01,751,1528,275,823,1026,2351,3377
QUIME,consulta externa,personas de 21 a 59 anos,2009-07-01,391,138,41,2,432,140,572
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2009-07-01,38,72,5,5,43,77,120
RAVELO,consulta externa,personas de 21 a 59 anos,2009-07-01,216,495,2,6,218,501,719
REYES,consulta externa,personas de 21 a 59 anos,2009-07-01,71,149,14,20,85,169,254
RIBERALTA,consulta externa,personas de 21 a 59 anos,2009-07-01,730,2355,61,493,791,2848,3639
ROBORE,consulta externa,personas de 21 a 59 anos,2009-07-01,337,855,56,130,393,985,1378
RURRENABAQUE,consulta externa,personas de 21 a 59 anos,2009-07-01,98,243,41,17,139,260,399
SABAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,72,68,0,2,72,70,142
SACABA,consulta externa,personas de 21 a 59 anos,2009-07-01,588,1258,254,546,842,1804,2646
SACABAMBA,consulta externa,personas de 21 a 59 anos,2009-07-01,31,50,3,2,34,52,86
SACACA,consulta externa,personas de 21 a 59 anos,2009-07-01,177,511,0,0,177,511,688
SAIPINA,consulta externa,personas de 21 a 59 anos,2009-07-01,46,141,7,2,53,143,196
SALINAS DE GARCI MENDOZA,consulta externa,personas de 21 a 59 anos,2009-07-01,108,163,2,0,110,163,273
SAMAIPATA,consulta externa,personas de 21 a 59 anos,2009-07-01,104,155,1,4,105,159,264
SAN AGUSTIN,consulta externa,personas de 21 a 59 anos,2009-07-01,21,74,1,8,22,82,104
SAN ANDRES,consulta externa,personas de 21 a 59 anos,2009-07-01,139,306,14,33,153,339,492
SAN ANDRES DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-07-01,77,134,4,9,81,143,224
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 21 a 59 anos,2009-07-01,26,39,1,0,27,39,66
SAN ANTONIO DE LOMERIO,consulta externa,personas de 21 a 59 anos,2009-07-01,80,106,1,2,81,108,189
SAN BENITO,consulta externa,personas de 21 a 59 anos,2009-07-01,93,244,11,26,104,270,374
SAN BORJA,consulta externa,personas de 21 a 59 anos,2009-07-01,247,1151,15,127,262,1278,1540
SAN BUENA VENTURA,consulta externa,personas de 21 a 59 anos,2009-07-01,168,280,21,15,189,295,484
SAN CARLOS,consulta externa,personas de 21 a 59 anos,2009-07-01,166,429,6,122,172,551,723
SAN IGNACIO,consulta externa,personas de 21 a 59 anos,2009-07-01,316,774,28,76,344,850,1194
SAN IGNACIO DE VELASCO,consulta externa,personas de 21 a 59 anos,2009-07-01,617,1113,99,205,716,1318,2034
SAN JAVIER(BNI),consulta externa,personas de 21 a 59 anos,2009-07-01,65,118,4,3,69,121,190
SAN JAVIER(STC),consulta externa,personas de 21 a 59 anos,2009-07-01,79,134,6,19,85,153,238
SAN JOAQUIN,consulta externa,personas de 21 a 59 anos,2009-07-01,79,131,211,410,290,541,831
SAN JOSE DE CHIQUITOS,consulta externa,personas de 21 a 59 anos,2009-07-01,375,643,43,100,418,743,1161
SAN JUAN DE YAPACANI,consulta externa,personas de 21 a 59 anos,2009-07-01,153,379,12,72,165,451,616
SAN JULIAN,consulta externa,personas de 21 a 59 anos,2009-07-01,695,947,17,156,712,1103,1815
SAN LORENZO(PND),consulta externa,personas de 21 a 59 anos,2009-07-01,18,44,0,1,18,45,63
SAN LORENZO(TJA),consulta externa,personas de 21 a 59 anos,2009-07-01,531,1206,17,47,548,1253,1801
SAN LUCAS,consulta externa,personas de 21 a 59 anos,2009-07-01,625,1306,43,77,668,1383,2051
SAN MATIAS,consulta externa,personas de 21 a 59 anos,2009-07-01,48,135,18,21,66,156,222
SAN MIGUEL DE VELASCO,consulta externa,personas de 21 a 59 anos,2009-07-01,93,192,15,39,108,231,339
SAN PABLO DE LIPEZ,consulta externa,personas de 21 a 59 anos,2009-07-01,98,179,11,29,109,208,317
SAN PEDRO,consulta externa,personas de 21 a 59 anos,2009-07-01,305,508,12,37,317,545,862
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 21 a 59 anos,2009-07-01,178,489,0,1,178,490,668
SAN PEDRO DE CURAHUARA,consulta externa,personas de 21 a 59 anos,2009-07-01,40,59,1,0,41,59,100
SAN PEDRO DE QUEMES,consulta externa,personas de 21 a 59 anos,2009-07-01,10,12,0,0,10,12,22
SAN PEDRO DE TIQUINA,consulta externa,personas de 21 a 59 anos,2009-07-01,34,50,3,2,37,52,89
SAN PEDRO(PND),consulta externa,personas de 21 a 59 anos,2009-07-01,38,49,2,1,40,50,90
SAN RAFAEL,consulta externa,personas de 21 a 59 anos,2009-07-01,79,153,3,7,82,160,242
SAN RAMON,consulta externa,personas de 21 a 59 anos,2009-07-01,119,232,7,162,126,394,520
SAN RAMON,consulta externa,personas de 21 a 59 anos,2009-07-01,87,214,2,24,89,238,327
SANTA ANA,consulta externa,personas de 21 a 59 anos,2009-07-01,121,285,13,46,134,331,465
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 21 a 59 anos,2009-07-01,22717,45735,5616,17861,28333,63596,91929
SANTA ROSA,consulta externa,personas de 21 a 59 anos,2009-07-01,184,365,1,1,185,366,551
SANTA ROSA DEL SARA,consulta externa,personas de 21 a 59 anos,2009-07-01,148,272,8,5,156,277,433
SANTIAGO DE CALLAPA,consulta externa,personas de 21 a 59 anos,2009-07-01,23,53,0,0,23,53,76
SANTIAGO DE HUARI,consulta externa,personas de 21 a 59 anos,2009-07-01,169,149,18,19,187,168,355
SANTIAGO DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-07-01,28,40,0,2,28,42,70
SANTIVAÑES,consulta externa,personas de 21 a 59 anos,2009-07-01,24,76,0,3,24,79,103
SANTUARIO DE QUILLACAS,consulta externa,personas de 21 a 59 anos,2009-07-01,33,34,5,1,38,35,73
SAPAHAQUI,consulta externa,personas de 21 a 59 anos,2009-07-01,111,164,5,6,116,170,286
SENA,consulta externa,personas de 21 a 59 anos,2009-07-01,41,36,1,2,42,38,80
SICA SICA (VILLA AROMA),consulta externa,personas de 21 a 59 anos,2009-07-01,129,255,1,5,130,260,390
SICAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,24,42,0,1,24,43,67
SIPE SIPE,consulta externa,personas de 21 a 59 anos,2009-07-01,64,207,8,57,72,264,336
SOPACHUY,consulta externa,personas de 21 a 59 anos,2009-07-01,139,281,6,6,145,287,432
SORACACHI,consulta externa,personas de 21 a 59 anos,2009-07-01,50,65,3,1,53,66,119
SORATA,consulta externa,personas de 21 a 59 anos,2009-07-01,184,260,2,15,186,275,461
SUCRE,consulta externa,personas de 21 a 59 anos,2009-07-01,9944,18682,2970,8067,12914,26749,39663
TACACHI,consulta externa,personas de 21 a 59 anos,2009-07-01,12,36,0,0,12,36,48
TACACOMA,consulta externa,personas de 21 a 59 anos,2009-07-01,108,90,2,7,110,97,207
TACOBAMBA,consulta externa,personas de 21 a 59 anos,2009-07-01,101,177,4,5,105,182,287
TACOPAYA,consulta externa,personas de 21 a 59 anos,2009-07-01,50,161,0,4,50,165,215
TAHUA,consulta externa,personas de 21 a 59 anos,2009-07-01,19,32,1,0,20,32,52
TAPACARI,consulta externa,personas de 21 a 59 anos,2009-07-01,110,389,2,18,112,407,519
TARABUCO,consulta externa,personas de 21 a 59 anos,2009-07-01,174,366,12,25,186,391,577
