,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2009-06-01,29,36,0,0,29,36,65
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2009-06-01,42,42,3,2,45,44,89
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2009-06-01,78,105,101,100,179,205,384
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2009-06-01,86,90,7,8,93,98,191
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2009-06-01,59,56,21,15,80,71,151
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2009-06-01,226,259,6,8,232,267,499
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2009-06-01,28,17,0,0,28,17,45
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2009-06-01,215,227,6,3,221,230,451
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2009-06-01,119,112,3,1,122,113,235
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2009-06-01,26,35,1,0,27,35,62
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2009-06-01,33,28,2,5,35,33,68
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2009-06-01,59,53,7,8,66,61,127
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2009-06-01,103,99,3,3,106,102,208
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2009-06-01,40,37,0,0,40,37,77
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2009-06-01,39,28,0,1,39,29,68
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2009-06-01,3,4,0,0,3,4,7
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2009-06-01,3,7,0,0,3,7,10
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2009-06-01,32,36,0,0,32,36,68
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2009-06-01,22,20,1,0,23,20,43
SAN RAMON,consulta externa,personas de 5 a 9 anos,2009-06-01,33,34,5,6,38,40,78
SAN RAMON,consulta externa,personas de 5 a 9 anos,2009-06-01,1,28,0,0,1,28,29
SANTA ANA,consulta externa,personas de 5 a 9 anos,2009-06-01,232,238,8,7,240,245,485
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2009-06-01,6745,6878,1702,1758,8447,8636,17083
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2009-06-01,54,75,1,1,55,76,131
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2009-06-01,46,81,0,5,46,86,132
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2009-06-01,7,4,0,0,7,4,11
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2009-06-01,36,45,6,5,42,50,92
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-06-01,4,8,7,7,11,15,26
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2009-06-01,33,27,0,1,33,28,61
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2009-06-01,11,20,0,0,11,20,31
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2009-06-01,55,48,3,0,58,48,106
SENA,consulta externa,personas de 5 a 9 anos,2009-06-01,7,21,0,0,7,21,28
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2009-06-01,62,66,1,0,63,66,129
SICAYA,consulta externa,personas de 5 a 9 anos,2009-06-01,8,10,0,2,8,12,20
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2009-06-01,72,86,5,2,77,88,165
SOPACHUY,consulta externa,personas de 5 a 9 anos,2009-06-01,15,32,0,0,15,32,47
SORACACHI,consulta externa,personas de 5 a 9 anos,2009-06-01,35,44,1,0,36,44,80
SORATA,consulta externa,personas de 5 a 9 anos,2009-06-01,279,51,4,0,283,51,334
SUCRE,consulta externa,personas de 5 a 9 anos,2009-06-01,1845,1758,538,457,2383,2215,4598
TACACHI,consulta externa,personas de 5 a 9 anos,2009-06-01,2,0,0,0,2,0,2
TACACOMA,consulta externa,personas de 5 a 9 anos,2009-06-01,29,24,0,0,29,24,53
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2009-06-01,34,24,1,0,35,24,59
TACOPAYA,consulta externa,personas de 5 a 9 anos,2009-06-01,15,15,0,0,15,15,30
TAHUA,consulta externa,personas de 5 a 9 anos,2009-06-01,8,5,0,0,8,5,13
TAPACARI,consulta externa,personas de 5 a 9 anos,2009-06-01,105,90,1,1,106,91,197
TARABUCO,consulta externa,personas de 5 a 9 anos,2009-06-01,51,46,0,0,51,46,97
TARACO,consulta externa,personas de 5 a 9 anos,2009-06-01,14,16,0,0,14,16,30
TARATA,consulta externa,personas de 5 a 9 anos,2009-06-01,22,21,1,0,23,21,44
TARIJA,consulta externa,personas de 5 a 9 anos,2009-06-01,2155,2002,385,349,2540,2351,4891
TARVITA,consulta externa,personas de 5 a 9 anos,2009-06-01,58,54,5,1,63,55,118
TEOPONTE,consulta externa,personas de 5 a 9 anos,2009-06-01,21,26,1,0,22,26,48
TIAWANACU,consulta externa,personas de 5 a 9 anos,2009-06-01,21,19,0,3,21,22,43
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2009-06-01,66,46,0,0,66,46,112
TIPUANI,consulta externa,personas de 5 a 9 anos,2009-06-01,8,11,0,2,8,13,21
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2009-06-01,243,234,15,29,258,263,521
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2009-06-01,129,161,6,7,135,168,303
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2009-06-01,4,4,0,0,4,4,8
TOCO,consulta externa,personas de 5 a 9 anos,2009-06-01,32,17,1,0,33,17,50
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2009-06-01,4,3,0,0,4,3,7
TOLATA,consulta externa,personas de 5 a 9 anos,2009-06-01,77,67,0,0,77,67,144
TOLEDO,consulta externa,personas de 5 a 9 anos,2009-06-01,33,18,2,0,35,18,53
TOMAVE,consulta externa,personas de 5 a 9 anos,2009-06-01,51,47,0,1,51,48,99
TOMINA,consulta externa,personas de 5 a 9 anos,2009-06-01,64,64,1,0,65,64,129
TORO TORO,consulta externa,personas de 5 a 9 anos,2009-06-01,34,39,0,0,34,39,73
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2009-06-01,4,8,0,0,4,8,12
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2009-06-01,24,26,0,0,24,26,50
TRIGAL,consulta externa,personas de 5 a 9 anos,2009-06-01,11,17,0,0,11,17,28
TRINIDAD,consulta externa,personas de 5 a 9 anos,2009-06-01,473,467,71,80,544,547,1091
TUPIZA,consulta externa,personas de 5 a 9 anos,2009-06-01,298,289,15,26,313,315,628
TURCO,consulta externa,personas de 5 a 9 anos,2009-06-01,21,16,0,0,21,16,37
UMALA,consulta externa,personas de 5 a 9 anos,2009-06-01,8,10,0,0,8,10,18
UNCIA,consulta externa,personas de 5 a 9 anos,2009-06-01,53,38,1,0,54,38,92
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2009-06-01,166,182,5,2,171,184,355
URUBICHA,consulta externa,personas de 5 a 9 anos,2009-06-01,27,33,1,2,28,35,63
UYUNI,consulta externa,personas de 5 a 9 anos,2009-06-01,92,153,2,5,94,158,252
VACAS,consulta externa,personas de 5 a 9 anos,2009-06-01,20,23,1,0,21,23,44
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2009-06-01,44,54,23,37,67,91,158
VIACHA,consulta externa,personas de 5 a 9 anos,2009-06-01,144,140,51,74,195,214,409
VILA VILA,consulta externa,personas de 5 a 9 anos,2009-06-01,8,5,0,0,8,5,13
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2009-06-01,270,314,38,30,308,344,652
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2009-06-01,21,29,0,0,21,29,50
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2009-06-01,8,17,0,1,8,18,26
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2009-06-01,17,14,0,2,17,16,33
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2009-06-01,226,209,15,13,241,222,463
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2009-06-01,51,60,0,0,51,60,111
VILLAZON,consulta externa,personas de 5 a 9 anos,2009-06-01,309,336,77,49,386,385,771
VINTO,consulta externa,personas de 5 a 9 anos,2009-06-01,95,90,32,35,127,125,252
VITICHI,consulta externa,personas de 5 a 9 anos,2009-06-01,37,35,0,0,37,35,72
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2009-06-01,5,1,0,0,5,1,6
WARNES,consulta externa,personas de 5 a 9 anos,2009-06-01,252,275,4,5,256,280,536
YACO,consulta externa,personas de 5 a 9 anos,2009-06-01,25,28,1,1,26,29,55
YACUIBA,consulta externa,personas de 5 a 9 anos,2009-06-01,725,745,90,59,815,804,1619
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2009-06-01,14,30,1,1,15,31,46
YANACACHI,consulta externa,personas de 5 a 9 anos,2009-06-01,26,27,0,2,26,29,55
YAPACANI,consulta externa,personas de 5 a 9 anos,2009-06-01,85,90,5,5,90,95,185
YOCALLA,consulta externa,personas de 5 a 9 anos,2009-06-01,32,28,0,0,32,28,60
YOTALA,consulta externa,personas de 5 a 9 anos,2009-06-01,53,25,8,2,61,27,88
YUNCHARA,consulta externa,personas de 5 a 9 anos,2009-06-01,62,82,0,0,62,82,144
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2009-06-01,41,28,2,1,43,29,72
ACACIO,consulta externa,personas de 5 a 9 anos,2009-07-01,39,30,0,0,39,30,69
ACHACACHI,consulta externa,personas de 5 a 9 anos,2009-07-01,71,69,5,3,76,72,148
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2009-07-01,21,14,0,0,21,14,35
AIQUILE,consulta externa,personas de 5 a 9 anos,2009-07-01,94,83,2,5,96,88,184
ALALAY,consulta externa,personas de 5 a 9 anos,2009-07-01,4,3,0,0,4,3,7
ALCALA,consulta externa,personas de 5 a 9 anos,2009-07-01,36,33,0,0,36,33,69
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2009-07-01,7,13,0,0,7,13,20
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2009-07-01,6,4,0,1,6,5,11
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2009-07-01,11,11,0,0,11,11,22
ANZALDO,consulta externa,personas de 5 a 9 anos,2009-07-01,18,24,0,0,18,24,42
APOLO,consulta externa,personas de 5 a 9 anos,2009-07-01,31,33,0,0,31,33,64
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2009-07-01,9,9,0,0,9,9,18
ARANI,consulta externa,personas de 5 a 9 anos,2009-07-01,14,14,0,0,14,14,28
ARBIETO,consulta externa,personas de 5 a 9 anos,2009-07-01,17,19,0,9,17,28,45
ARQUE,consulta externa,personas de 5 a 9 anos,2009-07-01,9,9,0,0,9,9,18
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2009-07-01,70,78,13,13,83,91,174
ATOCHA,consulta externa,personas de 5 a 9 anos,2009-07-01,17,21,0,0,17,21,38
AUCAPATA,consulta externa,personas de 5 a 9 anos,2009-07-01,15,10,1,0,16,10,26
AYATA,consulta externa,personas de 5 a 9 anos,2009-07-01,30,32,0,1,30,33,63
AYO AYO,consulta externa,personas de 5 a 9 anos,2009-07-01,7,9,0,0,7,9,16
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2009-07-01,66,53,2,0,68,53,121
AZURDUY,consulta externa,personas de 5 a 9 anos,2009-07-01,38,25,0,2,38,27,65
BATALLAS,consulta externa,personas de 5 a 9 anos,2009-07-01,24,11,0,0,24,11,35
BAURES,consulta externa,personas de 5 a 9 anos,2009-07-01,26,23,2,3,28,26,54
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2009-07-01,8,4,0,0,8,4,12
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2009-07-01,14,9,1,1,15,10,25
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2009-07-01,13,4,1,0,14,4,18
BERMEJO,consulta externa,personas de 5 a 9 anos,2009-07-01,460,414,39,32,499,446,945
BETANZOS,consulta externa,personas de 5 a 9 anos,2009-07-01,148,130,5,1,153,131,284
BOLIVAR,consulta externa,personas de 5 a 9 anos,2009-07-01,5,18,0,0,5,18,23
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2009-07-01,15,19,0,1,15,20,35
BOYUIBE,consulta externa,personas de 5 a 9 anos,2009-07-01,32,30,0,2,32,32,64
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2009-07-01,49,81,6,1,55,82,137
CABEZAS,consulta externa,personas de 5 a 9 anos,2009-07-01,90,110,8,6,98,116,214
CAIROMA,consulta externa,personas de 5 a 9 anos,2009-07-01,26,22,1,0,27,22,49
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2009-07-01,55,26,2,2,57,28,85
CAJUATA,consulta externa,personas de 5 a 9 anos,2009-07-01,58,47,0,0,58,47,105
CALACOTO,consulta externa,personas de 5 a 9 anos,2009-07-01,25,18,0,0,25,18,43
CALAMARCA,consulta externa,personas de 5 a 9 anos,2009-07-01,26,27,2,2,28,29,57
CAMARGO,consulta externa,personas de 5 a 9 anos,2009-07-01,59,72,3,6,62,78,140
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2009-07-01,27,16,2,2,29,18,47
CAMIRI,consulta externa,personas de 5 a 9 anos,2009-07-01,359,364,51,48,410,412,822
CAPINOTA,consulta externa,personas de 5 a 9 anos,2009-07-01,55,53,7,3,62,56,118
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2009-07-01,8,10,0,1,8,11,19
CARACOLLO,consulta externa,personas de 5 a 9 anos,2009-07-01,44,45,0,1,44,46,90
CARANAVI,consulta externa,personas de 5 a 9 anos,2009-07-01,149,137,1,4,150,141,291
CARAPARI,consulta externa,personas de 5 a 9 anos,2009-07-01,162,198,3,1,165,199,364
CARIPUYO,consulta externa,personas de 5 a 9 anos,2009-07-01,263,246,0,0,263,246,509
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2009-07-01,16,11,0,0,16,11,27
CATACORA,consulta externa,personas de 5 a 9 anos,2009-07-01,2,5,0,1,2,6,8
CHACARILLA,consulta externa,personas de 5 a 9 anos,2009-07-01,8,7,0,0,8,7,15
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2009-07-01,42,36,6,5,48,41,89
CHAQUI,consulta externa,personas de 5 a 9 anos,2009-07-01,32,37,0,1,32,38,70
CHARAGUA,consulta externa,personas de 5 a 9 anos,2009-07-01,105,91,3,1,108,92,200
CHARAÑA,consulta externa,personas de 5 a 9 anos,2009-07-01,5,6,0,0,5,6,11
CHAYANTA,consulta externa,personas de 5 a 9 anos,2009-07-01,38,40,0,2,38,42,80
CHIMORE,consulta externa,personas de 5 a 9 anos,2009-07-01,53,55,2,0,55,55,110
CHIPAYA,consulta externa,personas de 5 a 9 anos,2009-07-01,2,13,0,0,2,13,15
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2009-07-01,3,6,0,0,3,6,9
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2009-07-01,63,52,4,2,67,54,121
CHUMA,consulta externa,personas de 5 a 9 anos,2009-07-01,31,27,2,2,33,29,62
CLIZA,consulta externa,personas de 5 a 9 anos,2009-07-01,44,25,0,0,44,25,69
COBIJA,consulta externa,personas de 5 a 9 anos,2009-07-01,179,175,31,18,210,193,403
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2009-07-01,3807,3475,2362,1498,6169,4973,11142
COIPASA,consulta externa,personas de 5 a 9 anos,2009-07-01,4,3,0,0,4,3,7
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2009-07-01,138,99,63,43,201,142,343
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2009-07-01,32,27,0,0,32,27,59
COLLANA,consulta externa,personas de 5 a 9 anos,2009-07-01,10,4,0,0,10,4,14
COLOMI,consulta externa,personas de 5 a 9 anos,2009-07-01,24,19,0,1,24,20,44
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2009-07-01,24,22,2,3,26,25,51
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2009-07-01,70,53,5,1,75,54,129
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2009-07-01,31,34,1,0,32,34,66
COLQUIRI,consulta externa,personas de 5 a 9 anos,2009-07-01,19,20,0,0,19,20,39
COMANCHE,consulta externa,personas de 5 a 9 anos,2009-07-01,6,8,0,1,6,9,15
COMARAPA,consulta externa,personas de 5 a 9 anos,2009-07-01,73,73,8,11,81,84,165
COMBAYA,consulta externa,personas de 5 a 9 anos,2009-07-01,2,3,0,0,2,3,5
CONCEPCION,consulta externa,personas de 5 a 9 anos,2009-07-01,24,16,1,0,25,16,41
COPACABANA,consulta externa,personas de 5 a 9 anos,2009-07-01,67,86,0,1,67,87,154
CORIPATA,consulta externa,personas de 5 a 9 anos,2009-07-01,37,35,7,3,44,38,82
CORO CORO,consulta externa,personas de 5 a 9 anos,2009-07-01,17,7,1,0,18,7,25
COROICO,consulta externa,personas de 5 a 9 anos,2009-07-01,67,47,5,11,72,58,130
CORQUE,consulta externa,personas de 5 a 9 anos,2009-07-01,18,22,0,1,18,23,41
COTAGAITA,consulta externa,personas de 5 a 9 anos,2009-07-01,105,133,3,0,108,133,241
COTOCA,consulta externa,personas de 5 a 9 anos,2009-07-01,130,107,4,7,134,114,248
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2009-07-01,62,71,5,3,67,74,141
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2009-07-01,4,2,0,0,4,2,6
CUEVO,consulta externa,personas de 5 a 9 anos,2009-07-01,19,35,1,0,20,35,55
CULPINA,consulta externa,personas de 5 a 9 anos,2009-07-01,87,68,0,0,87,68,155
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2009-07-01,15,12,0,0,15,12,27
CURVA,consulta externa,personas de 5 a 9 anos,2009-07-01,6,2,0,1,6,3,9
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2009-07-01,4,6,0,0,4,6,10
EL ALTO,consulta externa,personas de 5 a 9 anos,2009-07-01,3113,3300,637,647,3750,3947,7697
EL CHORO,consulta externa,personas de 5 a 9 anos,2009-07-01,15,9,0,0,15,9,24
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2009-07-01,52,41,1,2,53,43,96
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2009-07-01,114,109,0,0,114,109,223
EL TORNO,consulta externa,personas de 5 a 9 anos,2009-07-01,248,303,13,24,261,327,588
EL VILLAR,consulta externa,personas de 5 a 9 anos,2009-07-01,31,35,0,0,31,35,66
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-07-01,71,63,4,3,75,66,141
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-07-01,225,257,2,1,227,258,485
ESCARA,consulta externa,personas de 5 a 9 anos,2009-07-01,0,1,0,0,0,1,1
ESMERALDA,consulta externa,personas de 5 a 9 anos,2009-07-01,2,0,0,0,2,0,2
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2009-07-01,16,9,0,1,16,10,26
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2009-07-01,1,1,0,0,1,1,2
EXALTACION,consulta externa,personas de 5 a 9 anos,2009-07-01,8,14,0,1,8,15,23
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2009-07-01,56,48,1,3,57,51,108
FILADELFIA,consulta externa,personas de 5 a 9 anos,2009-07-01,20,12,0,1,20,13,33
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2009-07-01,51,40,2,0,53,40,93
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2009-07-01,28,29,1,0,29,29,58
GUANAY,consulta externa,personas de 5 a 9 anos,2009-07-01,34,30,1,0,35,30,65
GUAQUI,consulta externa,personas de 5 a 9 anos,2009-07-01,6,9,0,0,6,9,15
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2009-07-01,278,298,27,47,305,345,650
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2009-07-01,47,71,0,3,47,74,121
HUACARETA,consulta externa,personas de 5 a 9 anos,2009-07-01,45,47,4,3,49,50,99
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2009-07-01,10,15,0,0,10,15,25
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2009-07-01,3,1,1,0,4,1,5
HUANUNI,consulta externa,personas de 5 a 9 anos,2009-07-01,137,110,16,17,153,127,280
HUARACAJE,consulta externa,personas de 5 a 9 anos,2009-07-01,25,12,2,0,27,12,39
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2009-07-01,12,8,1,0,13,8,21
ICHOCA,consulta externa,personas de 5 a 9 anos,2009-07-01,5,7,0,0,5,7,12
ICLA,consulta externa,personas de 5 a 9 anos,2009-07-01,38,33,0,1,38,34,72
INCAHUASI,consulta externa,personas de 5 a 9 anos,2009-07-01,98,107,0,1,98,108,206
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2009-07-01,5,7,5,2,10,9,19
INQUISIVI,consulta externa,personas de 5 a 9 anos,2009-07-01,14,19,0,0,14,19,33
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2009-07-01,44,42,1,1,45,43,88
IXIAMAS,consulta externa,personas de 5 a 9 anos,2009-07-01,27,30,1,0,28,30,58
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-07-01,27,26,7,3,34,29,63
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2009-07-01,58,45,2,1,60,46,106
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2009-07-01,267,238,18,15,285,253,538
LA PAZ,consulta externa,personas de 5 a 9 anos,2009-07-01,3801,3791,1694,1627,5495,5418,10913
LA RIVERA,consulta externa,personas de 5 a 9 anos,2009-07-01,4,0,0,0,4,0,4
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2009-07-01,21,39,0,0,21,39,60
LAJA,consulta externa,personas de 5 a 9 anos,2009-07-01,19,16,3,0,22,16,38
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2009-07-01,13,25,1,4,14,29,43
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2009-07-01,9,6,0,1,9,7,16
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2009-07-01,75,59,3,3,78,62,140
LLICA,consulta externa,personas de 5 a 9 anos,2009-07-01,25,21,0,1,25,22,47
LORETO,consulta externa,personas de 5 a 9 anos,2009-07-01,47,38,0,0,47,38,85
LURIBAY,consulta externa,personas de 5 a 9 anos,2009-07-01,32,27,1,0,33,27,60
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2009-07-01,9,13,0,3,9,16,25
MACHARETI,consulta externa,personas de 5 a 9 anos,2009-07-01,59,94,1,1,60,95,155
MAGDALENA,consulta externa,personas de 5 a 9 anos,2009-07-01,34,28,8,11,42,39,81
MAIRANA,consulta externa,personas de 5 a 9 anos,2009-07-01,20,24,1,1,21,25,46
MALLA,consulta externa,personas de 5 a 9 anos,2009-07-01,20,21,1,0,21,21,42
MAPIRI,consulta externa,personas de 5 a 9 anos,2009-07-01,39,33,0,0,39,33,72
MECAPACA,consulta externa,personas de 5 a 9 anos,2009-07-01,30,28,2,1,32,29,61
MINEROS,consulta externa,personas de 5 a 9 anos,2009-07-01,25,24,1,2,26,26,52
MIZQUE,consulta externa,personas de 5 a 9 anos,2009-07-01,43,46,2,4,45,50,95
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2009-07-01,28,17,0,0,28,17,45
MOJINETE,consulta externa,personas de 5 a 9 anos,2009-07-01,5,8,0,0,5,8,13
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2009-07-01,22,29,1,0,23,29,52
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2009-07-01,199,197,27,32,226,229,455
MONTERO,consulta externa,personas de 5 a 9 anos,2009-07-01,618,635,143,183,761,818,1579
MORO MORO,consulta externa,personas de 5 a 9 anos,2009-07-01,11,6,0,0,11,6,17
MOROCHATA,consulta externa,personas de 5 a 9 anos,2009-07-01,29,33,1,2,30,35,65
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2009-07-01,35,30,0,0,35,30,65
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2009-07-01,4,1,0,0,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2009-07-01,9,5,3,1,12,6,18
OCURI,consulta externa,personas de 5 a 9 anos,2009-07-01,44,27,0,1,44,28,72
OKINAWA,consulta externa,personas de 5 a 9 anos,2009-07-01,54,59,10,8,64,67,131
OMEREQUE,consulta externa,personas de 5 a 9 anos,2009-07-01,24,23,0,1,24,24,48
ORURO,consulta externa,personas de 5 a 9 anos,2009-07-01,1343,1275,291,278,1634,1553,3187
PADCAYA,consulta externa,personas de 5 a 9 anos,2009-07-01,272,279,3,2,275,281,556
PADILLA,consulta externa,personas de 5 a 9 anos,2009-07-01,81,80,0,3,81,83,164
PAILON,consulta externa,personas de 5 a 9 anos,2009-07-01,30,43,2,0,32,43,75
PALCA,consulta externa,personas de 5 a 9 anos,2009-07-01,34,38,1,1,35,39,74
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2009-07-01,108,76,29,20,137,96,233
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2009-07-01,8,11,1,0,9,11,20
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2009-07-01,33,42,1,0,34,42,76
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2009-07-01,18,20,4,0,22,20,42
PASORAPA,consulta externa,personas de 5 a 9 anos,2009-07-01,32,24,0,0,32,24,56
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2009-07-01,35,22,1,0,36,22,58
PAZÑA,consulta externa,personas de 5 a 9 anos,2009-07-01,13,17,0,1,13,18,31
PELECHUCO,consulta externa,personas de 5 a 9 anos,2009-07-01,16,19,0,0,16,19,35
POCOATA,consulta externa,personas de 5 a 9 anos,2009-07-01,34,33,1,0,35,33,68
POCONA,consulta externa,personas de 5 a 9 anos,2009-07-01,35,32,0,0,35,32,67
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2009-07-01,7,13,2,0,9,13,22
POOPO,consulta externa,personas de 5 a 9 anos,2009-07-01,12,13,0,0,12,13,25
PORCO,consulta externa,personas de 5 a 9 anos,2009-07-01,17,29,0,0,17,29,46
POROMA,consulta externa,personas de 5 a 9 anos,2009-07-01,46,41,0,0,46,41,87
PORONGO,consulta externa,personas de 5 a 9 anos,2009-07-01,56,45,10,20,66,65,131
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2009-07-01,85,104,7,7,92,111,203
PORVENIR,consulta externa,personas de 5 a 9 anos,2009-07-01,112,62,11,21,123,83,206
