,group,variable,month,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,18,19,11,14,62
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,5,6,3,19
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,4,2,2,11
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,0,4,6
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,0,0,2
CHACARILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,1,0,2
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,6,12,11,39
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,3,2,7
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,5,5,13,29
CHARAÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,4,0,1,6
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,5,0,2,9
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,13,12,13,9,47
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,4,1,0,9
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,2,0,0,8
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,2,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,1,3,10,21
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,4,8,11,28
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,10,12,7,39
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,27,29,14,23,93
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,12,8,5,32
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,194,191,41,42,468
COIPASA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,0,0,0,4
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,15,5,8,7,35
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,8,4,2,18
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,1,0,0,3
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,11,8,3,2,24
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,2,1,2,10
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,12,6,10,10,38
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,1,1,5
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,8,8,19
COMANCHE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,6,2,10
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,14,4,8,31
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,1,0,1
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,8,7,6,27
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,6,4,12
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,5,0,0,10
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,6,3,10
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,7,5,6,20
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,4,2,8
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,13,11,18,13,55
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,25,23,1,0,49
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,8,12,10,10,40
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,0,0,1
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,1,4,6
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,10,12,23,54
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,1,0,1,5
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,0,0,2
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,2,1,6
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,175,188,146,135,644
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,0,1,2
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,3,4,3,15
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,4,3,5,18
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,32,20,18,12,82
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,4,1,0,6
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,13,6,3,29
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,13,13,7,7,40
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,2,2,5
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,0,1,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,1,0,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,4,9,10,32
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,1,2,7
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,2,0,0,8
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,2,5,1,12
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,6,5,8,22
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,1,0,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,23,25,29,25,102
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,6,8,5,19
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,8,2,12,9,31
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,3,1,2,6
HUACHACALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,0,1,1
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,8,13,10,3,34
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,2,0,0,5
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,2,2,6
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,3,1,1,7
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,14,9,25
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,2,2,2,10
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,1,2,2,11
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,7,9,9,35
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,0,0,2
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,4,3,4,12
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,2,3,9
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,5,2,1,9
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,2,0,1,9
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,18,22,6,5,51
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,53,57,13,14,137
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,289,255,19,26,589
LA RIVERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,0,0,1
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,2,3,9
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,10,4,1,24
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,1,0,2
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,0,0,2
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,15,13,19,24,71
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,0,1,1
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,3,1,6
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,1,0,2
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,4,4,10
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,4,9,7,22
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,4,0,4,12
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,4,1,3,13
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,5,9,8,28
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,16,9,3,2,30
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,9,9,13,37
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,2,10,6,22
MOJINETE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,4,2,6
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,5,3,0,12
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,18,10,5,4,37
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,57,58,42,61,218
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,0,0,4
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,7,4,13
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,1,1,4
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,10,7,19
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,5,10,8,30
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,1,3,3,9
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,133,100,15,14,262
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,8,4,3,25
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,9,4,1,23
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,7,2,1,13
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,6,5,3,21
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,14,6,12,41
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,0,1,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,4,5,7,19
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,1,2,0,7
PASORAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,5,2,8
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,3,2,4,13
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,1,1,4
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,3,14,9,32
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,3,6,11
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,2,4,6,16
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,1,5,6,18
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,8,3,13
PORCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,9,0,2,21
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,3,13,9,29
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,7,10,12,31
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,32,13,32,86
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,1,9,4,17
POSTRER VALLE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,1,1,3
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,82,75,76,60,293
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,3,1,2,9
PUCARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,0,0,2
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,11,11,8,37
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,0,2,4
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,1,3,11,17
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,6,6,7,21
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,0,1,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,8,0,0,17
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,1,5,1,10
PUERTO SILES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,0,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,4,0,0,10
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,19,27,13,11,70
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,7,26,20,60
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,13,9,1,4,27
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,0,1,2
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,53,56,92,61,262
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,0,1,5
QUIRUSILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,0,0,1
RAVELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,3,8,16,34
REYES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,8,3,1,2,14
RIBERALTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,40,22,12,7,81
ROBORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,7,2,2,17
RURRENABAQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,2,11,12,29
SABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,0,0,2
SACABA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,42,44,42,34,162
SACACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,3,10,10,28
SAIPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,6,3,4,16
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,3,3,7,18
SAMAIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,7,1,0,17
SAN ANDRES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,10,1,1,16
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,1,0,3,6
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,0,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,2,3,9
SAN BENITO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,5,2,10
SAN BORJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,14,20,16,6,56
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,5,0,2,14
SAN CARLOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,14,10,3,2,29
SAN IGNACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,12,16,8,13,49
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,25,11,5,12,53
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,0,0,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,9,1,3,20
SAN JOAQUIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,2,0,0,5
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,9,3,4,25
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,1,3,6,15
SAN JULIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,20,22,15,11,68
SAN LORENZO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,1,4,0,10
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,15,14,8,3,40
SAN LUCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,7,8,10,34
SAN MATIAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,0,0,0,4
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,5,1,5,17
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,4,0,0,4
SAN PEDRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,18,2,2,32
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,4,12,12,38
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,2,1,1,7
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,0,1,1,2
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,2,2,1,9
SAN PEDRO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,0,1,2
SAN RAFAEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,2,1,7
SAN RAMON BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,3,4,2,11
SAN RAMON SCZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,5,0,0,14
SANTA ANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,28,22,54
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,513,483,126,114,1236
SANTA ROSA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,3,3,8
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,12,8,6,33
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,2,0,3
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,4,1,8
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,2,6,3,17
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,1,1,6
SANTIVAÑES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,2,1,6
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,3,1,1,8
SAPAHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,3,2,2,7
