,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
ARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
BELLA FLOR,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,1,3
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,2,5
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,7,3,10
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,30,7,37
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,0,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,4,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,0,3
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,31,12,43
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,0,3
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,5,0,5
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,1,2
ICLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,0,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,2,4
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,6,9
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,29,18,47
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,0,2
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,2,4
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,1,2
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,1,2
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,1,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,0,2
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
MOJOCOYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,9,1,10
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,12,2,14
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,2,3
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,3,6
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,15,0,15
PUERTO RICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,4,2,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,4,3,7
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,5,1,6
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,1,3
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,1,3
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,97,63,160
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,0,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,0,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,4,6
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,7,1,8
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,4,3,7
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,2,3
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,7,5,12
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,1,4
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,2,3,5
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,3,0,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,6,1,7
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,7,0,7
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-07-01,1,2,3
ACACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
CALAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,5,5,10
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,27,5,32
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,2,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,0,2
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,23,20,43
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,3,0,3
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,4,6
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,4,2,6
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,3,4,7
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,6,4,10
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,23,17,40
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,1,3
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,2,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,5,7,12
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,5,2,7
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,5,2,7
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,4,5
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,3,0,3
REYES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,8,5,13
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,5,0,5
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,5,3,8
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,3,1,4
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,1,3
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,0,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,90,65,155
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,1,3
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,3,1,4
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,1,3
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,6,6,12
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,6,4,10
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,2,2
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,9,5,14
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,4,7,11
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,1,1,2
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,3,1,4
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,6,4,10
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,4,3,7
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,0,2,2
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-08-01,2,3,5
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
ARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,2,2
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,1,3
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,0,2
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,9,3,12
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,3,0,3
CARIPUYO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,1,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,2,4
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,3,4
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,33,15,48
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,2,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,2,4
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,5,4,9
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,3,0,3
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,26,13,39
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,2,4
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,1,3
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,0,4
HUACARETA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
HUARINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,3,4
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,0,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,1,5
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,8,3,11
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,20,22,42
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,3,1,4
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,0,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,2,6
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,8,3,11
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,4,4
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,1,2
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,9,2,11
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,8,2,10
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,7,3,10
RAVELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,1,3
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,4,8
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,2,4
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,2,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,0,2
SAN JAVIER(BNI),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,3,4
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,117,69,186
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,5,3,8
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,9,3,12
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,9,4,13
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,13,2,15
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,1,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,1,5
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,1,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,4,5,9
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,6,7,13
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-09-01,2,3,5
