,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
MAIRANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,3,5
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,7,1,8
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,12,2,14
PADCAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,3,6
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,4,0,4
PUERTO RICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,4,1,5
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,4,1,5
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,0,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,1,3
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,1,3
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,81,53,134
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
SICAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,4,7
SOPACHUY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,6,1,7
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,4,4,8
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,2,3
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,8,4,12
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,3,5
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,1,4
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,4,1,5
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,7,1,8
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,2,3
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,1,2
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,1,2
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
BOLIVAR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
CALAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,1,2
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,5,9
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
CHUMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,29,9,38
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,2,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,3,5
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,0,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,23,12,35
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,3,0,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,5,7
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,2,3
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,3,2,5
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,4,5
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,6,4,10
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,13,12,25
MACHACAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,2,3
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,2,3
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,2,6
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,2,6
PADCAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,3,7
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,1,2
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,0,4
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,3,4
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,3,7
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,5,2,7
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,3,1,4
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,0,2
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,1,3
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,0,2
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,84,64,148
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,1,3
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,3,1,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,1,3
SOPACHUY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,7,5,12
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,0,2
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,6,4,10
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,2,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,14,4,18
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,1,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,5,2,7
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,3,7,10
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,1,1,2
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,2,1,3
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,7,2,9
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,4,2,6
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,0,2,2
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-08-01,3,3,6
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
ARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,2,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,0,2
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,9,2,11
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,0,3
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,1,2
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,2,4
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,39,15,54
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,3,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,2,4
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,5,4,9
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,1,4
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,15,14,29
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
FILADELFIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
HUACARETA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
HUARINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,2,3
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,8,3,11
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,10,12,22
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,1,4
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,1,2
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,0,3
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,9,1,10
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,8,3,11
PADCAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,4,4
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,1,2
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,0,3
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,7,2,9
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,7,4,11
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,5,3,8
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,3,6
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,3,5
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,112,67,179
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,5,3,8
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,2,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,8,3,11
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
TARATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,0,1,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,7,3,10
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,14,2,16
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,1,3
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,5,1,6
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,7,1,8
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,3,5,8
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,6,7,13
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,2,3,5
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,4,4
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,1,2
ARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,0,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,0,2
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,0,2
BOLPEBRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,6,5,11
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
CHAYANTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,2,3
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,2,4
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,31,12,43
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,3,0,3
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,3,0,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,8,3,11
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,3,1,4
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,17,16,33
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,3,1,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,4,4
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,6,0,6
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,4,0,4
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,1,3
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,3,0,3
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,11,5,16
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,18,16,34
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,0,2
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,4,1,5
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,0,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,1,1
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,18,3,21
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,2,0,2
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,8,4,12
PADCAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,0,2,2
PORCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-10-01,1,0,1
