,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,1,0,1
VILLA RIVERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,2,3,1,2,8
YANACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,0,1,2
ATOCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,1,1,2
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,1,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,2,1,3
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,1,0,0,1
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,1,1,0,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,1,0,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,8,5,1,0,14
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,3,0,0,1,4
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,6,16,7,6,35
EL PUENTE(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,2,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,2,0,0,2
FILADELFIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,1,1,2
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,11,9,0,3,23
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,1,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,1,3,5
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,3,4,3,2,12
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,3,0,0,0,3
POCONA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,1,2,2,6
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,2,2,0,4,8
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,0,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,1,1,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,0,0,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,34,43,60,53,190
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,1,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,2,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,5,3,1,1,10
TARATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,2,2,1,6
TINGUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,0,2,1,4
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,1,1
TOMINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,2,4,6
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,2,0,8,4,14
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,0,3,3
URUBICHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,0,1,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,1,2,0,0,3
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,2,0,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,1,1,1,3
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,0,1,0,1,2
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,2,0,1,0,3
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,4,1,3,1,9
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-11-01,2,1,1,1,5
ANZALDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,2,0,0,0,2
APOLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,0,1,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,2,0,0,0,2
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,2,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,5,6,1,0,12
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,1,0,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,1,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,8,10,6,13,37
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,1,1,1,3
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,3,0,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,1,1,2
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,0,1,1
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,1,2,3
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,20,9,1,5,35
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
MOJOCOYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,2,1,1,4
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,2,1,0,1,4
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,7,6,8,10,31
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,1,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,4,1,1,2,8
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,3,3,6
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,2,2,5,0,9
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,1,1,3
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,1,0,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,40,41,41,48,170
SICAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,2,1,0,3
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,2,2,2,7
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,2,1,0,0,3
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,2,3
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,0,1,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,1,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,3,1,0,4
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,0,0,3,3
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,1,0,0,1,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-12-01,0,2,0,0,2
