,group,variable,month,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS FUERA,PENTAVALENTE 5TA. DOSIS FUERA,TOTALES
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,4,1,2,9
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,6,3,2,17
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,19,17,75,56,167
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,2,1,3
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,4,7,14
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,1,0,2
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,0,0,2
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,5,3,11
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,7,3,5,8,23
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,4,7,11
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,47,51,119,129,346
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,8,7,9,2,26
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,6,9,16
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,5,3,2,2,12
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,5,1,3,3,12
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,9,8,6,3,26
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,0,0,3
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,1,0,4
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,0,0,0,2
PASORAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,2,3,6
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,2,1,6
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,0,1,3
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,3,1,0,7
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,1,8,5,18
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,3,6,7,18
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,3,1,1,8
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,2,6,5,17
PORCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,8,9,18
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,4,0,2,10
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,5,5,2,14
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,6,0,0,7
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,39,65,15,13,132
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,1,2,4
PUCARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,0,1
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,7,5,1,17
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,0,1,4
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,5,7,15
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,2,0,0,4
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,0,1,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,0,0,3
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,0,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,4,1,8
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,10,7,4,9,30
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,4,3,4,14
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,10,10,2,25
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,0,0,3
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,18,17,51,51,137
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,1,0,5,9
QUIRUSILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,0,0,1
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,5,7,6,24
RAVELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,3,9,4,20
REYES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,3,0,0,5
RIBERALTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,5,1,0,12
ROBORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,0,0,2
RURRENABAQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,9,7,4,24
SABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,1,2
SACABA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,17,32,22,17,88
SACABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,3,2,7
SACACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,4,10,17
SAIPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,2,4,6
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,0,2,4
SAMAIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,1,2,4
SAN ANDRES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,2,2,2,6
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,0,1,4
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,2,0,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,3,3,8
SAN BENITO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,2,5,9,20
SAN BORJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,9,18,28,28,83
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,5,1,0,0,6
SAN CARLOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,6,2,9
SAN IGNACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,5,4,1,5,15
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,3,17,17,41
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,0,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,5,2,0,3,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,3,0,0,6
SAN JULIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,11,6,6,29
SAN LORENZO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,2,13,8,26
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,4,2,4,14
SAN LUCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,9,11,4,5,29
SAN MATIAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,5,6,4,17
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,4,4,8
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,0,0,0,3
SAN PEDRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,3,1,3,10
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,7,6,11,2,26
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,0,3,6
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,0,0,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,2,5,7
SAN RAFAEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,2,4,0,6
SAN RAMON SCZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,119,111,15,23,268
SANTA ROSA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,0,1,2
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,8,6,5,4,23
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,0,0,2
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,3,0,5
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,1,2
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,0,0,1
SANTIVAÑES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,0,1,4
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,1,0,3,4
SAPAHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,1,4,8
SENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,0,10,13,25
SHINAOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,5,4,1,2,12
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,5,8,1,18
SICAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,0,1,2
SIPE SIPE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,10,8,25,25,68
SOPACHUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,3,1,5,10
SORACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,0,1,2
SORATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,7,3,7,6,23
SUCRE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,58,58,2,5,123
TACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,0,1
TACACOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,1,1,4
TACOBAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,3,5,11
TACOPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,1,1,2,7
TAHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,1,0,3
TAPACARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,10,4,9,29
TARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,1,2,2,8
TARACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,0,0,3
TARATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,2,1,2,11
TARIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,46,46,19,15,126
TARVITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,9,1,2,5,17
TEOPONTE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,1,1,3,8
TIAHUANACU,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,6,3,3,15
TINGUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,1,5,3,10
TIPUANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,5,2,3,14
TIQUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,5,7,3,2,17
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,5,9,10,26
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,0,2,2
TOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,2,0,5
TOLATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,1,0,2,7
TOLEDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,0,1
TOMAVE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,3,6,9,22
TOMINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,12,5,3,2,22
TORO TORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,3,1,4
TOTORA(CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,5,0,2,7
TOTORA(ORR),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,0,0,3
TRIGAL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,17,6,46,63,132
TUPIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,34,30,5,3,72
TURCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,1,0,1
UMALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,10,1,0,0,11
UNCIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,0,2,4,8
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,1,3,10,20
UYUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,7,15,3,5,30
VACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,1,2,1,6
VALLEGRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,11,0,1,15
VIACHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,9,11,3,5,28
VILA VILA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,0,2,2
VILLA CHARCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,1,3,2,9
VILLA MONTES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,7,4,3,9,23
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,3,4,7
VILLA RIVERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,3,2,3,11
VILLA SERRANO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,4,2,0,8
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,23,18,7,14,62
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,6,8,5,23
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,14,10,1,3,28
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,9,8,7,11,35
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,4,4,3,13
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,40,37,6,4,87
YACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,0,1,2,4
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,14,19,27,31,91
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,2,2,4,11
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,3,3,0,0,6
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,4,5,2,7,18
YOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,6,4,0,0,10
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,0,0,2,1,3
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,2,0,2,3,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-06-01,1,2,7,3,13
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,3,0,4
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,1,2,2,9
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,7,0,1,0,8
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,0,9,5,18
ALALAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,0,0,1,3
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,4,3,8
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,1,1,1,5
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,2,3,2,11
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,0,4,5
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,2,4,6
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,1,0,1
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,5,5,8,5,23
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,1,0,1,2
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,1,6,3,12
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,2,1,2,7
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,0,3,3,8
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,9,8,42,42,101
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,3,6,10,3,22
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,7,7,11,15,40
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,2,1,1,4
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,2,0,0,4
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,1,2,1,5
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,0,2,3,7
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,3,0,0,7
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,2,3,9,18
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,1,0,0,1
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,3,0,1,5
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,4,0,1,9
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,2,6,4,14
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,3,3,5,13
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,5,0,0,5
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,2,2,0,5
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,3,5,3,15
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,0,1,1
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,6,11,4,3,24
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,5,9,8,24
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,1,2,4
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,6,18,6,5,35
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,8,5,6,6,25
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,1,1,3
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,2,1,9,12
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,1,0,0,2
CHACARILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,8,1,5,5,19
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,1,4,4,9
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,19,13,7,4,43
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,4,1,5
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,6,4,2,1,13
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,0,0,1
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,1,0,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,3,3,1,1,8
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,1,0,2,4
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,1,6,2,9
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,3,4,0,7
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,1,1,3,7
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,10,5,3,2,20
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,4,5,11,8,28
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,47,36,3,3,89
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,6,2,0,0,8
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,5,2,1,3,11
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,3,4,0,0,7
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,1,0,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,3,6,3,10,22
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,3,2,0,0,5
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,2,2,4
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,1,0,0,2
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,1,1,1,3
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,0,2,1,4
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,2,0,7,1,10
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,5,1,0,0,6
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,0,0,1,1
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,0,3,3,5,11
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,1,1,2,1,5
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,6,7,7,4,24
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-07-01,17,26,1,6,50
