,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,2,7,9,7,11,14,25
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,1,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,2,1,0,0,2,1,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,1,0,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,1,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,3,1,0,1,3,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,5,5,0,0,5,5,10
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,1,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,2,2,1,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,5,7,2,0,7,7,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,0,2,0,2,2
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,2,0,3,1,5,1,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,1,1,2,1,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,2,3,3,0,5,3,8
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,2,2,1,0,3,2,5
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,3,1,1,0,4,1,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,2,0,0,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,2,1,3,2,5,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,7,8,7,8,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,23,21,4,4,27,25,52
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,1,0,2,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,2,1,0,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,1,3,1,4,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,1,0,1,1,2,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,1,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,3,1,1,2,4,6
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,5,0,0,0,5,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,1,0,0,2,1,3
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,2,2,2,2,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,1,1,2,1,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,10,0,0,2,10,12
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,12,9,7,9,19,18,37
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,1,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,1,0,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,2,2,0,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,16,9,0,1,16,10,26
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,1,0,0,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,2,0,1,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,4,1,3,7,7,8,15
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,1,0,1,1,2
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,1,0,1,2,2,4
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,1,1,2,2,3,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,5,3,0,0,5,3,8
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,2,0,2,2,4,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,5,4,1,0,6,4,10
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,2,3,1,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,1,2,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,6,9,7,9,16
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,23,14,7,7,30,21,51
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,1,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,0,1,0,1,1
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,0,0,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,2,0,2,1,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,2,0,1,2,3,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,0,0,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,0,0,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,1,0,1,2,2,4
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,2,1,0,0,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-09-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,2,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,1,5,1,6,7
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,2,0,0,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,1,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,5,9,1,4,6,13,19
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,2,0,0,0,2,0,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,8,8,1,5,9,13,22
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,1,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,1,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,2,1,0,0,2,1,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,1,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,5,4,0,1,5,5,10
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,1,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,2,1,0,2,2,4
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,5,5,1,0,6,5,11
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,2,1,2,1,4,2,6
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,1,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,1,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,2,0,0,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,2,0,2,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,4,1,0,0,4,1,5
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,3,0,0,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,2,0,1,0,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,1,2,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,2,4,3,5,5,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,18,14,7,5,25,19,44
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,2,3,2,3,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,2,1,0,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,4,2,1,2,5,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,2,0,0,1,2,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,1,1,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,0,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,2,2,0,0,2,2,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-10-01,0,1,1,1,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,0,0,1,1,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,2,0,0,0,2,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,1,1,1,1,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,2,0,2,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,0,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,3,3,1,0,4,3,7
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,3,0,0,1,3,4
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,3,0,0,1,3,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,7,11,9,6,16,17,33
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
