,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,12,8,3,11,15,26
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,25,29,18,11,43,40,83
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,1,0,0,0,1,1
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,8,0,1,6,9,15
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,7,12,10,15,17,32
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,8,6,8,11,16,27
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,33,35,6,3,39,38,77
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,8,10,2,1,10,11,21
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,6,3,4,9,10,19
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,21,32,27,26,48,58,106
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,16,28,0,0,16,28,44
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,44,37,31,32,75,69,144
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,6,1,3,6,9,15
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,9,7,7,12,16,28
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,29,34,3,5,32,39,71
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,215,229,34,45,249,274,523
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,1,1,0,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,2,25,23,30,25,55
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,1,4,3,6,4,10
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,8,2,1,7,9,16
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,2,16,18,22,20,42
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,2,5,2,6,4,10
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,380,356,399,422,779,778,1557
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,8,3,3,12,11,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,11,1,5,7,16,23
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,3,36,36,37,39,76
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,27,30,41,46,68,76,144
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,20,10,23,16,43,26,69
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,2,0,1,0,3,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,7,0,0,4,7,11
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,14,4,10,13,24,17,41
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,2,0,1,2,3,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,1,5,2,5,3,8
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,4,0,0,3,4,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,5,23,22,27,27,54
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,9,52,42,58,51,109
POCONA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,8,3,0,6,8,14
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,10,14,8,5,18,19,37
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,1,0,0,3,1,4
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,11,13,31,30,42,43,85
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,12,13,11,10,23,23,46
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,21,21,0,2,21,23,44
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,4,10,13,15,17,32
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,0,2,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,603,249,248,161,851,410,1261
PRESTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,2,3,0,7,2,9
PUCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,2,1,0,2,2,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,47,42,21,21,68,63,131
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,4,8,6,12,10,22
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,14,2,5,11,19,30
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,8,6,7,11,15,17,32
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,2,1,3,3,5,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,29,22,0,3,29,25,54
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,10,9,8,3,18,12,30
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,0,5,1,6,1,7
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,23,24,0,0,23,24,47
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,64,55,34,58,98,113,211
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,0,6,7,10,7,17
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,66,86,68,53,134,139,273
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,9,7,8,13,17,30
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,185,206,222,272,407,478,885
QUIME,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,10,8,10,8,20,16,36
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,1,0,0,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,9,14,11,18,20,38
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,70,68,0,0,70,68,138
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,137,127,9,17,146,144,290
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,7,6,0,3,7,9,16
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,16,5,8,3,24,8,32
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,6,10,3,13,9,22
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,179,188,219,239,398,427,825
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,40,2,0,4,40,44
SACACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,2,17,20,19,22,41
SAIPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,5,9,5,15,10,25
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,10,1,3,10,13,23
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,2,2,0,2,2,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,12,5,1,7,13,12,25
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,1,1,4,4,5,9
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,1,3,4,8,5,13
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,12,11,10,19,22,30,52
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,70,64,25,18,95,82,177
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,7,1,1,4,8,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,12,7,0,1,12,8,20
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,71,51,11,5,82,56,138
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,11,16,0,0,11,16,27
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,0,19,16,22,16,38
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,13,7,0,0,13,7,20
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,42,46,101,100,143,146,289
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,19,0,0,9,19,28
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,26,20,5,2,31,22,53
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,18,0,0,0,18,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,19,29,5,2,24,31,55
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,20,26,10,7,30,33,63
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,17,13,3,4,20,17,37
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,9,0,0,4,9,13
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,7,8,0,4,7,12,19
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,12,16,0,1,12,17,29
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,6,17,5,26,11,37
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,21,14,15,14,36,28,64
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,4,8,1,13,5,18
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,1,0,2,0,3,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,6,3,3,8,9,17
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,22,24,0,0,22,24,46
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,14,16,31,32,45,48,93
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1338,1133,2,1,1340,1134,2474
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,13,9,0,0,13,9,22
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,2,8,8,17,10,27
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,18,16,20,24,38,40,78
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,3,11,9,13,12,25
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,6,3,2,9,8,17
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,4,1,1,7,5,12
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,3,1,0,5,3,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,2,1,1,3,3,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,12,2,4,8,16,24
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,7,10,1,6,8,16,24
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,31,35,6,14,37,49,86
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,31,23,50,33,81,56,137
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,1,2,2,4,3,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,8,2,6,6,14,8,22
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,2,3,4,8,6,14
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,2,6,2,11,4,15
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,14,8,28,23,42,31,73
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,380,364,43,45,423,409,832
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,8,5,3,7,11,12,23
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,5,10,5,14,10,24
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,3,14,15,23,18,41
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,30,30,20,24,50,54,104
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,11,14,22,14,33,28,61
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,2,1,1,5,3,8
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,15,22,7,2,22,24,46
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,249,252,282,286,531,538,1069
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,5,13,11,17,16,33
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,4,6,3,9,7,16
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,21,15,4,1,25,16,41
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,10,13,13,22,23,45
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,7,4,4,8,11,19
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,100,111,108,93,208,204,412
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,16,13,35,41,51,54,105
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,0,4,1,5,1,6
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,12,6,7,8,19,14,33
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,9,15,2,3,11,18,29
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,5,3,5,5,10,15
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,8,5,7,8,15,23
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,6,6,4,1,10,7,17
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,6,5,4,8,10,18
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,22,22,16,10,38,32,70
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,3,2,2,4,5,9
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,75,68,338,322,413,390,803
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,43,45,13,14,56,59,115
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,7,10,8,19,15,29,44
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,2,2,7,7,9,9,18
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,18,15,3,6,21,21,42
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,36,41,5,4,41,45,86
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,8,10,16,11,24,21,45
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,20,15,1,3,21,18,39
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,128,112,113,106,241,218,459
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,3,4,5,7,8,15
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,7,14,0,0,7,14,21
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,69,47,38,47,107,94,201
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,1,2,2,1,3,3,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,17,16,33,30,50,46,96
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,0,2,3,2,3,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,99,100,25,25,124,125,249
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,13,9,3,4,16,13,29
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,52,54,10,2,62,56,118
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,63,38,116,109,179,147,326
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,3,4,2,1,5,5,10
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,8,41,52,45,60,105
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,80,66,1,1,81,67,148
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,21,20,3,2,24,22,46
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,130,120,56,48,186,168,354
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,2,1,1,1,3,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,15,4,3,8,18,26
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,20,15,13,7,33,22,55
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,5,4,7,4,12,8,20
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,7,14,0,10,7,24,31
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,4,2,4,6,8,8,16
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,0,0,1,2,1,2,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-07-01,7,8,8,11,15,19,34
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,11,13,13,12,24,25,49
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,5,3,5,3,8
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,3,4,20,25,23,29,52
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,3,3,0,0,3,3,6
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,1,4,4,4,5,9
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,1,1,0,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,1,1,0,2,1,3,4
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,7,2,0,3,7,5,12
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,10,5,27,15,37,20,57
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,2,1,1,0,3,1,4
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,3,4,2,1,5,5,10
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,4,1,1,1,5,2,7
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,4,3,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,9,13,21,20,30,33,63
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,7,9,7,5,14,14,28
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,2,0,1,0,3,0,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,4,0,0,0,4,0,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,7,7,4,3,11,10,21
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,3,4,6,5,9,9,18
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,2,0,6,12,8,12,20
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,1,5,1,5,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,10,12,41,30,51,42,93
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,1,6,1,6,7
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,7,9,2,1,9,10,19
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,14,17,0,0,14,17,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,0,6,0,6,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,35,18,0,1,35,19,54
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,6,7,5,6,11,13,24
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,2,2,6,8,8,10,18
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,6,6,0,0,6,6,12
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,36,46,18,22,54,68,122
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,8,8,3,2,11,10,21
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-08-01,0,0,1,2,1,2,3
