,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,1,0,0,2,1,3
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,7,7,15,15,22,37
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,7,6,3,0,10,6,16
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,4,1,4,1,5
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,234,234,7,16,241,250,491
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,10,5,5,13,15,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,7,5,1,1,8,6,14
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,25,20,45,47,70,67,137
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,12,12,5,7,17,19,36
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,9,18,21,22,30,40,70
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,1,1,2,2,3,5
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,14,10,1,3,15,13,28
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,3,1,1,2,4,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,0,1,1,3,1,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,10,29,1,7,11,36,47
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,3,1,4,2,7,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,3,7,3,11,6,17
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,2,25,18,28,20,48
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,4,6,4,6,10
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,3,5,3,7,6,13
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,1,0,0,3,1,4
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,10,6,6,3,16,9,25
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,7,7,7,5,14,12,26
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,3,10,10,16,13,29
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,12,11,0,0,12,11,23
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,1,0,0,1,1,2
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,166,151,26,28,192,179,371
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,3,2,5,4,8,12
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,17,14,10,10,27,24,51
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,8,7,8,7,15
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,4,4,3,5,7,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,1,5,3,8,4,12
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,0,5,2,6,2,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,6,5,4,13,10,23
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,3,5,3,5,8
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,1,1,3,1,4,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,18,15,0,0,18,15,33
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,67,61,14,5,81,66,147
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,13,9,12,7,25,16,41
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,23,17,1,1,24,18,42
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,2,4,2,4,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,97,73,58,69,155,142,297
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,3,6,3,7,6,13
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,1,0,0,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,7,17,7,23,14,37
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,10,6,9,7,19,26
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,73,62,34,35,107,97,204
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,15,16,5,7,20,23,43
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,24,17,5,6,29,23,52
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,94,106,13,9,107,115,222
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,7,1,4,4,11,15
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,14,4,8,12,22,34
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,2,5,1,5,3,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,0,4,6,6,6,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,5,6,5,2,10,8,18
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,6,4,6,10,12,22
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,5,2,1,4,6,6,12
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,4,3,4,9,8,17
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,1,7,9,11,10,21
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,31,48,15,11,46,59,105
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,5,5,4,6,9,11,20
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,16,17,17,13,33,30,63
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,17,10,22,18,39,28,67
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,53,60,9,13,62,73,135
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,3,3,1,4,4,8
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,22,13,0,0,22,13,35
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,12,6,0,0,12,6,18
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,11,62,41,70,52,122
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,8,3,7,5,15,20
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,14,16,10,15,24,31,55
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,6,5,2,9,8,17
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,11,19,5,6,16,25,41
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,5,7,8,15,13,28
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,17,12,2,2,19,14,33
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,12,4,5,10,17,27
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,4,0,1,2,5,7
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,5,7,9,15,14,29
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,18,13,26,27,44,40,84
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,6,0,1,3,7,10
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,2,3,2,3,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,3,3,4,6,7,13
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,2,2,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,1,7,9,9,10,19
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,0,4,2,5,2,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,4,2,0,8,4,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,14,11,17,13,31,24,55
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1297,1253,27,15,1324,1268,2592
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,8,7,14,11,22,33
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,10,6,3,14,13,20,33
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,4,0,0,1,4,5
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,1,4,3,6,4,10
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,0,4,3,6,3,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,1,1,1,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,5,2,1,4,6,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,3,9,8,12,11,23
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,5,4,1,4,6,8,14
SENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,12,13,1,1,13,14,27
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,22,17,0,0,22,17,39
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,10,10,7,7,17,17,34
SICAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,1,3,1,3,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,37,28,11,6,48,34,82
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,0,2,4,3,4,7
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,3,1,1,5,4,9
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,10,6,10,8,20,14,34
SUCRE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,304,293,8,9,312,302,614
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,6,2,2,6,8,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,1,11,8,11,9,20
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,1,2,3,4,4,8
TAHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,3,0,0,2,3,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,10,8,8,7,18,15,33
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,7,7,4,2,11,9,20
TARACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,5,2,0,2,5,4,9
TARATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,15,3,3,11,18,29
TARIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,150,131,7,13,157,144,301
TARVITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,6,5,6,5,11
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,9,11,6,6,15,17,32
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,7,2,1,8,8,16
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,2,17,12,20,14,34
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,2,8,18,9,20,29
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,28,47,16,13,44,60,104
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,8,10,17,14,25,24,49
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,6,0,1,1,7,8
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,1,2,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,5,5,5,9,10,19
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,2,1,0,3,2,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,6,8,19,7,25,15,40
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,4,7,5,9,9,18
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,5,1,6,9,11,10,21
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,13,3,14,13,27,16,43
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,1,2,1,3,2,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,101,110,53,34,154,144,298
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,25,19,3,8,28,27,55
TURCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,1,2,0,0,1,2,3
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,1,9,4,11,5,16
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,14,20,26,16,40,36,76
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,7,3,3,7,10,17
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,9,0,0,2,9,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,12,12,9,10,21,22,43
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,1,5,1,5,6
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,12,8,1,1,13,9,22
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,49,31,5,4,54,35,89
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,0,4,1,4,1,5
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,4,2,5,5,9,14
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,34,38,22,24,56,62,118
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,0,2,3,4,3,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,0,3,3,5,3,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,1,4,3,8,4,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,51,44,31,20,82,64,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,5,2,3,4,8,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,49,46,19,10,68,56,124
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,24,27,5,10,29,37,66
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,3,3,3,6,6,12
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,106,114,8,4,114,118,232
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,2,6,1,0,3,6,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,62,58,38,26,100,84,184
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,7,4,2,1,9,5,14
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,3,2,1,6,4,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,43,34,32,30,75,64,139
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,3,1,3,3,6,4,10
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,5,1,0,1,5,2,7
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,0,3,2,2,2,5,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-06-01,4,5,5,3,9,8,17
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,2,0,2,6,4,6,10
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,10,12,7,7,17,19,36
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,3,7,10,9,13,16,29
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,12,7,11,3,23,10,33
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,1,0,4,1,5,1,6
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,2,3,0,1,2,4,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,4,12,2,3,6,15,21
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,9,11,2,2,11,13,24
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,0,0,1,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,3,0,5,7,8,7,15
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,13,3,11,3,24,6,30
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,0,0,2,5,2,5,7
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,6,9,1,2,7,11,18
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,12,8,7,8,19,16,35
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,4,3,2,2,6,5,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,27,14,3,3,30,17,47
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,4,1,1,0,5,1,6
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,0,0,1,1,1,1,2
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,2,5,7,4,9,9,18
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,10,8,2,1,12,9,21
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,12,9,9,9,21,18,39
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,3,5,0,0,3,5,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,14,14,1,0,15,14,29
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,7,1,0,1,7,2,9
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,0,0,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,0,0,2,0,2,0,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,0,0,1,4,1,4,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,16,20,4,10,20,30,50
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,7,8,15,8,22,16,38
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,1,0,0,2,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,1,2,2,3,3,5,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,2,1,15,14,17,15,32
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,12,14,26,30,38,44,82
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,2,4,2,4,4,8,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,4,1,4,5,8,6,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,7,9,0,0,7,9,16
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,2,0,0,3,2,3,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,7,6,2,4,9,10,19
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,19,9,0,5,19,14,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,0,0,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,26,30,5,4,31,34,65
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,12,13,0,0,12,13,25
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,5,0,1,1,6,1,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,9,8,3,5,12,13,25
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,43,31,15,14,58,45,103
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,5,4,3,5,8,9,17
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,3,0,2,4,5,4,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,1,1,6,7,7,8,15
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,20,16,12,14,32,30,62
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,7,3,3,2,10,5,15
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,3,2,25,19,28,21,49
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,1,1,2,2,3,3,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-07-01,9,7,4,2,13,9,22
