,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,21,17,10,13,31,30,61
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,4,5,5,5,10
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,3,0,5,0,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,4,0,0,1,4,5
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,4,6,8,10,12,22
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,13,12,20,25,33,37,70
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,3,1,1,4,4,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,4,1,2,5,6,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,9,11,0,0,9,11,20
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,2,2,4,2,6
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,6,6,2,11,8,19
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,11,7,3,0,14,7,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,0,2,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,37,32,4,3,41,35,76
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,10,11,1,0,11,11,22
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,4,8,8,13,12,25
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,10,11,6,5,16,16,32
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,45,42,7,14,52,56,108
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,8,16,15,20,23,43
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,3,3,3,3,6,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,3,3,7,5,10,15
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,1,0,0,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,1,0,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,16,14,21,26,37,40,77
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,3,1,4,7,7,14
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,4,21,24,23,28,51
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,3,4,5,10,8,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,17,14,4,1,21,15,36
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,2,4,2,4,6
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,0,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,0,4,1,5,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,17,19,0,1,17,20,37
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,4,8,3,13,7,20
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,6,3,5,5,11,16
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,1,4,6,8,7,15
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,21,13,3,2,24,15,39
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,51,30,12,20,63,50,113
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,9,10,3,10,12,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,496,517,3,3,499,520,1019
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,4,0,4,0,4
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,31,42,5,2,36,44,80
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,12,1,4,6,16,22
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,11,14,6,7,17,21,38
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,5,2,0,4,5,9
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,16,18,17,11,33,29,62
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,3,7,7,9,10,19
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,2,6,7,8,9,17
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,1,0,2,1,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,19,11,2,2,21,13,34
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,21,21,13,7,34,28,62
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,5,7,2,15,7,22
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,13,14,0,0,13,14,27
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,1,1,3,1,4
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,4,3,0,10,4,14
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,3,1,1,4,4,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,11,4,7,10,18,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,39,42,6,9,45,51,96
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,19,11,2,2,21,13,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,1,0,3,0,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,4,5,5,6,11
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,16,7,5,7,21,14,35
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,7,0,0,5,7,12
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,1,1,2,2,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,6,0,0,2,6,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,603,602,201,208,804,810,1614
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,3,2,1,3,4,7
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,6,1,1,4,7,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,5,6,12,11,17,28
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,37,35,17,9,54,44,98
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,5,3,1,5,6,11
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,7,13,6,21,13,34
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,44,36,0,0,44,36,80
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,1,1,1,5,2,7
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,2,0,2,4,4,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,5,4,5,4,9
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,1,4,2,9,3,12
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,2,4,11,5,13,18
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,1,11,5,13,6,19
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,15,6,5,5,20,11,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,4,1,2,8,6,14
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,6,11,8,15,14,29
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,1,4,3,4,4,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,45,32,12,12,57,44,101
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,9,8,15,16,24,40
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,4,2,5,2,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,1,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,2,0,0,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,13,11,4,6,17,17,34
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,1,4,0,7,1,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,1,6,2,6,8
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,3,0,1,0,4,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,0,1,1,4,1,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,4,4,5,5,10
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,5,1,3,3,8,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,4,7,6,13,10,23
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,2,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,1,3,3,9,4,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,6,7,5,10,11,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,10,0,0,7,10,17
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,15,1,2,8,17,25
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,36,37,10,11,46,48,94
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,93,106,6,5,99,111,210
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,558,524,33,26,591,550,1141
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,3,0,3,0,3
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,2,0,3,1,4
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,12,9,6,3,18,12,30
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,6,6,6,6,12
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,0,1,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,10,11,11,7,21,18,39
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,3,0,0,4,3,7
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,2,7,7,8,9,17
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,3,2,0,8,3,11
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,0,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,8,6,9,6,15
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,8,6,6,12,14,26
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,16,11,2,0,18,11,29
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,5,1,6,1,7
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,15,5,1,1,16,6,22
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,8,0,0,8,8,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,16,18,2,1,18,19,37
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,5,24,20,32,25,57
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,4,6,3,7,7,14
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,5,2,0,5,5,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,12,9,5,6,17,15,32
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,114,138,3,1,117,139,256
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,0,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,2,8,3,9,5,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,1,1,2,4,3,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,1,0,0,2,1,3
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,9,6,9,15,18,21,39
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,6,3,0,10,6,16
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,4,1,4,1,5
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,238,231,9,12,247,243,490
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,13,11,2,3,15,14,29
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,4,1,2,9,6,15
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,18,22,45,53,63,75,138
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,14,14,2,4,16,18,34
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,12,23,17,21,29,44,73
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,1,2,2,2,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,14,10,1,3,15,13,28
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,3,4,3,5,6,11
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,1,1,3,1,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,10,29,2,7,12,36,48
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,2,1,5,3,7,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,4,6,2,9,6,15
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,2,21,17,24,19,43
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,1,4,3,4,4,8
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,3,5,4,8,7,15
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,1,1,1,4,2,6
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,10,6,6,3,16,9,25
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,6,9,3,15,9,24
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,3,10,10,16,13,29
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,10,10,0,0,10,10,20
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,0,0,1,1,2
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,166,154,26,27,192,181,373
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,3,2,5,4,8,12
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,18,14,6,9,24,23,47
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,1,8,7,8,8,16
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,4,4,3,5,7,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,1,5,3,8,4,12
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,6,2,8,2,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,6,3,2,10,8,18
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,3,5,3,5,8
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,1,1,3,1,4,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,20,14,1,0,21,14,35
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,69,58,13,8,82,66,148
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,13,9,9,6,22,15,37
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,22,17,1,1,23,18,41
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,1,4,2,5,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,93,68,59,67,152,135,287
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,3,6,3,7,6,13
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,0,0,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,7,15,6,19,13,32
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,9,6,9,7,18,25
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,72,60,34,35,106,95,201
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,16,19,3,4,19,23,42
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,25,18,5,5,30,23,53
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,94,93,10,6,104,99,203
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,7,1,4,3,11,14
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,9,14,4,8,13,22,35
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,2,5,1,5,3,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,5,3,7,3,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,6,5,2,11,8,19
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,6,4,6,11,12,23
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,2,1,3,6,5,11
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,4,3,4,9,8,17
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,1,7,9,10,10,20
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,33,44,14,15,47,59,106
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,5,4,6,9,11,20
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,16,17,17,13,33,30,63
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,25,18,13,16,38,34,72
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,53,60,9,13,62,73,135
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,2,5,4,6,6,12
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,22,13,0,0,22,13,35
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,12,6,0,0,12,6,18
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,11,62,41,70,52,122
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,8,3,7,5,15,20
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,15,16,9,14,24,30,54
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,6,10,5,13,11,24
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,14,13,4,6,18,19,37
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,5,10,7,18,12,30
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,15,12,2,2,17,14,31
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,12,4,5,10,17,27
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,4,0,0,2,4,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,5,5,8,11,13,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,19,15,30,27,49,42,91
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,6,0,1,3,7,10
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,1,1,2,2,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,1,1,2,4,3,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,2,2,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,1,7,9,9,10,19
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,4,2,5,2,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,6,4,2,0,8,4,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,15,11,17,11,32,22,54
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1320,1273,26,15,1346,1288,2634
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,0,7,1,8,9
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,11,6,3,14,14,20,34
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,4,2,0,3,4,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,2,4,4,6,6,12
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,4,3,6,3,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,1,1,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,5,2,1,4,6,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,2,7,7,12,9,21
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,4,1,4,6,8,14
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,12,13,1,1,13,14,27
