,group,variable,month,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,5,2,5,2,7
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,83,23,83,23,106
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,20,15,20,15,35
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,4,0,4,4
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,3,1,3,1,4
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,28,15,28,15,43
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,4,1,4,1,5
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,181,57,181,57,238
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,5,0,5,0,5
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,23,6,23,6,29
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,8,0,8,8
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,4,0,4,0,4
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,0,2,0,2
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,13,5,13,5,18
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,2,2,2,4
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,28,1,28,1,29
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,4,2,4,2,6
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,0,2,0,2
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,4,1,4,5
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,16,7,16,7,23
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,168,54,168,54,222
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,5,1,5,6
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,5,0,5,0,5
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,0,2,0,2
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,1,2,1,3
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,6,2,6,2,8
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,15,7,15,7,22
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,3,1,3,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,4,0,4,0,4
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,4,2,4,6
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,7,0,7,7
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,44,9,44,9,53
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,0,2,0,2
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,16,2,16,18
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,6,2,6,8
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,7,2,7,9
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,8,49,8,49,57
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,22,0,22,0,22
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,6,5,6,5,11
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,6,1,6,1,7
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,9,15,9,15,24
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,10,0,10,0,10
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,14,1,14,15
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,1,2,1,3
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,24,15,24,15,39
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,3,0,3,0,3
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,7,4,7,4,11
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,3,1,3,4
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,11,11,11,11,22
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,21,9,21,9,30
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,7,3,7,3,10
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,3,0,3,0,3
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,24,1,24,25
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,2,2,2,4
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,5,8,5,8,13
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,7,0,7,0,7
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,4,1,4,1,5
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,7,1,7,8
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
SAN PEDRO DE QUEMES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,1,0,1,1
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,13,0,13,13
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,18,0,18,18
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,203,49,203,49,252
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,2,1,2,3
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,7,2,7,9
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,33,43,33,43,76
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,1,2,1,3
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,6,4,6,4,10
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,5,1,5,6
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,35,28,35,28,63
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,4,7,4,7,11
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,0,2,0,2
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,0,2,0,2
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,0,2,0,2
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,10,2,10,2,12
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,6,8,6,8,14
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,5,1,5,1,6
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,10,2,10,2,12
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,3,4,3,4,7
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,3,0,3,3
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,3,1,3,1,4
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,7,11,7,11,18
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,2,9,2,9,11
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,6,12,6,12,18
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,10,1,10,1,11
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,5,0,5,0,5
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,0,1,0,1
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,10,12,10,12,22
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,1,1,1,1,2
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-07-01,0,2,0,2,2
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,2,0,2,2
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,1,1,1,2
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,2,3,2,5
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,1,0,1,1
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,3,0,3,3
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,1,0,1,1
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,2,0,2,2
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,1,0,1,1
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,5,12,5,12,17
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,11,1,11,1,12
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,7,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,6,1,6,7
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,1,1,1,2
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,4,2,4,2,6
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,4,0,4,4
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,4,9,4,9,13
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,9,1,9,10
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,4,1,4,1,5
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,1,0,1,1
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,1,3,1,4
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,4,0,4,0,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,3,0,3,3
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,2,3,2,5
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,13,0,13,13
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,13,16,13,16,29
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,5,1,5,6
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,0,3,0,3
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,2,1,2,3
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,2,8,2,8,10
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,6,2,6,2,8
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,7,0,7,7
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,73,27,73,27,100
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,22,33,22,33,55
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,2,1,2,3
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,5,7,5,7,12
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,9,0,9,0,9
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,1,3,1,4
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,0,3,0,3
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,65,0,65,65
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,5,1,5,6
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,107,23,107,23,130
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,14,0,14,14
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,2,1,2,1,3
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,2,0,2,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,171,190,171,190,361
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,2,3,2,5
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,2,0,2,2
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,24,13,24,13,37
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,3,1,3,4
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,3,2,3,2,5
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,2,2,2,2,4
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,10,1,10,11
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,4,2,4,2,6
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,6,1,6,7
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,23,0,23,23
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,1,1,1,2
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,1,0,1,1
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,2,0,2,2
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,13,1,13,14
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,4,5,4,5,9
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,13,1,13,14
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,1,1,1,1,2
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,15,11,15,11,26
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,118,96,118,96,214
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,36,0,36,36
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-08-01,0,1,0,1,1
