,group,variable,month,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,138,2,138,140
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,16,127,16,127,143
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,44,2,44,46
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,0,6,0,6,6
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,9,25,9,25,34
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,4,5,4,5,9
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,5,2,5,2,7
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,7,32,7,32,39
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,7,10,7,10,17
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,37,144,37,144,181
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,31,103,31,103,134
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,14,23,14,23,37
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,32,2,32,34
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,41,150,41,150,191
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,8,7,8,7,15
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,8,12,8,12,20
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,24,71,24,71,95
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,520,1752,520,1752,2272
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,6,4,6,4,10
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,27,2,27,29
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,20,59,20,59,79
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,1,17,1,17,18
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,5,0,5,0,5
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,21,72,21,72,93
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,124,85,124,85,209
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,6,2,6,2,8
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,8,15,8,15,23
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,453,742,453,742,1195
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,88,2,88,90
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,7,17,7,17,24
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,23,19,23,19,42
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,9,22,9,22,31
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,33,10,33,10,43
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,254,158,254,158,412
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,30,49,30,49,79
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,3,3,3,3,6
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,6,2,6,8
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,3,2,3,5
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,28,99,28,99,127
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,12,5,12,5,17
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,23,65,23,65,88
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,27,88,27,88,115
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,0,2,0,2
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,198,1073,198,1073,1271
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,91,106,91,106,197
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,2,28,2,28,30
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,7,11,7,11,18
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,27,6,27,6,33
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,41,24,41,24,65
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,3,3,3,3,6
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,27,2,27,2,29
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,5,13,5,13,18
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,32,45,32,45,77
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,112,111,112,111,223
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,3,0,3,0,3
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,23,88,23,88,111
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,35,52,35,52,87
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,1,21,1,21,22
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,10,25,10,25,35
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,26,259,26,259,285
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,63,199,63,199,262
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,13,13,13,13,26
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,81,99,81,99,180
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,165,186,165,186,351
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,65,48,65,48,113
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,5,0,5,0,5
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,258,516,258,516,774
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,4,16,4,16,20
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,292,534,292,534,826
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,17,13,17,13,30
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,3,0,3,0,3
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,16,35,16,35,51
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,9,28,9,28,37
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,4,7,4,7,11
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,1,6,1,6,7
YUNGUYO DE LITORAL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,0,7,0,7,7
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-06-01,57,31,57,31,88
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,6,18,6,24
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,105,299,105,299,404
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,3,8,3,11
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,55,18,55,73
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,2,1,2,3
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,12,1,12,1,13
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,19,6,19,6,25
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,3,1,3,4
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,32,6,32,38
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,24,27,24,27,51
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,31,4,31,35
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,2,3,2,5
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,54,8,54,62
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,8,4,8,12
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,47,16,47,16,63
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,13,16,13,16,29
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,7,3,7,10
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,21,11,21,11,32
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,43,155,43,155,198
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,3,6,3,9
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,23,21,23,21,44
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,0,2,0,2
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,1,4,1,5
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,20,3,20,3,23
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,14,10,14,10,24
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,115,364,115,364,479
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,21,19,21,19,40
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,5,4,5,9
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,1,1,1,2
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,4,4,4,8
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,27,33,27,33,60
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,30,85,30,85,115
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,11,0,11,0,11
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,23,15,23,15,38
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,27,2,27,2,29
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,7,3,7,10
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,14,3,14,3,17
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,23,27,23,27,50
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,0,3,0,3
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,46,49,46,49,95
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,13,27,13,27,40
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,8,9,8,17
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,29,13,29,13,42
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,187,213,187,213,400
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,36,2,36,2,38
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,22,6,22,28
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,0,18,0,18
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,5,1,5,6
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,57,32,57,32,89
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,10,2,10,12
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,15,98,15,98,113
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,47,8,47,8,55
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,64,50,64,50,114
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,1,2,1,3
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,31,83,31,83,114
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,2,9,2,11
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,13,30,13,30,43
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,9,2,9,11
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,26,72,26,72,98
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,130,27,130,27,157
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,28,5,28,33
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,859,1162,859,1162,2021
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,2,0,2,2
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,81,176,81,176,257
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,23,11,23,11,34
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,16,11,16,11,27
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,28,24,28,24,52
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,14,2,14,2,16
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,32,49,32,49,81
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,0,3,0,3
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,42,10,42,52
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,0,9,0,9
COMBAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,3,0,3,3
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,7,3,7,10
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,14,10,14,10,24
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,21,50,21,50,71
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,8,2,8,10
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,17,0,17,0,17
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,6,2,6,8
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,19,42,19,42,61
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,126,67,126,67,193
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,104,56,104,56,160
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,8,7,8,15
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,35,10,35,10,45
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,1,10,1,11
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,4,9,4,13
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1060,974,1060,974,2034
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,7,4,7,11
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,16,11,16,11,27
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,1,9,1,10
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,137,64,137,64,201
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,0,5,0,5
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,23,10,23,33
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,74,16,74,16,90
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,35,3,35,38
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,0,7,0,7
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,3,1,3,4
EXALTACION,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,15,0,15,15
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,31,0,31,0,31
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,13,2,13,15
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,54,33,54,33,87
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,6,3,6,9
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,35,22,35,22,57
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,149,3,149,152
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,70,103,70,103,173
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,16,8,16,8,24
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,20,6,20,6,26
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,21,5,21,26
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,4,3,4,7
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,15,34,15,34,49
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,0,4,0,4
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,8,6,8,14
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,6,3,6,9
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,6,1,6,7
HUMANATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,2,6,2,8
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,0,3,0,3
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,0,7,0,7
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,19,38,19,38,57
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,22,0,22,22
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,7,4,7,11
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,30,2,30,32
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,74,18,74,92
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,33,4,33,4,37
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,47,315,47,315,362
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,60,61,60,61,121
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1341,893,1341,893,2234
LA RIVERA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,12,12,12,12,24
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,16,1,16,1,17
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,127,97,127,97,224
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,2,2,2,4
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,19,2,19,21
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,11,2,11,13
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,4,9,4,13
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,12,0,12,0,12
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,10,0,10,10
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,26,1,26,1,27
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,29,10,29,39
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,0,18,0,18
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,54,14,54,14,68
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,19,15,19,15,34
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,15,4,15,4,19
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,30,17,30,17,47
