,group,variable,month,TOTAL 21.9 ANTIRRÁBICA EN HUMANO CANTIDAD,TOTAL 21.9 ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
MAIRANA,otras vacunaciones,      antirrabica en humano,2014-09-01,5,0,5,0,5
MAPIRI,otras vacunaciones,      antirrabica en humano,2014-09-01,30,0,30,0,30
MINEROS,otras vacunaciones,      antirrabica en humano,2014-09-01,15,0,15,0,15
MONTERO,otras vacunaciones,      antirrabica en humano,2014-09-01,172,0,172,0,172
MORO MORO,otras vacunaciones,      antirrabica en humano,2014-09-01,10,1,10,1,11
OCURI,otras vacunaciones,      antirrabica en humano,2014-09-01,7,0,7,0,7
OKINAWA,otras vacunaciones,      antirrabica en humano,2014-09-01,3,0,3,0,3
ORURO,otras vacunaciones,      antirrabica en humano,2014-09-01,159,0,159,0,159
PAILON,otras vacunaciones,      antirrabica en humano,2014-09-01,100,0,100,0,100
PALCA,otras vacunaciones,      antirrabica en humano,2014-09-01,0,10,0,10,10
PALOS BLANCOS,otras vacunaciones,      antirrabica en humano,2014-09-01,12,0,12,0,12
PAMPA GRANDE,otras vacunaciones,      antirrabica en humano,2014-09-01,10,0,10,0,10
POTOSI,otras vacunaciones,      antirrabica en humano,2014-09-01,231,0,231,0,231
PUCARA,otras vacunaciones,      antirrabica en humano,2014-09-01,1,0,1,0,1
PUCARANI,otras vacunaciones,      antirrabica en humano,2014-09-01,25,0,25,0,25
PUERTO QUIJARRO,otras vacunaciones,      antirrabica en humano,2014-09-01,7,0,7,0,7
PUNATA,otras vacunaciones,      antirrabica en humano,2014-09-01,18,0,18,0,18
QUILLACOLLO,otras vacunaciones,      antirrabica en humano,2014-09-01,12,0,12,0,12
SACABA,otras vacunaciones,      antirrabica en humano,2014-09-01,5,0,5,0,5
SAMAIPATA,otras vacunaciones,      antirrabica en humano,2014-09-01,0,5,0,5,5
SAN ANDRES DE MACHACA,otras vacunaciones,      antirrabica en humano,2014-09-01,5,0,5,0,5
SAN BENITO,otras vacunaciones,      antirrabica en humano,2014-09-01,5,0,5,0,5
SAN CARLOS,otras vacunaciones,      antirrabica en humano,2014-09-01,8,0,8,0,8
SAN IGNACIO,otras vacunaciones,      antirrabica en humano,2014-09-01,13,0,13,0,13
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en humano,2014-09-01,52,0,52,0,52
SAN JUAN DE YAPACANI,otras vacunaciones,      antirrabica en humano,2014-09-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,      antirrabica en humano,2014-09-01,12,0,12,0,12
SAN MATIAS,otras vacunaciones,      antirrabica en humano,2014-09-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en humano,2014-09-01,3,0,3,0,3
SAN PEDRO,otras vacunaciones,      antirrabica en humano,2014-09-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,otras vacunaciones,      antirrabica en humano,2014-09-01,2,0,2,0,2
SAN RAFAEL,otras vacunaciones,      antirrabica en humano,2014-09-01,3,0,3,0,3
SAN RAMON SCZ,otras vacunaciones,      antirrabica en humano,2014-09-01,8,0,8,0,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en humano,2014-09-01,3109,0,3109,0,3109
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en humano,2014-09-01,4,0,4,0,4
SANTIAGO DE HUARI,otras vacunaciones,      antirrabica en humano,2014-09-01,1,0,1,0,1
SORACACHI,otras vacunaciones,      antirrabica en humano,2014-09-01,0,8,0,8,8
SUCRE,otras vacunaciones,      antirrabica en humano,2014-09-01,462,0,462,0,462
TAPACARI,otras vacunaciones,      antirrabica en humano,2014-09-01,0,4,0,4,4
TARACO,otras vacunaciones,      antirrabica en humano,2014-09-01,2,0,2,0,2
TIAWANACU,otras vacunaciones,      antirrabica en humano,2014-09-01,2,0,2,0,2
TIPUANI,otras vacunaciones,      antirrabica en humano,2014-09-01,15,0,15,0,15
TIQUIPAYA,otras vacunaciones,      antirrabica en humano,2014-09-01,3,0,3,0,3
TOTORA(CBBA),otras vacunaciones,      antirrabica en humano,2014-09-01,4,0,4,0,4
TRIGAL,otras vacunaciones,      antirrabica en humano,2014-09-01,5,0,5,0,5
TRINIDAD,otras vacunaciones,      antirrabica en humano,2014-09-01,30,0,30,0,30
UYUNI,otras vacunaciones,      antirrabica en humano,2014-09-01,37,0,37,0,37
VACAS,otras vacunaciones,      antirrabica en humano,2014-09-01,0,3,0,3,3
VALLEGRANDE,otras vacunaciones,      antirrabica en humano,2014-09-01,70,0,70,0,70
VIACHA,otras vacunaciones,      antirrabica en humano,2014-09-01,27,0,27,0,27
VILLA MONTES,otras vacunaciones,      antirrabica en humano,2014-09-01,11,0,11,0,11
VILLA TUNARI,otras vacunaciones,      antirrabica en humano,2014-09-01,2,0,2,0,2
VILLAZON,otras vacunaciones,      antirrabica en humano,2014-09-01,22,0,22,0,22
WARNES,otras vacunaciones,      antirrabica en humano,2014-09-01,173,26,173,26,199
YACUIBA,otras vacunaciones,      antirrabica en humano,2014-09-01,110,0,110,0,110
YAPACANI,otras vacunaciones,      antirrabica en humano,2014-09-01,48,0,48,0,48
ACHACACHI,otras vacunaciones,      antirrabica en humano,2014-10-01,3,2,3,2,5
AIQUILE,otras vacunaciones,      antirrabica en humano,2014-10-01,4,4,4,4,8
ARANI,otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
ARBIETO,otras vacunaciones,      antirrabica en humano,2014-10-01,1,1,1,1,2
ATOCHA,otras vacunaciones,      antirrabica en humano,2014-10-01,14,7,14,7,21
BUENA VISTA,otras vacunaciones,      antirrabica en humano,2014-10-01,5,0,5,0,5
CABEZAS,otras vacunaciones,      antirrabica en humano,2014-10-01,8,0,8,0,8
CAJUATA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,1,1,1,2
CALAMARCA,otras vacunaciones,      antirrabica en humano,2014-10-01,10,0,10,0,10
CAMIRI,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
CAQUIAVIRI,otras vacunaciones,      antirrabica en humano,2014-10-01,2,1,2,1,3
CARAPARI,otras vacunaciones,      antirrabica en humano,2014-10-01,6,2,6,2,8
CHALLAPATA,otras vacunaciones,      antirrabica en humano,2014-10-01,5,3,5,3,8
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      antirrabica en humano,2014-10-01,44,8,44,8,52
CKOCHAS,otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,      antirrabica en humano,2014-10-01,62,61,62,61,123
COLCAPIRHUA,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
"COLCHA ""K""",otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
COLOMI,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      antirrabica en humano,2014-10-01,10,0,10,0,10
CONCEPCION,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
COPACABANA,otras vacunaciones,      antirrabica en humano,2014-10-01,0,2,0,2,2
CORIPATA,otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
COTOCA,otras vacunaciones,      antirrabica en humano,2014-10-01,8,9,8,9,17
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en humano,2014-10-01,6,5,6,5,11
EL ALTO,otras vacunaciones,      antirrabica en humano,2014-10-01,307,149,307,149,456
EL TORNO,otras vacunaciones,      antirrabica en humano,2014-10-01,9,14,9,14,23
GUANAY,otras vacunaciones,      antirrabica en humano,2014-10-01,0,2,0,2,2
HUACHACALLA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
LA GUARDIA,otras vacunaciones,      antirrabica en humano,2014-10-01,23,9,23,9,32
LA PAZ,otras vacunaciones,      antirrabica en humano,2014-10-01,70,70,70,70,140
LLALLAGUA,otras vacunaciones,      antirrabica en humano,2014-10-01,0,2,0,2,2
MAIRANA,otras vacunaciones,      antirrabica en humano,2014-10-01,3,0,3,0,3
MAPIRI,otras vacunaciones,      antirrabica en humano,2014-10-01,2,2,2,2,4
MIZQUE,otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
MOCOMOCO,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
MONTERO,otras vacunaciones,      antirrabica en humano,2014-10-01,4,5,4,5,9
MORO MORO,otras vacunaciones,      antirrabica en humano,2014-10-01,0,5,0,5,5
NAZACARA DE PACAJES,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
ORURO,otras vacunaciones,      antirrabica en humano,2014-10-01,20,34,20,34,54
PAMPA GRANDE,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
PAPEL PAMPA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,      antirrabica en humano,2014-10-01,6,0,6,0,6
POTOSI,otras vacunaciones,      antirrabica en humano,2014-10-01,207,0,207,0,207
PUERTO QUIJARRO,otras vacunaciones,      antirrabica en humano,2014-10-01,1,1,1,1,2
PUNATA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,2,1,2,3
QUILLACOLLO,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
SACABA,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
SAIPINA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,1,1,1,2
SAMAIPATA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
SAN ANDRES,otras vacunaciones,      antirrabica en humano,2014-10-01,2,2,2,2,4
SAN BENITO,otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
SAN BUENA VENTURA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      antirrabica en humano,2014-10-01,2,1,2,1,3
SAN IGNACIO,otras vacunaciones,      antirrabica en humano,2014-10-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en humano,2014-10-01,16,9,16,9,25
SAN JULIAN,otras vacunaciones,      antirrabica en humano,2014-10-01,4,4,4,4,8
SAN PEDRO,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,      antirrabica en humano,2014-10-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en humano,2014-10-01,1224,713,1224,713,1937
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en humano,2014-10-01,16,0,16,0,16
SANTIAGO DE HUARI,otras vacunaciones,      antirrabica en humano,2014-10-01,1,1,1,1,2
SIPE SIPE,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
SUCRE,otras vacunaciones,      antirrabica en humano,2014-10-01,86,2,86,2,88
TARACO,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
TIPUANI,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
TOLATA,otras vacunaciones,      antirrabica en humano,2014-10-01,1,0,1,0,1
TOMINA,otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,      antirrabica en humano,2014-10-01,3,2,3,2,5
TRINIDAD,otras vacunaciones,      antirrabica en humano,2014-10-01,37,23,37,23,60
TUPIZA,otras vacunaciones,      antirrabica en humano,2014-10-01,3,0,3,0,3
UNCIA,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
URIONDO (A. CONCEPCION),otras vacunaciones,      antirrabica en humano,2014-10-01,2,1,2,1,3
VACAS,otras vacunaciones,      antirrabica en humano,2014-10-01,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,      antirrabica en humano,2014-10-01,5,3,5,3,8
VIACHA,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,      antirrabica en humano,2014-10-01,0,7,0,7,7
VILLA TUNARI,otras vacunaciones,      antirrabica en humano,2014-10-01,2,0,2,0,2
VILLAZON,otras vacunaciones,      antirrabica en humano,2014-10-01,5,5,5,5,10
WARNES,otras vacunaciones,      antirrabica en humano,2014-10-01,105,6,105,6,111
YACUIBA,otras vacunaciones,      antirrabica en humano,2014-10-01,3,6,3,6,9
YAPACANI,otras vacunaciones,      antirrabica en humano,2014-10-01,5,5,5,5,10
ACHACACHI,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
ACHOCALLA,otras vacunaciones,      antirrabica en humano,2014-11-01,2,2,2,2,4
AIQUILE,otras vacunaciones,      antirrabica en humano,2014-11-01,3,1,3,1,4
ARBIETO,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,      antirrabica en humano,2014-11-01,6,1,6,1,7
ATOCHA,otras vacunaciones,      antirrabica en humano,2014-11-01,10,7,10,7,17
BATALLAS,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
CABEZAS,otras vacunaciones,      antirrabica en humano,2014-11-01,3,0,3,0,3
"CAIZA ""D""",otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
CALAMARCA,otras vacunaciones,      antirrabica en humano,2014-11-01,2,0,2,0,2
CAMIRI,otras vacunaciones,      antirrabica en humano,2014-11-01,2,1,2,1,3
CAPINOTA,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
CARANAVI,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,      antirrabica en humano,2014-11-01,5,3,5,3,8
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      antirrabica en humano,2014-11-01,0,8,0,8,8
CLIZA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
COCHABAMBA,otras vacunaciones,      antirrabica en humano,2014-11-01,42,45,42,45,87
COLCAPIRHUA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
COLOMI,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      antirrabica en humano,2014-11-01,12,0,12,0,12
COPACABANA,otras vacunaciones,      antirrabica en humano,2014-11-01,2,0,2,0,2
COTAGAITA,otras vacunaciones,      antirrabica en humano,2014-11-01,9,0,9,0,9
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en humano,2014-11-01,2,4,2,4,6
EL ALTO,otras vacunaciones,      antirrabica en humano,2014-11-01,228,235,228,235,463
EL TORNO,otras vacunaciones,      antirrabica en humano,2014-11-01,8,13,8,13,21
ENTRE RIOS CBBA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,      antirrabica en humano,2014-11-01,2,1,2,1,3
GENERAL SAAVEDRA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
GUAQUI,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
LA GUARDIA,otras vacunaciones,      antirrabica en humano,2014-11-01,16,9,16,9,25
LA PAZ,otras vacunaciones,      antirrabica en humano,2014-11-01,56,57,56,57,113
MACHACAMARCA,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
MAIRANA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
MAPIRI,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
MINEROS,otras vacunaciones,      antirrabica en humano,2014-11-01,2,0,2,0,2
MIZQUE,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
MOCOMOCO,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
MOJOCOYA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,2,1,2,3
MONTERO,otras vacunaciones,      antirrabica en humano,2014-11-01,3,2,3,2,5
MORO MORO,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
ORURO,otras vacunaciones,      antirrabica en humano,2014-11-01,42,40,42,40,82
PATACAMAYA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
PAZÑA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
POCOATA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
PORCO,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
POTOSI,otras vacunaciones,      antirrabica en humano,2014-11-01,220,0,220,0,220
PUERTO VILLARROEL,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
SACABA,otras vacunaciones,      antirrabica en humano,2014-11-01,8,6,8,6,14
SAIPINA,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
SAMAIPATA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
SAN ANDRES,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      antirrabica en humano,2014-11-01,19,16,19,16,35
SAN IGNACIO,otras vacunaciones,      antirrabica en humano,2014-11-01,3,3,3,3,6
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en humano,2014-11-01,19,13,19,13,32
SAN JAVIER(BNI),otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,      antirrabica en humano,2014-11-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,      antirrabica en humano,2014-11-01,5,9,5,9,14
SAN LUCAS,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,      antirrabica en humano,2014-11-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en humano,2014-11-01,1715,517,1715,517,2232
SANTIAGO DE HUARI,otras vacunaciones,      antirrabica en humano,2014-11-01,1,1,1,1,2
SANTIVAÑES,otras vacunaciones,      antirrabica en humano,2014-11-01,0,46,0,46,46
SIPE SIPE,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
SORACACHI,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
SUCRE,otras vacunaciones,      antirrabica en humano,2014-11-01,93,7,93,7,100
TIQUIPAYA,otras vacunaciones,      antirrabica en humano,2014-11-01,2,1,2,1,3
TRIGAL,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,      antirrabica en humano,2014-11-01,18,16,18,16,34
TUPIZA,otras vacunaciones,      antirrabica en humano,2014-11-01,0,1,0,1,1
UYUNI,otras vacunaciones,      antirrabica en humano,2014-11-01,55,0,55,0,55
VALLEGRANDE,otras vacunaciones,      antirrabica en humano,2014-11-01,2,1,2,1,3
VIACHA,otras vacunaciones,      antirrabica en humano,2014-11-01,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,      antirrabica en humano,2014-11-01,2,2,2,2,4
VILLAZON,otras vacunaciones,      antirrabica en humano,2014-11-01,1,91,1,91,92
VINTO,otras vacunaciones,      antirrabica en humano,2014-11-01,1,0,1,0,1
WARNES,otras vacunaciones,      antirrabica en humano,2014-11-01,83,68,83,68,151
ACHACACHI,otras vacunaciones,      antirrabica en humano,2014-12-01,4,2,4,2,6
AIQUILE,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
ANCORAIMES,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,      antirrabica en humano,2014-12-01,3,4,3,4,7
ATOCHA,otras vacunaciones,      antirrabica en humano,2014-12-01,8,8,8,8,16
CABEZAS,otras vacunaciones,      antirrabica en humano,2014-12-01,6,3,6,3,9
"CAIZA ""D""",otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
CALACOTO,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
CAMIRI,otras vacunaciones,      antirrabica en humano,2014-12-01,1,1,1,1,2
CAPINOTA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
CARANAVI,otras vacunaciones,      antirrabica en humano,2014-12-01,2,0,2,0,2
CARAPARI,otras vacunaciones,      antirrabica en humano,2014-12-01,3,0,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
CLIZA,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,      antirrabica en humano,2014-12-01,44,26,44,26,70
COLCAPIRHUA,otras vacunaciones,      antirrabica en humano,2014-12-01,3,6,3,6,9
"COLCHA ""K""",otras vacunaciones,      antirrabica en humano,2014-12-01,2,0,2,0,2
COLOMI,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
COMARAPA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
COPACABANA,otras vacunaciones,      antirrabica en humano,2014-12-01,5,0,5,0,5
COTOCA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en humano,2014-12-01,3,3,3,3,6
EL ALTO,otras vacunaciones,      antirrabica en humano,2014-12-01,233,175,233,175,408
EL TORNO,otras vacunaciones,      antirrabica en humano,2014-12-01,9,16,9,16,25
GUAQUI,otras vacunaciones,      antirrabica en humano,2014-12-01,2,0,2,0,2
INQUISIVI,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,      antirrabica en humano,2014-12-01,15,11,15,11,26
LA PAZ,otras vacunaciones,      antirrabica en humano,2014-12-01,86,112,86,112,198
MAIRANA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
MECAPACA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
MOCOMOCO,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
MONTERO,otras vacunaciones,      antirrabica en humano,2014-12-01,13,5,13,5,18
OCURI,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
ORURO,otras vacunaciones,      antirrabica en humano,2014-12-01,63,53,63,53,116
PADILLA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
PATACAMAYA,otras vacunaciones,      antirrabica en humano,2014-12-01,3,4,3,4,7
POCOATA,otras vacunaciones,      antirrabica en humano,2014-12-01,2,1,2,1,3
PORONGO,otras vacunaciones,      antirrabica en humano,2014-12-01,1,1,1,1,2
PORTACHUELO,otras vacunaciones,      antirrabica en humano,2014-12-01,2,20,2,20,22
POTOSI,otras vacunaciones,      antirrabica en humano,2014-12-01,120,125,120,125,245
PUERTO CARABUCO,otras vacunaciones,      antirrabica en humano,2014-12-01,1,1,1,1,2
PUERTO QUIJARRO,otras vacunaciones,      antirrabica en humano,2014-12-01,1,1,1,1,2
PUERTO SUAREZ,otras vacunaciones,      antirrabica en humano,2014-12-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,      antirrabica en humano,2014-12-01,3,0,3,0,3
PUNATA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,1,1,1,2
QUILLACOLLO,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
QUIME,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
SACABA,otras vacunaciones,      antirrabica en humano,2014-12-01,5,0,5,0,5
SAIPINA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,      antirrabica en humano,2014-12-01,0,4,0,4,4
SAN CARLOS,otras vacunaciones,      antirrabica en humano,2014-12-01,1,3,1,3,4
SAN IGNACIO,otras vacunaciones,      antirrabica en humano,2014-12-01,4,2,4,2,6
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en humano,2014-12-01,5,6,5,6,11
SAN JULIAN,otras vacunaciones,      antirrabica en humano,2014-12-01,7,3,7,3,10
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,      antirrabica en humano,2014-12-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en humano,2014-12-01,701,101,701,101,802
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en humano,2014-12-01,2,1,2,1,3
SIPE SIPE,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
SORACACHI,otras vacunaciones,      antirrabica en humano,2014-12-01,0,1,0,1,1
SUCRE,otras vacunaciones,      antirrabica en humano,2014-12-01,723,2,723,2,725
TIPUANI,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,      antirrabica en humano,2014-12-01,4,2,4,2,6
TIRAQUE (CBBA),otras vacunaciones,      antirrabica en humano,2014-12-01,1,3,1,3,4
TRINIDAD,otras vacunaciones,      antirrabica en humano,2014-12-01,24,26,24,26,50
TUPIZA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
UNCIA,otras vacunaciones,      antirrabica en humano,2014-12-01,5,0,5,0,5
UYUNI,otras vacunaciones,      antirrabica en humano,2014-12-01,4,1,4,1,5
VALLEGRANDE,otras vacunaciones,      antirrabica en humano,2014-12-01,6,4,6,4,10
VILLA MONTES,otras vacunaciones,      antirrabica en humano,2014-12-01,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
VILLAZON,otras vacunaciones,      antirrabica en humano,2014-12-01,2,4,2,4,6
WARNES,otras vacunaciones,      antirrabica en humano,2014-12-01,35,24,35,24,59
YACUIBA,otras vacunaciones,      antirrabica en humano,2014-12-01,3,5,3,5,8
YUNCHARA,otras vacunaciones,      antirrabica en humano,2014-12-01,1,0,1,0,1
