,group,variable,month,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,35,9,35,9,44
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,3,2,3,2,5
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,7,2,7,2,9
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,32,0,32,32
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,7,11,7,11,18
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,4,0,4,4
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,5,0,5,5
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,5,9,5,9,14
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,18,1,18,19
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,21,0,21,21
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,286,260,286,260,546
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,52,1,52,53
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,6,20,6,20,26
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,2,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,1,1,1,2
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,8,0,8,8
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,2,30,2,30,32
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,9,10,9,10,19
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,2,0,2,2
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,2,2,2,2,4
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,2,1,2,3
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,88,75,88,75,163
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,1,0,1,1
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,2,0,2,2
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,12,0,12,12
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,16,14,16,14,30
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,3,1,3,1,4
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,90,145,90,145,235
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,7,12,7,12,19
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,3,0,3,0,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,6,0,6,6
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,1,1,1,2
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,1,1,1,2
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,30,1,30,31
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,17,62,17,62,79
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,24,131,24,131,155
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,11,3,11,3,14
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,9,17,9,17,26
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,7,35,7,35,42
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,9,3,9,3,12
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,2,0,2,0,2
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,4,7,4,7,11
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,4,5,4,5,9
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,6,0,6,6
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,2,30,2,30,32
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,14,19,14,19,33
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,5,1,5,6
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,3,32,3,32,35
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,16,1,16,1,17
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,0,1,0,1
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,40,271,40,271,311
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,1,9,1,9,10
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,6,3,6,3,9
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,4,9,4,9,13
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,4,44,4,44,48
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,2,1,2,1,3
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,2,0,2,2
YUNGUYO DE LITORAL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,16,0,16,16
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,4,4,4,8
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,17,0,17,17
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,2,1,2,3
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,7,15,7,15,22
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,11,5,11,5,16
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,12,1,12,13
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,5,0,5,5
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,0,4,0,4
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,1,1,1,2
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,7,5,7,12
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,3,0,3,3
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,1,1,1,2
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,3,2,3,5
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,3,2,3,5
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,8,4,8,12
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,11,0,11,0,11
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,28,16,28,16,44
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,5,0,5,5
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,0,4,0,4
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,0,4,0,4
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,8,0,8,8
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,23,1,23,24
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,2,3,2,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,0,4,0,4
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,2,1,2,3
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,8,10,8,10,18
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,10,2,10,2,12
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,167,20,167,20,187
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,17,15,17,15,32
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,0,5,0,5
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,4,3,4,7
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,4,0,4,4
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,9,1,9,10
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,5,1,5,6
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,41,41,41,41,82
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,3,0,3,3
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,246,94,246,94,340
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,1,3,1,4
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,31,3,31,3,34
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,13,2,13,15
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,7,2,7,2,9
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,7,2,7,2,9
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,7,4,7,11
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,31,5,31,5,36
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,15,1,15,16
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,8,3,8,3,11
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,4,1,4,5
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,6,5,6,11
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,0,4,0,4
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,2,2,2,4
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,11,5,11,16
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,34,17,34,17,51
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,216,60,216,60,276
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,68,2,68,70
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,5,0,5,5
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,10,5,10,5,15
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,4,4,4,8
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,16,5,16,21
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,29,18,29,18,47
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,1,1,1,2
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,6,9,6,9,15
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,15,1,15,16
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,60,12,60,12,72
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,20,2,20,22
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,6,3,6,9
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,6,4,6,4,10
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,5,2,5,7
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,4,0,4,4
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,9,0,9,0,9
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,6,3,6,9
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,50,1,50,1,51
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,4,2,4,6
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,6,5,6,11
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,10,0,10,10
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,27,20,27,20,47
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,13,3,13,3,16
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,15,58,15,58,73
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,14,0,14,0,14
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,4,0,4,4
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,8,3,8,11
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,31,26,31,26,57
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,2,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,0,5,0,5
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,4,1,4,5
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,2,1,2,3
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,8,4,8,4,12
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,14,5,14,19
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,6,5,6,5,11
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,17,14,17,14,31
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,0,4,0,4
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,4,1,4,5
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,20,3,20,23
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,6,4,6,4,10
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,21,5,21,5,26
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,7,0,7,0,7
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,1,4,1,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,2,4,2,6
