,group,variable,month,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,8,50,8,50,58
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,1,1,1,2
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,0,5,0,5
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,3,0,3,3
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,8,9,8,9,17
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,76,68,76,68,144
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,10,6,10,6,16
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,498,300,498,300,798
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,5,4,5,9
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,1,2,1,3
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,51,28,51,28,79
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,15,16,15,16,31
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,20,18,20,18,38
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,5,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,0,3,0,3
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,4,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,19,8,19,8,27
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,4,5,4,9
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,4,0,4,4
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,30,74,30,74,104
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,31,0,31,31
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,11,4,11,4,15
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,7,0,7,0,7
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,8,0,8,0,8
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,20,0,20,20
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,7,1,7,8
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,6,4,6,10
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,3,3,3,6
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,22,5,22,27
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,49,29,49,29,78
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,482,120,482,120,602
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,2,3,2,5
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,3,0,3,3
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,48,129,48,129,177
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,12,0,12,12
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,1,2,1,3
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,2,0,2,2
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,5,2,5,7
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,0,5,0,5
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,1,3,1,4
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,19,3,19,3,22
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,11,6,11,6,17
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,2,0,2,2
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,3,3,3,6
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,12,11,12,11,23
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,47,43,47,43,90
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,3,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,3,3,3,6
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,6,2,6,2,8
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,12,0,12,12
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,121,40,121,40,161
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,11,2,11,13
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,15,17,15,17,32
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,12,1,12,1,13
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,11,40,11,40,51
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,8,4,8,12
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,2,1,2,3
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,9,0,9,9
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,1,2,1,3
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,5,0,5,5
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,3,5,3,8
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,13,1,13,14
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,1,1,1,2
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,7,0,7,7
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,12,0,12,12
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,0,5,0,5
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,2,1,2,3
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,128,5,128,5,133
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,6,9,6,9,15
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,4,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,6,0,6,6
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,9,1,9,10
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,7,1,7,8
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,10,0,10,0,10
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,52,80,52,80,132
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,22,8,22,8,30
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,44,154,44,154,198
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,11,0,11,0,11
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,10,4,10,14
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,3,3,3,6
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,13,21,13,21,34
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,3,5,3,8
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,3,4,3,7
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,67,54,67,54,121
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,3,1,3,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,1,2,1,3
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,6,3,6,3,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,8,2,8,10
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,1,4,1,5
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,24,28,24,28,52
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,16,31,16,31,47
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,9,21,9,21,30
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,37,17,37,17,54
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,7,1,7,1,8
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,12,0,12,0,12
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,13,1,13,14
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,17,27,17,27,44
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,3,1,3,4
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,15,9,15,9,24
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,24,8,24,8,32
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,29,40,29,40,69
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,23,2,23,2,25
SAN PABLO DE LIPEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,2,0,2,2
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,7,0,7,0,7
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,3,3,3,6
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,2,1,2,3
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,2,0,2,2
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,3,0,3,3
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,33,2,33,35
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1127,402,1127,402,1529
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,2,2,2,4
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,3,2,3,5
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,1,1,1,2
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,1,2,1,3
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,3,0,3,3
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,11,2,11,2,13
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,7,18,7,18,25
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,7,5,7,5,12
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,8,15,8,15,23
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,3,2,3,5
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,3,4,3,7
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,9,16,9,16,25
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,104,311,104,311,415
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,6,3,6,9
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,13,2,13,15
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,6,0,6,0,6
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,13,3,13,16
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,138,105,138,105,243
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,3,2,3,5
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,6,8,6,8,14
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,31,1,31,32
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,1,0,1,1
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,5,1,5,1,6
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,13,38,13,38,51
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,7,2,7,2,9
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,3,1,3,4
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,2,1,2,3
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,1,1,1,2
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,3,1,3,4
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,6,9,6,9,15
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,67,20,67,20,87
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,14,12,14,12,26
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,0,2,0,2
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,5,1,5,6
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,6,1,6,1,7
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,2,3,2,5
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,5,1,5,6
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,9,8,9,8,17
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,26,74,26,74,100
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,10,2,10,12
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,18,13,18,13,31
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,0,5,0,5,5
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,5,2,5,7
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,1,3,1,4
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,21,60,21,60,81
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,6,2,6,8
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,15,4,15,4,19
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,34,17,34,17,51
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,3,0,3,0,3
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,92,7,92,7,99
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,20,36,20,36,56
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,0,1,0,1
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,4,2,4,2,6
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,12,37,12,37,49
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,1,1,1,2
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,2,5,2,5,7
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,5,1,5,6
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-07-01,1,2,1,2,3
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,11,5,11,16
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,81,5,81,86
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,13,6,13,6,19
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,12,3,12,3,15
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,5,0,5,5
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,16,54,16,54,70
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,32,0,32,32
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,6,0,6,6
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,2,2,2,4
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,1,2,1,3
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,18,4,18,22
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,14,4,14,18
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,41,0,41,0,41
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,3,1,3,4
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,2,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,12,5,12,17
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,7,8,7,8,15
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,12,4,12,16
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,3,2,3,5
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,11,3,11,3,14
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,1,1,1,2
