,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,2,0,3,1,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,1,2,2,4,6
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,7,5,4,9,11,20
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,6,9,0,1,6,10,16
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,2,0,0,3,2,5
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,2,2,5,5,7,12
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,36,27,4,4,40,31,71
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,102,105,7,11,109,116,225
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,449,420,7,11,456,431,887
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,2,5,3,7,10
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,11,10,7,4,18,14,32
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,1,2,1,2,2,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,1,0,0,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,16,24,43,36,59,60,119
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,1,0,0,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,3,2,4,3,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,2,0,0,0,2,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,1,0,0,4,1,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,1,3,1,3,4
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,13,12,0,0,13,12,25
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,1,1,1,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,20,22,4,1,24,23,47
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,3,1,3,10,6,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,19,9,6,12,25,21,46
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,7,3,14,17,21,20,41
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,5,2,6,4,10
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,2,0,2,2,4,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,26,15,3,4,29,19,48
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,94,100,5,6,99,106,205
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,0,0,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,2,2,3,2,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,2,2,2,2,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,3,0,0,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,2,2,3,2,5,7
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,2,7,13,12,15,27
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,8,13,4,4,12,17,29
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,4,1,5,2,7
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,225,197,25,22,250,219,469
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,8,7,2,4,10,11,21
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,9,1,2,5,11,16
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,8,8,48,31,56,39,95
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,8,7,6,7,14,14,28
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,6,9,12,20,18,29,47
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,2,0,0,2,2,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,4,0,1,9,5,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,2,0,2,2,4,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,2,2,3,3,6
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,17,10,0,0,17,10,27
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,2,2,2,5,4,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,1,2,2,7,3,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,16,15,17,16,33
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,5,6,5,6,11
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,0,0,0,3,0,3
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,1,0,1,3,2,5
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,7,7,4,3,11,10,21
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,5,5,4,9,9,18
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,1,8,18,11,19,30
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,16,17,0,0,16,17,33
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,5,11,7,13,12,25
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,142,121,46,39,188,160,348
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,1,2,7,2,8,10
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,6,15,15,24,21,45
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,8,4,8,4,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,2,2,3,4,5,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,7,6,7,6,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,0,2,2,5,2,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,6,5,0,0,6,5,11
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,7,5,11,7,18,25
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,15,15,7,5,22,20,42
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,48,53,7,11,55,64,119
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,4,8,5,8,13
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,11,10,1,2,12,12,24
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,3,0,0,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,37,34,31,27,68,61,129
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,0,0,1,2,1,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,3,1,1,2,4,6
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,8,7,6,2,14,9,23
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,6,9,0,0,6,9,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,92,85,54,63,146,148,294
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,8,6,3,4,11,10,21
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,14,12,2,1,16,13,29
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,1,1,0,4,1,5
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,95,92,19,20,114,112,226
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,1,0,0,2,1,3
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,12,10,11,7,23,17,40
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,1,2,8,4,9,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,0,8,4,10,4,14
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,2,5,3,7,5,12
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,10,9,7,6,17,15,32
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,3,2,0,2,3,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,6,2,7,4,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,6,7,1,10,7,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,37,35,25,19,62,54,116
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,13,6,1,2,14,8,22
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,17,18,6,8,23,26,49
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,18,18,12,20,30,38,68
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,51,51,7,2,58,53,111
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,3,0,4,1,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,10,0,0,5,10,15
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,5,1,2,10,7,17
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,10,14,20,21,30,35,65
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,5,1,2,4,7,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,33,33,11,9,44,42,86
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,8,10,14,14,22,36
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,18,0,3,9,21,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,10,7,4,16,14,30
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,2,4,0,7,2,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,7,9,4,4,11,13,24
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,0,0,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,5,7,6,9,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,9,24,22,33,31,64
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,3,0,0,1,3,4
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,4,0,0,2,4,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,2,7,2,7,9
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,1,1,6,3,7,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,4,8,5,8,13
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,10,3,0,0,10,3,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,3,1,0,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1142,1096,36,26,1178,1122,2300
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,7,0,3,4,10,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,12,6,6,10,18,28
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,1,0,0,2,1,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,2,0,2,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,2,0,3,0,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,1,0,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,4,0,1,1,5,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,1,2,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,5,2,8,7,13,20
SENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,4,3,5,4,9
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,7,12,3,1,10,13,23
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,6,13,3,4,9,17,26
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,10,13,1,2,11,15,26
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,3,4,4,5,9
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,9,0,3,5,12,17
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,13,7,12,8,25,15,40
SUCRE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,270,249,6,9,276,258,534
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,4,1,0,2,4,6
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,1,4,8,4,9,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,1,0,2,0,2
TAHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,2,0,0,0,2,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,4,3,4,4,8,12
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,6,1,0,4,6,10
TARACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,3,3,4,5,9
TARATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,9,6,3,2,12,8,20
TARIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,112,154,14,14,126,168,294
TARVITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,3,3,3,8,6,14
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,5,0,1,4,6,10
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,7,8,0,0,7,8,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,3,6,5,9,8,17
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,0,7,0,9,0,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,33,31,12,7,45,38,83
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,5,9,18,14,23,37
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,6,0,4,3,10,13
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,6,2,2,3,8,5,13
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,2,4,3,5,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,6,13,12,17,18,35
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,0,0,0,4,0,4
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,7,6,8,6,15,21
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,11,7,0,0,11,7,18
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,2,1,0,4,2,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,109,113,3,8,112,121,233
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,31,25,11,10,42,35,77
TURCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,1,0,0,0,1,1
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,2,2,3,2,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,12,11,6,8,18,19,37
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,8,7,2,4,10,11,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,5,8,0,2,5,10,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,15,7,1,0,16,7,23
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,8,1,1,5,9,14
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,38,31,6,9,44,40,84
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,4,4,4,1,8,5,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,50,29,8,9,58,38,96
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,0,5,2,5,2,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,11,9,12,11,23
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,3,1,1,2,4,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,47,55,18,11,65,66,131
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,2,7,5,9,7,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,26,28,10,4,36,32,68
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,25,21,8,4,33,25,58
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,3,7,4,10,7,17
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,0,3,0,0,0,3,3
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,116,95,4,15,120,110,230
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,1,1,0,3,1,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,73,61,28,19,101,80,181
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,4,0,3,2,7,9
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,3,3,1,0,4,3,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,29,36,20,17,49,53,102
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,0,3,1,4,1,5
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,1,2,1,2,2,4,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,0,2,1,4,1,5
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,0,0,0,2,0,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-06-01,2,1,2,0,4,1,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,0,0,3,5,3,5,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,17,18,14,12,31,30,61
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,13,22,2,1,15,23,38
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,15,12,1,2,16,14,30
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,0,0,5,3,5,3,8
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,3,5,0,0,3,5,8
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,4,5,2,2,6,7,13
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,4,8,3,1,7,9,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,2,5,0,0,2,5,7
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,1,1,0,0,1,1,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,1,0,4,3,5,3,8
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,1,4,3,8,4,12,16
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,2,0,1,4,3,4,7
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,2,6,0,0,2,6,8
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,8,14,6,2,14,16,30
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,2,6,5,5,7,11,18
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,33,22,0,0,33,22,55
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,3,5,6,1,9,6,15
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-07-01,2,3,0,0,2,3,5
