,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,0,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,1,0,0,1,1,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,0,2,0,3,0,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,3,0,0,1,3,4
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,4,1,2,1,6,2,8
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,3,3,0,4,3,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,0,1,2,1,2,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,2,1,0,3,2,5
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,0,1,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,130,130,6,8,136,138,274
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,0,1,3,1,3,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,0,0,0,2,0,2
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,2,1,1,2,3,5
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,3,5,0,0,3,5,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,94,92,20,22,114,114,228
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,5,6,2,4,7,10,17
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,1,0,0,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,3,1,0,0,3,1,4
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,1,0,3,2,4,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,1,0,2,0,3,3
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,2,1,2,3,4,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,2,0,2,1,4,5
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,5,2,3,1,8,3,11
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,3,0,0,0,3,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,1,0,1,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,23,22,2,6,25,28,53
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,16,9,3,4,19,13,32
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,0,0,1,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,2,0,0,0,2,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,15,21,2,3,17,24,41
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,5,7,2,1,7,8,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,13,8,0,0,13,8,21
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,0,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,12,14,0,1,12,15,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,11,12,0,0,11,12,23
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,2,0,2,2,4,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,8,2,2,4,10,14
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,22,30,3,9,25,39,64
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,2,0,0,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,3,1,2,3,5,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,2,5,0,0,2,5,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,6,6,2,1,8,7,15
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,4,0,0,1,4,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,20,19,1,2,21,21,42
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,58,56,1,2,59,58,117
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,44,32,5,9,49,41,90
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,1,0,0,1,1,1,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,4,6,1,1,5,7,12
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,0,1,1,1,1,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,0,1,1,1,1,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-07-01,0,0,1,1,1,1,2
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,10,10,1,1,11,11,22
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,14,14,0,0,14,14,28
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,3,0,0,2,3,5
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,7,3,0,0,7,3,10
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,10,9,0,0,10,9,19
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,1,0,1,2,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,2,0,0,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,0,2,0,2,2
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,14,5,6,4,20,9,29
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,5,1,7,2,12,14
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,7,9,1,4,8,13,21
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,7,3,4,5,11,16
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,6,9,0,0,6,9,15
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,5,2,6,3,9
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,0,1,0,1
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,1,0,0,3,1,4
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,3,3,2,5,5,10
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,3,0,0,1,3,4
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,3,2,0,4,3,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,1,0,0,2,1,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,8,8,0,2,8,10,18
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,14,9,4,3,18,12,30
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,1,1,1,3,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,1,0,1,5,2,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,4,0,1,5,5,10
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,6,3,0,1,6,4,10
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,4,0,0,0,4,0,4
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,0,0,1,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,1,1,2,2,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,0,2,0,4,0,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,8,11,0,2,8,13,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,3,0,0,1,3,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,7,9,0,1,7,10,17
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,7,3,0,0,7,3,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,6,3,3,4,9,7,16
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,27,22,1,3,28,25,53
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,8,3,1,8,9,17
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,7,1,2,4,9,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,4,2,0,3,4,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,3,2,1,5,4,9
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,9,4,4,0,13,4,17
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,4,0,0,1,4,5
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,4,2,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,31,0,0,0,31,31
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,4,2,2,5,6,11
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,7,8,2,3,9,11,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,19,20,10,10,29,30,59
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,4,3,4,3,7
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,159,185,0,1,159,186,345
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,4,0,0,5,4,9
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,11,5,1,4,12,9,21
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,10,7,15,16,25,23,48
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,4,3,0,0,4,3,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,3,6,8,7,11,18
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,12,10,1,1,13,11,24
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,18,27,0,0,18,27,45
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,3,1,4,1,5
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,4,0,0,2,4,6
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,2,1,0,2,2,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,4,5,0,1,4,6,10
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,34,31,2,3,36,34,70
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,15,12,2,0,17,12,29
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,1,0,1,1,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,2,4,0,5,2,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,9,7,0,1,9,8,17
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,1,1,1,2,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,0,0,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,211,179,51,53,262,232,494
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,5,2,0,4,5,9
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,4,3,1,3,5,6,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,29,23,9,7,38,30,68
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,12,14,2,1,14,15,29
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,0,0,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,4,9,6,5,10,14,24
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,6,2,7,3,10
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,6,8,2,0,8,8,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,0,0,2,3,2,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,30,31,4,4,34,35,69
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,3,0,0,1,3,4
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,1,1,2,2,4
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,0,1,0,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,0,0,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,9,3,3,1,12,4,16
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,0,0,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,0,0,0,2,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,0,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,2,1,2,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,2,0,3,3,5,8
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,1,1,2,2,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,8,9,2,3,10,12,22
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,6,4,0,0,6,4,10
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,20,19,1,2,21,21,42
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,53,54,26,34,79,88,167
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,195,219,4,3,199,222,421
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,1,4,2,6,3,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,6,0,0,2,6,8
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,3,2,2,4,5,9
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,0,2,0,2,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,1,3,10,6,11,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,4,3,3,1,7,4,11
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,12,16,0,0,12,16,28
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,0,0,0,2,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,21,17,11,4,32,21,53
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,2,2,3,3,6
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,3,2,1,3,4,7
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,1,0,0,2,1,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,20,22,1,2,21,24,45
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,50,52,1,6,51,58,109
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,2,1,1,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,1,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,4,2,5,2,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,1,1,1,3,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,1,2,1,4,5
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,160,148,7,14,167,162,329
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,11,1,1,4,12,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,5,1,1,4,6,10
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,11,6,1,0,12,6,18
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,0,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,3,0,0,5,3,8
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,8,0,0,5,8,13
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,2,0,0,1,2,3
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,0,0,1,1,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,1,0,0,2,1,3
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,1,0,0,2,1,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,2,3,2,3,5
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,1,0,0,5,1,6
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,8,1,1,4,9,13
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,0,2,0,3,3
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,2,0,3,1,4
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,7,10,2,0,9,10,19
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,3,7,1,1,4,8,12
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,91,99,28,35,119,134,253
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,0,0,1,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,11,3,3,4,14,7,21
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,0,1,1,1,1,2
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,2,5,8,5,10,15
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,5,0,0,5,5,10
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,5,6,0,0,5,6,11
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,10,4,5,3,15,7,22
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,19,17,3,5,22,22,44
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,0,1,3,3,3,6
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,12,7,6,2,18,9,27
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,2,0,3,1,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,10,5,1,4,11,9,20
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,0,4,4,6,4,10
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,11,7,5,1,16,8,24
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,25,21,0,1,25,22,47
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,12,13,0,1,12,14,26
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,4,17,6,4,10,21,31
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,0,1,1,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,24,24,18,13,42,37,79
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,3,0,0,2,3,5
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,4,0,1,2,5,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,2,3,0,2,2,5,7
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,8,6,1,2,9,8,17
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-08-01,1,1,1,0,2,1,3
