,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,5,4,8,8,13,21
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,62,57,3,2,65,59,124
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,19,30,6,5,25,35,60
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,3,2,3,2,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,4,2,3,2,7,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,11,3,5,1,16,4,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,1,3,2,5,3,8
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,2,0,2,1,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,2,2,2,2,4,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,509,500,218,191,727,691,1418
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,1,1,2,2,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,8,1,5,6,13,19
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,1,5,2,10,3,13
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,30,34,21,17,51,51,102
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,3,0,1,4,4,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,15,14,4,8,19,22,41
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,37,29,0,0,37,29,66
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,0,0,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,2,2,2,2,4
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,2,0,0,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,0,1,2,3,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,7,7,8,8,16
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,13,12,14,14,28
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,9,5,9,5,14
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,11,19,0,0,11,19,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,7,1,7,2,9
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,12,2,3,8,15,10,25
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,0,0,2,2,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,39,19,7,5,46,24,70
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,5,5,3,12,8,20
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,5,1,3,5,8,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,1,4,1,4,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,1,2,0,4,1,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,8,10,6,5,14,15,29
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,2,6,2,7,9
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,1,1,2,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,0,0,1,2,1,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,3,0,4,0,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,1,1,1,1,2
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,2,0,3,1,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,4,1,2,3,6,9
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,7,5,4,9,11,20
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,6,0,1,4,7,11
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,2,0,0,3,2,5
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,3,2,5,6,8,14
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,35,28,4,4,39,32,71
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,103,102,6,10,109,112,221
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,512,475,20,9,532,484,1016
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,2,5,3,7,10
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,11,10,5,3,16,13,29
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,2,1,2,2,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,1,0,0,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,19,21,33,34,52,55,107
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,0,0,2,2,4
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,3,2,4,3,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,2,1,1,1,3,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,6,1,1,0,7,1,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,0,2,0,3,3
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,13,11,0,1,13,12,25
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,1,1,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,20,22,4,1,24,23,47
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,9,3,1,3,10,6,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,19,9,6,12,25,21,46
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,3,13,15,20,18,38
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,5,2,6,4,10
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,0,2,2,4,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,30,15,3,4,33,19,52
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,111,122,5,6,116,128,244
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,0,0,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,4,2,5,2,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,2,2,2,2,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,2,2,3,2,5,7
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,9,5,7,14,16,19,35
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,8,13,4,4,12,17,29
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,4,1,5,2,7
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,244,210,24,21,268,231,499
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,14,13,1,4,15,17,32
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,9,1,2,5,11,16
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,9,83,69,88,78,166
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,7,5,7,12,14,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,6,9,12,20,18,29,47
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,0,0,0,2,0,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,9,4,0,1,9,5,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,0,2,2,4,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,1,0,2,0,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,17,11,1,1,18,12,30
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,2,2,2,5,4,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,1,2,2,7,3,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,19,17,20,19,39
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,1,0,0,2,1,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,0,0,1,2,1,3
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,0,0,1,3,1,4
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,7,4,3,11,10,21
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,8,9,5,14,13,27
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,3,5,18,8,21,29
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,16,18,0,0,16,18,34
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,5,11,7,13,12,25
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,159,141,55,43,214,184,398
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,2,7,2,8,10
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,11,6,15,17,26,23,49
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,8,4,8,4,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,2,3,4,5,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,7,6,7,6,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,2,2,2,5,4,9
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,5,2,3,9,8,17
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,7,5,11,7,18,25
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,13,14,8,7,21,21,42
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,48,53,7,11,55,64,119
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,2,4,8,11,10,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,11,12,1,2,12,14,26
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,3,0,0,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,51,38,33,29,84,67,151
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,0,0,1,2,1,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,3,1,1,3,4,7
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,10,4,7,3,17,7,24
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,6,9,0,0,6,9,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,93,85,53,62,146,147,293
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,3,1,0,8,3,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,24,19,9,5,33,24,57
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,1,1,0,4,1,5
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,110,99,21,19,131,118,249
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,14,11,10,7,24,18,42
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,2,8,4,10,14
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,0,8,1,10,1,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,5,3,7,5,12
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,10,9,8,7,18,16,34
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,4,2,0,2,4,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,6,2,7,4,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,6,7,1,10,7,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,41,43,23,36,64,79,143
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,13,6,1,2,14,8,22
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,17,18,6,8,23,26,49
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,17,16,14,15,31,31,62
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,51,51,7,2,58,53,111
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,3,0,4,1,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,10,0,0,5,10,15
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,9,5,1,2,10,7,17
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,10,14,20,21,30,35,65
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,5,1,5,4,10,14
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,33,33,11,9,44,42,86
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,0,18,14,22,14,36
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,14,15,0,3,14,18,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,14,15,8,7,22,22,44
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,15,8,0,5,15,13,28
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,9,4,4,11,13,24
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,1,0,0,2,1,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,6,6,8,10,14,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,9,9,24,22,33,31,64
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,3,0,0,1,3,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,6,0,0,0,6,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,2,7,2,7,9
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,1,1,6,3,7,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,4,8,5,8,13
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,10,3,0,0,10,3,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,8,12,1,0,9,12,21
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1238,1181,50,34,1288,1215,2503
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,5,2,6,2,8
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,12,6,6,10,18,28
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,1,0,0,2,1,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,1,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,2,0,3,0,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,1,0,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,3,0,1,1,4,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,0,2,1,3,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,6,2,8,7,14,21
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,4,3,5,5,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,12,3,2,10,14,24
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,6,13,3,4,9,17,26
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,10,13,1,2,11,15,26
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,2,3,4,6,6,12
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,8,7,0,3,8,10,18
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,9,4,11,4,20,8,28
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,271,249,6,9,277,258,535
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,4,0,0,1,4,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,6,7,7,8,15
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,1,0,2,0,2
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,2,0,0,0,2,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,6,2,4,4,10,14
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,6,1,0,4,6,10
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,3,3,5,5,10
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,9,6,3,2,12,8,20
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,154,154,32,27,186,181,367
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,5,3,2,7,7,14
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,5,0,1,4,6,10
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,8,0,0,7,8,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,7,5,4,6,11,17
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,0,6,0,8,0,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,33,31,12,6,45,37,82
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,5,9,15,14,20,34
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,3,6,0,4,3,10,13
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,6,1,2,3,8,4,12
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,2,4,3,5,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,5,9,7,14,12,26
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,5,0,2,0,7,0,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,7,6,8,6,15,21
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,11,8,0,1,11,9,20
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,2,2,0,0,2,2,4
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,108,113,3,10,111,123,234
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,31,28,12,8,43,36,79
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,1,0,0,0,1,1
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,0,4,3,5,3,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,12,11,3,9,15,20,35
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,7,8,2,5,9,13,22
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,8,0,2,4,10,14
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,25,13,0,0,25,13,38
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,4,8,1,1,5,9,14
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,37,31,6,9,43,40,83
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,0,1,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,6,6,5,2,11,8,19
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,53,29,6,10,59,39,98
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,0,0,5,2,5,2,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,2,11,9,12,11,23
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-06-01,1,3,1,1,2,4,6
