,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,2,1,0,2,2,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,9,3,3,3,12,6,18
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,5,10,2,2,7,12,19
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,26,29,4,7,30,36,66
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,36,33,34,47,70,80,150
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,1,5,2,6,3,9
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,41,44,24,30,65,74,139
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,0,0,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,0,3,6,4,6,7,13
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,7,3,20,24,27,27,54
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,436,430,55,75,491,505,996
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,10,8,6,2,16,10,26
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,0,6,5,7,5,13,18
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,4,7,11,13,15,28
TAHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,3,0,1,1,4,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,26,36,35,47,61,83,144
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,12,8,2,8,14,16,30
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,1,0,1,1,2,3
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,4,9,7,9,11,18,29
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,243,228,118,77,361,305,666
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,8,12,15,18,23,41
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,3,6,9,9,12,15,27
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,7,2,8,8,15,10,25
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,3,9,16,10,19,29
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,8,9,7,7,15,16,31
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,92,94,69,76,161,170,331
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,10,8,26,16,36,24,60
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,4,14,4,8,8,22,30
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,7,14,12,5,19,19,38
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,4,1,0,2,4,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,4,3,6,9,10,19
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,5,1,5,1,10,2,12
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,2,12,10,18,12,30
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,14,12,10,7,24,19,43
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,2,1,0,0,2,1,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,102,105,14,11,116,116,232
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,58,33,15,12,73,45,118
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,0,1,0,2,0,2
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,1,2,0,0,1,2,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,18,23,4,9,22,32,54
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,13,6,5,13,18,19,37
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,2,8,0,0,2,8,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,28,26,0,3,28,29,57
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,2,0,13,12,15,12,27
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,15,16,2,2,17,18,35
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,73,89,73,77,146,166,312
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,2,9,20,25,22,34,56
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,17,18,1,3,18,21,39
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,59,54,11,15,70,69,139
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,3,1,2,3,5,4,9
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,13,7,18,14,31,21,52
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,2,0,1,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,156,115,48,46,204,161,365
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,2,3,6,9,8,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,60,44,4,0,64,44,108
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,74,63,126,153,200,216,416
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,3,4,0,0,3,4,7
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,5,2,0,0,5,2,7
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,64,74,8,7,72,81,153
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,5,1,1,7,6,13
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,79,98,13,15,92,113,205
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,6,1,3,7,9,16
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,13,13,0,1,13,14,27
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,50,48,20,11,70,59,129
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,6,5,0,1,6,6,12
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,8,4,1,2,9,6,15
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,2,1,1,3,3,4,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-07-01,5,3,2,4,7,7,14
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,3,0,0,3,3,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,16,13,9,10,25,23,48
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,10,5,5,8,15,23
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,1,3,1,3,4
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,1,2,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,1,6,3,10,4,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,5,3,1,1,6,4,10
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,4,0,2,2,6,8
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,1,2,15,3,16,19
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,7,6,6,9,13,22
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,19,18,1,3,20,21,41
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,3,0,1,1,4,5
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,0,0,1,0,1
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,0,0,0,2,0,2
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,3,7,3,7,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,9,3,9,6,18,9,27
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,1,1,2,1,3
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,8,7,2,3,10,10,20
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,3,1,3,1,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,22,25,2,2,24,27,51
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,6,11,3,6,9,17,26
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,4,2,3,6,7,13
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,1,1,2,5,3,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,1,7,1,7,8
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,5,5,0,0,5,5,10
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,1,0,0,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,2,0,0,1,2,3
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,21,18,3,0,24,18,42
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,1,0,0,3,1,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,12,10,5,5,17,15,32
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,5,7,1,2,6,9,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,7,10,7,10,17
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,6,5,0,0,6,5,11
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,7,9,24,25,31,34,65
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,5,2,2,3,7,5,12
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,12,8,7,3,19,11,30
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,33,16,8,5,41,21,62
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,4,2,2,6,6,12
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,5,1,0,4,5,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,6,7,1,10,7,17
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,1,2,3,3,4,7
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,10,16,10,7,20,23,43
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,6,0,0,4,6,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,0,14,11,16,11,27
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,4,0,0,0,4,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,5,4,0,8,5,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,18,13,12,18,30,31,61
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,3,0,1,2,4,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,22,17,3,2,25,19,44
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,5,4,6,1,11,5,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,7,4,8,7,15,11,26
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,6,2,1,1,7,3,10
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,7,8,19,22,26,30,56
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,41,37,16,14,57,51,108
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,7,5,5,5,12,17
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,464,419,52,61,516,480,996
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,10,3,0,0,10,3,13
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,8,1,1,5,9,14
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,17,19,2,2,19,21,40
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,2,0,0,1,2,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,18,25,14,12,32,37,69
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,4,0,0,3,4,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,14,11,14,15,28,43
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,2,0,1,0,3,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,6,6,0,0,6,6,12
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,4,5,4,8,8,16
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,24,19,3,1,27,20,47
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,1,0,0,1,1,2
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,11,17,8,4,19,21,40
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,3,1,1,2,4,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,7,9,12,5,19,14,33
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,26,35,0,0,26,35,61
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,15,16,8,9,23,25,48
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,1,0,0,0,1,1
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,1,2,2,3,3,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,528,467,130,144,658,611,1269
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,1,2,1,6,2,8
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,0,1,1,4,1,5
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,21,11,2,9,23,20,43
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,6,1,0,4,6,10
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,13,10,2,0,15,10,25
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,2,2,0,6,2,8
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,1,0,0,2,1,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,1,1,0,4,1,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,3,1,0,5,3,8
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,1,6,8,8,9,17
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,6,3,4,7,10,17
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,7,0,0,3,7,10
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,3,0,1,1,4,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,39,33,5,4,44,37,81
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,6,2,0,0,6,2,8
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,2,0,2,0,4,4
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,0,1,0,1,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,1,1,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,12,10,9,10,21,20,41
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,2,0,0,3,2,5
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,2,1,1,1,3,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,2,4,6,4,8,12
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,3,4,8,6,11,17
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,0,2,0,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,14,17,15,5,29,22,51
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,4,5,4,9,8,17
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,8,7,11,7,19,26
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,2,3,0,3,2,5
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,31,30,18,14,49,44,93
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,96,90,5,3,101,93,194
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,343,349,28,22,371,371,742
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,0,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,0,5,0,5,5
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,5,4,0,0,5,4,9
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,0,1,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,12,2,0,0,12,2,14
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,11,14,43,36,54,50,104
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,2,0,0,2,2,4
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,1,1,1,3,2,5
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,1,0,0,3,1,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,1,4,1,4,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,3,8,9,6,12,14,26
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,6,7,0,0,6,7,13
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,18,20,1,2,19,22,41
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,1,0,0,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,16,16,2,0,18,16,34
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,19,14,13,8,32,22,54
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,2,1,2,2,4,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,1,0,1,2,2,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,6,9,3,1,9,10,19
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,60,53,4,7,64,60,124
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,1,0,1,0,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,7,4,30,30,37,34,71
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,0,6,6,7,6,13
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,0,5,3,5,3,8
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,2,3,3,1,5,4,9
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,14,9,0,0,14,9,23
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,204,203,15,17,219,220,439
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,0,1,0,0,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,5,10,5,10,10,20,30
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,11,11,10,12,21,23,44
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,10,9,2,1,12,10,22
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,1,0,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,4,7,2,1,6,8,14
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-08-01,1,3,0,0,1,3,4
