,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,8,9,0,0,8,9,17
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,2,2,3,1,5,3,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,3,3,0,2,3,5,8
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,4,3,3,6,7,9,16
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,3,1,0,1,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,2,0,0,0,2,0,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,2,2,1,2,3,4,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,2,1,0,0,2,1,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,3,2,5,5,8,7,15
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,3,1,3,1,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,30,28,5,6,35,34,69
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,1,0,1,1,2,3
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,3,2,0,2,3,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,2,0,0,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,1,0,2,2
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,1,1,0,2,1,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,2,2,1,0,3,2,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,1,0,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,2,0,1,0,3,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,3,2,1,0,4,2,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,1,1,2,1,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,1,0,2,0,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,1,0,0,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,0,0,1,1,2
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,2,0,0,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,0,0,1,1,2
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,0,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,1,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,3,1,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,4,5,4,5,9
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,5,8,0,0,5,8,13
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,1,0,1,2,2,4
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,0,1,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,0,0,1,2,1,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,7,6,5,5,12,11,23
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,0,2,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,0,0,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,1,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,8,4,0,0,8,4,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,0,0,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,1,0,1,0,1
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,1,0,2,1,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,3,5,2,3,5,8,13
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,1,1,1,2
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,0,1,0,1,1
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,8,2,6,4,14,6,20
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,2,1,3,3,5,8
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,1,0,2,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,1,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,3,1,1,2,4,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,0,1,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,0,3,0,5,0,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,5,0,6,1,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,1,2,2,3,5
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,2,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,3,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,27,25,3,3,30,28,58
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,4,3,4,3,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,2,0,0,1,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,1,0,0,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,4,1,0,1,4,2,6
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,2,1,2,1,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,0,2,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,3,0,1,0,4,4
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,0,0,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,2,0,0,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-08-01,1,5,0,0,1,5,6
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,2,0,0,2,2,4
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,2,2,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,3,1,3,1,4
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,1,0,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,1,0,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,1,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,3,4,1,0,4,4,8
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,1,0,0,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,2,0,0,0,2,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,5,6,7,4,12,10,22
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,0,0,0,2,0,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,3,0,1,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,4,1,0,3,4,7
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,1,0,0,1,1,2
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,2,0,2,2,4,6
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,3,3,4,1,7,4,11
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,4,1,4,0,8,1,9
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,1,1,1,3,2,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,0,1,0,1,1
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,0,1,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,1,1,1,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,1,1,2,1,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,0,1,0,3,0,3
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,3,0,2,0,5,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,1,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,1,3,8,5,9,14
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,4,2,3,1,7,3,10
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,0,0,1,2,1,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,2,0,0,1,2,3
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,24,26,5,4,29,30,59
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,1,0,0,2,1,3
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,2,0,0,2,2,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,5,2,2,2,7,4,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,0,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,0,3,2,3,2,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,2,1,0,1,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,0,1,0,1,0,2,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-09-01,1,0,1,0,2,0,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,2,0,0,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,3,1,3,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,7,5,0,0,7,5,12
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,1,0,2,0,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,12,11,6,7,18,18,36
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,3,0,0,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,2,0,0,1,2,3
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,2,0,0,1,2,3
