,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,34,22,0,0,34,22,56
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,20,17,0,1,20,18,38
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,35,33,0,1,35,34,69
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,19,9,0,0,19,9,28
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,1,0,0,0,1,0,1
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,414,333,61,66,475,399,874
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,113,119,7,7,120,126,246
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,15,4,1,1,16,5,21
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,5,8,0,0,5,8,13
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,66,51,4,3,70,54,124
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,58,34,14,6,72,40,112
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,23,17,1,0,24,17,41
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,44,56,20,15,64,71,135
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,19,14,1,3,20,17,37
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,33,32,16,16,49,48,97
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,221,164,41,50,262,214,476
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,9,16,0,0,9,16,25
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,26,22,2,0,28,22,50
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,149,147,10,5,159,152,311
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,1,9,0,0,1,9,10
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,34,42,5,7,39,49,88
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,51,41,3,1,54,42,96
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,390,360,58,52,448,412,860
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,15,22,2,4,17,26,43
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,102,86,15,10,117,96,213
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,189,167,32,33,221,200,421
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,24,26,0,0,24,26,50
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,7,0,0,0,7,0,7
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,281,244,57,36,338,280,618
YACO,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,21,24,6,5,27,29,56
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,290,293,67,82,357,375,732
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,10,11,0,0,10,11,21
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,9,8,0,0,9,8,17
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,119,154,17,31,136,185,321
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,16,11,0,0,16,11,27
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,12,20,17,26,29,46,75
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,19,13,0,0,19,13,32
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,0,0,0,1,0,1,1
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2019-07-01,18,13,0,0,18,13,31
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,7,0,0,9,7,16
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,46,44,9,6,55,50,105
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,33,30,0,0,33,30,63
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,59,51,12,9,71,60,131
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,3,0,1,6,4,10
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,10,5,2,0,12,5,17
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,37,45,1,1,38,46,84
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,11,2,0,11,11,22
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,10,5,2,0,12,5,17
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,4,6,1,3,5,9,14
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,13,18,3,4,16,22,38
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,53,44,36,37,89,81,170
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,10,4,0,0,10,4,14
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,19,10,2,2,21,12,33
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,70,45,15,15,85,60,145
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,40,29,0,0,40,29,69
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,94,66,5,5,99,71,170
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,38,22,3,3,41,25,66
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,18,13,0,0,18,13,31
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,9,1,2,12,11,23
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,4,3,2,14,6,20
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,74,50,7,10,81,60,141
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,41,26,2,2,43,28,71
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,7,14,10,18,17,32,49
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,23,14,5,2,28,16,44
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,1,1,0,0,1,1,2
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,4,5,0,0,4,5,9
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,16,5,6,2,22,7,29
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,202,196,21,15,223,211,434
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,72,68,0,2,72,70,142
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,7,1,1,12,8,20
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,0,7,1,0,1,7,8
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,14,21,2,0,16,21,37
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,52,34,12,1,64,35,99
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,114,81,7,13,121,94,215
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,20,25,2,3,22,28,50
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,18,23,1,0,19,23,42
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,60,46,0,3,60,49,109
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,5,1,0,7,5,12
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,21,9,0,0,21,9,30
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,31,25,2,1,33,26,59
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,3,2,0,0,3,2,5
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,135,138,10,12,145,150,295
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,75,61,8,11,83,72,155
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,12,10,0,0,12,10,22
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,76,73,1,1,77,74,151
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,121,105,80,88,201,193,394
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,42,43,5,5,47,48,95
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,18,5,0,2,18,7,25
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,5,7,1,0,6,7,13
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,7,3,3,1,10,4,14
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,3,1,3,3,6,4,10
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,69,61,11,7,80,68,148
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,21,13,1,0,22,13,35
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,144,103,12,13,156,116,272
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,2,0,0,2,2,4
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,43,33,0,0,43,33,76
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,156,133,2,3,158,136,294
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,5,12,0,0,5,12,17
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,0,2,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,63,60,16,12,79,72,151
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,20,17,0,0,20,17,37
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,15,0,0,11,15,26
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,43,24,0,0,43,24,67
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,48,56,60,42,108,98,206
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,146,112,31,18,177,130,307
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,72,46,0,0,72,46,118
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2661,2447,910,945,3571,3392,6963
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,0,1,0,1,0,2,2
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,98,114,70,69,168,183,351
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,34,20,0,1,34,21,55
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,8,6,0,0,8,6,14
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,52,47,3,1,55,48,103
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,17,29,2,7,19,36,55
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,116,84,1,0,117,84,201
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,10,28,1,0,11,28,39
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,24,15,1,0,25,15,40
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,5,0,0,2,5,7
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,47,38,6,2,53,40,93
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,2,0,0,2,2,4
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,28,27,3,2,31,29,60
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,10,0,2,6,12,18
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,41,40,8,6,49,46,95
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,14,9,1,1,15,10,25
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,55,39,28,12,83,51,134
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,14,2,0,0,14,2,16
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,70,58,4,17,74,75,149
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,154,114,23,13,177,127,304
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,42,54,7,2,49,56,105
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,7,0,0,2,7,9
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,19,16,6,4,25,20,45
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,34,30,2,4,36,34,70
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,4,6,0,0,4,6,10
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,2,3,0,12,2,14
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,10,2,3,13,13,26
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2287,2115,755,794,3042,2909,5951
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,5,0,0,11,5,16
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,34,21,0,1,34,22,56
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,28,27,1,3,29,30,59
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,232,182,102,88,334,270,604
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,12,7,0,1,12,8,20
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,49,42,1,1,50,43,93
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,158,122,11,2,169,124,293
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,1,0,0,0,1,0,1
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,15,15,1,1,16,16,32
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,0,0,2,1,2,1,3
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,20,4,0,0,20,4,24
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,14,5,1,0,15,5,20
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,12,11,0,2,12,13,25
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,43,32,10,9,53,41,94
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,24,21,0,0,24,21,45
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,50,74,16,13,66,87,153
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,23,5,11,14,34,48
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,49,37,16,12,65,49,114
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,5,6,0,0,5,6,11
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,128,126,5,5,133,131,264
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,74,70,6,5,80,75,155
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,17,20,1,2,18,22,40
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,2,2,1,13,3,16
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,46,50,4,5,50,55,105
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,13,13,0,0,13,13,26
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,8,8,17,15,25,23,48
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,0,0,5,2,5,2,7
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,10,1,0,1,10,2,12
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,13,7,0,0,13,7,20
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,13,0,1,11,14,25
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,34,20,1,1,35,21,56
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,35,29,0,0,35,29,64
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,13,6,0,0,13,6,19
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,32,20,0,0,32,20,52
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,58,50,10,9,68,59,127
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,77,62,0,1,77,63,140
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,26,14,17,13,43,27,70
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,142,124,5,2,147,126,273
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,431,347,77,59,508,406,914
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,1863,1728,681,679,2544,2407,4951
LA RIVERA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,0,0,0,2,0,2
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,25,36,4,10,29,46,75
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,22,26,1,0,23,26,49
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,8,2,0,0,8,2,10
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,12,0,0,6,12,18
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,110,121,2,4,112,125,237
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,10,5,0,0,10,5,15
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,16,2,0,11,16,27
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,30,35,1,2,31,37,68
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,7,6,1,1,8,7,15
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,16,15,1,1,17,16,33
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,18,19,0,1,18,20,38
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,23,13,0,0,23,13,36
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,3,4,0,0,3,4,7
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,44,50,17,15,61,65,126
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,31,13,0,1,31,14,45
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,40,48,6,5,46,53,99
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,60,54,1,8,61,62,123
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,19,9,1,3,20,12,32
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,0,1,0,0,0,1,1
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,22,7,4,3,26,10,36
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,84,87,29,25,113,112,225
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,478,358,111,105,589,463,1052
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,4,1,0,3,4,7
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,37,17,0,0,37,17,54
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,13,7,1,2,14,9,23
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,1,0,1,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,4,0,0,6,4,10
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,38,43,0,0,38,43,81
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,40,42,4,5,44,47,91
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,33,18,0,1,33,19,52
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,924,831,308,283,1232,1114,2346
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,77,56,4,4,81,60,141
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,23,40,1,2,24,42,66
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,102,101,12,11,114,112,226
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,33,27,2,0,35,27,62
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,130,127,10,11,140,138,278
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,4,3,0,0,4,3,7
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,17,16,3,0,20,16,36
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,8,10,0,0,8,10,18
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,9,3,1,12,10,22
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,71,62,0,0,71,62,133
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,5,0,0,6,5,11
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,19,12,17,4,36,16,52
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,36,29,1,0,37,29,66
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,48,26,3,0,51,26,77
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,26,39,1,1,27,40,67
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,19,15,2,2,21,17,38
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,27,23,1,3,28,26,54
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,57,52,0,0,57,52,109
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,22,28,1,3,23,31,54
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,44,24,1,0,45,24,69
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,14,15,5,1,19,16,35
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,3,0,0,6,3,9
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,702,598,53,89,755,687,1442
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,16,16,0,1,16,17,33
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,2,1,1,7,3,10
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,50,44,5,1,55,45,100
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,8,4,7,15,15,30
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,12,9,4,4,16,13,29
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,29,38,5,9,34,47,81
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,2,6,0,1,2,7,9
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,28,35,5,9,33,44,77
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,22,28,4,0,26,28,54
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,6,1,0,0,6,1,7
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,27,24,9,6,36,30,66
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,400,351,38,24,438,375,813
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,35,22,0,1,35,23,58
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,90,87,17,21,107,108,215
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,1,6,1,0,2,6,8
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,485,455,199,180,684,635,1319
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,7,0,0,9,7,16
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,1,4,0,0,1,4,5
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,23,20,0,1,23,21,44
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,32,22,6,2,38,24,62
REYES,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,55,41,0,0,55,41,96
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,307,311,49,57,356,368,724
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,49,43,9,1,58,44,102
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,64,71,5,5,69,76,145
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,11,7,0,1,11,8,19
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,557,469,164,147,721,616,1337
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,9,10,1,0,10,10,20
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,90,45,2,0,92,45,137
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,16,13,1,3,17,16,33
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,29,23,0,1,29,24,53
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,8,18,15,10,23,28,51
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2019-08-01,10,5,1,0,11,5,16
