municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en el Establecimiento,TOTAL
SIPE SIPE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,5,5
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,5,5
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,45,45
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,3,3
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,3,3
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,28,28
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,70,70
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,3,3
TIPUANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,4,4
TOLATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,11,11
TORO TORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,16,16
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,8,8
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,6,6
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,7,7
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,9,9
VILA VILA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,4,4
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,13,13
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,6,6
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,22,22
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,13,13
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,40,40
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,28,28
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,4,4
YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-06-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,7,7
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,8,8
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
BELLA FLOR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,20,20
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,9,9
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,60,60
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,11,11
CARIPUYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
CHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,52,52
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,60,60
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,14,14
COLQUECHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
COTAGAITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,11,11
COTOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,42,42
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
CUEVO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,88,88
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,14,14
EXALTACION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,20,20
FILADELFIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,20,20
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,27,27
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
HUATAJATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
INQUISIVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,9,9
LA ASUNTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1262,1262
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,13,13
MAGDALENA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
MECAPACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,14,14
MOJOCOYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,31,31
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,8,8
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,50,50
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,76,76
PAILON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,8,8
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,11,11
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,16,16
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,593,593
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,14,14
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,15,15
PUNA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,11,11
ROBORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
SAIPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,10,10
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,60,60
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,8,8
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
SAN MATIAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,25,25
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,82,82
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,7,7
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,30,30
TACACOMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,42,42
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,196,196
TEOPONTE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,4,4
TIPUANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
TORO TORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,26,26
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,6,6
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,9,9
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,8,8
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,8,8
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,9,9
VILLAZON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,36,36
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,2,2
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,10,10
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,5,5
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-07-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,13,13
APOLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,6,6
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,4,4
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,20,20
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,4,4
BOLPEBRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,7,7
CABEZAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,3,3
CAIROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,5,5
CALACOTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,5,5
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,100,100
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,81,81
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,4,4
CARIPUYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,6,6
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-08-01,4,4
