municipality,group,variable,month,9.25 Nro de Terceras visitas Familiares,TOTAL
MOJOCOYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,34,34
MONTEAGUDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,39,39
MONTERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,44,44
MOROCHATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,1,1
OCURI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,14,14
ORURO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,106,106
PADCAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,22,22
PADILLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,6,6
PAILON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,23,23
PASORAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,10,10
PELECHUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,9,9
POCOATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,17,17
POROMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,73,73
PORONGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,101,101
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,127,127
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,15,15
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,2,2
PUERTO SILES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,2,2
PUNA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,16,16
PUNATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,45,45
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,24,24
RAVELO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,28,28
ROBORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,20,20
RURRENABAQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,2,2
SACABA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,198,198
SACABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,9,9
SAMAIPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,26,26
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,20,20
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,7,7
SAN BORJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,76,76
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,119,119
SAN IGNACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,47,47
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,231,231
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,14,14
SAN JULIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,148,148
SAN LUCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,56,56
SAN MATIAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,33,33
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,37,37
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,11,11
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,267,267
SANTA ROSA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,130,130
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,22,22
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,88,88
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,85,85
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,32,32
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,20,20
SIPE SIPE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,27,27
SUCRE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,133,133
TACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,37,37
TAHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,28,28
TAPACARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,25,25
TARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,327,327
TARVITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,200,200
TIQUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,172,172
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,10,10
TOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,73,73
TRINIDAD,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,46,46
TUPIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,87,87
UMALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,53,53
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,64,64
UYUNI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,43,43
VALLEGRANDE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,181,181
VIACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,19,19
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,35,35
VILLA MONTES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,95,95
VILLA SERRANO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,112,112
VILLA TUNARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,44,44
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,4,4
VILLAZON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,13,13
VITICHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,72,72
WARNES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,54,54
YACUIBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,37,37
YANACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,45,45
YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,96,96
YOCALLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,12,12
YOTALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,118,118
YUNCHARA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,47,47
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-08-01,25,25
ACACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
ACHACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,45,45
AIQUILE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,11,11
ALALAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,9,9
ALCALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
ANDAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,15,15
ARAMPAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,48,48
ARANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,8,8
ARBIETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,545,545
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
ATOCHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,169,169
AYATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,30,30
AZURDUY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,271,271
BAURES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,53,53
BELLA FLOR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,25,25
BERMEJO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,13,13
BETANZOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,12,12
BOLPEBRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,48,48
BOYUIBE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,36,36
BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,16,16
CABEZAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,13,13
CAIROMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,12,12
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,94,94
CAMARGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,26,26
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,8,8
CAMIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,43,43
CAPINOTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,77,77
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,47,47
CARACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,193,193
CARANAVI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
CARAPARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,25,25
CARIPUYO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,16,16
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,11,11
CATACORA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,136,136
CHAYANTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,90,90
CHUMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,80,80
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,9,9
CKOCHAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,47,47
COBIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,42,42
COCHABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,22,22
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,41,41
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,156,156
COLOMI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,28,28
COLQUECHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
COMARAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,59,59
CONCEPCION,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,12,12
CORIPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,34,34
CORO CORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
COROICO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,85,85
CULPINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,313,313
EL CHORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,24,24
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,20,20
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,231,231
EL TORNO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,2,2
EL VILLAR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,12,12
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,4,4
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,10,10
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,63,63
GIA-TIM,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,6,6
HUACARETA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,3,3
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,31,31
HUANUNI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
HUARINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,41,41
HUMANATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
ICLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,130,130
INCAHUASI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,130,130
INQUISIVI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,22,22
LA PAZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,3,3
LAGUNILLAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,48,48
LAS CARRERAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,28,28
LLALLAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,68,68
LLICA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,128,128
LORETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,30,30
MACHARETI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,75,75
MAGDALENA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,29,29
MAIRANA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,31,31
MINEROS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,21,21
MOCOMOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,54,54
MOJINETE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,30,30
MOJOCOYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,9,9
MONTEAGUDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,86,86
MONTERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,23,23
MOROCHATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,42,42
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,16,16
OKINAWA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,76,76
OMEREQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,48,48
PADILLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
PAILON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,10,10
PALCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,11,11
POCOATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,70,70
PORCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,17,17
POROMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,162,162
POTOSI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,130,130
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,50,50
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,10,10
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,6,6
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,39,39
PUNA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,15,15
PUNATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,89,89
QUILLACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,2,2
QUIME,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,11,11
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,30,30
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,16,16
RAVELO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,13,13
RIBERALTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,632,632
RURRENABAQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,7,7
SACABA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,549,549
SACABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,39,39
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,68,68
SAMAIPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,23,23
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,20,20
SAN ANDRES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,50,50
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,7,7
SAN BENITO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,2,2
SAN BORJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,30,30
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,60,60
SAN CARLOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,88,88
SAN IGNACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,37,37
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,36,36
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,8,8
SAN JULIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,93,93
SAN LUCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,116,116
SAN MATIAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,4,4
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,13,13
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,59,59
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,223,223
SANTA ROSA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,176,176
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,94,94
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,45,45
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,10,10
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,10,10
SORACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,44,44
SUCRE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,98,98
TAHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,34,34
TAPACARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,17,17
TARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,15,15
TARACO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,18,18
TARATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,120,120
TARIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,380,380
TARVITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,161,161
TIAHUANACU,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,50,50
TINGUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,75,75
TIQUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,180,180
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,5,5
TOTORA(ORR),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,13,13
TRINIDAD,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,14,14
TUPIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,94,94
UNCIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,35,35
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,134,134
UYUNI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,55,55
VALLEGRANDE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,196,196
VIACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,165,165
VILA VILA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,46,46
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,15,15
VILLA MONTES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,118,118
VILLA SERRANO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,17,17
VILLA TUNARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,54,54
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,9,9
VILLAZON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,26,26
VINTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,441,441
VITICHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,62,62
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,22,22
WARNES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,35,35
YACUIBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,28,28
YAMPARAEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,92,92
YANACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,113,113
YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,71,71
YOCALLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,31,31
YOTALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,102,102
