municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en la comunidad,TOTAL
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,31,31
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,8,8
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,4,4
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
RAVELO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,5,5
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,14,14
SACABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,55,55
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,9,9
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,18,18
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,13,13
SAN MATIAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,8,8
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,10,10
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,7,7
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,11,11
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,8,8
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,23,23
TACACOMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,11,11
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,10,10
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,17,17
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,9,9
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,22,22
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,5,5
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,6,6
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,63,63
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,16,16
VILA VILA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,12,12
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,5,5
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,13,13
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,8,8
VILLAZON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,10,10
YACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,3,3
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,22,22
YANACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,11,11
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,6,6
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-07-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,12,12
AIQUILE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
ALALAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,46,46
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
BELLA FLOR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
BOLPEBRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,5,5
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,21,21
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,15,15
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
CAPINOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,12,12
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,151,151
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
CARIPUYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
CHARAÑA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,11,11
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,15,15
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
COLLANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,54,54
COLQUENCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,8,8
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,7,7
CURVA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,126,126
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
EL VILLAR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
FILADELFIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,11,11
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,13,13
INQUISIVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,11,11
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
MAGDALENA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
MAIRANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,11,11
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,7,7
MOJINETE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,5,5
MOJOCOYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,57,57
MOROCHATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,50,50
PADILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,8,8
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,10,10
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,8,8
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
PASORAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,72,72
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,13,13
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,32,32
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,11,11
PUNA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
QUIABAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,14,14
SACABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,14,14
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,17,17
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,5,5
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,10,10
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,11,11
SIPE SIPE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,28,28
TACACOMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,11,11
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,4,4
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,237,237
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,7,7
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,25,25
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,34,34
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,24,24
