municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,6,6
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
AZURDUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,7,7
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,5,5
CARANAVI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,55,55
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,3,3
COLQUENCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,6,6
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,12,12
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,15,15
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,10,10
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,8,8
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,4,4
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,6,6
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,5,5
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,5,5
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
SAIPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,3,3
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
TARACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,3,3
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,3,3
TOLEDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,9,9
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,5,5
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,3,3
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,4,4
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-09-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,9,9
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,6,6
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,13,13
CHARAÑA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,12,12
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,6,6
COLQUENCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,8,8
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,17,17
HUATAJATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,10,10
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,3,3
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,3,3
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,11,11
QUIME,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1008,1008
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,3,3
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,12,12
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,10,10
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-10-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,4,4
AZURDUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,12,12
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,5,5
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,6,6
CHACARILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,4,4
CORIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,8,8
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,29,29
EL VILLAR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,14,14
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,8,8
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,4,4
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,8,8
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,6,6
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,4,4
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,6,6
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,8,8
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,8,8
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-11-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,9,9
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,5,5
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,8,8
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,6,6
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,7,7
EL VILLAR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,18,18
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,3,3
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,6,6
MOJOCOYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
MORO MORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,4,4
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,3,3
