municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,30,30
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,90,90
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,94,94
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,49,49
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,7,7
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4,4
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,9,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,17,17
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,356,356
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,151,151
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,18,18
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,53,53
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,143,143
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,57,57
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,12,12
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,39,39
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,100,100
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,2,2
SAN PEDRO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,2,2
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,1,1
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,23,23
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,25,25
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,8,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4203,4203
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,55,55
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,91,91
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,11,11
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,10,10
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,5,5
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4,4
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,8,8
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,57,57
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,39,39
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4,4
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,64,64
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,54,54
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,27,27
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,137,137
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,854,854
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,37,37
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,34,34
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,26,26
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,97,97
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,40,40
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4,4
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,12,12
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,456,456
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,46,46
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,28,28
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,20,20
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,105,105
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,69,69
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,52,52
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,160,160
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,1,1
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,138,138
TODOS SANTOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,1,1
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,14,14
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,21,21
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,30,30
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,33,33
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,42,42
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,27,27
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4,4
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,504,504
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,180,180
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,10,10
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,49,49
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,35,35
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,24,24
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,53,53
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,192,192
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,25,25
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,27,27
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,237,237
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,151,151
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,1,1
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4,4
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,45,45
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,235,235
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,100,100
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,123,123
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,420,420
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,45,45
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,5,5
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,147,147
YACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,7,7
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,145,145
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,27,27
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,7,7
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,59,59
YOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,14,14
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,4,4
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,12,12
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-06-01,34,34
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,8,8
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,102,102
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,22,22
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,31,31
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,23,23
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,43,43
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,14,14
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,9,9
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,24,24
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,14,14
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,37,37
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,16,16
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,12,12
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,52,52
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,29,29
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,69,69
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,14,14
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,5,5
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,141,141
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,75,75
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,26,26
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,3,3
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,10,10
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,8,8
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,148,148
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,81,81
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,6,6
BOLPEBRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,2,2
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,5,5
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,93,93
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,16,16
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,18,18
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,21,21
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,11,11
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,5,5
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,19,19
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,15,15
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,7,7
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,86,86
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,100,100
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,7,7
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,71,71
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,132,132
CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,1,1
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,39,39
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,50,50
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,12,12
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,1,1
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,102,102
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,14,14
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,28,28
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,7,7
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,25,25
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,38,38
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,22,22
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,11,11
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,87,87
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,357,357
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,1692,1692
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,131,131
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,34,34
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,14,14
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,70,70
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,37,37
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,154,154
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,13,13
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,40,40
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,3,3
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,45,45
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,23,23
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,24,24
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,36,36
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,8,8
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,9,9
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,3,3
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,81,81
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,97,97
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,31,31
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,4,4
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,116,116
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,24,24
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,5,5
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,11,11
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,2534,2534
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,8,8
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,12,12
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,20,20
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,124,124
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,62,62
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,132,132
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,58,58
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,7,7
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,3,3
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,8,8
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,42,42
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,21,21
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,8,8
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,31,31
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,6,6
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,135,135
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,23,23
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,38,38
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,67,67
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,10,10
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,11,11
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,8,8
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,78,78
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,5,5
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,27,27
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,37,37
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,19,19
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,6,6
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,191,191
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,104,104
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,3220,3220
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,21,21
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,12,12
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,2,2
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,158,158
LLICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,1,1
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,62,62
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,18,18
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,7,7
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,43,43
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,71,71
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,13,13
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,17,17
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,17,17
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,28,28
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,29,29
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,187,187
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,33,33
MOJINETE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,7,7
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,17,17
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,45,45
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,372,372
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,4,4
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,158,158
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,83,83
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,36,36
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,38,38
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,983,983
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,29,29
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,44,44
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,64,64
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,9,9
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,15,15
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,3,3
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,11,11
PAPEL PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,26,26
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,5,5
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,35,35
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,11,11
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,12,12
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,50,50
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,19,19
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,78,78
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,16,16
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-07-01,34,34
