municipality,group,variable,month,Antirrábica canina,TOTAL
BUENA VISTA,otras vacunaciones,antirrabica canina,2007-08-01,2470,2470
CABEZAS,otras vacunaciones,antirrabica canina,2007-08-01,2917,2917
CAIROMA,otras vacunaciones,antirrabica canina,2007-08-01,885,885
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2007-08-01,30,30
CAJUATA,otras vacunaciones,antirrabica canina,2007-08-01,88,88
CALACOTO,otras vacunaciones,antirrabica canina,2007-08-01,825,825
CALAMARCA,otras vacunaciones,antirrabica canina,2007-08-01,177,177
CAMARGO,otras vacunaciones,antirrabica canina,2007-08-01,20,20
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2007-08-01,101,101
CAMIRI,otras vacunaciones,antirrabica canina,2007-08-01,1,1
CAPINOTA,otras vacunaciones,antirrabica canina,2007-08-01,2163,2163
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2007-08-01,572,572
CARANAVI,otras vacunaciones,antirrabica canina,2007-08-01,402,402
CARANGAS,otras vacunaciones,antirrabica canina,2007-08-01,17,17
CARAPARI,otras vacunaciones,antirrabica canina,2007-08-01,2811,2811
CARIPUYO,otras vacunaciones,antirrabica canina,2007-08-01,77,77
CATACORA,otras vacunaciones,antirrabica canina,2007-08-01,230,230
CHALLAPATA,otras vacunaciones,antirrabica canina,2007-08-01,6,6
CHARAGUA,otras vacunaciones,antirrabica canina,2007-08-01,1208,1208
CHARAÑA,otras vacunaciones,antirrabica canina,2007-08-01,428,428
CHIMORE,otras vacunaciones,antirrabica canina,2007-08-01,834,834
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2007-08-01,24,24
CHUMA,otras vacunaciones,antirrabica canina,2007-08-01,147,147
CLIZA,otras vacunaciones,antirrabica canina,2007-08-01,4708,4708
COBIJA,otras vacunaciones,antirrabica canina,2007-08-01,531,531
COCHABAMBA,otras vacunaciones,antirrabica canina,2007-08-01,144506,144506
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2007-08-01,8175,8175
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2007-08-01,16,16
COLLANA,otras vacunaciones,antirrabica canina,2007-08-01,114,114
COLOMI,otras vacunaciones,antirrabica canina,2007-08-01,4952,4952
COLQUECHACA,otras vacunaciones,antirrabica canina,2007-08-01,82,82
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-08-01,278,278
COMANCHE,otras vacunaciones,antirrabica canina,2007-08-01,679,679
COMARAPA,otras vacunaciones,antirrabica canina,2007-08-01,2103,2103
CONCEPCION,otras vacunaciones,antirrabica canina,2007-08-01,992,992
COPACABANA,otras vacunaciones,antirrabica canina,2007-08-01,460,460
CORO CORO,otras vacunaciones,antirrabica canina,2007-08-01,1471,1471
COROICO,otras vacunaciones,antirrabica canina,2007-08-01,1083,1083
CORQUE,otras vacunaciones,antirrabica canina,2007-08-01,8,8
COTAGAITA,otras vacunaciones,antirrabica canina,2007-08-01,1899,1899
COTOCA,otras vacunaciones,antirrabica canina,2007-08-01,2647,2647
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2007-08-01,272,272
CULPINA,otras vacunaciones,antirrabica canina,2007-08-01,454,454
CURVA,otras vacunaciones,antirrabica canina,2007-08-01,164,164
EL ALTO,otras vacunaciones,antirrabica canina,2007-08-01,167186,167186
EL CHORO,otras vacunaciones,antirrabica canina,2007-08-01,5,5
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2007-08-01,330,330
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2007-08-01,825,825
EL TORNO,otras vacunaciones,antirrabica canina,2007-08-01,7184,7184
EL VILLAR,otras vacunaciones,antirrabica canina,2007-08-01,1049,1049
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-08-01,324,324
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-08-01,26,26
EUCALIPTUS,otras vacunaciones,antirrabica canina,2007-08-01,195,195
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2007-08-01,2406,2406
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2007-08-01,2339,2339
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2007-08-01,162,162
GUANAY,otras vacunaciones,antirrabica canina,2007-08-01,642,642
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2007-08-01,1840,1840
GUTIERREZ,otras vacunaciones,antirrabica canina,2007-08-01,427,427
HUACARETA,otras vacunaciones,antirrabica canina,2007-08-01,522,522
HUACHACALLA,otras vacunaciones,antirrabica canina,2007-08-01,96,96
ICHOCA,otras vacunaciones,antirrabica canina,2007-08-01,30,30
ICLA,otras vacunaciones,antirrabica canina,2007-08-01,218,218
INGAVI (HUMAITA),otras vacunaciones,antirrabica canina,2007-08-01,60,60
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2007-08-01,16,16
LA GUARDIA,otras vacunaciones,antirrabica canina,2007-08-01,34,34
LA PAZ,otras vacunaciones,antirrabica canina,2007-08-01,126256,126256
LAGUNILLAS,otras vacunaciones,antirrabica canina,2007-08-01,1029,1029
LAS CARRERAS,otras vacunaciones,antirrabica canina,2007-08-01,193,193
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2007-08-01,34,34
LLALLAGUA,otras vacunaciones,antirrabica canina,2007-08-01,186,186
LURIBAY,otras vacunaciones,antirrabica canina,2007-08-01,1534,1534
MACHARETI,otras vacunaciones,antirrabica canina,2007-08-01,1331,1331
MAGDALENA,otras vacunaciones,antirrabica canina,2007-08-01,1414,1414
MALLA,otras vacunaciones,antirrabica canina,2007-08-01,176,176
MAPIRI,otras vacunaciones,antirrabica canina,2007-08-01,1471,1471
MECAPACA,otras vacunaciones,antirrabica canina,2007-08-01,1347,1347
MINEROS,otras vacunaciones,antirrabica canina,2007-08-01,1932,1932
MIZQUE,otras vacunaciones,antirrabica canina,2007-08-01,3767,3767
MOCOMOCO,otras vacunaciones,antirrabica canina,2007-08-01,945,945
MOJOCOYA,otras vacunaciones,antirrabica canina,2007-08-01,1009,1009
MONTEAGUDO,otras vacunaciones,antirrabica canina,2007-08-01,1781,1781
MONTERO,otras vacunaciones,antirrabica canina,2007-08-01,236,236
MORO MORO,otras vacunaciones,antirrabica canina,2007-08-01,810,810
MOROCHATA,otras vacunaciones,antirrabica canina,2007-08-01,3026,3026
NAZACARA DE PACAJES,otras vacunaciones,antirrabica canina,2007-08-01,100,100
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica canina,2007-08-01,165,165
OCURI,otras vacunaciones,antirrabica canina,2007-08-01,209,209
OKINAWA,otras vacunaciones,antirrabica canina,2007-08-01,14,14
OMEREQUE,otras vacunaciones,antirrabica canina,2007-08-01,1394,1394
ORURO,otras vacunaciones,antirrabica canina,2007-08-01,51000,51000
PADCAYA,otras vacunaciones,antirrabica canina,2007-08-01,696,696
PADILLA,otras vacunaciones,antirrabica canina,2007-08-01,399,399
PALCA,otras vacunaciones,antirrabica canina,2007-08-01,742,742
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2007-08-01,2102,2102
PASORAPA,otras vacunaciones,antirrabica canina,2007-08-01,1392,1392
PATACAMAYA,otras vacunaciones,antirrabica canina,2007-08-01,1465,1465
PAZÑA,otras vacunaciones,antirrabica canina,2007-08-01,145,145
PELECHUCO,otras vacunaciones,antirrabica canina,2007-08-01,277,277
POCONA,otras vacunaciones,antirrabica canina,2007-08-01,1315,1315
POJO (CBBA),otras vacunaciones,antirrabica canina,2007-08-01,352,352
POROMA,otras vacunaciones,antirrabica canina,2007-08-01,1881,1881
PORONGO,otras vacunaciones,antirrabica canina,2007-08-01,2247,2247
PORTACHUELO,otras vacunaciones,antirrabica canina,2007-08-01,384,384
POSTRER VALLE,otras vacunaciones,antirrabica canina,2007-08-01,608,608
POTOSI,otras vacunaciones,antirrabica canina,2007-08-01,9061,9061
PRESTO,otras vacunaciones,antirrabica canina,2007-08-01,1352,1352
PUCARA,otras vacunaciones,antirrabica canina,2007-08-01,630,630
PUCARANI,otras vacunaciones,antirrabica canina,2007-08-01,3300,3300
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2007-08-01,1169,1169
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2007-08-01,1354,1354
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2007-08-01,383,383
PUERTO RICO,otras vacunaciones,antirrabica canina,2007-08-01,818,818
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2007-08-01,349,349
PUNA,otras vacunaciones,antirrabica canina,2007-08-01,313,313
PUNATA,otras vacunaciones,antirrabica canina,2007-08-01,7701,7701
QUILLACOLLO,otras vacunaciones,antirrabica canina,2007-08-01,8591,8591
RAVELO,otras vacunaciones,antirrabica canina,2007-08-01,118,118
RIBERALTA,otras vacunaciones,antirrabica canina,2007-08-01,30,30
ROBORE,otras vacunaciones,antirrabica canina,2007-08-01,289,289
SACABA,otras vacunaciones,antirrabica canina,2007-08-01,38119,38119
SACABAMBA,otras vacunaciones,antirrabica canina,2007-08-01,125,125
SACACA,otras vacunaciones,antirrabica canina,2007-08-01,1120,1120
SAIPINA,otras vacunaciones,antirrabica canina,2007-08-01,636,636
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2007-08-01,16,16
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2007-08-01,1048,1048
SAN BENITO,otras vacunaciones,antirrabica canina,2007-08-01,5435,5435
SAN CARLOS,otras vacunaciones,antirrabica canina,2007-08-01,83,83
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2007-08-01,2646,2646
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2007-08-01,1241,1241
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2007-08-01,1536,1536
SAN JULIAN,otras vacunaciones,antirrabica canina,2007-08-01,7413,7413
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2007-08-01,103,103
SAN LUCAS,otras vacunaciones,antirrabica canina,2007-08-01,1189,1189
SAN MATIAS,otras vacunaciones,antirrabica canina,2007-08-01,3660,3660
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica canina,2007-08-01,502,502
SAN PEDRO,otras vacunaciones,antirrabica canina,2007-08-01,2131,2131
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2007-08-01,367,367
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica canina,2007-08-01,67,67
SAN PEDRO DE QUEMES,otras vacunaciones,antirrabica canina,2007-08-01,16,16
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2007-08-01,93,93
SAN PEDRO(PND),otras vacunaciones,antirrabica canina,2007-08-01,108,108
SAN RAFAEL,otras vacunaciones,antirrabica canina,2007-08-01,418,418
SAN RAMON,otras vacunaciones,antirrabica canina,2007-08-01,954,954
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2007-08-01,251627,251627
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica canina,2007-08-01,741,741
SANTIVAÑES,otras vacunaciones,antirrabica canina,2007-08-01,1004,1004
SAPAHAQUI,otras vacunaciones,antirrabica canina,2007-08-01,137,137
SENA,otras vacunaciones,antirrabica canina,2007-08-01,618,618
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2007-08-01,777,777
SICAYA,otras vacunaciones,antirrabica canina,2007-08-01,71,71
SIPE SIPE,otras vacunaciones,antirrabica canina,2007-08-01,6035,6035
SORACACHI,otras vacunaciones,antirrabica canina,2007-08-01,70,70
SORATA,otras vacunaciones,antirrabica canina,2007-08-01,105,105
SUCRE,otras vacunaciones,antirrabica canina,2007-08-01,38801,38801
TACACHI,otras vacunaciones,antirrabica canina,2007-08-01,281,281
TACACOMA,otras vacunaciones,antirrabica canina,2007-08-01,341,341
TACOBAMBA,otras vacunaciones,antirrabica canina,2007-08-01,43,43
TACOPAYA,otras vacunaciones,antirrabica canina,2007-08-01,833,833
TAPACARI,otras vacunaciones,antirrabica canina,2007-08-01,1893,1893
TARABUCO,otras vacunaciones,antirrabica canina,2007-08-01,829,829
TARATA,otras vacunaciones,antirrabica canina,2007-08-01,279,279
TARIJA,otras vacunaciones,antirrabica canina,2007-08-01,13133,13133
TEOPONTE,otras vacunaciones,antirrabica canina,2007-08-01,488,488
TINGUIPAYA,otras vacunaciones,antirrabica canina,2007-08-01,8,8
TIPUANI,otras vacunaciones,antirrabica canina,2007-08-01,789,789
TIQUIPAYA,otras vacunaciones,antirrabica canina,2007-08-01,3248,3248
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2007-08-01,4925,4925
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2007-08-01,34,34
TOCO,otras vacunaciones,antirrabica canina,2007-08-01,536,536
TOLATA,otras vacunaciones,antirrabica canina,2007-08-01,1249,1249
TOLEDO,otras vacunaciones,antirrabica canina,2007-08-01,42,42
TOMINA,otras vacunaciones,antirrabica canina,2007-08-01,507,507
TORO TORO,otras vacunaciones,antirrabica canina,2007-08-01,75,75
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2007-08-01,1684,1684
TRIGAL,otras vacunaciones,antirrabica canina,2007-08-01,723,723
TUPIZA,otras vacunaciones,antirrabica canina,2007-08-01,2270,2270
TURCO,otras vacunaciones,antirrabica canina,2007-08-01,6,6
UMALA,otras vacunaciones,antirrabica canina,2007-08-01,1441,1441
UNCIA,otras vacunaciones,antirrabica canina,2007-08-01,1762,1762
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2007-08-01,205,205
UYUNI,otras vacunaciones,antirrabica canina,2007-08-01,158,158
VACAS,otras vacunaciones,antirrabica canina,2007-08-01,2838,2838
VALLEGRANDE,otras vacunaciones,antirrabica canina,2007-08-01,2106,2106
VIACHA,otras vacunaciones,antirrabica canina,2007-08-01,5682,5682
VILA VILA,otras vacunaciones,antirrabica canina,2007-08-01,276,276
VILLA MONTES,otras vacunaciones,antirrabica canina,2007-08-01,6595,6595
VILLA RIVERO,otras vacunaciones,antirrabica canina,2007-08-01,682,682
VILLA SERRANO,otras vacunaciones,antirrabica canina,2007-08-01,2681,2681
VILLA TUNARI,otras vacunaciones,antirrabica canina,2007-08-01,4521,4521
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2007-08-01,388,388
VILLAZON,otras vacunaciones,antirrabica canina,2007-08-01,4111,4111
VINTO,otras vacunaciones,antirrabica canina,2007-08-01,6920,6920
VITICHI,otras vacunaciones,antirrabica canina,2007-08-01,516,516
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2007-08-01,261,261
WARNES,otras vacunaciones,antirrabica canina,2007-08-01,1032,1032
YACO,otras vacunaciones,antirrabica canina,2007-08-01,1234,1234
YAMPARAEZ,otras vacunaciones,antirrabica canina,2007-08-01,630,630
YAPACANI,otras vacunaciones,antirrabica canina,2007-08-01,4606,4606
YOTALA,otras vacunaciones,antirrabica canina,2007-08-01,294,294
YUNCHARA,otras vacunaciones,antirrabica canina,2007-08-01,207,207
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2007-08-01,877,877
ACACIO,otras vacunaciones,antirrabica canina,2007-09-01,5,5
ACHACACHI,otras vacunaciones,antirrabica canina,2007-09-01,2290,2290
ACHOCALLA,otras vacunaciones,antirrabica canina,2007-09-01,1257,1257
AIQUILE,otras vacunaciones,antirrabica canina,2007-09-01,956,956
ALALAY,otras vacunaciones,antirrabica canina,2007-09-01,198,198
ALCALA,otras vacunaciones,antirrabica canina,2007-09-01,211,211
ANCORAIMES,otras vacunaciones,antirrabica canina,2007-09-01,1466,1466
ANDAMARCA,otras vacunaciones,antirrabica canina,2007-09-01,311,311
ANTEQUERA,otras vacunaciones,antirrabica canina,2007-09-01,344,344
ANZALDO,otras vacunaciones,antirrabica canina,2007-09-01,285,285
APOLO,otras vacunaciones,antirrabica canina,2007-09-01,1358,1358
ARAMPAMPA,otras vacunaciones,antirrabica canina,2007-09-01,324,324
ARANI,otras vacunaciones,antirrabica canina,2007-09-01,231,231
ARBIETO,otras vacunaciones,antirrabica canina,2007-09-01,266,266
ARQUE,otras vacunaciones,antirrabica canina,2007-09-01,669,669
ATOCHA,otras vacunaciones,antirrabica canina,2007-09-01,79,79
AUCAPATA,otras vacunaciones,antirrabica canina,2007-09-01,547,547
AYATA,otras vacunaciones,antirrabica canina,2007-09-01,508,508
AYO AYO,otras vacunaciones,antirrabica canina,2007-09-01,214,214
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2007-09-01,2124,2124
AZURDUY,otras vacunaciones,antirrabica canina,2007-09-01,794,794
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2007-09-01,78,78
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2007-09-01,141,141
BELLA FLOR,otras vacunaciones,antirrabica canina,2007-09-01,422,422
BERMEJO,otras vacunaciones,antirrabica canina,2007-09-01,107,107
BETANZOS,otras vacunaciones,antirrabica canina,2007-09-01,2582,2582
BOLIVAR,otras vacunaciones,antirrabica canina,2007-09-01,328,328
BOYUIBE,otras vacunaciones,antirrabica canina,2007-09-01,957,957
BUENA VISTA,otras vacunaciones,antirrabica canina,2007-09-01,53,53
CABEZAS,otras vacunaciones,antirrabica canina,2007-09-01,190,190
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2007-09-01,1460,1460
CAJUATA,otras vacunaciones,antirrabica canina,2007-09-01,277,277
CALACOTO,otras vacunaciones,antirrabica canina,2007-09-01,10,10
CALAMARCA,otras vacunaciones,antirrabica canina,2007-09-01,474,474
CAMARGO,otras vacunaciones,antirrabica canina,2007-09-01,1108,1108
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2007-09-01,660,660
CAMIRI,otras vacunaciones,antirrabica canina,2007-09-01,3800,3800
CAPINOTA,otras vacunaciones,antirrabica canina,2007-09-01,744,744
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2007-09-01,597,597
CARACOLLO,otras vacunaciones,antirrabica canina,2007-09-01,1651,1651
CARANAVI,otras vacunaciones,antirrabica canina,2007-09-01,660,660
CARANGAS,otras vacunaciones,antirrabica canina,2007-09-01,13,13
CARAPARI,otras vacunaciones,antirrabica canina,2007-09-01,2034,2034
CARIPUYO,otras vacunaciones,antirrabica canina,2007-09-01,20,20
CATACORA,otras vacunaciones,antirrabica canina,2007-09-01,24,24
CHACARILLA,otras vacunaciones,antirrabica canina,2007-09-01,228,228
CHALLAPATA,otras vacunaciones,antirrabica canina,2007-09-01,3179,3179
CHAQUI,otras vacunaciones,antirrabica canina,2007-09-01,1427,1427
CHARAGUA,otras vacunaciones,antirrabica canina,2007-09-01,880,880
CHARAÑA,otras vacunaciones,antirrabica canina,2007-09-01,39,39
CHAYANTA,otras vacunaciones,antirrabica canina,2007-09-01,120,120
CHIMORE,otras vacunaciones,antirrabica canina,2007-09-01,167,167
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2007-09-01,80,80
CHUMA,otras vacunaciones,antirrabica canina,2007-09-01,931,931
CLIZA,otras vacunaciones,antirrabica canina,2007-09-01,346,346
COBIJA,otras vacunaciones,antirrabica canina,2007-09-01,459,459
COCHABAMBA,otras vacunaciones,antirrabica canina,2007-09-01,2110,2110
COIPASA,otras vacunaciones,antirrabica canina,2007-09-01,34,34
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2007-09-01,372,372
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2007-09-01,254,254
COLLANA,otras vacunaciones,antirrabica canina,2007-09-01,136,136
COLOMI,otras vacunaciones,antirrabica canina,2007-09-01,470,470
COLQUECHACA,otras vacunaciones,antirrabica canina,2007-09-01,2442,2442
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-09-01,154,154
COLQUIRI,otras vacunaciones,antirrabica canina,2007-09-01,1426,1426
COMARAPA,otras vacunaciones,antirrabica canina,2007-09-01,1204,1204
COPACABANA,otras vacunaciones,antirrabica canina,2007-09-01,300,300
CORO CORO,otras vacunaciones,antirrabica canina,2007-09-01,7,7
COROICO,otras vacunaciones,antirrabica canina,2007-09-01,80,80
CORQUE,otras vacunaciones,antirrabica canina,2007-09-01,872,872
COTAGAITA,otras vacunaciones,antirrabica canina,2007-09-01,2505,2505
COTOCA,otras vacunaciones,antirrabica canina,2007-09-01,3600,3600
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2007-09-01,85,85
CUEVO,otras vacunaciones,antirrabica canina,2007-09-01,750,750
CULPINA,otras vacunaciones,antirrabica canina,2007-09-01,155,155
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2007-09-01,507,507
CURVA,otras vacunaciones,antirrabica canina,2007-09-01,235,235
DESAGUADERO,otras vacunaciones,antirrabica canina,2007-09-01,717,717
EL ALTO,otras vacunaciones,antirrabica canina,2007-09-01,5459,5459
EL CHORO,otras vacunaciones,antirrabica canina,2007-09-01,491,491
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2007-09-01,73,73
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2007-09-01,950,950
EL TORNO,otras vacunaciones,antirrabica canina,2007-09-01,1051,1051
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-09-01,3255,3255
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-09-01,2431,2431
EUCALIPTUS,otras vacunaciones,antirrabica canina,2007-09-01,47,47
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica canina,2007-09-01,245,245
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2007-09-01,10,10
FILADELFIA,otras vacunaciones,antirrabica canina,2007-09-01,171,171
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2007-09-01,296,296
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2007-09-01,748,748
GUANAY,otras vacunaciones,antirrabica canina,2007-09-01,440,440
GUAQUI,otras vacunaciones,antirrabica canina,2007-09-01,527,527
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2007-09-01,20,20
GUTIERREZ,otras vacunaciones,antirrabica canina,2007-09-01,1032,1032
HUACARETA,otras vacunaciones,antirrabica canina,2007-09-01,1285,1285
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica canina,2007-09-01,581,581
HUANUNI,otras vacunaciones,antirrabica canina,2007-09-01,3790,3790
ICHOCA,otras vacunaciones,antirrabica canina,2007-09-01,93,93
ICLA,otras vacunaciones,antirrabica canina,2007-09-01,115,115
INCAHUASI,otras vacunaciones,antirrabica canina,2007-09-01,773,773
INQUISIVI,otras vacunaciones,antirrabica canina,2007-09-01,356,356
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2007-09-01,2,2
IXIAMAS,otras vacunaciones,antirrabica canina,2007-09-01,725,725
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2007-09-01,1504,1504
LA GUARDIA,otras vacunaciones,antirrabica canina,2007-09-01,9343,9343
LA PAZ,otras vacunaciones,antirrabica canina,2007-09-01,7819,7819
LA RIVERA,otras vacunaciones,antirrabica canina,2007-09-01,10,10
LAGUNILLAS,otras vacunaciones,antirrabica canina,2007-09-01,159,159
LAJA,otras vacunaciones,antirrabica canina,2007-09-01,2825,2825
LAS CARRERAS,otras vacunaciones,antirrabica canina,2007-09-01,126,126
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2007-09-01,96,96
LLALLAGUA,otras vacunaciones,antirrabica canina,2007-09-01,6651,6651
LLICA,otras vacunaciones,antirrabica canina,2007-09-01,203,203
LURIBAY,otras vacunaciones,antirrabica canina,2007-09-01,95,95
MACHACAMARCA,otras vacunaciones,antirrabica canina,2007-09-01,992,992
MACHARETI,otras vacunaciones,antirrabica canina,2007-09-01,491,491
MAIRANA,otras vacunaciones,antirrabica canina,2007-09-01,1644,1644
MAPIRI,otras vacunaciones,antirrabica canina,2007-09-01,174,174
MECAPACA,otras vacunaciones,antirrabica canina,2007-09-01,251,251
MINEROS,otras vacunaciones,antirrabica canina,2007-09-01,40,40
MIZQUE,otras vacunaciones,antirrabica canina,2007-09-01,808,808
MOCOMOCO,otras vacunaciones,antirrabica canina,2007-09-01,190,190
MOJINETE,otras vacunaciones,antirrabica canina,2007-09-01,52,52
MONTEAGUDO,otras vacunaciones,antirrabica canina,2007-09-01,3962,3962
MONTERO,otras vacunaciones,antirrabica canina,2007-09-01,131,131
MORO MORO,otras vacunaciones,antirrabica canina,2007-09-01,210,210
MOROCHATA,otras vacunaciones,antirrabica canina,2007-09-01,1409,1409
OCURI,otras vacunaciones,antirrabica canina,2007-09-01,506,506
OKINAWA,otras vacunaciones,antirrabica canina,2007-09-01,99,99
OMEREQUE,otras vacunaciones,antirrabica canina,2007-09-01,47,47
ORURO,otras vacunaciones,antirrabica canina,2007-09-01,253,253
PADCAYA,otras vacunaciones,antirrabica canina,2007-09-01,980,980
PADILLA,otras vacunaciones,antirrabica canina,2007-09-01,2489,2489
PAILON,otras vacunaciones,antirrabica canina,2007-09-01,235,235
PALCA,otras vacunaciones,antirrabica canina,2007-09-01,445,445
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2007-09-01,301,301
PAMPA AULLAGAS,otras vacunaciones,antirrabica canina,2007-09-01,229,229
PAMPA GRANDE,otras vacunaciones,antirrabica canina,2007-09-01,508,508
PASORAPA,otras vacunaciones,antirrabica canina,2007-09-01,7,7
PATACAMAYA,otras vacunaciones,antirrabica canina,2007-09-01,1507,1507
PAZÑA,otras vacunaciones,antirrabica canina,2007-09-01,762,762
PELECHUCO,otras vacunaciones,antirrabica canina,2007-09-01,470,470
POCOATA,otras vacunaciones,antirrabica canina,2007-09-01,2184,2184
POCONA,otras vacunaciones,antirrabica canina,2007-09-01,578,578
POJO (CBBA),otras vacunaciones,antirrabica canina,2007-09-01,1166,1166
POOPO,otras vacunaciones,antirrabica canina,2007-09-01,310,310
PORCO,otras vacunaciones,antirrabica canina,2007-09-01,856,856
POROMA,otras vacunaciones,antirrabica canina,2007-09-01,1212,1212
PORONGO,otras vacunaciones,antirrabica canina,2007-09-01,504,504
PORTACHUELO,otras vacunaciones,antirrabica canina,2007-09-01,375,375
PORVENIR,otras vacunaciones,antirrabica canina,2007-09-01,243,243
POSTRER VALLE,otras vacunaciones,antirrabica canina,2007-09-01,258,258
POTOSI,otras vacunaciones,antirrabica canina,2007-09-01,6631,6631
PRESTO,otras vacunaciones,antirrabica canina,2007-09-01,706,706
PUCARA,otras vacunaciones,antirrabica canina,2007-09-01,182,182
PUCARANI,otras vacunaciones,antirrabica canina,2007-09-01,139,139
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2007-09-01,1136,1136
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2007-09-01,224,224
PUERTO GONZALO MORENO,otras vacunaciones,antirrabica canina,2007-09-01,332,332
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2007-09-01,303,303
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2007-09-01,3571,3571
PUNA,otras vacunaciones,antirrabica canina,2007-09-01,521,521
PUNATA,otras vacunaciones,antirrabica canina,2007-09-01,342,342
QUILLACOLLO,otras vacunaciones,antirrabica canina,2007-09-01,7614,7614
QUIME,otras vacunaciones,antirrabica canina,2007-09-01,448,448
QUIRUSILLAS,otras vacunaciones,antirrabica canina,2007-09-01,100,100
RAVELO,otras vacunaciones,antirrabica canina,2007-09-01,1807,1807
ROBORE,otras vacunaciones,antirrabica canina,2007-09-01,187,187
SABAYA,otras vacunaciones,antirrabica canina,2007-09-01,87,87
SACABA,otras vacunaciones,antirrabica canina,2007-09-01,1530,1530
