municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,6,6
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,112,112
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,4,4
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,8,8
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,133,133
CHIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,5,5
CHOQUE COTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,50,50
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,156,156
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,237,237
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3712,3712
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,71,71
"COLCHA ""K""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,6,6
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,76,76
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,12,12
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,38,38
COLQUENCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,24,24
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,52,52
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,59,59
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,2,2
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,17,17
CORQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,153,153
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,56,56
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,265,265
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,5,5
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1127,1127
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,4,4
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,26,26
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,184,184
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,20,20
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,21,21
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,710,710
EUCALIPTUS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,10,10
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,128,128
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,31,31
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,32,32
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,14,14
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,54,54
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,6,6
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,625,625
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,23,23
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,9,9
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,24,24
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,11,11
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,138,138
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,55,55
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,251,251
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,22,22
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,270,270
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,23,23
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,2603,2603
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,8,8
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,15,15
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,170,170
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,346,346
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,13,13
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,169,169
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,4,4
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,194,194
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,33,33
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,538,538
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,45,45
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,29,29
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,186,186
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,221,221
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,373,373
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,31,31
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,2,2
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,201,201
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,598,598
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,21,21
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,19,19
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,107,107
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,37,37
PAMPA AULLAGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,21,21
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,12,12
PAPEL PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,13,13
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,46,46
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
PAZÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,8,8
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,8,8
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,158,158
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,57,57
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,232,232
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,33,33
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,70,70
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,27,27
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,540,540
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,17,17
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,32,32
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,8,8
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,21,21
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,55,55
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,466,466
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,31,31
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,21,21
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,381,381
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,9,9
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,59,59
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,59,59
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,177,177
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,67,67
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,177,177
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,537,537
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,13,13
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,54,54
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,73,73
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,18,18
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,2,2
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,66,66
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,22,22
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,23,23
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,325,325
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,4,4
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,26,26
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,78,78
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,174,174
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,11,11
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,5,5
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,206,206
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,181,181
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,188,188
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,56,56
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
SAN PEDRO DE QUEMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,10,10
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,365,365
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,5749,5749
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,4,4
SANTIAGO DE CALLAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,40,40
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,48,48
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,1,1
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,83,83
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,25,25
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,29,29
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,13,13
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,865,865
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,27,27
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,36,36
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,258,258
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,99,99
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,323,323
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,51,51
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,750,750
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,8,8
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,5,5
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,3,3
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,183,183
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,21,21
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,50,50
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,312,312
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,6,6
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,22,22
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,23,23
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,459,459
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,30,30
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,61,61
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,85,85
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,147,147
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,347,347
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,149,149
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,22,22
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,35,35
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,21,21
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,2,2
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,27,27
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,19,19
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,8,8
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,50,50
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,31,31
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,36,36
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,177,177
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,560,560
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,94,94
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,30,30
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,250,250
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,9,9
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,454,454
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,17,17
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,186,186
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,7,7
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,32,32
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,82,82
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,24,24
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-07-01,16,16
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,14,14
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,175,175
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,393,393
ALALAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,39,39
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,8,8
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,830,830
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,44,44
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,14,14
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,6,6
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,33,33
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,118,118
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,16,16
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,10,10
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,281,281
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,23,23
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,20,20
BELEN DE ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,22,22
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,73,73
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,111,111
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,84,84
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,19,19
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,57,57
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,12,12
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,264,264
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,15,15
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,106,106
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,170,170
CARACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,16,16
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,168,168
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,17,17
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,12,12
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,7,7
CATACORA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,76,76
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,71,71
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,13,13
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,7,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,51,51
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,45,45
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,238,238
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,170,170
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2034,2034
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,92,92
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,99,99
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,12,12
COLQUENCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,171,171
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,6,6
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,82,82
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,10,10
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
CORQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,64,64
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,75,75
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,149,149
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,136,136
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,699,699
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1269,1269
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,33,33
