,group,variable,month,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
LAGUNILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
LAJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
LLALLAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,5,16,5,16,21
LORETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,30,30,5,2,35,32,67
MACHACAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
MACHARETI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,2,0,0,2,2,4
MAIRANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,9,0,0,0,9,0,9
MALLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,4,1,4,5
MAPIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,2,0,5,5
MECAPACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,10,31,10,31,41
MINEROS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
MIZQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
MOCOMOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,4,0,4,4
MOJINETE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,3,2,6,3,9,12
MONTEAGUDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,11,12,3,9,14,21,35
MONTERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,18,18,12,18,30,48
MORO MORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,4,1,0,2,4,6
OKINAWA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,1,2,1,3,4
OMEREQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,3,0,3,2,6,8
ORURO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,7,38,2,21,9,59,68
PADILLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,3,4,0,2,3,6,9
PAILON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,4,4,22,31,26,35,61
PALCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,4,0,2,0,6,6
PAMPA GRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,9,8,19,9,28,37
PATACAMAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,1,21,22,23,23,46
POJO (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
POOPO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
POROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
PORONGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,29,4,8,22,37,26,63
PORTACHUELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,1,2,1,3,4
PORVENIR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,3,0,1,1,4,5
PUCARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
PUCARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,4,1,11,1,15,16
PUERTO ACOSTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,3,3,0,0,3,3,6
PUERTO QUIJARRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,5,0,0,0,5,5
PUERTO RICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,1,1,2,3
PUERTO SUAREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,5,0,1,0,6,6
PUERTO VILLARROEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,4,23,1,2,5,25,30
PUNATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,4,7,3,0,7,7,14
QUILLACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,17,8,3,8,20,28
QUIME,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
RIBERALTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
ROBORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,3,1,0,4,3,5,8
SACABA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,3,22,4,9,7,31,38
SACABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,2,2,2,2,4
SACACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
SAIPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,3,0,0,1,3,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SAMAIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,4,1,3,3,7,10
SAN ANDRES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,7,7,7,8,15
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
SAN BENITO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,7,2,7,4,14,18
SAN BORJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,8,2,31,4,39,43
SAN BUENA VENTURA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,1,0,3,3
SAN CARLOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,4,5,6,9,10,14,24
SAN IGNACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,10,0,0,2,10,12
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,5,23,2,1,7,24,31
SAN JOAQUIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,8,32,57,33,65,98
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SAN JULIAN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,4,13,11,35,15,48,63
SAN LORENZO(PND),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,4,1,4,5
SAN LORENZO(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,1,0,0,2,1,3
SAN LUCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,6,13,2,13,8,21
SAN MATIAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,6,0,3,1,9,10
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,21,0,0,0,21,21
SAN PEDRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,4,0,0,0,4,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SAN RAFAEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SAN RAMON SCZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,210,558,265,338,475,896,1371
SANTA ROSA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,6,9,10,11,16,27
SANTA ROSA DEL SARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,11,0,1,0,12,12
SANTIAGO DE HUARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,0,1,0,1
SHINAOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,1,1,1,2,3
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,5,0,0,0,5,5
SICAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,7,10,10,12,17,29
SOPACHUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,3,0,3,0,3
SORATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,7,0,2,0,9,9
SUCRE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,5,76,42,116,47,192,239
TACACOMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,6,1,1,2,7,9
TARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,3,1,3,4
TARACO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,5,0,0,0,5,5
TARATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,2,0,2,2,4,6
TARIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,13,66,22,44,35,110,145
TARVITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,3,4,31,2,34,6,40
TEOPONTE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
TIAWANACU,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
TINGUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,5,0,6,6
TIPUANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
TIQUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,4,1,2,2,6,8
TIRAQUE (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,2,9,2,9,11
TOLATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,0,1,3,2,3,5
TOLEDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,0,3,0,4,0,4
TOMINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,9,7,11,8,20,28
TOTORA(ORR),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,3,24,1,3,4,27,31
TUPIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,3,0,4,4
UMALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
URUBICHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,5,1,0,30,5,31,36
UYUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,1,1,2,3
VACAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,6,0,0,1,6,7
VIACHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,11,0,2,1,13,14
VILLA CHARCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,4,2,4,2,8,10
VILLA MONTES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,13,3,1,2,14,5,19
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,7,0,7,7
VILLA RIVERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,7,13,6,15,13,28,41
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,3,11,4,12,7,19
VILLAZON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,6,0,1,1,7,8
VINTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,22,0,4,1,26,27
WARNES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,8,41,8,21,16,62,78
YACO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,13,6,3,5,16,11,27
YAMPARAEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
YANACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,3,2,27,47,30,49,79
YOTALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,1,3,4,3,5,6,11
ZUDAÑEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-07-01,2,2,52,7,54,9,63
ACHACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
ACHOCALLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,2,0,1,1,3,4
AIQUILE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,4,5,2,2,6,7,13
ALTO BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
ANCORAIMES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,1,0,4,4
ANDAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,2,0,3,3
ANZALDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,2,1,2,3
APOLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
ARAMPAMPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,2,0,3,3
ARBIETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
ARQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,13,0,1,0,14,14
AYATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,4,0,5,5
AZURDUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,11,0,11,11
BATALLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
BAURES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
BELEN DE ANDAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,1,1,2,2,4
BERMEJO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,5,5,0,0,5,5,10
BOLIVAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
BOLPEBRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,0,1,0,1
BOYUIBE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,3,2,0,0,3,2,5
BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,1,1,2,3
CABEZAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,4,8,9,38,13,46,59
CAJUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,25,2,24,4,49,53
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,1,2,1,5,6
CAMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,57,64,24,17,81,81,162
CAPINOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,9,1,7,1,16,17
CAQUIAVIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
CARACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,4,0,0,1,4,5
CARANAVI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,4,6,16,6,20,26
CARAPARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,1,0,0,2,1,3
CARIPUYO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,3,0,1,1,4,5
CHARAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,2,23,17,24,19,43
CHAYANTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,3,2,5,3,8,11
CHIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
CLIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,4,0,4,4
COBIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,10,1,15,2,25,27
COCHABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,18,107,35,38,53,145,198
COLCAPIRHUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,6,2,14,3,20,23
"COLCHA ""K""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,7,1,1,2,8,10
COLOMI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,9,0,2,0,11,11
COMARAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,2,1,1,2,3,5
CONCEPCION,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,5,0,0,0,5,5
COPACABANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,3,1,3,4
CORIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,29,41,29,42,71
CORO CORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,1,0,1,1,2
COTAGAITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,6,50,7,51,13,101,114
CUATRO CAÑADAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,8,2,1,2,9,11
CULPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,5,0,19,0,24,24
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,82,347,206,185,288,532,820
EL CHORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,48,97,60,74,108,171,279
EL VILLAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,3,2,4,3,7
ENTRE RIOS TRJ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,3,1,4,2,7,9
ENTRE RIOS CBBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,3,0,0,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,0,1,0,1
GUANAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,4,1,0,1,4,5
GUAYARAMERIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,11,39,50,39,61,100
GUTIERREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,10,4,7,4,17,21
HUACARETA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,3,1,4,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,1,0,2,0,2
HUANUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,5,1,2,2,7,9
INCAHUASI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,4,0,1,1,5,6
JESUS DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
LA ASUNTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,36,36,36,38,74
LA GUARDIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,18,25,75,66,93,91,184
LA PAZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,17,164,12,16,29,180,209
LAGUNILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,1,1,1,2
LAJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
LAS CARRERAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
