,group,variable,month,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
LA ASUNTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,2,0,0,2,2,4
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,95,67,1,14,96,81,177
MALLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,0,0,0,2,0,2
MOJOCOYA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,1,0,0,2,1,3
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,3,10,0,0,3,10,13
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,25,44,32,40,57,84,141
PASORAPA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,4,4,0,0,4,4,8
PORTACHUELO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,0,0,0,1,0,1
PORVENIR,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,8,26,0,0,8,26,34
PUCARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,3,0,0,0,3,3
PUERTO PEREZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,4,11,0,0,4,11,15
QUIME,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,10,8,0,0,10,8,18
ROBORE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,2,0,0,1,2,3
SAN BUENA VENTURA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,0,0,1,2,1,3
SAN CARLOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,0,1,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,3,0,0,1,3,4
SAN PEDRO DE TIQUINA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,3,1,1,0,4,1,5
SAN RAMON BENI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,7,0,0,1,7,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,33,84,0,0,33,84,117
SANTA ROSA DEL SARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,0,0,0,2,0,2
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,22,37,0,0,22,37,59
TARACO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,3,10,0,0,3,10,13
TARVITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,3,2,0,0,3,2,5
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,6,12,2,13,8,21
URUBICHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,10,0,0,2,10,12
VALLEGRANDE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,7,1,2,3,9,12
VIACHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,5,0,0,0,5,5
VILA VILA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,3,2,0,0,3,2,5
VILLA MONTES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,7,0,0,0,7,7
VILLA TUNARI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,0,2,0,2,0,2
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,1,0,0,2,1,3
YACUIBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,16,0,0,1,16,17
YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,0,0,2,0,2,2
ZUDAÑEZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,3,0,0,1,3,4
ASCENCION DE GUARAYOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,5,8,0,0,5,8,13
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,5,1,1,3,6,9
BOYUIBE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,3,2,0,0,3,2,5
CARACOLLO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,4,0,2,2,6,8
CHALLAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,6,0,0,1,6,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,2,0,0,0,2,2
CHUMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,4,2,0,0,4,2,6
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,5,11,0,0,5,11,16
COCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,8,0,0,1,8,9
COMARAPA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,4,6,0,0,4,6,10
CORQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,0,0,0,2,0,2
CURVA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,0,0,0,2,0,2
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,4,8,7,1,11,9,20
EL PUENTE(STC),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,4,6,0,0,4,6,10
EL PUENTE(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,0,0,0,1,0,1
ESCOMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,3,0,0,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,2,0,0,1,2,3
HUACARETA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,0,2,0,2,0,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,0,0,1,2,1,3
LA GUARDIA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,41,62,23,23,64,85,149
LLALLAGUA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,5,11,0,0,5,11,16
MOCOMOCO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,1,0,0,1,1,2
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,4,0,0,2,4,6
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,37,74,0,4,37,78,115
PALOS BLANCOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,0,0,0,2,0,2
PORTACHUELO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,4,0,0,1,4,5
PORVENIR,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,4,0,0,1,4,5
POSTRER VALLE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,7,6,0,0,7,6,13
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,27,32,0,0,27,32,59
PUCARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,3,2,0,0,3,2,5
PUCARANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,2,0,2,0,4,4
PUERTO ACOSTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,3,0,3,1,6,7
PUERTO VILLARROEL,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,1,0,0,0,1,1
PUNA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,8,8,0,0,8,8,16
ROBORE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,1,0,0,1,1,2
SAN BUENA VENTURA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,3,0,0,0,3,3
SAN LORENZO(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,1,0,0,0,1,1
SAN PEDRO DE QUEMES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,3,0,0,2,3,5
SAN PEDRO DE TIQUINA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,2,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,30,124,0,0,30,124,154
SHINAOTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,6,8,0,0,6,8,14
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,7,4,15,4,22,26
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,6,6,0,0,6,6,12
TARVITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,2,0,0,1,2,3
TOLEDO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,0,0,3,0,3,0,3
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,13,28,0,2,13,30,43
UYUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,17,24,0,0,17,24,41
VIACHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,3,15,0,0,3,15,18
VILA VILA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,5,4,0,0,5,4,9
VILLA TUNARI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,33,52,0,0,33,52,85
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,3,2,0,0,3,2,5
YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,2,2,6,7,8,9,17
ZUDAÑEZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-09-01,1,5,0,0,1,5,6
ANCORAIMES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,5,0,0,2,5,7
ATOCHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,3,0,0,1,3,4
AUCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,5,6,0,0,5,6,11
AYO AYO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,1,0,0,1,1,2
BATALLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,6,1,0,1,6,7
BELLA FLOR,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,4,4,0,0,4,4,8
BUENA VISTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,0,0,0,1,0,1
CAIROMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,3,6,0,0,3,6,9
CAJUATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,3,1,1,0,4,1,5
CALAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,8,0,0,2,8,10
CAMARGO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,15,13,0,0,15,13,28
CAMIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,4,7,0,0,4,7,11
CHARAGUA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,17,0,0,0,17,0,17
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,2,0,0,0,2,2
CHUMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,7,4,0,0,7,4,11
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,3,11,0,0,3,11,14
COCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,17,51,58,8,75,59,134
"COLCHA ""K""",otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,2,0,0,0,2,2
COLQUENCHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,5,10,0,0,5,10,15
COMARAPA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,2,0,0,1,2,3
COPACABANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,4,3,0,0,4,3,7
CUATRO CAÑADAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,14,21,1,1,15,22,37
ENTRE RIOS TRJ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,1,0,0,1,1,2
ESCOMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,0,9,4,9,4,13
FILADELFIA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,4,0,1,0,5,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,15,7,0,0,15,7,22
HUACARETA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,3,2,0,0,3,2,5
HUACHACALLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,18,73,0,0,18,73,91
HUARACAJE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,13,6,0,0,13,6,19
ICLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,6,0,0,1,6,7
INQUISIVI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,2,0,0,2,2,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,5,6,11,6,16,22
IXIAMAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,1,2,1,3,4
LA GUARDIA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,3,0,0,0,3,3
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,63,56,0,0,63,56,119
LAJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,0,0,2,0,2,2
MAIRANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,8,3,0,0,8,3,11
MIZQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,4,14,0,0,4,14,18
MOJOCOYA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,4,3,0,0,4,3,7
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,36,43,2,0,38,43,81
PAMPA GRANDE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,3,0,0,0,3,3
POCONA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,2,2,2,3,5
PORTACHUELO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,1,0,1,1,2,3
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,40,53,0,0,40,53,93
PUCARANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,6,0,0,0,6,6
PUERTO ACOSTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,1,0,0,2,1,3
PUERTO PEREZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,1,0,0,2,1,3
QUIABAYA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,0,4,4,4,4,8
QUIME,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,0,0,0,2,0,2
SAN BUENA VENTURA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,0,0,0,1,0,1
SAN CARLOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,3,0,0,1,3,4
SAN IGNACIO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,2,0,0,1,2,3
SAN LORENZO(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,4,0,0,0,4,4
SANTA ANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,76,569,0,20,76,589,665
SHINAOTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,9,10,1,3,10,13,23
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,15,12,0,0,15,12,27
TARVITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,2,0,0,1,2,3
TOTORA(CBBA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,8,21,1,2,9,23,32
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,17,2,0,0,17,2,19
UYUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,4,12,0,0,4,12,16
VALLEGRANDE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,3,11,0,0,3,11,14
VILLA MONTES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,3,1,0,0,3,1,4
VILLA TUNARI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,6,12,0,0,6,12,18
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,2,0,0,0,2,0,2
YACO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,4,0,0,1,4,5
YACUIBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,2,0,0,0,2,2
YANACACHI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,1,0,0,1,1,2
YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,0,2,3,1,3,3,6
YOTALA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-10-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,4,0,0,3,4,7
ASCENCION DE GUARAYOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,5,12,0,0,5,12,17
BATALLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,0,1,2,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,2,0,0,0,2,0,2
BELLA FLOR,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,2,0,0,1,2,3
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,2,3,0,0,2,3,5
CABEZAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,0,0,0,1,0,1
"CAIZA ""D""",otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,4,0,0,1,4,5
CAMARGO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,9,0,0,1,9,10
CHALLAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,2,11,0,0,2,11,13
CHAQUI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,3,0,0,3,3,6
CHARAGUA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,0,20,0,20,0,20
CHUA COCANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,10,0,0,3,10,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
CHUMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,6,1,0,0,6,1,7
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,4,6,0,0,4,6,10
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,34,60,0,0,34,60,94
COLQUENCHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,5,0,0,0,5,5
COLQUIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,0,0,9,0,9,9
COMARAPA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,2,0,0,1,2,3
COPACABANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,3,0,0,0,3,3
