,group,variable,month,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
EUCALIPTUS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EUREKA (SANTOS MERCADO),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,7.0,0.0,7.0,7.0
FILADELFIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,4.0,0.0,8.0,8.0
GENERAL SAAVEDRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,20.0,0.0,8.0,0.0,28.0,28.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
GUANAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,38.0,0.0,5.0,0.0,43.0,43.0
GUAQUI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
GUAYARAMERIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,281.0,0.0,25.0,0.0,306.0,306.0
GUTIERREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
HUACARETA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,18.0,0.0,5.0,0.0,23.0,23.0
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,6.0,0.0,8.0,0.0,14.0,14.0
HUACHACALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
HUANUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,34.0,0.0,7.0,0.0,41.0,41.0
HUARACAJE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
HUARINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,6.0,0.0,10.0,10.0
HUATAJATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
HUAYLLAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,8.0,0.0,9.0,0.0,17.0,17.0
HUMANATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ICHOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,6.0,0.0,5.0,0.0,11.0,11.0
ICLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,11.0,0.0,3.0,0.0,14.0,14.0
INCAHUASI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,32.0,0.0,34.0,0.0,66.0,66.0
INQUISIVI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,18.0,0.0,14.0,0.0,32.0,32.0
IXIAMAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
JESUS DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,13.0,0.0,4.0,0.0,17.0,17.0
LA ASUNTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,49.0,0.0,54.0,0.0,103.0,103.0
LA GUARDIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,105.0,0.0,12.0,0.0,117.0,117.0
LA PAZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1772.0,0.0,153.0,0.0,1925.0,1925.0
LAGUNILLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,10.0,0.0,14.0,14.0
LAJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,36.0,0.0,23.0,0.0,59.0,59.0
LAS CARRERAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
LLALLAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,25.0,0.0,7.0,0.0,32.0,32.0
LLICA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,8.0,0.0,11.0,11.0
LORETO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,6.0,0.0,9.0,9.0
LURIBAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
MACHACAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MACHARETI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,8.0,0.0,7.0,0.0,15.0,15.0
MAGDALENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,9.0,0.0,10.0,10.0
MALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
MAPIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,77.0,0.0,3.0,0.0,80.0,80.0
MECAPACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,10.0,0.0,6.0,0.0,16.0,16.0
MINEROS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
MIZQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,40.0,0.0,22.0,0.0,62.0,62.0
MOCOMOCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,5.0,0.0,10.0,10.0
MOJINETE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
MOJOCOYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,12.0,0.0,7.0,0.0,19.0,19.0
MONTEAGUDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,19.0,0.0,8.0,0.0,27.0,27.0
MONTERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,36.0,0.0,7.0,0.0,43.0,43.0
MORO MORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
MOROCHATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,15.0,0.0,18.0,0.0,33.0,33.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,10.0,0.0,6.0,0.0,16.0,16.0
NAZACARA DE PACAJES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,8.0,0.0,2.0,0.0,10.0,10.0
OCURI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,13.0,0.0,39.0,0.0,52.0,52.0
OKINAWA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,19.0,0.0,0.0,0.0,19.0,19.0
OMEREQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ORURO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,330.0,0.0,112.0,0.0,442.0,442.0
PADCAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,52.0,0.0,33.0,0.0,85.0,85.0
PADILLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,6.0,0.0,15.0,0.0,21.0,21.0
PAILON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,14.0,0.0,40.0,0.0,54.0,54.0
PALCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,27.0,0.0,4.0,0.0,31.0,31.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,49.0,0.0,43.0,0.0,92.0,92.0
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,4.0,0.0,7.0,7.0
PAMPA GRANDE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,6.0,0.0,1.0,0.0,7.0,7.0
PAPEL PAMPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,4.0,0.0,7.0,7.0
PASORAPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
PATACAMAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
PAZÑA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
PELECHUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,6.0,0.0,4.0,0.0,10.0,10.0
POCOATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,10.0,0.0,59.0,0.0,69.0,69.0
POCONA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,17.0,0.0,13.0,0.0,30.0,30.0
POJO (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,15.0,0.0,9.0,0.0,24.0,24.0
POOPO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,9.0,0.0,2.0,0.0,11.0,11.0
PORCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,23.0,0.0,37.0,0.0,60.0,60.0
POROMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,19.0,0.0,29.0,0.0,48.0,48.0
PORONGO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,18.0,0.0,6.0,0.0,24.0,24.0
PORTACHUELO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,37.0,0.0,0.0,0.0,37.0,37.0
PORVENIR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,9.0,0.0,3.0,0.0,12.0,12.0
POTOSI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,588.0,0.0,44.0,0.0,632.0,632.0
PRESTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,7.0,0.0,30.0,0.0,37.0,37.0
PUCARANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,91.0,0.0,20.0,0.0,111.0,111.0
PUERTO ACOSTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,14.0,0.0,15.0,0.0,29.0,29.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,10.0,0.0,4.0,0.0,14.0,14.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,11.0,0.0,8.0,0.0,19.0,19.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,17.0,0.0,0.0,0.0,17.0,17.0
PUERTO RICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,25.0,0.0,4.0,0.0,29.0,29.0
PUERTO SILES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,23.0,0.0,0.0,0.0,23.0,23.0
PUERTO VILLARROEL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,272.0,0.0,30.0,0.0,302.0,302.0
PUNA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,52.0,0.0,38.0,0.0,90.0,90.0
PUNATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,38.0,0.0,52.0,0.0,90.0,90.0
QUIABAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,9.0,0.0,4.0,0.0,13.0,13.0
QUILLACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,155.0,0.0,217.0,0.0,372.0,372.0
QUIME,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,25.0,0.0,18.0,0.0,43.0,43.0
RAVELO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,9.0,0.0,41.0,0.0,50.0,50.0
RIBERALTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,217.0,0.0,13.0,0.0,230.0,230.0
ROBORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,22.0,0.0,0.0,0.0,22.0,22.0
SABAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SACABA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,415.0,0.0,247.0,0.0,662.0,662.0
SACABAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
SACACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,31.0,0.0,38.0,0.0,69.0,69.0
SAIPINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,32.0,0.0,18.0,0.0,50.0,50.0
SAMAIPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,22.0,0.0,1.0,0.0,23.0,23.0
SAN AGUSTIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SAN ANDRES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,23.0,0.0,9.0,0.0,32.0,32.0
SAN ANDRES DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,9.0,0.0,2.0,0.0,11.0,11.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,8.0,0.0,8.0,0.0,16.0,16.0
SAN BENITO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,11.0,0.0,11.0,0.0,22.0,22.0
SAN BORJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,78.0,0.0,9.0,0.0,87.0,87.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,38.0,0.0,6.0,0.0,44.0,44.0
SAN CARLOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,50.0,0.0,14.0,0.0,64.0,64.0
SAN IGNACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,69.0,0.0,1.0,0.0,70.0,70.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,199.0,0.0,12.0,0.0,211.0,211.0
SAN JAVIER(BNI),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,21.0,0.0,24.0,24.0
SAN JAVIER(STC),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,34.0,0.0,0.0,0.0,34.0,34.0
SAN JOAQUIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,14.0,0.0,0.0,0.0,14.0,14.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,54.0,0.0,0.0,0.0,54.0,54.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN JULIAN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,37.0,0.0,26.0,0.0,63.0,63.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,42.0,0.0,11.0,0.0,53.0,53.0
SAN LUCAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,82.0,0.0,70.0,0.0,152.0,152.0
SAN MATIAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,13.0,0.0,17.0,17.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,70.0,0.0,4.0,0.0,74.0,74.0
SAN PEDRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,6.0,0.0,10.0,10.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,71.0,0.0,54.0,0.0,125.0,125.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,10.0,0.0,2.0,0.0,12.0,12.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
SAN PEDRO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN RAFAEL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,24.0,0.0,24.0,24.0
SANTA ANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2137.0,0.0,26.0,0.0,2163.0,2163.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,22.0,0.0,10.0,0.0,32.0,32.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,9.0,0.0,10.0,10.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,6.0,0.0,8.0,8.0
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,4.0,0.0,7.0,7.0
SANTIVAÑES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,10.0,0.0,11.0,0.0,21.0,21.0
SANTUARIO DE QUILLACAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,21.0,0.0,22.0,22.0
SAPAHAQUI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,6.0,0.0,5.0,0.0,11.0,11.0
SENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SHINAOTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,23.0,0.0,13.0,0.0,36.0,36.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,40.0,0.0,2.0,0.0,42.0,42.0
SICAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,6.0,0.0,9.0,9.0
SIPE SIPE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,56.0,0.0,14.0,0.0,70.0,70.0
SOPACHUY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,11.0,0.0,19.0,0.0,30.0,30.0
SORACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,10.0,0.0,15.0,15.0
SORATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,10.0,0.0,13.0,13.0
SUCRE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,732.0,0.0,74.0,0.0,806.0,806.0
TACACOMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,11.0,0.0,12.0,12.0
TACOBAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,15.0,0.0,12.0,0.0,27.0,27.0
TACOPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,10.0,0.0,7.0,0.0,17.0,17.0
TAPACARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,46.0,0.0,24.0,0.0,70.0,70.0
TARABUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,19.0,0.0,10.0,0.0,29.0,29.0
TARACO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
TARATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,18.0,0.0,14.0,0.0,32.0,32.0
TARIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,762.0,0.0,232.0,0.0,994.0,994.0
TARVITA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,30.0,0.0,26.0,0.0,56.0,56.0
TEOPONTE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,21.0,0.0,14.0,0.0,35.0,35.0
TIAWANACU,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,30.0,0.0,2.0,0.0,32.0,32.0
TINGUIPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,27.0,0.0,12.0,0.0,39.0,39.0
TIPUANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,22.0,0.0,3.0,0.0,25.0,25.0
TIQUIPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,46.0,0.0,282.0,0.0,328.0,328.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,28.0,0.0,31.0,31.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TOCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,9.0,0.0,10.0,0.0,19.0,19.0
TOLATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,3.0,0.0,5.0,0.0,8.0,8.0
TOLEDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
TOMAVE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,32.0,0.0,24.0,0.0,56.0,56.0
TOMINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,16.0,0.0,15.0,0.0,31.0,31.0
TORO TORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,27.0,0.0,31.0,0.0,58.0,58.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,45.0,0.0,7.0,0.0,52.0,52.0
TOTORA(ORR),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
TRIGAL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TRINIDAD,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,317.0,0.0,54.0,0.0,371.0,371.0
TUPIZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,72.0,0.0,53.0,0.0,125.0,125.0
TURCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
UMALA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,5.0,0.0,6.0,0.0,11.0,11.0
UNCIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,24.0,0.0,42.0,0.0,66.0,66.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,25.0,0.0,20.0,0.0,45.0,45.0
UYUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,25.0,0.0,15.0,0.0,40.0,40.0
VACAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,7.0,0.0,12.0,0.0,19.0,19.0
VIACHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,166.0,0.0,45.0,0.0,211.0,211.0
VILA VILA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,6.0,0.0,8.0,8.0
VILLA CHARCAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,19.0,0.0,48.0,0.0,67.0,67.0
VILLA MONTES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,31.0,0.0,30.0,0.0,61.0,61.0
VILLA RIVERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,27.0,0.0,7.0,0.0,34.0,34.0
VILLA SERRANO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,15.0,0.0,6.0,0.0,21.0,21.0
VILLA TUNARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,121.0,0.0,59.0,0.0,180.0,180.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,17.0,0.0,6.0,0.0,23.0,23.0
VILLAZON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,81.0,0.0,15.0,0.0,96.0,96.0
