,group,variable,month,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
"CAIZA ""D""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,5,2,3,2,8,10
CAJUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,2,0,2,4,6
CALACOTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,0,0,2,1,2,3
CALAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,8,0,0,0,8,8
CAMARGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,10,29,23,30,33,59,92
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
CAMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,94,56,189,197,283,253,536
CAPINOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,17,31,72,34,89,123
CAQUIAVIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,5,2,0,2,5,7
CARACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,15,2,6,2,21,23
CARANAVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,52,8,27,14,79,93
CARANGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,1,1,1,1,2
CARAPARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,4,65,79,71,83,154
CARIPUYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,6,0,0,1,6,7
CHALLAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,56,31,34,33,90,123
CHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,6,6,0,7,6,13
CHARAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,12,16,33,50,45,66,111
CHARAÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,1,1,1,1,2
CHAYANTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,7,82,93,84,100,184
CHIMORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,12,5,14,9,26,35
CHUA COCANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,14,19,28,20,42,62
CHUMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,8,0,0,0,8,8
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,5,0,0,0,5,5
CKOCHAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,2,8,48,9,50,59
CLIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,15,6,8,10,23,33
COBIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,21,131,278,231,299,362,661
COCAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,30,32,63,72,93,104,197
COCHABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,198,587,103,134,301,721,1022
COIPASA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,18,20,18,20,38
COLCAPIRHUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,23,66,10,27,33,93,126
"COLCHA ""K""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,14,19,0,0,14,19,33
COLLANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,31,5,16,16,47,63
COLPA BELGICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,11,2,3,6,14,20
COLQUECHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,18,10,37,10,55,65
COLQUENCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
COLQUIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,8,3,5,3,13,16
COMANCHE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,4,8,4,8,12
COMARAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,12,7,8,14,20,34
COMBAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,2,0,3,3
CONCEPCION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,2,0,0,3,2,5
COPACABANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,11,18,11,21,32
CORIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,9,0,1,2,10,12
CORO CORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,3,10,3,11,14
COROICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,4,0,0,2,4,6
CORQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,1,2,1,2,3
COTAGAITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,20,5,12,7,32,39
COTOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,22,94,27,49,49,143,192
CUATRO CAÑADAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,14,25,197,29,211,240
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,7,4,7,4,11
CUEVO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,1,0,1,2,2,4
CULPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,15,44,21,33,36,77,113
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,14,0,0,2,14,16
CURVA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
DESAGUADERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,2,1,2,1,3
EL ALTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,118,1235,1197,1474,1315,2709,4024
EL CHORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,12,0,1,3,13,16
EL PUENTE(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,3,49,72,52,75,127
EL TORNO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,1,1,0,3,1,4
EL VILLAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,3,11,2,14,5,19
ENTRE RIOS TRJ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,9,5,18,15,27,20,47
ENTRE RIOS CBBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,8,11,19,11,27,22,49
ESCOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,2,0,2,4,6
ESMERALDA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,3,2,3,2,5
EUCALIPTUS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,3,0,0,1,3,4
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,1,0,1,1,2,3
EXALTACION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,0,0,0,4,4
FERNANDEZ ALONSO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,2,1,1,2,3,5
FILADELFIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,6,9,1,12,7,19
GENERAL SAAVEDRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,10,0,1,1,11,12
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,1,1,1,2,2,4
GUANAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,19,25,4,29,23,54,77
GUAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,4,0,4,4
GUAYARAMERIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,14,62,100,104,114,166,280
GUTIERREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,3,8,3,12,15
HUACARETA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,17,16,10,4,27,20,47
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,1,1,1,2,3
HUANUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,28,5,29,7,57,64
HUARACAJE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,4,0,0,1,4,5
HUARINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,2,8,2,11,13
HUATAJATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,0,0,0,4,4
HUMANATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,25,18,25,19,44
ICHOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,2,5,2,8,10
ICLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,4,0,5,5
INCAHUASI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,14,4,4,10,18,28
INQUISIVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,8,5,6,9,14,23
IXIAMAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,9,6,24,9,33,42
JESUS DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,9,9,2,6,11,15,26
LA ASUNTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,11,29,20,32,31,63
LA GUARDIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,20,0,1,11,21,32
LA PAZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,174,902,385,539,559,1441,2000
LAGUNILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,12,26,13,37,25,62
LAJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,13,26,37,29,50,79
LAS CARRERAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,1,1,1,3,4
LICOMA PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,4,0,0,1,4,5
LLALLAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,100,208,24,27,124,235,359
LLICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,2,4,2,4,6
LORETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,8,7,15,23,23,30,53
LURIBAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,1,0,1,2,3
MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,9,1,1,5,10,15
MACHARETI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,6,1,5,4,11,15
MAGDALENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,8,2,15,3,23,26
MALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,1,2,1,2,3
MAPIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,8,20,6,8,14,28,42
MECAPACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,11,12,22,14,33,47
MINEROS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,15,45,59,52,74,126
MOCOMOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,12,0,7,1,19,20
MOJINETE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,8,8,8,8,16
MOJOCOYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,5,5,3,5,8,13
MONTEAGUDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,19,11,11,4,30,15,45
MONTERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,129,82,97,89,226,315
MORO MORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
MOROCHATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,7,47,57,48,64,112
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,5,11,24,26,29,37,66
NAZACARA DE PACAJES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,6,0,0,7,6,13
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,3,0,1,11,4,15
OCURI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,8,17,16,17,24,41
OKINAWA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,7,4,4,4,11,15
OMEREQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,5,33,15,37,20,57
ORURO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,83,343,534,601,617,944,1561
PADCAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,11,7,14,14,25,39
PADILLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,10,23,20,30,30,60
PAILON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,10,40,24,34,34,74,108
PALCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,8,7,37,30,45,37,82
PALOS BLANCOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,22,2,9,8,31,39
PAMPA AULLAGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,9,2,24,6,33,8,41
PAMPA GRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,2,5,7,6,9,15
PAPEL PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,6,9,10,11,16,27
PASORAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,0,4,7,8,7,15
PATACAMAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,34,0,0,0,34,34
PAZÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,2,5,13,7,15,22
PELECHUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,16,16,16,19,35
POCOATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,2,19,2,21,23
POCONA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,2,45,21,52,23,75
POJO (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,3,2,2,6,5,11
POOPO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,3,1,5,5,8,13
PORCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,5,0,5,3,8
POROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,14,19,32,20,46,66
PORTACHUELO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,29,5,20,5,49,54
PORVENIR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,3,14,33,18,36,54
POSTRER VALLE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,1,0,3,2,4,6
POTOSI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,236,189,0,10,236,199,435
PRESTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,7,15,7,18,25
PUCARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,12,15,25,17,37,54
PUERTO ACOSTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,7,0,7,7
PUERTO CARABUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,3,3,5,5,8,13
PUERTO GONZALO MORENO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,4,10,11,11,15,26
PUERTO PEREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,1,13,21,16,22,38
PUERTO QUIJARRO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,17,15,22,36,39,51,90
PUERTO RICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,18,10,11,13,29,42
PUERTO SILES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
PUERTO SUAREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,13,9,62,3,75,12,87
PUERTO VILLARROEL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,13,44,8,10,21,54,75
PUNA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,56,0,2,2,58,60
PUNATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,16,50,4,18,20,68,88
QUIABAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,0,1,0,3,3
QUILLACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,15,30,38,34,53,64,117
QUIME,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,7,3,2,3,9,12
RAVELO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,25,31,66,82,91,113,204
REYES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,10,4,0,10,10,14,24
RIBERALTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,18,174,3,3,21,177,198
ROBORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,1,3,2,7,3,10
RURRENABAQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,6,0,3,6,9,15
SABAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
SACABA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,38,177,71,68,109,245,354
SACABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,2,1,2,2,4,6
SACACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,19,13,18,14,37,51
SAIPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,5,2,3,2,8,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,5,58,62,59,67,126
SAMAIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,1,6,2,8,3,11
SAN AGUSTIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SAN ANDRES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,11,70,48,70,59,129
SAN ANDRES DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,5,0,5,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,15,11,14,17,29,46
SAN BENITO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,19,23,9,17,28,40,68
SAN BORJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,54,105,157,116,211,327
SAN BUENA VENTURA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,6,15,22,16,28,44
SAN CARLOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,31,64,11,66,42,108
SAN IGNACIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,58,8,0,19,58,77
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,98,123,98,102,196,225,421
SAN JAVIER(BNI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,6,5,6,5,11
SAN JAVIER(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,5,0,0,2,5,7
SAN JOAQUIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,32,22,21,26,53,79
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,5,0,0,0,5,5
SAN JULIAN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,29,260,260,264,289,553
SAN LORENZO(PND),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,7,6,19,12,26,38
SAN LORENZO(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,8,23,9,24,17,47,64
SAN LUCAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,3,5,7,7,10,17
SAN MATIAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,3,9,13,12,16,28
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,16,0,0,1,16,17
SAN PABLO DE LIPEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
SAN PEDRO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,3,2,1,3,4,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,5,0,9,0,14,14
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,5,22,15,23,20,43
SAN PEDRO DE QUEMES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,2,3,2,4,6
SAN RAFAEL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,45,8,5,2,50,10,60
SAN RAMON BENI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,0,0,1,1,1,2
SAN RAMON SCZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,4,0,0,1,4,5
SANTA ANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,13,0,0,4,13,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,732,2221,870,956,1602,3177,4779
SANTA ROSA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,6,69,110,70,116,186
SANTA ROSA DEL SARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,27,41,60,52,87,139
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,1,4,4,5,5,10
SANTIAGO DE HUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,8,1,3,8,11,19
SANTIAGO DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,5,5,0,0,5,5,10
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,9,8,10,10,19,29
SAPAHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,2,5,5,7,7,14
SENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,7,10,2,3,9,13,22
SHINAOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,4,4,2,6,6,12
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,30,10,16,21,46,67
SICAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,1,4,8,5,9,14
SIPE SIPE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,41,20,34,26,75,101
SOPACHUY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,6,20,28,23,34,57
SORACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,8,9,13,9,21,30
SORATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,25,123,167,126,192,318
SUCRE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,74,229,176,210,250,439,689
TACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,0,0,6,0,6,6
TACACOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,11,3,11,5,16
