,group,variable,month,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TACOBAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
TACOPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,1,0,1,0,2,2
TAPACARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,4,4,10,5,14,19
TARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,4,3,0,7,4,10,14
TARACO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,1,6,4,6,5,11
TARATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,2,7,11,7,13,14,27
TARIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,55,252,212,274,267,526,793
TARVITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,13,15,0,9,13,24,37
TEOPONTE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,0,1,2,2,2,4
TIAWANACU,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,4,8,13,8,17,25
TINGUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,0,0,60,1,60,61
TIPUANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,4,1,0,1,4,5
TIQUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,4,9,36,31,40,40,80
TIRAQUE (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,3,8,9,20,12,28,40
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,1,1,6,1,7,8
TOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,6,5,13,6,19,25
TOLATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,2,1,3,2,5,7
TOLEDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,2,0,5,0,7,7
TOMINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,4,2,0,1,4,3,7
TORO TORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,8,16,32,17,40,57
TRIGAL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,19,118,15,31,34,149,183
TUPIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,29,43,53,43,82,125
TURCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,4,0,3,0,7,7
UMALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,2,2,0,1,2,3,5
UNCIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,7,0,1,1,8,9
URUBICHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,1,0,9,0,10,10
UYUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,3,4,14,9,17,13,30
VACAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,2,5,28,18,30,23,53
VALLEGRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,2,12,6,7,8,19,27
VIACHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,3,51,4,7,7,58,65
VILA VILA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,9,3,9,3,12
VILLA CHARCAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,14,28,52,127,66,155,221
VILLA MONTES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,7,8,22,10,29,18,47
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
VILLA RIVERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,2,0,0,1,2,3
VILLA SERRANO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,4,5,38,37,42,42,84
VILLA TUNARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,9,45,107,96,116,141,257
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,6,6,4,2,10,8,18
VILLAZON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,13,22,58,77,71,99,170
VINTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,3,49,13,29,16,78,94
VITICHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,1,60,79,60,80,140
WALDO BALLIVIAN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,20,56,113,114,133,170,303
YACO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,5,20,5,20,25
YACUIBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,21,12,3,4,24,16,40
YAMPARAEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,1,1,15,2,16,3,19
YANACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,5,0,3,0,8,8
YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,32,41,2,14,34,55,89
YOTALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,2,5,1,2,3,7,10
YUNCHARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-06-01,0,0,83,17,83,17,100
ACACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
ACHACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,1,0,3,3
ACHOCALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,8,0,0,0,8,8
AIQUILE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,7,0,2,2,9,11
ALALAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,2,1,2,3
ALCALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,4,1,0,2,4,6
ANCORAIMES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
ANDAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,5,0,6,6
ANZALDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,6,0,9,9
APOLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,0,0,0,4,4
ARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,6,2,3,3,9,12
ARBIETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,1,1,1,4,5
ARQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,5,0,8,8
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,8,29,388,360,396,389,785
AUCAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
AYATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
AYO AYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,7,3,12,4,19,23
BATALLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,4,0,4,1,8,9
BELEN DE ANDAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,1,2,1,3,4
BERMEJO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,6,12,6,18,12,30,42
BETANZOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,0,0,0,4,4
BOLIVAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,5,2,5,2,7
BOLPEBRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,2,1,2,3
BOYUIBE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,10,0,0,0,10,0,10
BUENA VISTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,3,1,7,2,10,12
CABEZAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,17,12,20,29,37,41,78
CAIROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
"CAIZA ""D""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,3,0,5,5
CAJUATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
CALACOTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
CALAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,4,0,0,2,4,6
CAMARGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,9,38,7,18,16,56,72
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,3,4,3,5,8
CAMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,48,9,40,14,88,23,111
CAPINOTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,3,16,3,20,23
CARACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,9,1,10,11
CARANAVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,32,6,25,8,57,65
CARAPARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,1,0,0,3,1,4
CARIPUYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,0,0,0,5,0,5
CHALLAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,5,3,9,3,14,17
CHAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
CHARAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,15,41,7,66,22,107,129
CHIMORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,5,3,5,4,10,14
CHOQUE COTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,3,7,8,8,11,19
CHUMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
CLIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,6,2,4,5,10,15
COBIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,4,40,21,41,25,81,106
COCAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,2,10,2,14,16
COCHABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,65,279,15,37,80,316,396
COIPASA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,6,47,4,28,10,75,85
"COLCHA ""K""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,6,4,0,1,6,5,11
COLOMI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,6,0,3,0,9,9
COLPA BELGICA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,3,0,0,2,3,5
COLQUECHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,0,0,0,4,4
COLQUENCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
COMARAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,6,8,0,7,6,15,21
COMBAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,2,0,4,4
CONCEPCION,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,6,0,0,2,6,8
COPACABANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,1,1,1,2,3
CORIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,6,0,0,3,6,9
COROICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
CORQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
COTAGAITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,6,3,1,6,7,13
COTOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,19,93,36,59,55,152,207
CUATRO CAÑADAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,5,9,5,11,16
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,3,1,3,4
CUEVO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
CULPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,97,81,107,83,204,287
DESAGUADERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,19,596,79,188,98,784,882
EL PUENTE(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,2,0,0,2,2,4
EL PUENTE(TJA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,8,0,0,1,8,1,9
EL VILLAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,5,12,5,12,17
ENTRE RIOS TRJ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,8,2,4,3,12,15
ENTRE RIOS CBBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,5,21,1,23,6,29
ESCOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,1,1,1,3,4
EUCALIPTUS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
FILADELFIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,3,0,5,5
GUANAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,4,5,16,7,20,27
GUAYARAMERIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,27,16,29,21,56,77
GUTIERREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
HUACARETA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,9,6,3,8,12,14,26
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,11,4,5,6,16,22
HUARACAJE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
HUATAJATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,1,2,4,4,5,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,1,0,1,2,2,4
IXIAMAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,1,1,1,2
JESUS DE MACHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
LA ASUNTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,6,4,4,4,10,14
LA GUARDIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,23,32,26,2,49,34,83
LA PAZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,56,336,69,140,125,476,601
LAGUNILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,1,3,1,8,2,10
LAJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,5,0,2,0,7,7
LAS CARRERAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,70,38,70,38,108
LICOMA PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,15,17,15,17,32
LORETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,10,20,17,26,27,46,73
MACHACAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,2,0,4,4
MACHARETI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,1,0,3,2,4,6
MAGDALENA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,0,13,1,15,16
MAIRANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
MALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,5,12,5,12,17
MAPIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,7,1,1,2,8,10
MECAPACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,15,12,15,13,28
MINEROS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
MIZQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,6,1,5,1,11,12
MOCOMOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,4,0,7,2,11,13
MOJINETE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,3,1,8,3,11,14
MONTEAGUDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,19,13,7,3,26,16,42
MONTERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,37,42,55,45,92,137
MOROCHATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,5,12,5,14,19
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,3,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,2,3,2,8,4,12
OKINAWA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,1,0,1,3,4
OMEREQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,0,10,8,11,8,19
ORURO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,25,121,9,56,34,177,211
PADCAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,1,4,1,5,6
PADILLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,2,3,2,5,4,9
PAILON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,14,19,37,41,51,60,111
PALCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,2,0,4,4
PALOS BLANCOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,13,0,8,0,21,21
PAMPA GRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,5,8,17,9,22,31
PAPEL PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
PAZÑA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,3,0,5,5
POCOATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
POCONA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,4,4,8,9,12,21
POJO (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,2,0,3,2,5,7
POOPO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
POROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,4,0,5,5
PORTACHUELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,9,2,9,2,18,20
PORVENIR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,4,3,4,3,7
POSTRER VALLE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,4,19,0,3,4,22,26
PUCARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,5,7,3,7,8,15
PUERTO ACOSTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,3,3,4,5,9
PUERTO QUIJARRO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,8,0,0,0,8,8
PUERTO RICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,2,5,2,6,8
PUERTO SUAREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,5,3,0,8,5,13
PUERTO VILLARROEL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,9,25,8,4,17,29,46
PUNA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,6,0,9,9
PUNATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,12,4,5,9,17,26
QUIABAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
QUILLACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,6,20,7,16,13,36,49
QUIME,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,11,5,11,7,18
REYES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,1,0,3,3
RIBERALTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,10,0,0,0,10,10
ROBORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,0,2,5,4,5,9
SABAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,2,0,3,3
SACABA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,10,49,23,47,33,96,129
SACABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SACACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,5,0,6,6
SAIPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,6,3,1,3,7,6,13
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
