,group,variable,month,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
PORVENIR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,6.0,10.0,6.0,10.0,16.0
POSTRER VALLE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,4.0,8.0,6.0,9.0,10.0,19.0
POTOSI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,325.0,148.0,6.0,10.0,331.0,158.0,489.0
PRESTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,3.0,14.0,3.0,14.0,17.0
PUCARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUCARANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,19.0,17.0,100.0,102.0,119.0,119.0,238.0
PUERTO ACOSTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,3.0,93.0,212.0,94.0,215.0,309.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,2.0,23.0,27.0,24.0,29.0,53.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,4.0,2.0,1.0,4.0,5.0,9.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,3.0,56.0,59.0,58.0,62.0,120.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,2.0,5.0,3.0,10.0,5.0,15.0
PUERTO RICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,0.0,6.0,3.0,8.0,3.0,11.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,25.0,22.0,29.0,40.0,54.0,62.0,116.0
PUERTO VILLARROEL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,47.0,26.0,47.0,47.0,94.0,73.0,167.0
PUNA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,24.0,31.0,367.0,253.0,391.0,284.0,675.0
PUNATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,15.0,31.0,88.0,128.0,103.0,159.0,262.0
QUIABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
QUILLACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,61.0,47.0,125.0,111.0,186.0,158.0,344.0
QUIME,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,10.0,9.0,10.0,9.0,19.0
QUIRUSILLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,6.0,2.0,6.0,2.0,8.0
RAVELO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,36.0,35.0,116.0,170.0,152.0,205.0,357.0
REYES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,5.0,0.0,0.0,6.0,5.0,11.0
RIBERALTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,14.0,7.0,11.0,16.0,25.0,23.0,48.0
ROBORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,6.0,12.0,13.0,14.0,19.0,33.0
RURRENABAQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,8.0,2.0,15.0,9.0,23.0,11.0,34.0
SABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,1.0,10.0,12.0,13.0,13.0,26.0
SACABA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,66.0,112.0,186.0,240.0,252.0,352.0,604.0
SACABAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,4.0,15.0,4.0,7.0,8.0,22.0,30.0
SACACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,4.0,21.0,38.0,28.0,42.0,70.0
SAIPINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,9.0,15.0,36.0,70.0,45.0,85.0,130.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,4.0,4.0,20.0,26.0,24.0,30.0,54.0
SAMAIPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,26.0,14.0,28.0,26.0,54.0,40.0,94.0
SAN AGUSTIN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,11.0,12.0,11.0,12.0,23.0
SAN ANDRES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,2.0,8.0,5.0,10.0,7.0,17.0
SAN ANDRES DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,3.0,11.0,12.0,18.0,15.0,33.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,9.0,8.0,0.0,0.0,9.0,8.0,17.0
SAN BENITO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,11.0,14.0,116.0,133.0,127.0,147.0,274.0
SAN BORJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,41.0,45.0,55.0,65.0,96.0,110.0,206.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,16.0,12.0,1.0,1.0,17.0,13.0,30.0
SAN CARLOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,40.0,41.0,31.0,41.0,71.0,82.0,153.0
SAN IGNACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,8.0,4.0,5.0,6.0,13.0,19.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,67.0,70.0,22.0,29.0,89.0,99.0,188.0
SAN JAVIER(BNI),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,8.0,5.0,8.0,5.0,13.0
SAN JAVIER(STC),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,10.0,24.0,0.0,0.0,10.0,24.0,34.0
SAN JOAQUIN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,14.0,4.0,152.0,183.0,166.0,187.0,353.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,3.0,0.0,1.0,6.0,4.0,10.0
SAN JULIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,78.0,110.0,285.0,365.0,363.0,475.0,838.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,0.0,3.0,1.0,4.0,1.0,5.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,29.0,39.0,93.0,109.0,122.0,148.0,270.0
SAN LUCAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,21.0,33.0,24.0,35.0,45.0,68.0,113.0
SAN MATIAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,15.0,16.0,0.0,0.0,15.0,16.0,31.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
SAN PABLO DE LIPEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,2.0,3.0,4.0,4.0,6.0,10.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,2.0,11.0,14.0,18.0,16.0,34.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,77.0,110.0,73.0,94.0,150.0,204.0,354.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,3.0,13.0,8.0,16.0,11.0,27.0
SAN PEDRO DE QUEMES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN PEDRO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1750.0,1798.0,845.0,572.0,2595.0,2370.0,4965.0
SANTA ROSA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,4.0,2.0,89.0,135.0,93.0,137.0,230.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,14.0,19.0,4.0,8.0,18.0,27.0,45.0
SANTIAGO DE CALLAPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,40.0,30.0,26.0,39.0,66.0,69.0,135.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,2.0,57.0,53.0,58.0,55.0,113.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,10.0,5.0,21.0,17.0,31.0,22.0,53.0
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,1.0,10.0,4.0,12.0,5.0,17.0
SANTIVAÑES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,0.0,2.0,12.0,3.0,12.0,15.0
SANTUARIO DE QUILLACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,1.0,2.0,1.0,3.0,2.0,5.0
SAPAHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,18.0,18.0,70.0,52.0,88.0,70.0,158.0
SENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
SHINAOTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,2.0,14.0,45.0,20.0,47.0,67.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,18.0,23.0,78.0,108.0,96.0,131.0,227.0
SICAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,2.0,13.0,13.0,14.0,15.0,29.0
SIPE SIPE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,17.0,18.0,51.0,25.0,68.0,93.0
SOPACHUY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,13.0,8.0,9.0,15.0,22.0,37.0
SORACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,4.0,4.0,29.0,41.0,33.0,45.0,78.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,0.0,36.0,45.0,39.0,45.0,84.0
SUCRE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,497.0,389.0,427.0,502.0,924.0,891.0,1815.0
TACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,0.0,0.0,1.0,1.0,1.0,2.0
TACACOMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,26.0,28.0,24.0,53.0,50.0,81.0,131.0
TACOBAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,25.0,2.0,47.0,18.0,72.0,20.0,92.0
TACOPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,13.0,60.0,62.0,67.0,75.0,142.0
TAHUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
TAPACARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,27.0,27.0,140.0,155.0,167.0,182.0,349.0
TARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,31.0,38.0,33.0,45.0,64.0,83.0,147.0
TARACO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,4.0,6.0,8.0,8.0,12.0,20.0
TARATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,2.0,31.0,68.0,34.0,70.0,104.0
TARIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,466.0,633.0,505.0,736.0,971.0,1369.0,2340.0
TARVITA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,20.0,19.0,39.0,54.0,59.0,73.0,132.0
TEOPONTE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,1.0,6.0,6.0,13.0,7.0,20.0
TIAWANACU,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,18.0,14.0,4.0,9.0,22.0,23.0,45.0
TINGUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,2.0,10.0,10.0,13.0,12.0,25.0
TIPUANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,8.0,2.0,0.0,0.0,8.0,2.0,10.0
TIQUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,16.0,25.0,62.0,85.0,78.0,110.0,188.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,15.0,23.0,55.0,89.0,70.0,112.0,182.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,5.0,11.0,17.0,16.0,22.0,38.0
TOCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,9.0,35.0,49.0,42.0,58.0,100.0
TOLATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,20.0,12.0,25.0,13.0,45.0,58.0
TOLEDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,4.0,9.0,5.0,12.0,9.0,21.0
TOMAVE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,16.0,17.0,51.0,52.0,67.0,69.0,136.0
TOMINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,17.0,19.0,18.0,23.0,35.0,42.0,77.0
TORO TORO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,1.0,25.0,41.0,26.0,42.0,68.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,42.0,48.0,54.0,67.0,96.0,115.0,211.0
TOTORA(ORR),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,3.0,19.0,22.0,24.0,25.0,49.0
TRIGAL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,3.0,3.0,2.0,3.0,5.0,8.0
TRINIDAD,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,31.0,46.0,11.0,11.0,42.0,57.0,99.0
TUPIZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,30.0,32.0,59.0,60.0,89.0,92.0,181.0
TURCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
UMALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
UNCIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,9.0,56.0,80.0,58.0,89.0,147.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,4.0,20.0,16.0,31.0,20.0,51.0,71.0
URUBICHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,1.0,55.0,97.0,62.0,98.0,160.0
UYUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,34.0,49.0,18.0,10.0,52.0,59.0,111.0
VACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,9.0,80.0,97.0,80.0,106.0,186.0
VALLEGRANDE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,21.0,20.0,7.0,10.0,28.0,30.0,58.0
VIACHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,101.0,133.0,129.0,188.0,230.0,321.0,551.0
VILA VILA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,7.0,18.0,21.0,24.0,28.0,52.0
VILLA CHARCAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,11.0,25.0,29.0,58.0,40.0,83.0,123.0
VILLA MONTES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,16.0,6.0,57.0,87.0,73.0,93.0,166.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,0.0,9.0,12.0,11.0,12.0,23.0
VILLA RIVERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,5.0,17.0,30.0,20.0,35.0,55.0
VILLA SERRANO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,0.0,8.0,10.0,11.0,10.0,21.0
VILLA TUNARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,36.0,31.0,150.0,121.0,186.0,152.0,338.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,5.0,2.0,12.0,5.0,17.0,22.0
VILLAZON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,53.0,64.0,39.0,36.0,92.0,100.0,192.0
VINTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,140.0,183.0,4.0,3.0,144.0,186.0,330.0
VITICHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,8.0,15.0,15.0,24.0,23.0,39.0,62.0
WALDO BALLIVIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,10.0,7.0,10.0,7.0,17.0
WARNES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,81.0,61.0,10.0,3.0,91.0,64.0,155.0
YACO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,54.0,33.0,79.0,87.0,133.0,120.0,253.0
YACUIBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,64.0,85.0,326.0,490.0,390.0,575.0,965.0
YAMPARAEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,3.0,69.0,79.0,75.0,82.0,157.0
YANACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,8.0,9.0,10.0,5.0,18.0,14.0,32.0
YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,210.0,136.0,30.0,28.0,240.0,164.0,404.0
YOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,0.0,4.0,10.0,6.0,10.0,16.0
YOTALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,9.0,12.0,45.0,94.0,54.0,106.0,160.0
YUNCHARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,2.0,27.0,35.0,30.0,37.0,67.0
YUNGUYO DE LITORAL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,6.0,2.0,6.0,2.0,8.0
ZUDAÑEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,20.0,12.0,38.0,45.0,58.0,57.0,115.0
ACHACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,29.0,30.0,33.0,52.0,62.0,82.0,144.0
ACHOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
AIQUILE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,18.0,31.0,41.0,44.0,59.0,103.0
ALCALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ALTO BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,56.0,34.0,2.0,3.0,58.0,37.0,95.0
ANCORAIMES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,11.0,8.0,18.0,19.0,29.0,27.0,56.0
ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,4.0,2.0,6.0,5.0,10.0,15.0
ANTEQUERA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,51.0,70.0,1.0,1.0,52.0,71.0,123.0
ANZALDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,9.0,16.0,31.0,27.0,40.0,43.0,83.0
APOLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,19.0,19.0,64.0,65.0,83.0,84.0,167.0
ARAMPAMPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,3.0,2.0,3.0,2.0,5.0
ARANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,4.0,29.0,33.0,33.0,37.0,70.0
ARBIETO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,5.0,22.0,35.0,25.0,40.0,65.0
ARQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,8.0,9.0,34.0,50.0,42.0,59.0,101.0
ASCENCION DE GUARAYOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,88.0,83.0,15.0,8.0,103.0,91.0,194.0
AUCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,8.0,7.0,8.0,7.0,15.0
AYO AYO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,36.0,51.0,36.0,51.0,87.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,1.0,4.0,5.0,7.0,6.0,13.0
BAURES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,5.0,5.0,5.0,5.0,10.0
BELEN DE ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,6.0,7.0,7.0,7.0,14.0
BELEN DE URMIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,6.0,1.0,6.0,1.0,7.0
BELLA FLOR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,4.0,6.0,4.0,7.0,11.0
BERMEJO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,10.0,28.0,41.0,33.0,51.0,84.0
BETANZOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,8.0,8.0,12.0,15.0,20.0,23.0,43.0
BOYUIBE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,24.0,9.0,38.0,21.0,62.0,30.0,92.0
CABEZAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,6.0,3.0,14.0,23.0,20.0,26.0,46.0
CAIROMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,7.0,10.0,7.0,10.0,17.0
"CAIZA ""D""",otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,3.0,9.0,7.0,11.0,10.0,21.0
CAJUATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,11.0,1.0,1.0,14.0,12.0,26.0
CALACOTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,64.0,54.0,64.0,54.0,118.0
CALAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,14.0,15.0,15.0,31.0,29.0,46.0,75.0
CAMARGO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,7.0,13.0,27.0,29.0,34.0,42.0,76.0
CAMIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,18.0,37.0,46.0,65.0,64.0,102.0,166.0
CAPINOTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,2.0,15.0,3.0,15.0,18.0
CAQUIAVIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,34.0,40.0,13.0,14.0,47.0,54.0,101.0
CARACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,19.0,66.0,77.0,70.0,96.0,166.0
CARANAVI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,99.0,151.0,187.0,124.0,286.0,275.0,561.0
CARAPARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,0.0,8.0,15.0,12.0,15.0,27.0
CHALLAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,7.0,92.0,93.0,97.0,100.0,197.0
CHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
CHARAGUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,9.0,11.0,10.0,14.0,24.0
CHARAÑA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,14.0,14.0,15.0,17.0,32.0
CHAYANTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
CHIMORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,6.0,14.0,18.0,14.0,24.0,38.0
CHIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
CHUA COCANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,50.0,42.0,50.0,42.0,92.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,29.0,34.0,2.0,3.0,31.0,37.0,68.0
CHUMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,6.0,3.0,22.0,13.0,28.0,16.0,44.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,39.0,49.0,39.0,50.0,89.0
