,group,variable,month,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
LAGUNILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,3,2,0,1,3,3,6
LAJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,2,5,2,5,7
LORETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,2,0,3,3
MACHARETI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,0,0,0,2,2
MAIRANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,4,0,4,4
MAPIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,1,3,1,5,6
MOCOMOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,2,0,2,2
MOJOCOYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,9,0,10,10
MONTEAGUDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,3,6,38,9,41,15,56
MONTERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,6,1,5,1,11,12
MOROCHATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,3,0,0,1,3,4
OKINAWA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,1,0,0,1,1,2
OMEREQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,9,18,2,10,11,28,39
PADCAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,5,0,4,0,9,9
PAILON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,2,4,17,13,19,17,36
PALOS BLANCOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,0,0,1,1,1,2
PAMPA GRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,3,8,16,9,19,28
PAPEL PAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
PASORAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,2,4,2,4,6
PATACAMAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,3,6,3,6,9
PELECHUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
POCOATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,1,1,1,1,2
POCONA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,3,6,6,6,9,15
POJO (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
POROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
PORONGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,3,10,24,10,27,37
PORTACHUELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,2,5,0,7,2,12,14
PORVENIR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,2,1,2,1,3
POTOSI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,3,13,1,0,4,13,17
PRESTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,3,1,0,1,3,4
PUCARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,1,2,1,3,4
PUERTO GONZALO MORENO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,1,2,1,4,5
PUERTO QUIJARRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,0,1,1,2,1,3
PUERTO VILLARROEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,8,1,7,1,15,16
PUNATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,3,13,0,1,3,14,17
QUIABAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,5,11,3,19,8,30,38
QUIME,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,0,0,0,2,2
RAVELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
REYES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,1,0,2,2
ROBORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,4,8,0,0,4,8,12
SACABA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,2,24,2,14,4,38,42
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,2,3,7,142,9,145,154
SAN ANDRES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,4,0,4,0,4
SAN BENITO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,3,11,3,12,15
SAN BORJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,5,1,0,1,5,6
SAN CARLOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,12,0,1,1,13,14
SAN IGNACIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,17,12,0,8,17,20,37
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,12,0,3,0,15,15
SAN JAVIER(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,0,0,0,1,0,1
SAN JOAQUIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,2,4,3,3,5,7,12
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,1,4,1,4,5
SAN JULIAN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,4,1,5,1,9,10
SAN LORENZO(PND),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,4,0,4,4
SAN LORENZO(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,3,2,1,3,4,7
SAN LUCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,57,58,2,9,59,67,126
SAN MATIAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,5,1,19,2,24,26
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,10,0,0,0,10,10
SAN PEDRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,8,5,8,5,13
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
SAN RAMON BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,42,46,42,46,88
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,78,230,97,106,175,336,511
SANTA ROSA DEL SARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,0,8,0,10,10
SANTIAGO DE MACHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,1,0,1,1,2
SANTIVAÑES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,3,4,3,5,8
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,2,0,2,2
SICAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,2,7,2,9,11
SOPACHUY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,1,0,2,2
SUCRE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,13,48,38,127,51,175,226
TACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,2,0,2,2
TARABUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,7,10,12,11,19,30
TARACO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
TARATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,2,0,0,1,2,3
TARIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,7,57,25,66,32,123,155
TARVITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,1,1,0,2,1,3
TEOPONTE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,2,2,2,2,4
TIAWANACU,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,31,22,31,22,53
TIQUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,5,6,5,7,12
TIRAQUE (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,1,0,1,1,2,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,2,0,2,2
TOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,1,3,1,3,4
TOLATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
TOMAVE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,1,0,2,2
TOTORA(CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,0,8,0,10,10
TRIGAL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,12,0,13,13
TRINIDAD,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,4,19,0,1,4,20,24
TUPIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,9,1,8,2,17,19
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,3,0,4,0,7,7
UYUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,6,5,0,0,6,5,11
VACAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,1,5,1,5,6
VALLEGRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,4,0,3,0,7,7
VIACHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,13,0,2,0,15,15
VILA VILA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
VILLA CHARCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,2,7,0,1,2,8,10
VILLA MONTES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,8,3,3,4,11,7,18
VILLA SERRANO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,1,0,2,2
VILLA TUNARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,6,7,15,52,21,59,80
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,6,6,6,6,12
VILLAZON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,2,2,3,2,5,7
VINTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,2,5,5,16,7,21,28
VITICHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,2,15,2,16,18
WARNES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,5,25,14,22,19,47,66
YACUIBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,6,2,0,1,6,3,9
YAMPARAEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,9,14,5,12,14,26,40
YOTALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,1,1,0,1,1,2
YUNCHARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,0,0,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-06-01,1,0,3,1,4,1,5
ACHOCALLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,5,1,0,3,5,8
ALCALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
ALTO BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,1,0,3,3
ANTEQUERA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
ARAMPAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,3,1,3,1,4
ARQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,14,0,0,0,14,14
ATOCHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,2,0,3,3
BATALLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
BAURES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,8,0,8,8
BELEN DE ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
BOLIVAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
BOLPEBRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,0,0,2,2,2,4
BOYUIBE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,9,1,9,10
CABEZAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,3,2,10,3,13,16
"CAIZA ""D""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,9,1,2,1,11,12
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,2,3,3,4,5,9
CAMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,16,4,3,3,19,7,26
CAPINOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,3,0,4,4
CARACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
CARANAVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,3,0,3,3,6
CARAPARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,4,0,4,4
CHARAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,9,1,4,1,13,14
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
CLIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,1,1,1,4,5
COBIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,4,2,8,3,12,15
COCHABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,14,52,6,7,20,59,79
COLCAPIRHUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,9,1,5,1,14,15
"COLCHA ""K""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,3,4,0,0,3,4,7
COLLANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,7,0,1,0,8,8
COLPA BELGICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
COLQUECHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,13,0,4,1,17,18
CONCEPCION,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
CORIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,2,1,2,1,3
COTAGAITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,3,0,4,4
COTOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,5,41,7,11,12,52,64
CUATRO CAÑADAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,2,1,2,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,0,1,0,1
CUEVO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
CULPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,2,0,2,1,4,5
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,7,200,18,61,25,261,286
EL PUENTE(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
EL PUENTE(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,8,26,18,39,26,65,91
EL VILLAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,1,0,1,3,4
ENTRE RIOS CBBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,3,0,0,2,3,5
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,2,1,3,4
GUAQUI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,2,0,3,3
GUAYARAMERIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,3,0,1,1,4,5
GUTIERREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
HUACARETA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,4,3,5,3,9,6,15
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,0,1,1,3,1,4
HUANUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,3,0,4,2,7,9
HUAYLLAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
INCAHUASI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,1,0,3,3
LA ASUNTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,22,104,148,106,170,276
LA PAZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,21,123,11,24,32,147,179
LAGUNILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,1,0,2,0,2
LAJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,2,1,2,1,3
LORETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,4,2,4,2,6
LURIBAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,1,0,0,2,1,3
MAGDALENA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,1,0,2,2,3,5
MAIRANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,2,1,2,3
MECAPACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,10,10,10,11,21
MIZQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,1,0,1,3,4
MOCOMOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
MOJINETE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,1,3,1,4,5
MONTEAGUDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,5,5,1,2,6,7,13
MONTERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,14,0,5,0,19,19
MORO MORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,2,1,2,3
OKINAWA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
OMEREQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,1,1,4,3,5,8
ORURO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,4,23,1,16,5,39,44
PADCAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
