,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,5,1,6
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,3,1,4
ACACIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
ARAMPAMPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,3,5
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,3,5
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,2,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,6,4,10
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,1,2
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,4,3,7
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,8,10,18
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
EUCALIPTUS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,1,3
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
ICLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
INQUISIVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,3,3,6
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,3,4,7
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,5,7,12
OKINAWA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,1,3
PADCAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,1,2
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,1,2
PRESTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
PUCARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
REYES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,3,5
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,4,2,6
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,1,3
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,3,3
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,65,32,97
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,5,5,10
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,3,2,5
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,4,2,6
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
VITICHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,0,1,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,1,1,2
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-09-01,2,0,2
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,0,2
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
ARBIETO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,1,3
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,1,3
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,2,3
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,1,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,3,5
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,1,4
CLIZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,8,8,16
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,1,3
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,0,3
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,0,3
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,1,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,12,4,16
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,2,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,1,4
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,4,0,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,3,6
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,7,7,14
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,5,4,9
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,4,1,5
PAILON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
POCONA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,4,0,4
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,3,6
PUNA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,6,7
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,1,2
ROBORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,0,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,4,1,5
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,2,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,4,0,4
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,75,39,114
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,1,3
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,2,4
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,1,1
TARATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,1,4
TIAWANACU,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
TOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,3,3,6
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,2,1,3
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,5,1,6
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,0,2,2
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,6,1,7
ZUDAÑEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-10-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,0,2
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,0,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,2,3
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,2,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,4,1,5
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
CKOCHAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,8,0,8
COCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,10,4,14
"COLCHA ""K""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,1,3
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,0,2
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,2,3
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,9,3,12
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,3,5
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,4,0,4
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
ICHOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,3,1,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,5,7
LAS CARRERAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,0,2
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,1,2
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,3,3,6
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,2,4
PADILLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,1,2
PRESTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,4,6
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,4,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,5,0,5
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,6,1,7
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,43,20,63
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,3,1,4
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,2,3
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,5,2,7
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,1,3
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,4,0,4
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,5,1,6
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,3,4
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,3,2,5
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-11-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
ARQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
AYO AYO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,2,4
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,3,0,3
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,1,3
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,5,3,8
CARIPUYO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,7,3,10
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,2,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,7,7,14
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
EUREKA (SANTOS MERCADO),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
FILADELFIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,4,0,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,5,3,8
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,4,2,6
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
MAGDALENA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,3,0,3
MECAPACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,0,2
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,4,2,6
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,0,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,3,0,3
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,6,7
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,3,1,4
QUIME,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
ROBORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,0,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,6,0,6
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,0,2
