municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,15,15
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,31,31
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,27,27
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,29,29
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,108,108
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,9,9
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,2,2
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,20,20
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,29,29
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-09-01,3,3
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,25,25
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,33,33
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,66,66
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,27,27
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,16,16
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,489,489
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2389,2389
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,41,41
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,7,7
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,17,17
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,12,12
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,19,19
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,666,666
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,9,9
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,57,57
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2881,2881
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,60,60
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,6,6
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,15,15
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,149,149
OCURI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,475,475
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,20,20
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,8,8
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,49,49
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,208,208
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,11,11
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,20,20
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,21,21
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,23,23
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,63,63
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,322,322
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,9,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,8,8
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,55,55
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,6,6
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,4,4
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,16,16
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,12,12
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,32,32
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,39,39
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-09-01,10,10
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,5,5
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,31,31
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,33,33
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,4,4
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,10,10
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,9,9
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,3488,3488
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,20,20
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,834,834
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,191,191
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-09-01,13,13
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,321,321
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,46,46
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,32,32
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,2,2
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,30,30
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,18,18
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,69,69
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,23,23
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,32,32
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,20,20
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,30,30
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,112,112
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,15,15
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-09-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,12,12
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,36,36
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,14,14
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,76,76
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,23,23
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,8,8
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-10-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,681,681
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2630,2630
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,45,45
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,10,10
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,14,14
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,1,1
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,17,17
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,17,17
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,803,803
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2,2
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,57,57
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2,2
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2965,2965
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,59,59
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,14,14
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,11,11
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,148,148
OCURI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2,2
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,608,608
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,19,19
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,11,11
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,61,61
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,183,183
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,11,11
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,1,1
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,22,22
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,18,18
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,28,28
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,63,63
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,3,3
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,257,257
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,9,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,17,17
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,70,70
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2,2
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,21,21
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,36,36
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,15,15
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,53,53
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-10-01,9,9
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,39,39
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,47,47
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,10,10
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,8,8
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,8,8
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,3890,3890
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,26,26
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,5,5
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,759,759
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2,2
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,463,463
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-10-01,16,16
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,2,2
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,524,524
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,62,62
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,31,31
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,23,23
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,12,12
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,72,72
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,42,42
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,27,27
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,22,22
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,30,30
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,129,129
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-10-01,11,11
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,14,14
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,9,9
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,12,12
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,43,43
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,27,27
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,31,31
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,12,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-11-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,106,106
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2704,2704
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,34,34
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,8,8
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,16,16
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,15,15
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,10,10
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,1,1
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,712,712
EL PUENTE(TJA),cirugias y anestesias,cirugias medianas y mayores,2007-11-01,1,1
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,10,10
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,52,52
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2,2
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2980,2980
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,49,49
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,17,17
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,12,12
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,18,18
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,982,982
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,598,598
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,13,13
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,52,52
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,39,39
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,197,197
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,15,15
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,18,18
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,23,23
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,26,26
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,84,84
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2,2
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,251,251
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,10,10
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,5,5
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,94,94
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,11,11
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,10,10
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,44,44
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,57,57
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-11-01,4,4
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,6,6
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,32,32
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,19,19
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,2,2
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,12,12
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,14,14
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,3591,3591
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,15,15
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,9,9
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,788,788
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,1,1
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,441,441
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-11-01,15,15
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,259,259
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,47,47
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,33,33
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,3,3
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,19,19
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,11,11
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,74,74
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,26,26
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,22,22
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,35,35
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,124,124
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,3,3
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,3,3
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-11-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,8,8
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,5,5
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,13,13
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,25,25
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,31,31
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,30,30
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,6,6
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,95,95
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2324,2324
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,39,39
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,5,5
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,8,8
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,11,11
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,11,11
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,787,787
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,30,30
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,51,51
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2821,2821
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,52,52
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,3,3
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,8,8
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,169,169
OCURI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,589,589
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,13,13
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,49,49
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,36,36
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,222,222
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,7,7
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,12,12
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,19,19
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,15,15
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,134,134
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,250,250
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,6,6
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,15,15
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,29,29
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,4,4
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,11,11
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,7,7
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,24,24
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,52,52
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-12-01,4,4
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,24,24
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,7,7
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,6,6
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,9,9
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,12,12
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,10,10
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,25,25
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2961,2961
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,14,14
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,5,5
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,741,741
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,6,6
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,430,430
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-12-01,7,7
