municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1255,1255
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,26,26
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,17,17
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,6,6
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,54,54
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
HUACAYA (VILLA DE HUACAYA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2,2
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,9,9
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,25,25
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3156,3156
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,55,55
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,15,15
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,4,4
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,8,8
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,6,6
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,66,66
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,106,106
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2,2
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,401,401
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,13,13
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,19,19
POJO (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,4,4
POROMA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,38,38
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,20,20
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,362,362
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,8,8
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,4,4
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,39,39
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,62,62
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,83,83
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,74,74
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,175,175
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2,2
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,9,9
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,235,235
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,8,8
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,7,7
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,122,122
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,5,5
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,19,19
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,38,38
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,119,119
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,13,13
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,22,22
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,33,33
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,20,20
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,6,6
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,7,7
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,67,67
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3593,3593
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,27,27
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,6,6
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1019,1019
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,5,5
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,395,395
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,9,9
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,21,21
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,508,508
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,47,47
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,23,23
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,25,25
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,33,33
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,11,11
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,54,54
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,10,10
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,9,9
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,64,64
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,41,41
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,95,95
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,80,80
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,27,27
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,9,9
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,10,10
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,8,8
ANTEQUERA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,20,20
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,33,33
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,21,21
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,55,55
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,13,13
BOLPEBRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,37,37
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,71,71
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,10,10
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,23,23
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,13,13
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,25,25
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,38,38
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,472,472
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2761,2761
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,18,18
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,13,13
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,15,15
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,10,10
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,18,18
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,16,16
DESAGUADERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,5,5
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1178,1178
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
EL VILLAR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,27,27
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,3,3
FILADELFIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,74,74
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1,1
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,13,13
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,32,32
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,3375,3375
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,55,55
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1,1
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,4,4
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,13,13
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,12,12
MOCOMOCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1,1
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,85,85
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,221,221
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,8,8
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1,1
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,501,501
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,41,41
PALCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,4,4
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,36,36
POJO (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,8,8
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,47,47
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,17,17
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,415,415
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,27,27
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,3,3
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,73,73
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,110,110
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,93,93
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,224,224
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,161,161
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,53,53
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,13,13
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,112,112
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,3,3
SAN BENITO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,14,14
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,10,10
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,38,38
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,132,132
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,10,10
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,12,12
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,31,31
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,67,67
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,5,5
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,10,10
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,13,13
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,27,27
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,4358,4358
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,28,28
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,7,7
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1323,1323
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,3,3
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,461,461
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,6,6
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,33,33
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,1,1
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,393,393
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,54,54
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,37,37
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,12,12
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,11,11
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,33,33
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,14,14
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,57,57
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,5,5
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,33,33
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,4,4
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,60,60
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,4,4
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,22,22
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,103,103
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-07-01,2,2
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,20,20
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,13,13
ANTEQUERA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,5,5
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,25,25
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,9,9
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,11,11
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,60,60
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,13,13
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,7,7
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,13,13
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,85,85
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2,2
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,41,41
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,11,11
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,23,23
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,32,32
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,28,28
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,274,274
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2608,2608
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,41,41
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2,2
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,16,16
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,11,11
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,21,21
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,10,10
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,13,13
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,18,18
DESAGUADERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,5,5
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1054,1054
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,6,6
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,23,23
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,64,64
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,66,66
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,6,6
HUACAYA (VILLA DE HUACAYA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2,2
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,4,4
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,18,18
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,6,6
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,3510,3510
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,48,48
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,5,5
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,4,4
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,4,4
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,9,9
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,22,22
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,58,58
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,151,151
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,8,8
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,655,655
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,25,25
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,4,4
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,37,37
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,42,42
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,31,31
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,393,393
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,26,26
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,6,6
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,66,66
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,128,128
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,82,82
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,310,310
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2,2
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,10,10
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,315,315
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,8,8
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,11,11
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,66,66
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2,2
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,3,3
SAN BENITO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,71,71
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,9,9
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,30,30
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,19,19
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,106,106
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,4,4
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,12,12
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,41,41
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,111,111
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,27,27
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,7,7
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,5,5
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,24,24
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,3999,3999
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,5,5
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,29,29
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,6,6
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1033,1033
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,3,3
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,6,6
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,518,518
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,14,14
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,23,23
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,2,2
