,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
TIQUIPAYA,atencion odontologica,consulta repetida,2015-07-01,86,33,3,5,1,7,0,14,2,0,0,10,0,7,92,76,168
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2015-07-01,9,6,5,8,6,19,13,16,0,4,0,6,0,22,33,81,114
TOCO,atencion odontologica,consulta repetida,2015-07-01,6,0,0,0,0,0,0,7,1,1,0,0,0,2,7,10,17
TODOS SANTOS,atencion odontologica,consulta repetida,2015-07-01,1,0,1,3,8,0,2,0,0,3,0,0,0,4,12,10,22
TOLATA,atencion odontologica,consulta repetida,2015-07-01,0,6,20,7,0,0,0,5,2,0,0,1,0,6,22,25,47
TOLEDO,atencion odontologica,consulta repetida,2015-07-01,0,0,3,0,0,0,3,8,0,0,0,1,0,0,6,9,15
TOMAVE,atencion odontologica,consulta repetida,2015-07-01,0,0,2,1,0,8,4,8,0,0,0,2,0,1,6,20,26
TOMINA,atencion odontologica,consulta repetida,2015-07-01,8,6,6,23,4,17,6,33,0,0,0,18,0,12,24,109,133
TORO TORO,atencion odontologica,consulta repetida,2015-07-01,0,2,0,0,0,2,3,4,4,1,0,2,0,7,7,18,25
TOTORA(CBBA),atencion odontologica,consulta repetida,2015-07-01,2,3,1,0,4,17,0,10,0,0,0,2,0,2,7,34,41
TOTORA(ORR),atencion odontologica,consulta repetida,2015-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TRINIDAD,atencion odontologica,consulta repetida,2015-07-01,37,18,72,75,58,67,179,198,20,20,0,0,0,4,366,382,748
TUPIZA,atencion odontologica,consulta repetida,2015-07-01,18,24,8,21,8,12,26,57,7,6,0,2,0,1,67,123,190
TURCO,atencion odontologica,consulta repetida,2015-07-01,0,0,1,0,0,0,2,2,1,1,0,1,0,0,4,4,8
UMALA,atencion odontologica,consulta repetida,2015-07-01,0,0,0,0,0,1,3,2,0,0,0,0,0,0,3,3,6
UNCIA,atencion odontologica,consulta repetida,2015-07-01,33,20,8,5,3,3,8,35,6,6,0,5,0,22,58,96,154
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2015-07-01,4,0,5,21,18,24,45,104,0,2,0,1,0,0,72,152,224
URUBICHA,atencion odontologica,consulta repetida,2015-07-01,0,3,0,0,0,0,0,2,0,1,0,0,0,5,0,11,11
UYUNI,atencion odontologica,consulta repetida,2015-07-01,1,1,0,4,1,5,6,2,0,2,0,0,0,0,8,14,22
VACAS,atencion odontologica,consulta repetida,2015-07-01,0,4,2,6,1,2,1,3,0,0,0,0,0,0,4,15,19
VALLEGRANDE,atencion odontologica,consulta repetida,2015-07-01,9,4,8,4,7,9,10,29,13,1,0,4,0,0,47,51,98
VIACHA,atencion odontologica,consulta repetida,2015-07-01,127,70,12,31,16,22,27,77,3,3,0,4,0,50,185,257,442
VILA VILA,atencion odontologica,consulta repetida,2015-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,atencion odontologica,consulta repetida,2015-07-01,0,0,0,2,0,0,3,2,0,0,0,1,0,0,3,5,8
VILLA MONTES,atencion odontologica,consulta repetida,2015-07-01,2,3,22,9,11,23,20,60,2,1,0,0,0,3,57,99,156
VILLA RIVERO,atencion odontologica,consulta repetida,2015-07-01,2,2,0,3,0,2,1,8,0,1,0,0,0,0,3,16,19
VILLA SERRANO,atencion odontologica,consulta repetida,2015-07-01,36,25,0,0,0,0,1,0,0,0,0,33,0,34,37,92,129
VILLA TUNARI,atencion odontologica,consulta repetida,2015-07-01,0,1,4,6,4,8,13,38,3,0,0,6,0,11,24,70,94
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2015-07-01,0,1,5,20,0,9,5,10,1,0,0,0,0,0,11,40,51
VILLAZON,atencion odontologica,consulta repetida,2015-07-01,31,36,51,65,11,50,45,87,7,8,0,12,0,18,145,276,421
VINTO,atencion odontologica,consulta repetida,2015-07-01,8,9,0,2,1,0,3,7,2,0,0,2,0,2,14,22,36
VITICHI,atencion odontologica,consulta repetida,2015-07-01,5,4,7,5,4,2,9,38,4,8,0,4,0,3,29,64,93
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2015-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
WARNES,atencion odontologica,consulta repetida,2015-07-01,58,54,0,1,1,6,3,5,6,4,0,23,0,17,68,110,178
YACUIBA,atencion odontologica,consulta repetida,2015-07-01,9,21,67,67,40,87,101,238,8,9,0,10,0,3,225,435,660
YAMPARAEZ,atencion odontologica,consulta repetida,2015-07-01,71,43,1,4,4,6,3,19,0,0,0,3,0,0,79,75,154
YANACACHI,atencion odontologica,consulta repetida,2015-07-01,1,3,0,0,2,1,7,7,1,0,0,2,0,0,11,13,24
YAPACANI,atencion odontologica,consulta repetida,2015-07-01,16,26,19,9,10,48,16,87,3,9,0,27,0,71,64,277,341
YOCALLA,atencion odontologica,consulta repetida,2015-07-01,3,2,5,5,1,3,1,3,0,0,0,0,0,4,10,17,27
YOTALA,atencion odontologica,consulta repetida,2015-07-01,5,2,6,6,11,16,21,38,0,1,0,11,0,1,43,75,118
YUNCHARA,atencion odontologica,consulta repetida,2015-07-01,0,0,1,2,1,0,5,8,0,0,0,0,0,0,7,10,17
ZUDAÑEZ,atencion odontologica,consulta repetida,2015-07-01,0,0,1,5,0,3,1,4,1,2,0,1,0,0,3,15,18
ACHACACHI,atencion odontologica,consulta repetida,2015-08-01,21,16,11,5,9,6,11,60,11,6,0,2,0,13,63,108,171
ACHOCALLA,atencion odontologica,consulta repetida,2015-08-01,2,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,8
AIQUILE,atencion odontologica,consulta repetida,2015-08-01,19,14,10,13,1,3,1,18,12,0,0,0,0,4,43,52,95
ALALAY,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ALCALA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,1,14,6,2,20,1,0,0,1,0,6,17,34,51
ALTO BENI,atencion odontologica,consulta repetida,2015-08-01,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,5
ANDAMARCA,atencion odontologica,consulta repetida,2015-08-01,0,0,3,8,4,4,4,6,6,0,0,1,0,3,17,22,39
ANTEQUERA,atencion odontologica,consulta repetida,2015-08-01,2,2,0,1,1,1,0,15,0,0,0,7,0,0,3,26,29
ANZALDO,atencion odontologica,consulta repetida,2015-08-01,0,1,0,0,0,0,3,3,0,5,0,0,0,0,3,9,12
APOLO,atencion odontologica,consulta repetida,2015-08-01,1,0,2,0,0,3,1,13,0,0,0,2,0,3,4,21,25
ARAMPAMPA,atencion odontologica,consulta repetida,2015-08-01,0,0,4,1,0,0,0,1,2,0,0,0,0,0,6,2,8
ARANI,atencion odontologica,consulta repetida,2015-08-01,8,3,6,6,0,2,3,10,0,2,0,2,0,3,17,28,45
ARBIETO,atencion odontologica,consulta repetida,2015-08-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
ARQUE,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2015-08-01,0,1,0,3,2,9,3,10,1,2,0,9,0,5,6,39,45
ATOCHA,atencion odontologica,consulta repetida,2015-08-01,17,41,57,50,49,84,160,96,12,6,0,0,0,1,295,278,573
AYATA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AYO AYO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2015-08-01,6,6,13,17,11,15,36,45,0,8,0,4,0,10,66,105,171
AZURDUY,atencion odontologica,consulta repetida,2015-08-01,0,1,0,2,0,2,3,26,0,0,0,0,0,7,3,38,41
BAURES,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,3
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
BERMEJO,atencion odontologica,consulta repetida,2015-08-01,13,7,54,59,48,77,111,233,15,36,0,36,0,36,241,484,725
BETANZOS,atencion odontologica,consulta repetida,2015-08-01,8,3,3,2,7,9,7,33,2,2,0,0,0,3,27,52,79
BOYUIBE,atencion odontologica,consulta repetida,2015-08-01,0,0,1,1,0,5,1,5,0,0,0,0,0,1,2,12,14
BUENA VISTA,atencion odontologica,consulta repetida,2015-08-01,0,5,5,3,4,3,2,18,2,0,0,1,0,3,13,33,46
CABEZAS,atencion odontologica,consulta repetida,2015-08-01,7,7,2,2,5,7,6,16,2,2,0,0,0,1,22,35,57
CAIROMA,atencion odontologica,consulta repetida,2015-08-01,1,0,5,8,7,6,6,5,0,0,0,0,0,0,19,19,38
"CAIZA ""D""",atencion odontologica,consulta repetida,2015-08-01,0,0,7,0,6,4,1,19,0,2,0,0,0,1,14,26,40
CAJUATA,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,3
CALAMARCA,atencion odontologica,consulta repetida,2015-08-01,3,1,1,1,0,12,5,13,1,3,0,0,0,1,10,31,41
CAMARGO,atencion odontologica,consulta repetida,2015-08-01,14,7,1,2,0,5,0,25,1,0,0,1,0,14,16,54,70
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2015-08-01,2,0,1,0,1,1,7,8,1,8,0,1,0,0,12,18,30
CAMIRI,atencion odontologica,consulta repetida,2015-08-01,46,19,10,7,23,37,42,89,5,2,0,9,0,15,126,178,304
CAPINOTA,atencion odontologica,consulta repetida,2015-08-01,6,11,4,7,4,3,11,13,4,4,0,2,0,3,29,43,72
CAQUIAVIRI,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,0,0,13,10,0,0,0,1,0,3,14,14,28
CARACOLLO,atencion odontologica,consulta repetida,2015-08-01,21,26,11,15,6,6,11,42,6,2,0,18,0,14,55,123,178
CARANAVI,atencion odontologica,consulta repetida,2015-08-01,37,27,16,12,17,21,12,27,27,7,0,6,0,36,109,136,245
CARAPARI,atencion odontologica,consulta repetida,2015-08-01,0,0,3,4,11,8,10,24,2,0,0,0,0,0,26,36,62
CARIPUYO,atencion odontologica,consulta repetida,2015-08-01,0,0,1,6,21,6,1,24,0,0,0,8,0,3,23,47,70
CHALLAPATA,atencion odontologica,consulta repetida,2015-08-01,23,34,17,19,3,15,15,66,12,12,0,6,0,187,70,339,409
CHAQUI,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,5,5
CHARAGUA,atencion odontologica,consulta repetida,2015-08-01,0,2,2,0,4,1,9,7,2,1,0,0,0,0,17,11,28
CHAYANTA,atencion odontologica,consulta repetida,2015-08-01,27,3,5,16,3,9,3,45,8,5,0,12,0,14,46,104,150
CHIMORE,atencion odontologica,consulta repetida,2015-08-01,18,6,1,1,7,6,3,29,4,3,0,6,0,22,33,73,106
CHIPAYA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,8,8
CHOQUE COTA,atencion odontologica,consulta repetida,2015-08-01,2,0,1,0,1,5,2,4,0,0,0,0,0,1,6,10,16
CHUA COCANI,atencion odontologica,consulta repetida,2015-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2015-08-01,6,0,1,1,0,2,6,11,0,0,0,1,0,2,13,17,30
CHUMA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,3,7,0,0,0,3,0,1,3,12,15
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2015-08-01,8,14,0,0,0,0,0,6,5,0,0,1,0,3,13,24,37
CKOCHAS,atencion odontologica,consulta repetida,2015-08-01,0,2,0,0,0,0,5,1,0,0,0,0,0,1,5,4,9
CLIZA,atencion odontologica,consulta repetida,2015-08-01,0,36,4,7,3,12,9,60,2,5,0,2,0,24,18,146,164
COBIJA,atencion odontologica,consulta repetida,2015-08-01,13,12,22,39,15,32,61,95,17,8,0,5,0,4,128,195,323
COCHABAMBA,atencion odontologica,consulta repetida,2015-08-01,683,522,515,638,268,342,1085,1887,301,274,0,172,0,153,2852,3988,6840
COIPASA,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,0,0,2,8,0,0,0,0,0,0,3,8,11
COLCAPIRHUA,atencion odontologica,consulta repetida,2015-08-01,11,11,0,0,0,2,0,11,4,3,0,12,0,1,15,40,55
"COLCHA ""K""",atencion odontologica,consulta repetida,2015-08-01,4,4,1,0,0,0,0,2,0,0,0,2,0,0,5,8,13
COLLANA,atencion odontologica,consulta repetida,2015-08-01,2,2,1,0,0,2,9,7,1,0,0,0,0,0,13,11,24
COLOMI,atencion odontologica,consulta repetida,2015-08-01,7,7,0,0,0,0,0,1,0,1,0,0,0,1,7,10,17
COLQUECHACA,atencion odontologica,consulta repetida,2015-08-01,7,0,9,24,19,20,36,62,6,8,0,1,0,3,77,118,195
COLQUENCHA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,8,8
COLQUIRI,atencion odontologica,consulta repetida,2015-08-01,0,1,0,2,1,3,15,17,0,0,0,0,0,0,16,23,39
COMARAPA,atencion odontologica,consulta repetida,2015-08-01,1,2,1,0,2,15,5,19,0,0,0,0,0,10,9,46,55
CONCEPCION,atencion odontologica,consulta repetida,2015-08-01,0,11,0,0,0,2,0,3,0,0,0,1,0,0,0,17,17
CORIPATA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORO CORO,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,4,5
COROICO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CORQUE,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,4,6,1,2,0,0,0,1,5,10,15
COTAGAITA,atencion odontologica,consulta repetida,2015-08-01,6,9,8,20,14,20,23,49,13,0,0,0,0,8,64,106,170
COTOCA,atencion odontologica,consulta repetida,2015-08-01,136,185,3,1,1,8,8,282,33,25,0,149,0,90,181,740,921
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2015-08-01,23,14,2,5,2,11,2,31,3,0,0,12,0,19,32,92,124
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUEVO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,1,0,7,7,11,2,1,0,2,0,0,9,22,31
CULPINA,atencion odontologica,consulta repetida,2015-08-01,12,6,2,4,4,5,9,40,10,6,0,2,0,4,37,67,104
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2015-08-01,0,2,1,0,0,24,11,16,0,4,0,0,0,6,12,52,64
DESAGUADERO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,atencion odontologica,consulta repetida,2015-08-01,156,156,168,188,67,113,135,344,17,25,0,38,0,56,543,920,1463
EL CHORO,atencion odontologica,consulta repetida,2015-08-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
EL PUENTE(STC),atencion odontologica,consulta repetida,2015-08-01,6,7,1,1,2,2,0,9,11,5,0,1,0,0,20,25,45
EL PUENTE(TJA),atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,8,0,3,0,0,0,1,0,0,0,12,12
EL TORNO,atencion odontologica,consulta repetida,2015-08-01,25,18,10,17,10,32,19,42,29,19,0,14,0,5,93,147,240
EL VILLAR,atencion odontologica,consulta repetida,2015-08-01,1,0,3,10,1,4,5,15,0,2,0,1,0,0,10,32,42
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2015-08-01,2,9,6,4,3,9,10,14,0,0,0,0,0,0,21,36,57
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2015-08-01,4,7,0,0,0,3,1,10,0,2,0,8,0,8,5,38,43
EUCALIPTUS,atencion odontologica,consulta repetida,2015-08-01,0,2,1,5,2,1,1,10,0,0,0,1,0,2,4,21,25
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,6,6
FILADELFIA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2015-08-01,2,2,0,0,0,0,0,3,1,1,0,0,0,0,3,6,9
GUAYARAMERIN,atencion odontologica,consulta repetida,2015-08-01,6,7,27,18,48,98,117,161,9,12,0,27,0,0,207,323,530
GUTIERREZ,atencion odontologica,consulta repetida,2015-08-01,6,9,3,1,1,6,12,12,7,3,0,4,0,5,29,40,69
HUACARETA,atencion odontologica,consulta repetida,2015-08-01,1,0,3,0,0,6,4,3,0,0,0,0,0,2,8,11,19
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2015-08-01,4,6,1,4,3,2,6,15,0,0,0,1,0,0,14,28,42
HUACHACALLA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,5,3,11,3,6,0,0,0,0,7,22,29
HUANUNI,atencion odontologica,consulta repetida,2015-08-01,16,25,42,55,10,29,50,97,22,11,0,6,0,4,140,227,367
HUARINA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
HUATAJATA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,atencion odontologica,consulta repetida,2015-08-01,0,13,2,4,2,12,11,22,9,1,0,0,0,12,24,64,88
HUMANATA,atencion odontologica,consulta repetida,2015-08-01,3,2,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6
ICLA,atencion odontologica,consulta repetida,2015-08-01,0,6,0,3,3,3,0,3,0,2,0,3,0,0,3,20,23
INCAHUASI,atencion odontologica,consulta repetida,2015-08-01,0,5,0,7,3,0,2,7,0,0,0,1,0,1,5,21,26
INQUISIVI,atencion odontologica,consulta repetida,2015-08-01,2,0,1,0,0,0,2,2,0,0,0,1,0,0,5,3,8
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2015-08-01,4,6,0,1,0,6,1,18,1,0,0,2,0,7,6,40,46
IXIAMAS,atencion odontologica,consulta repetida,2015-08-01,0,2,1,0,0,6,2,21,1,0,0,0,0,0,4,29,33
JESUS DE MACHACA,atencion odontologica,consulta repetida,2015-08-01,0,1,1,0,1,0,3,2,3,0,0,0,0,0,8,3,11
LA ASUNTA,atencion odontologica,consulta repetida,2015-08-01,10,9,4,14,5,3,23,54,1,3,0,3,0,12,43,98,141
LA GUARDIA,atencion odontologica,consulta repetida,2015-08-01,42,23,2,2,0,13,2,10,0,0,0,1,0,4,46,53,99
LA PAZ,atencion odontologica,consulta repetida,2015-08-01,539,568,586,670,421,505,1659,2290,386,331,0,94,0,93,3591,4551,8142
LAGUNILLAS,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LAJA,atencion odontologica,consulta repetida,2015-08-01,1,2,0,0,0,4,2,4,0,0,0,1,0,0,3,11,14
LAS CARRERAS,atencion odontologica,consulta repetida,2015-08-01,0,0,1,3,0,1,10,18,15,0,0,0,0,0,26,22,48
LLALLAGUA,atencion odontologica,consulta repetida,2015-08-01,35,30,6,19,13,23,39,98,20,11,0,9,0,18,113,208,321
LLICA,atencion odontologica,consulta repetida,2015-08-01,0,1,0,3,0,0,8,9,4,2,0,0,0,1,12,16,28
MACHACAMARCA,atencion odontologica,consulta repetida,2015-08-01,0,1,1,4,0,0,5,6,1,2,0,0,0,0,7,13,20
MACHARETI,atencion odontologica,consulta repetida,2015-08-01,0,0,1,2,0,0,2,4,0,2,0,2,0,0,3,10,13
MAGDALENA,atencion odontologica,consulta repetida,2015-08-01,1,0,0,0,1,0,1,4,0,0,0,0,0,0,3,4,7
MAIRANA,atencion odontologica,consulta repetida,2015-08-01,1,6,2,1,0,5,8,10,2,2,0,0,0,11,13,35,48
MAPIRI,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,3
MECAPACA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MINEROS,atencion odontologica,consulta repetida,2015-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MIZQUE,atencion odontologica,consulta repetida,2015-08-01,8,11,0,7,1,1,1,1,0,2,0,0,0,6,10,28,38
MOCOMOCO,atencion odontologica,consulta repetida,2015-08-01,0,0,2,0,0,2,2,2,1,0,0,1,0,1,5,6,11
MOJINETE,atencion odontologica,consulta repetida,2015-08-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
MOJOCOYA,atencion odontologica,consulta repetida,2015-08-01,1,0,3,2,4,12,2,25,4,2,0,2,0,0,14,43,57
MONTEAGUDO,atencion odontologica,consulta repetida,2015-08-01,43,56,3,5,9,14,11,23,1,6,0,1,0,11,67,116,183
MONTERO,atencion odontologica,consulta repetida,2015-08-01,9,3,6,4,2,4,1,12,0,1,0,0,0,0,18,24,42
MORO MORO,atencion odontologica,consulta repetida,2015-08-01,0,0,1,1,0,0,2,4,0,0,0,0,0,0,3,5,8
MOROCHATA,atencion odontologica,consulta repetida,2015-08-01,2,1,1,1,0,0,0,1,0,0,0,0,0,0,3,3,6
OCURI,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
OKINAWA,atencion odontologica,consulta repetida,2015-08-01,0,3,1,0,0,0,0,0,3,0,0,0,0,0,4,3,7
OMEREQUE,atencion odontologica,consulta repetida,2015-08-01,0,2,0,2,0,1,1,1,0,0,0,2,0,0,1,8,9
ORURO,atencion odontologica,consulta repetida,2015-08-01,298,315,211,253,138,208,452,850,111,105,0,55,0,79,1210,1865,3075
PADCAYA,atencion odontologica,consulta repetida,2015-08-01,0,1,8,21,1,19,18,41,0,0,0,3,0,0,27,85,112
PADILLA,atencion odontologica,consulta repetida,2015-08-01,0,3,1,6,3,15,10,29,14,0,0,1,0,1,28,55,83
PAILON,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
PALCA,atencion odontologica,consulta repetida,2015-08-01,2,4,0,0,0,0,2,1,4,1,0,0,0,0,8,6,14
PALOS BLANCOS,atencion odontologica,consulta repetida,2015-08-01,2,5,1,1,2,0,2,6,1,1,0,2,0,0,8,15,23
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2015-08-01,0,0,2,0,0,0,9,2,1,0,0,0,0,0,12,2,14
PAMPA GRANDE,atencion odontologica,consulta repetida,2015-08-01,1,0,0,0,0,0,0,5,0,0,0,5,0,1,1,11,12
PASORAPA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PATACAMAYA,atencion odontologica,consulta repetida,2015-08-01,12,10,2,1,0,2,0,10,0,1,0,0,0,2,14,26,40
PAZÑA,atencion odontologica,consulta repetida,2015-08-01,0,6,1,1,0,2,1,17,18,5,0,1,0,0,20,32,52
POCOATA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,3,0,2,0,0,0,2,0,0,1,7,8
POCONA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,4,4,4,5,1,1,0,0,0,1,9,11,20
POJO (CBBA),atencion odontologica,consulta repetida,2015-08-01,5,3,2,4,11,6,24,8,0,0,0,1,0,3,42,25,67
POOPO,atencion odontologica,consulta repetida,2015-08-01,1,7,1,5,2,6,7,9,3,0,0,2,0,6,14,35,49
PORCO,atencion odontologica,consulta repetida,2015-08-01,1,1,4,9,0,1,0,5,0,0,0,0,0,0,5,16,21
POROMA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,8,4,6,7,0,1,0,2,0,1,14,15,29
PORVENIR,atencion odontologica,consulta repetida,2015-08-01,4,5,0,1,1,1,0,7,4,2,0,1,0,5,9,22,31
POSTRER VALLE,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,atencion odontologica,consulta repetida,2015-08-01,192,280,275,258,203,362,577,887,90,53,0,51,0,79,1337,1970,3307
PRESTO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,3,4,1,0,12,0,0,0,0,0,8,4,24,28
PUCARANI,atencion odontologica,consulta repetida,2015-08-01,7,4,4,9,3,3,15,28,6,11,0,2,0,0,35,57,92
PUERTO CARABUCO,atencion odontologica,consulta repetida,2015-08-01,1,0,0,1,0,1,2,2,0,0,0,0,0,0,3,4,7
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2015-08-01,1,0,1,0,4,4,0,7,0,0,0,0,0,2,6,13,19
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2015-08-01,11,15,0,0,0,2,0,11,0,0,0,2,0,11,11,41,52
PUERTO RICO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
PUERTO SUAREZ,atencion odontologica,consulta repetida,2015-08-01,3,5,0,0,0,4,0,14,1,1,0,12,0,7,4,43,47
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2015-08-01,28,16,2,6,2,14,5,33,10,6,0,4,0,19,47,98,145
PUNA,atencion odontologica,consulta repetida,2015-08-01,21,0,2,1,2,8,7,26,2,1,0,1,0,3,34,40,74
PUNATA,atencion odontologica,consulta repetida,2015-08-01,10,18,5,4,4,3,2,19,6,5,0,1,0,8,27,58,85
QUIABAYA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
QUILLACOLLO,atencion odontologica,consulta repetida,2015-08-01,85,69,53,33,29,33,221,110,28,6,0,8,0,20,416,279,695
QUIME,atencion odontologica,consulta repetida,2015-08-01,2,2,0,0,0,1,10,7,1,1,0,1,0,4,13,16,29
QUIRUSILLAS,atencion odontologica,consulta repetida,2015-08-01,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,4,5
RAVELO,atencion odontologica,consulta repetida,2015-08-01,1,1,2,0,1,1,1,2,1,1,0,0,0,0,6,5,11
REYES,atencion odontologica,consulta repetida,2015-08-01,0,0,1,2,0,0,1,1,0,0,0,1,0,0,2,4,6
RIBERALTA,atencion odontologica,consulta repetida,2015-08-01,24,14,41,46,14,35,67,163,14,12,0,10,0,5,160,285,445
ROBORE,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
