,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
CORIPATA,atencion odontologica,endodoncia,2015-07-01,5,3,2,1,0,0,0,4,0,0,0,0,0,0,7,8,15
CORO CORO,atencion odontologica,endodoncia,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COROICO,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,8,8,3,1,0,0,0,0,11,9,20
CORQUE,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTAGAITA,atencion odontologica,endodoncia,2015-07-01,2,4,7,7,4,7,8,16,3,4,0,0,0,0,24,38,62
COTOCA,atencion odontologica,endodoncia,2015-07-01,1,1,3,1,0,0,0,3,0,0,0,0,0,0,4,5,9
CUATRO CAÑADAS,atencion odontologica,endodoncia,2015-07-01,0,0,1,2,0,1,2,5,0,0,0,0,0,0,3,8,11
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2015-07-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
CUEVO,atencion odontologica,endodoncia,2015-07-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
CULPINA,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,1,6,2,8,1,1,0,0,0,0,4,16,20
DESAGUADERO,atencion odontologica,endodoncia,2015-07-01,8,12,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
EL ALTO,atencion odontologica,endodoncia,2015-07-01,131,158,183,221,97,177,59,129,15,19,0,0,0,0,485,704,1189
EL CHORO,atencion odontologica,endodoncia,2015-07-01,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,5,6
EL PUENTE(STC),atencion odontologica,endodoncia,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL PUENTE(TJA),atencion odontologica,endodoncia,2015-07-01,2,5,5,2,0,3,3,19,0,2,0,0,0,0,10,31,41
EL TORNO,atencion odontologica,endodoncia,2015-07-01,5,4,5,7,1,13,16,31,9,2,0,0,0,0,36,57,93
EL VILLAR,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3,4
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2015-07-01,1,0,5,4,4,4,6,15,3,0,0,0,0,0,19,23,42
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2015-07-01,10,13,3,3,1,1,1,1,1,0,0,0,0,0,16,18,34
ESCOMA,atencion odontologica,endodoncia,2015-07-01,3,1,1,2,0,2,0,6,0,1,0,0,0,0,4,12,16
EUCALIPTUS,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,1,0,1,4,0,0,0,0,0,0,2,5,7
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2015-07-01,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,5,5
FILADELFIA,atencion odontologica,endodoncia,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2015-07-01,3,4,1,0,0,1,1,1,1,0,0,0,0,0,6,6,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2015-07-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
GUANAY,atencion odontologica,endodoncia,2015-07-01,1,1,1,1,0,1,2,4,1,1,0,0,0,0,5,8,13
GUAQUI,atencion odontologica,endodoncia,2015-07-01,3,1,3,0,1,3,3,6,3,5,0,0,0,0,13,15,28
GUAYARAMERIN,atencion odontologica,endodoncia,2015-07-01,3,7,4,9,3,6,8,6,0,0,0,0,0,0,18,28,46
GUTIERREZ,atencion odontologica,endodoncia,2015-07-01,1,0,1,1,0,5,6,11,11,0,0,0,0,0,19,17,36
HUACARETA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
HUACHACALLA,atencion odontologica,endodoncia,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,atencion odontologica,endodoncia,2015-07-01,7,8,12,17,2,3,14,11,0,0,0,0,0,0,35,39,74
HUATAJATA,atencion odontologica,endodoncia,2015-07-01,4,1,0,2,0,1,3,6,1,1,0,0,0,0,8,11,19
HUAYLLAMARCA,atencion odontologica,endodoncia,2015-07-01,1,0,1,2,0,0,2,5,3,3,0,0,0,0,7,10,17
HUMANATA,atencion odontologica,endodoncia,2015-07-01,7,1,0,0,0,0,0,0,1,1,0,0,0,0,8,2,10
ICLA,atencion odontologica,endodoncia,2015-07-01,0,0,1,3,2,0,5,4,0,1,0,0,0,0,8,8,16
INCAHUASI,atencion odontologica,endodoncia,2015-07-01,3,2,0,1,1,2,2,2,5,0,0,0,0,0,11,7,18
INQUISIVI,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2015-07-01,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,4,5
IXIAMAS,atencion odontologica,endodoncia,2015-07-01,0,2,2,0,0,1,2,4,0,0,0,0,0,0,4,7,11
JESUS DE MACHACA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,2,5
LA ASUNTA,atencion odontologica,endodoncia,2015-07-01,5,1,1,7,6,13,27,28,0,0,0,0,0,0,39,49,88
LA GUARDIA,atencion odontologica,endodoncia,2015-07-01,7,8,0,0,1,5,0,7,1,2,0,0,0,0,9,22,31
LA PAZ,atencion odontologica,endodoncia,2015-07-01,145,137,183,166,121,162,374,622,116,129,0,0,0,0,939,1216,2155
LAGUNILLAS,atencion odontologica,endodoncia,2015-07-01,0,0,2,0,3,3,0,5,0,0,0,0,0,0,5,8,13
LAJA,atencion odontologica,endodoncia,2015-07-01,2,0,0,1,0,3,3,2,0,0,0,0,0,0,5,6,11
LAS CARRERAS,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,4,1,1,6,0,2,0,0,0,0,5,9,14
LICOMA PAMPA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLALLAGUA,atencion odontologica,endodoncia,2015-07-01,25,18,6,8,4,4,5,19,1,2,0,0,0,0,41,51,92
LLICA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LURIBAY,atencion odontologica,endodoncia,2015-07-01,1,2,0,1,0,3,2,5,0,1,0,0,0,0,3,12,15
MACHACAMARCA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
MACHARETI,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
MAGDALENA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
MAIRANA,atencion odontologica,endodoncia,2015-07-01,0,0,0,2,0,3,0,9,0,1,0,0,0,0,0,15,15
MAPIRI,atencion odontologica,endodoncia,2015-07-01,0,2,0,1,1,0,3,11,0,1,0,0,0,0,4,15,19
MECAPACA,atencion odontologica,endodoncia,2015-07-01,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,5,5
MINEROS,atencion odontologica,endodoncia,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MIZQUE,atencion odontologica,endodoncia,2015-07-01,1,6,0,0,1,0,0,1,0,0,0,0,0,0,2,7,9
MOCOMOCO,atencion odontologica,endodoncia,2015-07-01,1,0,1,0,0,0,3,3,0,0,0,0,0,0,5,3,8
MOJOCOYA,atencion odontologica,endodoncia,2015-07-01,1,2,4,5,3,0,1,7,0,0,0,0,0,0,9,14,23
MONTEAGUDO,atencion odontologica,endodoncia,2015-07-01,7,8,0,5,2,7,3,7,0,0,0,0,0,0,12,27,39
MONTERO,atencion odontologica,endodoncia,2015-07-01,3,4,5,5,0,10,0,1,0,0,0,0,0,0,8,20,28
MOROCHATA,atencion odontologica,endodoncia,2015-07-01,0,1,1,0,0,9,0,10,0,3,0,0,0,0,1,23,24
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,endodoncia,2015-07-01,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,3,5
OCURI,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,4
ORURO,atencion odontologica,endodoncia,2015-07-01,131,167,89,105,27,65,98,243,20,24,0,0,0,0,365,604,969
PADCAYA,atencion odontologica,endodoncia,2015-07-01,0,1,5,7,4,9,10,17,0,0,0,0,0,0,19,34,53
PADILLA,atencion odontologica,endodoncia,2015-07-01,0,6,4,1,0,1,8,10,1,0,0,0,0,0,13,18,31
PAILON,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
PALCA,atencion odontologica,endodoncia,2015-07-01,6,7,0,0,0,0,0,4,0,0,0,0,0,0,6,11,17
PALOS BLANCOS,atencion odontologica,endodoncia,2015-07-01,3,5,0,0,1,4,3,18,3,0,0,0,0,0,10,27,37
PAMPA GRANDE,atencion odontologica,endodoncia,2015-07-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PASORAPA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,atencion odontologica,endodoncia,2015-07-01,5,0,2,0,7,2,1,6,0,4,0,0,0,0,15,12,27
PAZÑA,atencion odontologica,endodoncia,2015-07-01,2,2,0,3,0,1,1,1,0,0,0,0,0,0,3,7,10
POCOATA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,3
POCONA,atencion odontologica,endodoncia,2015-07-01,1,1,0,1,1,2,0,4,0,0,0,0,0,0,2,8,10
POJO (CBBA),atencion odontologica,endodoncia,2015-07-01,1,0,0,0,1,2,3,3,2,0,0,0,0,0,7,5,12
POOPO,atencion odontologica,endodoncia,2015-07-01,0,2,9,10,5,2,1,2,2,0,0,0,0,0,17,16,33
PORCO,atencion odontologica,endodoncia,2015-07-01,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,4
POROMA,atencion odontologica,endodoncia,2015-07-01,0,0,1,3,0,3,3,5,0,0,0,0,0,0,4,11,15
POTOSI,atencion odontologica,endodoncia,2015-07-01,18,18,15,18,15,9,21,35,2,5,0,0,0,0,71,85,156
PRESTO,atencion odontologica,endodoncia,2015-07-01,1,0,3,12,6,1,1,4,0,0,0,0,0,0,11,17,28
PUCARA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUCARANI,atencion odontologica,endodoncia,2015-07-01,2,4,2,3,3,5,6,5,0,9,0,0,0,0,13,26,39
PUERTO CARABUCO,atencion odontologica,endodoncia,2015-07-01,0,0,1,3,0,9,2,13,2,2,0,0,0,0,5,27,32
PUERTO RICO,atencion odontologica,endodoncia,2015-07-01,0,0,1,0,0,0,4,4,1,0,0,0,0,0,6,4,10
PUERTO VILLARROEL,atencion odontologica,endodoncia,2015-07-01,13,16,3,1,5,10,10,28,2,1,0,0,0,0,33,56,89
PUNA,atencion odontologica,endodoncia,2015-07-01,0,1,1,0,1,2,0,8,0,1,0,0,0,0,2,12,14
PUNATA,atencion odontologica,endodoncia,2015-07-01,5,9,9,7,0,1,4,15,7,5,0,0,0,0,25,37,62
QUIABAYA,atencion odontologica,endodoncia,2015-07-01,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,4,6
QUILLACOLLO,atencion odontologica,endodoncia,2015-07-01,61,89,62,63,54,45,68,95,34,39,0,0,0,0,279,331,610
QUIME,atencion odontologica,endodoncia,2015-07-01,3,6,7,0,3,8,3,4,1,1,0,0,0,0,17,19,36
QUIRUSILLAS,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
RAVELO,atencion odontologica,endodoncia,2015-07-01,7,2,0,1,0,1,2,3,0,0,0,0,0,0,9,7,16
RIBERALTA,atencion odontologica,endodoncia,2015-07-01,2,4,9,1,9,20,8,12,0,0,0,0,0,0,28,37,65
ROBORE,atencion odontologica,endodoncia,2015-07-01,6,8,3,2,1,0,0,20,5,0,0,0,0,0,15,30,45
RURRENABAQUE,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SABAYA,atencion odontologica,endodoncia,2015-07-01,0,1,0,1,0,0,0,2,2,2,0,0,0,0,2,6,8
SACABA,atencion odontologica,endodoncia,2015-07-01,26,41,46,51,13,20,9,63,8,11,0,0,0,0,102,186,288
SACABAMBA,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SACACA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
SAIPINA,atencion odontologica,endodoncia,2015-07-01,1,0,2,0,1,0,0,8,3,0,0,0,0,0,7,8,15
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2015-07-01,2,6,0,4,3,3,1,2,2,2,0,0,0,0,8,17,25
SAMAIPATA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
SAN AGUSTIN,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
SAN ANDRES,atencion odontologica,endodoncia,2015-07-01,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,8,8
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,2,4,0,1,0,0,0,0,2,5,7
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,atencion odontologica,endodoncia,2015-07-01,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4
SAN BORJA,atencion odontologica,endodoncia,2015-07-01,0,6,1,2,4,7,5,7,2,0,0,0,0,0,12,22,34
SAN BUENA VENTURA,atencion odontologica,endodoncia,2015-07-01,0,1,0,2,0,2,1,6,0,2,0,0,0,0,1,13,14
SAN CARLOS,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,1,1,3,5,0,0,0,0,0,0,4,7,11
SAN IGNACIO,atencion odontologica,endodoncia,2015-07-01,6,5,1,2,1,1,1,7,0,0,0,0,0,0,9,15,24
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2015-07-01,0,1,6,0,5,3,5,12,0,1,0,0,0,0,16,17,33
SAN JAVIER(STC),atencion odontologica,endodoncia,2015-07-01,2,4,4,0,0,0,0,9,0,0,0,0,0,0,6,13,19
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2015-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN JULIAN,atencion odontologica,endodoncia,2015-07-01,1,2,0,2,0,1,0,3,6,1,0,0,0,0,7,9,16
SAN LORENZO(TJA),atencion odontologica,endodoncia,2015-07-01,2,0,11,3,3,6,8,15,0,0,0,0,0,0,24,24,48
SAN LUCAS,atencion odontologica,endodoncia,2015-07-01,4,8,4,2,4,15,3,14,0,0,0,0,0,0,15,39,54
SAN MATIAS,atencion odontologica,endodoncia,2015-07-01,8,30,0,0,0,0,0,1,0,2,0,0,0,0,8,33,41
SAN PEDRO,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2015-07-01,3,3,1,0,0,0,0,7,0,1,0,0,0,0,4,11,15
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3,4
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,1,2,1,7,0,0,0,0,0,0,3,9,12
SAN RAMON BENI,atencion odontologica,endodoncia,2015-07-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3
SAN RAMON SCZ,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,4
SANTA ANA,atencion odontologica,endodoncia,2015-07-01,1,0,1,1,0,0,0,8,7,6,0,0,0,0,9,15,24
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2015-07-01,115,116,134,138,169,137,351,538,135,144,0,0,0,0,904,1073,1977
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2015-07-01,2,2,0,0,1,2,5,9,0,0,0,0,0,0,8,13,21
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2015-07-01,0,1,3,1,1,2,1,23,1,5,0,0,0,0,6,32,38
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2015-07-01,1,1,2,2,0,1,4,5,0,1,0,0,0,0,7,10,17
SANTIAGO DE MACHACA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,5
SANTIVAÑES,atencion odontologica,endodoncia,2015-07-01,0,1,1,0,0,0,1,1,0,1,0,0,0,0,2,3,5
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2015-07-01,0,1,3,2,0,0,0,0,0,1,0,0,0,0,3,4,7
SAPAHAQUI,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,4,5
SENA,atencion odontologica,endodoncia,2015-07-01,2,0,0,0,0,2,1,1,0,0,0,0,0,0,3,3,6
SHINAOTA,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SIPE SIPE,atencion odontologica,endodoncia,2015-07-01,5,21,3,2,0,4,1,18,1,4,0,0,0,0,10,49,59
SOPACHUY,atencion odontologica,endodoncia,2015-07-01,4,4,3,7,1,6,3,8,0,0,0,0,0,0,11,25,36
SORACACHI,atencion odontologica,endodoncia,2015-07-01,2,0,1,1,0,0,2,5,0,0,0,0,0,0,5,6,11
SORATA,atencion odontologica,endodoncia,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SUCRE,atencion odontologica,endodoncia,2015-07-01,182,189,125,201,80,142,130,331,8,14,0,0,0,0,525,877,1402
TACACHI,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,atencion odontologica,endodoncia,2015-07-01,0,2,1,0,1,2,5,4,1,0,0,0,0,0,8,8,16
TACOBAMBA,atencion odontologica,endodoncia,2015-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TACOPAYA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
TAPACARI,atencion odontologica,endodoncia,2015-07-01,0,0,2,1,0,4,0,3,0,0,0,0,0,0,2,8,10
TARABUCO,atencion odontologica,endodoncia,2015-07-01,3,2,0,0,0,1,1,6,0,1,0,0,0,0,4,10,14
TARATA,atencion odontologica,endodoncia,2015-07-01,3,0,1,1,1,1,0,6,0,0,0,0,0,0,5,8,13
TARIJA,atencion odontologica,endodoncia,2015-07-01,15,16,100,95,77,87,207,307,36,7,0,0,0,0,435,512,947
TARVITA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
TEOPONTE,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIAWANACU,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,1,9,3,6,2,1,0,0,0,0,6,16,22
TINGUIPAYA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TIPUANI,atencion odontologica,endodoncia,2015-07-01,0,0,2,1,0,0,3,0,1,4,0,0,0,0,6,5,11
TIQUIPAYA,atencion odontologica,endodoncia,2015-07-01,40,25,12,5,2,3,0,13,0,1,0,0,0,0,54,47,101
TIRAQUE (CBBA),atencion odontologica,endodoncia,2015-07-01,4,3,6,2,1,4,4,2,0,0,0,0,0,0,15,11,26
TOCO,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,5
TODOS SANTOS,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3
TOLATA,atencion odontologica,endodoncia,2015-07-01,1,0,4,1,0,0,0,1,0,0,0,0,0,0,5,2,7
TOLEDO,atencion odontologica,endodoncia,2015-07-01,0,0,2,0,0,1,3,4,0,4,0,0,0,0,5,9,14
TOMAVE,atencion odontologica,endodoncia,2015-07-01,0,0,0,2,0,5,1,2,0,0,0,0,0,0,1,9,10
TOMINA,atencion odontologica,endodoncia,2015-07-01,2,2,0,0,0,2,0,8,0,0,0,0,0,0,2,12,14
TORO TORO,atencion odontologica,endodoncia,2015-07-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3
TOTORA(CBBA),atencion odontologica,endodoncia,2015-07-01,0,1,0,0,2,3,0,1,0,0,0,0,0,0,2,5,7
TOTORA(ORR),atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,atencion odontologica,endodoncia,2015-07-01,5,5,5,7,10,15,19,31,0,1,0,0,0,0,39,59,98
TUPIZA,atencion odontologica,endodoncia,2015-07-01,6,7,5,10,2,6,10,10,8,4,0,0,0,0,31,37,68
TURCO,atencion odontologica,endodoncia,2015-07-01,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,3,7
UNCIA,atencion odontologica,endodoncia,2015-07-01,3,3,0,1,1,1,0,2,0,2,0,0,0,0,4,9,13
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2015-07-01,0,0,0,7,5,3,10,23,1,1,0,0,0,0,16,34,50
URUBICHA,atencion odontologica,endodoncia,2015-07-01,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,4,5
UYUNI,atencion odontologica,endodoncia,2015-07-01,2,0,0,1,0,1,3,4,1,2,0,0,0,0,6,8,14
VACAS,atencion odontologica,endodoncia,2015-07-01,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,2,5
VALLEGRANDE,atencion odontologica,endodoncia,2015-07-01,12,3,2,5,3,1,5,13,3,1,0,0,0,0,25,23,48
VIACHA,atencion odontologica,endodoncia,2015-07-01,32,14,5,10,4,6,17,20,1,0,0,0,0,0,59,50,109
VILA VILA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA CHARCAS,atencion odontologica,endodoncia,2015-07-01,1,6,2,2,0,1,0,1,0,1,0,0,0,0,3,11,14
VILLA MONTES,atencion odontologica,endodoncia,2015-07-01,2,4,19,16,7,16,23,68,1,1,0,0,0,0,52,105,157
VILLA RIVERO,atencion odontologica,endodoncia,2015-07-01,1,0,0,0,0,2,1,6,0,0,0,0,0,0,2,8,10
VILLA SERRANO,atencion odontologica,endodoncia,2015-07-01,0,0,0,2,0,0,2,7,1,0,0,0,0,0,3,9,12
VILLA TUNARI,atencion odontologica,endodoncia,2015-07-01,12,9,0,4,3,32,8,36,2,0,0,0,0,0,25,81,106
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2015-07-01,0,0,6,2,1,1,3,7,0,0,0,0,0,0,10,10,20
VILLAZON,atencion odontologica,endodoncia,2015-07-01,9,12,26,33,0,7,23,37,1,1,0,0,0,0,59,90,149
VINTO,atencion odontologica,endodoncia,2015-07-01,20,27,1,3,0,12,0,19,1,1,0,0,0,0,22,62,84
VITICHI,atencion odontologica,endodoncia,2015-07-01,1,1,0,0,0,2,2,9,1,1,0,0,0,0,4,13,17
WARNES,atencion odontologica,endodoncia,2015-07-01,16,9,2,3,0,1,1,1,2,4,0,0,0,0,21,18,39
YACUIBA,atencion odontologica,endodoncia,2015-07-01,3,7,10,25,3,22,14,35,2,5,0,0,0,0,32,94,126
YAMPARAEZ,atencion odontologica,endodoncia,2015-07-01,0,0,1,1,2,4,2,0,0,0,0,0,0,0,5,5,10
YANACACHI,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,atencion odontologica,endodoncia,2015-07-01,11,12,1,4,2,27,5,55,2,7,0,0,0,0,21,105,126
YOCALLA,atencion odontologica,endodoncia,2015-07-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3
YOTALA,atencion odontologica,endodoncia,2015-07-01,3,1,1,1,1,1,1,4,0,0,0,0,0,0,6,7,13
YUNCHARA,atencion odontologica,endodoncia,2015-07-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,3,6
ZUDAÑEZ,atencion odontologica,endodoncia,2015-07-01,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,9,9
ACHACACHI,atencion odontologica,endodoncia,2015-08-01,4,7,3,0,2,3,3,26,9,6,0,0,0,0,21,42,63
ACHOCALLA,atencion odontologica,endodoncia,2015-08-01,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4
AIQUILE,atencion odontologica,endodoncia,2015-08-01,3,4,2,9,0,1,1,3,1,0,0,0,0,0,7,17,24
ALCALA,atencion odontologica,endodoncia,2015-08-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
ALTO BENI,atencion odontologica,endodoncia,2015-08-01,2,2,0,0,0,0,0,4,2,0,0,0,0,0,4,6,10
ANDAMARCA,atencion odontologica,endodoncia,2015-08-01,0,0,2,1,1,0,1,2,0,0,0,0,0,0,4,3,7
ANTEQUERA,atencion odontologica,endodoncia,2015-08-01,1,0,0,0,1,1,0,2,0,0,0,0,0,0,2,3,5
ANZALDO,atencion odontologica,endodoncia,2015-08-01,0,1,2,0,2,0,1,3,0,3,0,0,0,0,5,7,12
ARAMPAMPA,atencion odontologica,endodoncia,2015-08-01,2,0,0,0,4,1,2,0,1,0,0,0,0,0,9,1,10
ARANI,atencion odontologica,endodoncia,2015-08-01,3,1,1,1,0,0,0,2,0,1,0,0,0,0,4,5,9
ARBIETO,atencion odontologica,endodoncia,2015-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ARQUE,atencion odontologica,endodoncia,2015-08-01,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,5,5
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2015-08-01,0,1,2,0,1,11,0,7,1,8,0,0,0,0,4,27,31
ATOCHA,atencion odontologica,endodoncia,2015-08-01,3,9,8,12,7,16,20,33,0,2,0,0,0,0,38,72,110
