,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
SAN LUCAS,atencion odontologica,periodoncia,2015-07-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,4
SAN MATIAS,atencion odontologica,periodoncia,2015-07-01,0,0,1,2,0,2,1,7,0,2,0,0,0,0,2,13,15
SAN PEDRO,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,9,10
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
SAN RAFAEL,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,4,5
SAN RAMON SCZ,atencion odontologica,periodoncia,2015-07-01,0,0,2,2,3,3,0,0,0,0,0,0,0,0,5,5,10
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2015-07-01,0,0,119,138,133,246,344,964,191,150,0,0,0,0,787,1498,2285
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2015-07-01,0,0,1,1,4,2,4,7,6,4,0,0,0,0,15,14,29
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,0,4,3,0,0,0,0,0,3,5,8
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTIVAÑES,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
SAPAHAQUI,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
SICA SICA (VILLA AROMA),atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SIPE SIPE,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,11,1,37,3,11,0,0,0,0,4,59,63
SOPACHUY,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,1,1,3,9,0,0,0,0,0,0,4,10,14
SORACACHI,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SORATA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,atencion odontologica,periodoncia,2015-07-01,0,0,35,30,56,119,194,262,42,27,0,0,0,0,327,438,765
TAPACARI,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,3,0,9,1,6,0,0,0,0,1,18,19
TARABUCO,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,4,1,7,8,4,0,0,0,0,9,15,24
TARACO,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,11,11
TARATA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
TARIJA,atencion odontologica,periodoncia,2015-07-01,0,0,22,31,58,70,158,283,19,22,0,0,0,0,257,406,663
TARVITA,atencion odontologica,periodoncia,2015-07-01,0,0,0,1,1,1,1,9,0,0,0,0,0,0,2,11,13
TEOPONTE,atencion odontologica,periodoncia,2015-07-01,0,0,1,0,0,1,1,4,5,0,0,0,0,0,7,5,12
TIAWANACU,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,5,6
TINGUIPAYA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TIQUIPAYA,atencion odontologica,periodoncia,2015-07-01,0,0,1,0,0,10,2,50,3,5,0,0,0,0,6,65,71
TIRAQUE (CBBA),atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,7,7
TOCO,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,2,2,3,3,1,0,0,0,0,5,6,11
TOLATA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,9,10
TOMAVE,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,15,1,1,0,0,0,0,2,16,18
TOMINA,atencion odontologica,periodoncia,2015-07-01,0,0,23,19,3,13,1,16,0,0,0,0,0,0,27,48,75
TORO TORO,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,3,2,1,1,0,0,0,0,0,3,4,7
TOTORA(CBBA),atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
TRINIDAD,atencion odontologica,periodoncia,2015-07-01,0,0,11,22,15,18,35,47,1,2,0,0,0,0,62,89,151
TUPIZA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,6,10,20,13,0,0,0,0,26,24,50
TURCO,atencion odontologica,periodoncia,2015-07-01,0,0,1,0,0,0,1,2,3,0,0,0,0,0,5,2,7
UNCIA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2015-07-01,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,8,9
VACAS,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VALLEGRANDE,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,7,0,8,2,3,0,0,0,0,2,18,20
VIACHA,atencion odontologica,periodoncia,2015-07-01,0,0,2,4,6,8,7,17,4,2,0,0,0,0,19,31,50
VILLA CHARCAS,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
VILLA MONTES,atencion odontologica,periodoncia,2015-07-01,0,0,13,3,7,12,22,29,1,1,0,0,0,0,43,45,88
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2015-07-01,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,5,6
VILLA RIVERO,atencion odontologica,periodoncia,2015-07-01,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
VILLA SERRANO,atencion odontologica,periodoncia,2015-07-01,0,0,1,0,0,0,1,2,1,0,0,0,0,0,3,2,5
VILLA TUNARI,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,2,8,8,60,4,2,0,0,0,0,14,70,84
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,2,7,0,0,0,0,0,0,2,8,10
VILLAZON,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,14
VINTO,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,23,1,0,0,0,0,0,2,23,25
VITICHI,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,5,6
WALDO BALLIVIAN,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,3,3,1,1,0,0,0,0,4,4,8
YACUIBA,atencion odontologica,periodoncia,2015-07-01,0,0,3,2,7,10,30,31,3,4,0,0,0,0,43,47,90
YAMPARAEZ,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
YANACACHI,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,2,8
YAPACANI,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,4,1,15,2,1,0,0,0,0,3,20,23
YOCALLA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
YOTALA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,2,1,0,11,0,0,0,0,0,0,2,12,14
YUNCHARA,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
ZUDAÑEZ,atencion odontologica,periodoncia,2015-07-01,0,0,0,0,0,3,0,6,1,1,0,0,0,0,1,10,11
ACHACACHI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,11,3,7,0,0,0,0,3,19,22
ACHOCALLA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,1,2,13,4,3,0,0,0,0,7,17,24
ALCALA,atencion odontologica,periodoncia,2015-08-01,0,0,0,1,3,0,1,2,0,0,0,0,0,0,4,3,7
ANCORAIMES,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,4,0,8,2,1,0,0,0,0,2,13,15
ANZALDO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
APOLO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
ARAMPAMPA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,3,1,2,0,0,0,0,1,6,7
ARANI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,1,0,5,0,1,0,0,0,0,1,7,8
ARBIETO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,4,1,0,2,5,0,0,0,0,3,9,12
ARQUE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ATOCHA,atencion odontologica,periodoncia,2015-08-01,0,0,0,1,3,2,8,4,3,0,0,0,0,0,14,7,21
AYO AYO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,11,2,16,2,0,0,0,0,0,4,27,31
AZURDUY,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BAURES,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,2,5
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
BERMEJO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,2,7,14,41,1,1,0,0,0,0,17,49,66
BETANZOS,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,1,0,5,0,1,0,0,0,0,1,7,8
BOLIVAR,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,1,2,3,2,0,0,0,0,0,5,4,9
BOYUIBE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,3,5
CABEZAS,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,3,2,11,2,0,0,0,0,0,4,14,18
CAIROMA,atencion odontologica,periodoncia,2015-08-01,0,0,3,0,1,4,3,2,0,0,0,0,0,0,7,6,13
CAJUATA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
CAMARGO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,4
CAMIRI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,7,5,7,1,7,0,0,0,0,7,21,28
CAPINOTA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,4,1,9,3,0,0,0,0,0,4,13,17
CAQUIAVIRI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,atencion odontologica,periodoncia,2015-08-01,0,0,1,0,0,0,3,6,0,0,0,0,0,0,4,6,10
CARANAVI,atencion odontologica,periodoncia,2015-08-01,0,0,11,8,10,6,16,40,26,8,0,0,0,0,63,62,125
CARAPARI,atencion odontologica,periodoncia,2015-08-01,0,0,0,1,0,1,3,6,0,0,0,0,0,0,3,8,11
CARIPUYO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CHALLAPATA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,1,0,16,3,6,0,0,0,0,4,23,27
CHAQUI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
CHARAGUA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,13,2,0,0,0,0,0,3,13,16
CHAYANTA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,0,0,4,1,0,0,0,0,0,2,4,6
CHIMORE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
CHIPAYA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHOQUE COTA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,5,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
CHUMA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,0,4,6,0,1,0,0,0,0,5,7,12
CKOCHAS,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
CLIZA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,6,1,31,3,5,0,0,0,0,4,42,46
COBIJA,atencion odontologica,periodoncia,2015-08-01,0,0,0,2,1,4,16,20,3,0,0,0,0,0,20,26,46
COCAPATA,atencion odontologica,periodoncia,2015-08-01,0,0,1,0,3,3,4,16,1,4,0,0,0,0,9,23,32
COCHABAMBA,atencion odontologica,periodoncia,2015-08-01,0,0,39,56,106,79,479,1101,96,100,0,0,0,0,720,1336,2056
COIPASA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COLCAPIRHUA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,15,2,0,0,0,0,0,2,15,17
COLOMI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,2,0,6,0,2,0,0,0,0,0,10,10
COLPA BELGICA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLQUECHACA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,3,2,12,1,2,0,0,0,0,4,17,21
COLQUENCHA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUIRI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COMANCHE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COMARAPA,atencion odontologica,periodoncia,2015-08-01,0,0,1,1,0,1,0,0,2,1,0,0,0,0,3,3,6
COMBAYA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,1,1,10,0,0,0,0,1,12,13
CONCEPCION,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,5,6
CORO CORO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,4,5
CORQUE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,1,1,6,7,0,0,0,0,7,9,16
COTAGAITA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,2,0,4,1,0,0,0,0,0,1,6,7
COTOCA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,3,20,1,0,0,0,0,0,4,20,24
CUATRO CAÑADAS,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUEVO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CURVA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,atencion odontologica,periodoncia,2015-08-01,0,0,19,19,45,49,101,200,29,24,0,0,0,0,194,292,486
EL TORNO,atencion odontologica,periodoncia,2015-08-01,0,0,8,8,3,30,6,57,8,11,0,0,0,0,25,106,131
EL VILLAR,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,7,7
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2015-08-01,0,0,1,3,0,1,1,9,1,1,0,0,0,0,3,14,17
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,1,3,3,0,0,0,0,0,4,4,8
ESCOMA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,4
EUCALIPTUS,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
FILADELFIA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
GUANAY,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
GUAYARAMERIN,atencion odontologica,periodoncia,2015-08-01,0,0,6,5,8,22,7,30,0,0,0,0,0,0,21,57,78
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACHACALLA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
HUANUNI,atencion odontologica,periodoncia,2015-08-01,0,0,0,4,3,2,7,12,0,0,0,0,0,0,10,18,28
HUARINA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
HUATAJATA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,2,3,3,0,0,0,0,3,6,9
HUAYLLAMARCA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
HUMANATA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ICHOCA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,7
ICLA,atencion odontologica,periodoncia,2015-08-01,0,0,1,0,0,1,1,5,0,0,0,0,0,0,2,6,8
INCAHUASI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2015-08-01,0,0,0,0,2,0,1,5,3,3,0,0,0,0,6,8,14
JESUS DE MACHACA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LA ASUNTA,atencion odontologica,periodoncia,2015-08-01,0,0,1,0,1,6,4,18,0,1,0,0,0,0,6,25,31
LA GUARDIA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,6,1,17,5,4,0,0,0,0,6,27,33
LA PAZ,atencion odontologica,periodoncia,2015-08-01,0,0,37,38,72,76,264,524,85,96,0,0,0,0,458,734,1192
LAJA,atencion odontologica,periodoncia,2015-08-01,0,0,3,4,3,3,11,20,0,0,0,0,0,0,17,27,44
LICOMA PAMPA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LLALLAGUA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,1,2,0,3,0,0,0,0,1,6,7
LURIBAY,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MACHARETI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,3,2,5,0,0,0,0,2,8,10
MAGDALENA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAIRANA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
MAPIRI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,3,2,3,0,0,0,0,0,0,2,6,8
MECAPACA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
MIZQUE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,2,2,1,5,0,1,0,0,0,0,3,8,11
MOCOMOCO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,2,3,1,1,0,0,0,0,3,4,7
MOJOCOYA,atencion odontologica,periodoncia,2015-08-01,0,0,0,1,0,0,1,8,0,0,0,0,0,0,1,9,10
MONTEAGUDO,atencion odontologica,periodoncia,2015-08-01,0,0,0,1,1,5,4,4,1,0,0,0,0,0,6,10,16
MONTERO,atencion odontologica,periodoncia,2015-08-01,0,0,12,26,6,8,6,32,0,2,0,0,0,0,24,68,92
MOROCHATA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,5,2,6,1,4,0,0,0,0,3,15,18
OCURI,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,3,4,2,0,0,0,0,4,5,9
OKINAWA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,4,3,2,0,0,0,0,3,6,9
OMEREQUE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
ORURO,atencion odontologica,periodoncia,2015-08-01,0,0,7,5,6,9,141,161,21,14,0,0,0,0,175,189,364
PADCAYA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,1,4
PADILLA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,10
PAILON,atencion odontologica,periodoncia,2015-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
PALCA,atencion odontologica,periodoncia,2015-08-01,0,0,4,5,4,3,5,15,8,7,0,0,0,0,21,30,51
PALOS BLANCOS,atencion odontologica,periodoncia,2015-08-01,0,0,2,0,2,1,4,7,0,0,0,0,0,0,8,8,16
PAMPA GRANDE,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PASORAPA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
PATACAMAYA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
PAZÑA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POCOATA,atencion odontologica,periodoncia,2015-08-01,0,0,0,1,1,1,0,13,1,1,0,0,0,0,2,16,18
POCONA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
POJO (CBBA),atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,9,9
POOPO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,7,9,4,3,0,0,0,0,11,13,24
POROMA,atencion odontologica,periodoncia,2015-08-01,0,0,4,0,0,4,2,6,0,0,0,0,0,0,6,10,16
PORTACHUELO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PORVENIR,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,1,2,5,2,0,0,0,0,6,5,11
POTOSI,atencion odontologica,periodoncia,2015-08-01,0,0,5,6,7,8,44,79,1,1,0,0,0,0,57,94,151
PRESTO,atencion odontologica,periodoncia,2015-08-01,0,0,0,1,0,1,1,3,0,0,0,0,0,0,1,5,6
PUERTO ACOSTA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PUERTO CARABUCO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,5,6
PUERTO RICO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,5,0,8,2,0,0,0,0,0,2,13,15
PUERTO SUAREZ,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
PUERTO VILLARROEL,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,5,3,17,2,1,0,0,0,0,5,23,28
PUNA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
PUNATA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,5,5,23,1,3,0,0,0,0,6,31,37
QUIABAYA,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
QUILLACOLLO,atencion odontologica,periodoncia,2015-08-01,0,0,5,21,12,33,43,115,35,30,0,0,0,0,95,199,294
QUIME,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
RAVELO,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,0,2,2,2,0,1,0,0,0,0,2,5,7
REYES,atencion odontologica,periodoncia,2015-08-01,0,0,0,0,3,0,5,5,0,1,0,0,0,0,8,6,14
RIBERALTA,atencion odontologica,periodoncia,2015-08-01,0,0,2,1,6,21,3,44,1,0,0,0,0,0,12,66,78
