,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
PAILON,atencion odontologica,aplicacion de fluor,2015-06-01,2,15,56,68,0,0,0,0,0,0,0,0,0,0,58,83,141
PALCA,atencion odontologica,aplicacion de fluor,2015-06-01,27,20,1,0,0,0,0,0,0,0,0,0,0,0,28,20,48
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2015-06-01,9,7,7,4,4,1,5,12,6,3,0,0,0,0,31,27,58
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2015-06-01,23,14,0,0,0,1,0,2,0,0,0,0,0,0,23,17,40
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2015-06-01,2,1,0,0,0,1,3,3,0,0,0,0,0,0,5,5,10
PASORAPA,atencion odontologica,aplicacion de fluor,2015-06-01,4,2,2,2,0,0,0,0,0,0,0,0,0,0,6,4,10
PATACAMAYA,atencion odontologica,aplicacion de fluor,2015-06-01,13,15,0,3,0,2,0,1,0,0,0,0,0,0,13,21,34
PAZÑA,atencion odontologica,aplicacion de fluor,2015-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PELECHUCO,atencion odontologica,aplicacion de fluor,2015-06-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
POCOATA,atencion odontologica,aplicacion de fluor,2015-06-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
POCONA,atencion odontologica,aplicacion de fluor,2015-06-01,1,0,15,12,0,0,0,0,0,0,0,0,0,0,16,12,28
POJO (CBBA),atencion odontologica,aplicacion de fluor,2015-06-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5
POOPO,atencion odontologica,aplicacion de fluor,2015-06-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
POROMA,atencion odontologica,aplicacion de fluor,2015-06-01,10,5,6,5,3,0,0,0,0,0,0,0,0,0,19,10,29
PORONGO,atencion odontologica,aplicacion de fluor,2015-06-01,9,12,0,1,0,0,0,3,0,0,0,0,0,0,9,16,25
PORTACHUELO,atencion odontologica,aplicacion de fluor,2015-06-01,1,4,2,1,0,0,1,3,0,0,0,0,0,0,4,8,12
PORVENIR,atencion odontologica,aplicacion de fluor,2015-06-01,5,7,1,0,0,1,0,0,0,0,0,0,0,0,6,8,14
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2015-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POTOSI,atencion odontologica,aplicacion de fluor,2015-06-01,48,42,40,53,37,56,56,32,13,17,0,0,0,0,194,200,394
PRESTO,atencion odontologica,aplicacion de fluor,2015-06-01,43,42,0,2,0,0,0,0,0,0,0,0,0,0,43,44,87
PUCARA,atencion odontologica,aplicacion de fluor,2015-06-01,9,14,1,0,0,0,0,0,0,0,0,0,0,0,10,14,24
PUCARANI,atencion odontologica,aplicacion de fluor,2015-06-01,1,2,29,21,0,0,0,1,0,0,0,0,0,0,30,24,54
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2015-06-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2015-06-01,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2015-06-01,13,24,8,4,0,10,0,11,0,0,0,0,0,0,21,49,70
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2015-06-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2015-06-01,16,25,0,0,0,0,0,0,0,0,0,0,0,0,16,25,41
PUERTO RICO,atencion odontologica,aplicacion de fluor,2015-06-01,7,4,8,11,0,1,0,0,0,0,0,0,0,0,15,16,31
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2015-06-01,12,7,0,0,0,0,0,5,0,2,0,0,0,0,12,14,26
PUNA,atencion odontologica,aplicacion de fluor,2015-06-01,9,11,1,0,0,0,0,0,0,0,0,0,0,0,10,11,21
PUNATA,atencion odontologica,aplicacion de fluor,2015-06-01,3,0,0,2,2,6,0,1,0,0,0,0,0,0,5,9,14
QUIABAYA,atencion odontologica,aplicacion de fluor,2015-06-01,6,3,63,45,0,0,0,0,1,0,0,0,0,0,70,48,118
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2015-06-01,45,49,7,11,2,8,3,15,4,3,0,0,0,0,61,86,147
QUIME,atencion odontologica,aplicacion de fluor,2015-06-01,9,12,0,0,0,0,2,0,0,0,0,0,0,0,11,12,23
RAVELO,atencion odontologica,aplicacion de fluor,2015-06-01,25,26,0,2,0,2,0,1,3,0,0,0,0,0,28,31,59
REYES,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,4,9
RIBERALTA,atencion odontologica,aplicacion de fluor,2015-06-01,121,122,43,40,6,10,17,47,0,0,0,0,0,0,187,219,406
ROBORE,atencion odontologica,aplicacion de fluor,2015-06-01,36,31,5,9,0,0,0,0,0,0,0,0,0,0,41,40,81
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2015-06-01,9,5,4,7,8,5,7,6,0,0,0,0,0,0,28,23,51
SABAYA,atencion odontologica,aplicacion de fluor,2015-06-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SACABA,atencion odontologica,aplicacion de fluor,2015-06-01,20,26,16,29,7,11,11,8,0,2,0,0,0,0,54,76,130
SACACA,atencion odontologica,aplicacion de fluor,2015-06-01,28,29,0,0,0,1,0,4,0,0,0,0,0,0,28,34,62
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2015-06-01,34,31,4,6,0,0,0,0,0,0,0,0,0,0,38,37,75
SAMAIPATA,atencion odontologica,aplicacion de fluor,2015-06-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN AGUSTIN,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
SAN ANDRES,atencion odontologica,aplicacion de fluor,2015-06-01,8,5,0,2,0,2,1,0,0,0,0,0,0,0,9,9,18
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2015-06-01,1,1,5,9,0,0,0,0,0,0,0,0,0,0,6,10,16
SAN ANTONIO DE ESMORUCO,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2015-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,atencion odontologica,aplicacion de fluor,2015-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN BORJA,atencion odontologica,aplicacion de fluor,2015-06-01,7,7,1,6,0,1,0,1,0,0,0,0,0,0,8,15,23
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2015-06-01,1,3,2,1,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN CARLOS,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2015-06-01,20,13,208,204,103,77,4,8,0,0,0,0,0,0,335,302,637
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2015-06-01,255,201,470,279,5,4,0,0,0,0,0,0,0,0,730,484,1214
SAN JAVIER(BNI),atencion odontologica,aplicacion de fluor,2015-06-01,3,8,26,28,0,1,0,0,0,0,0,0,0,0,29,37,66
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2015-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JOAQUIN,atencion odontologica,aplicacion de fluor,2015-06-01,83,88,195,166,0,0,0,0,0,0,0,0,0,0,278,254,532
SAN JOSE DE CHIQUITOS,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,1,4,3,2,4,1,0,0,0,0,0,0,8,7,15
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2015-06-01,4,7,0,0,0,0,0,1,0,0,0,0,0,0,4,8,12
SAN JULIAN,atencion odontologica,aplicacion de fluor,2015-06-01,90,107,92,166,13,32,3,2,0,0,0,0,0,0,198,307,505
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2015-06-01,2,0,2,4,0,4,2,0,0,0,0,0,0,0,6,8,14
SAN LUCAS,atencion odontologica,aplicacion de fluor,2015-06-01,20,22,0,0,0,0,0,0,0,0,0,0,0,0,20,22,42
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-06-01,2,2,8,2,0,1,0,1,0,1,0,0,0,0,10,7,17
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2015-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2015-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2015-06-01,19,22,0,1,0,2,0,4,0,0,0,0,0,0,19,29,48
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2015-06-01,15,19,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34
SANTA ANA,atencion odontologica,aplicacion de fluor,2015-06-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2015-06-01,1579,1406,114,135,52,136,201,390,55,44,0,0,0,0,2001,2111,4112
SANTA ROSA,atencion odontologica,aplicacion de fluor,2015-06-01,5,0,166,195,95,72,1,0,0,0,0,0,0,0,267,267,534
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2015-06-01,5,7,9,12,0,0,0,0,0,0,0,0,0,0,14,19,33
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2015-06-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2015-06-01,4,1,5,10,0,1,0,1,1,0,0,0,0,0,10,13,23
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2015-06-01,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,4,6
SANTIAGO DE MACHACA,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2015-06-01,10,7,7,16,0,0,0,0,0,0,0,0,0,0,17,23,40
SENA,atencion odontologica,aplicacion de fluor,2015-06-01,12,8,16,17,0,7,0,5,0,0,0,0,0,0,28,37,65
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2015-06-01,7,7,2,2,0,0,0,1,0,0,0,0,0,0,9,10,19
SIPE SIPE,atencion odontologica,aplicacion de fluor,2015-06-01,18,26,0,1,0,0,0,0,0,0,0,0,0,0,18,27,45
SOPACHUY,atencion odontologica,aplicacion de fluor,2015-06-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SORACACHI,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,3,4,0,1,0,0,0,0,0,0,0,0,3,5,8
SUCRE,atencion odontologica,aplicacion de fluor,2015-06-01,108,125,64,73,25,26,32,77,10,6,0,0,0,0,239,307,546
TAHUA,atencion odontologica,aplicacion de fluor,2015-06-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TAPACARI,atencion odontologica,aplicacion de fluor,2015-06-01,9,5,9,5,0,0,0,1,0,0,0,0,0,0,18,11,29
TARABUCO,atencion odontologica,aplicacion de fluor,2015-06-01,30,23,38,43,0,3,0,5,0,0,0,0,0,0,68,74,142
TARACO,atencion odontologica,aplicacion de fluor,2015-06-01,10,6,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
TARATA,atencion odontologica,aplicacion de fluor,2015-06-01,5,8,4,2,6,4,4,17,8,1,0,0,0,0,27,32,59
TARIJA,atencion odontologica,aplicacion de fluor,2015-06-01,63,58,51,64,24,36,39,97,7,10,0,0,0,0,184,265,449
TARVITA,atencion odontologica,aplicacion de fluor,2015-06-01,34,19,0,0,0,0,0,1,0,0,0,0,0,0,34,20,54
TEOPONTE,atencion odontologica,aplicacion de fluor,2015-06-01,8,8,3,2,1,0,0,3,0,0,0,0,0,0,12,13,25
TIAWANACU,atencion odontologica,aplicacion de fluor,2015-06-01,5,1,12,10,0,0,0,0,0,0,0,0,0,0,17,11,28
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2015-06-01,7,16,0,0,1,2,1,1,0,0,0,0,0,0,9,19,28
TIPUANI,atencion odontologica,aplicacion de fluor,2015-06-01,4,9,25,21,71,59,0,2,0,0,0,0,0,0,100,91,191
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2015-06-01,53,67,21,13,2,5,0,10,0,2,0,0,0,0,76,97,173
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2015-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOCO,atencion odontologica,aplicacion de fluor,2015-06-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TOLATA,atencion odontologica,aplicacion de fluor,2015-06-01,4,4,0,0,0,1,0,2,0,0,0,0,0,0,4,7,11
TOLEDO,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,0,0,0,0,0,20,3,0,0,0,0,0,3,20,23
TOMAVE,atencion odontologica,aplicacion de fluor,2015-06-01,9,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
TOMINA,atencion odontologica,aplicacion de fluor,2015-06-01,10,16,1,3,0,0,0,0,0,0,0,0,0,0,11,19,30
TORO TORO,atencion odontologica,aplicacion de fluor,2015-06-01,1,6,40,48,1,1,0,4,0,0,0,0,0,0,42,59,101
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2015-06-01,3,1,14,13,0,0,0,0,0,0,0,0,0,0,17,14,31
TRIGAL,atencion odontologica,aplicacion de fluor,2015-06-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
TRINIDAD,atencion odontologica,aplicacion de fluor,2015-06-01,18,12,22,32,14,14,3,20,0,3,0,0,0,0,57,81,138
TUPIZA,atencion odontologica,aplicacion de fluor,2015-06-01,11,15,27,16,2,4,2,8,1,0,0,0,0,0,43,43,86
TURCO,atencion odontologica,aplicacion de fluor,2015-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UMALA,atencion odontologica,aplicacion de fluor,2015-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
UNCIA,atencion odontologica,aplicacion de fluor,2015-06-01,0,11,15,26,6,10,8,38,8,9,0,0,0,0,37,94,131
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2015-06-01,0,0,7,1,0,0,0,0,0,0,0,0,0,0,7,1,8
UYUNI,atencion odontologica,aplicacion de fluor,2015-06-01,2,2,0,0,0,0,1,3,1,0,0,0,0,0,4,5,9
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2015-06-01,75,52,25,16,1,0,0,1,0,1,0,0,0,0,101,70,171
VIACHA,atencion odontologica,aplicacion de fluor,2015-06-01,93,90,12,12,1,0,0,0,0,0,0,0,0,0,106,102,208
VILA VILA,atencion odontologica,aplicacion de fluor,2015-06-01,7,7,0,2,0,1,0,5,0,0,0,0,0,0,7,15,22
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2015-06-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
VILLA MONTES,atencion odontologica,aplicacion de fluor,2015-06-01,0,2,9,22,1,1,2,0,0,0,0,0,0,0,12,25,37
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2015-06-01,10,6,1,5,0,0,0,0,0,0,0,0,0,0,11,11,22
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2015-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2015-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2015-06-01,21,11,1,2,0,8,2,10,0,0,0,0,0,0,24,31,55
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2015-06-01,3,3,2,1,0,0,0,2,0,0,0,0,0,0,5,6,11
VILLAZON,atencion odontologica,aplicacion de fluor,2015-06-01,11,30,3,3,0,1,0,7,0,0,0,0,0,0,14,41,55
VINTO,atencion odontologica,aplicacion de fluor,2015-06-01,7,3,0,10,0,0,0,7,0,0,0,0,0,0,7,20,27
WALDO BALLIVIAN,atencion odontologica,aplicacion de fluor,2015-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,atencion odontologica,aplicacion de fluor,2015-06-01,14,17,6,6,4,4,5,54,6,9,0,0,0,0,35,90,125
YACUIBA,atencion odontologica,aplicacion de fluor,2015-06-01,0,3,5,2,4,3,5,6,1,0,0,0,0,0,15,14,29
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2015-06-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
YANACACHI,atencion odontologica,aplicacion de fluor,2015-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,atencion odontologica,aplicacion de fluor,2015-06-01,33,29,0,0,0,1,0,5,0,1,0,0,0,0,33,36,69
YOCALLA,atencion odontologica,aplicacion de fluor,2015-06-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,3,2,5
YOTALA,atencion odontologica,aplicacion de fluor,2015-06-01,15,11,0,6,0,0,0,1,0,0,0,0,0,0,15,18,33
ACACIO,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,8
ACHACACHI,atencion odontologica,aplicacion de fluor,2015-07-01,13,15,0,1,0,0,0,0,1,0,0,0,0,0,14,16,30
ACHOCALLA,atencion odontologica,aplicacion de fluor,2015-07-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
AIQUILE,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,14,23,0,1,0,2,0,0,0,0,0,0,16,28,44
ALALAY,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
ALTO BENI,atencion odontologica,aplicacion de fluor,2015-07-01,14,10,1,2,0,0,0,1,0,0,0,0,0,0,15,13,28
ANCORAIMES,atencion odontologica,aplicacion de fluor,2015-07-01,17,19,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36
ANTEQUERA,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ANZALDO,atencion odontologica,aplicacion de fluor,2015-07-01,49,64,28,86,0,8,0,12,0,1,0,0,0,0,77,171,248
APOLO,atencion odontologica,aplicacion de fluor,2015-07-01,15,15,17,15,0,4,0,4,0,0,0,0,0,0,32,38,70
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2015-07-01,3,3,0,1,0,0,0,1,0,0,0,0,0,0,3,5,8
ARANI,atencion odontologica,aplicacion de fluor,2015-07-01,2,1,1,2,0,1,0,2,0,0,0,0,0,0,3,6,9
ARBIETO,atencion odontologica,aplicacion de fluor,2015-07-01,1,12,1,0,0,0,2,0,0,1,0,0,0,0,4,13,17
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,2,0,1,2,0,3,0,0,0,0,0,0,5,7,12
AUCAPATA,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
AYO AYO,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2015-07-01,10,4,8,10,1,7,3,10,0,0,0,0,0,0,22,31,53
BATALLAS,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BAURES,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2015-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BELEN DE URMIRI,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,atencion odontologica,aplicacion de fluor,2015-07-01,4,2,1,1,1,1,0,1,0,0,0,0,0,0,6,5,11
BETANZOS,atencion odontologica,aplicacion de fluor,2015-07-01,17,11,0,0,0,0,0,0,0,2,0,0,0,0,17,13,30
BOLIVAR,atencion odontologica,aplicacion de fluor,2015-07-01,1,2,9,17,0,2,0,0,0,0,0,0,0,0,10,21,31
BOYUIBE,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,19,22,0,0,0,0,0,0,0,0,0,0,20,22,42
BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-07-01,88,41,0,0,0,0,0,1,0,0,0,0,0,0,88,42,130
CABEZAS,atencion odontologica,aplicacion de fluor,2015-07-01,58,68,0,0,0,3,1,3,0,0,0,0,0,0,59,74,133
CAIROMA,atencion odontologica,aplicacion de fluor,2015-07-01,5,2,0,1,0,1,1,0,0,0,0,0,0,0,6,4,10
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2015-07-01,3,3,0,0,0,0,0,1,0,0,0,0,0,0,3,4,7
CAJUATA,atencion odontologica,aplicacion de fluor,2015-07-01,10,6,19,12,0,0,0,2,0,1,0,0,0,0,29,21,50
CALACOTO,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALAMARCA,atencion odontologica,aplicacion de fluor,2015-07-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CAMARGO,atencion odontologica,aplicacion de fluor,2015-07-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
CAMIRI,atencion odontologica,aplicacion de fluor,2015-07-01,42,42,21,14,0,2,1,2,0,0,0,0,0,0,64,60,124
CAPINOTA,atencion odontologica,aplicacion de fluor,2015-07-01,1,3,0,1,0,0,1,0,0,0,0,0,0,0,2,4,6
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2015-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CARACOLLO,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,4
CARANAVI,atencion odontologica,aplicacion de fluor,2015-07-01,46,51,24,17,9,11,9,0,8,7,0,0,0,0,96,86,182
CARIPUYO,atencion odontologica,aplicacion de fluor,2015-07-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2015-07-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
CHALLAPATA,atencion odontologica,aplicacion de fluor,2015-07-01,4,10,4,2,0,0,1,2,0,0,0,0,0,0,9,14,23
CHAQUI,atencion odontologica,aplicacion de fluor,2015-07-01,1,3,0,0,0,0,0,2,0,0,0,0,0,0,1,5,6
CHARAGUA,atencion odontologica,aplicacion de fluor,2015-07-01,34,25,51,48,1,1,1,3,0,0,0,0,0,0,87,77,164
CHARAÑA,atencion odontologica,aplicacion de fluor,2015-07-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CHAYANTA,atencion odontologica,aplicacion de fluor,2015-07-01,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1,5,6
CHIMORE,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,8,5,0,0,0,0,6,0,0,0,0,0,14,7,21
CHOQUE COTA,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHUA COCANI,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2015-07-01,1,3,0,1,0,0,0,3,0,0,0,0,0,0,1,7,8
CHUMA,atencion odontologica,aplicacion de fluor,2015-07-01,2,8,2,4,1,1,2,1,0,0,0,0,0,0,7,14,21
CKOCHAS,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
CLIZA,atencion odontologica,aplicacion de fluor,2015-07-01,3,1,0,1,0,2,0,10,0,0,0,0,0,0,3,14,17
COBIJA,atencion odontologica,aplicacion de fluor,2015-07-01,169,144,24,29,5,6,2,12,0,0,0,0,0,0,200,191,391
COCAPATA,atencion odontologica,aplicacion de fluor,2015-07-01,5,4,5,5,0,0,0,0,0,0,0,0,0,0,10,9,19
COCHABAMBA,atencion odontologica,aplicacion de fluor,2015-07-01,267,334,214,255,59,87,69,162,27,34,0,0,0,0,636,872,1508
COIPASA,atencion odontologica,aplicacion de fluor,2015-07-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2015-07-01,3,5,2,1,0,0,0,1,0,1,0,0,0,0,5,8,13
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2015-07-01,4,8,0,0,1,2,1,1,0,0,0,0,0,0,6,11,17
COLLANA,atencion odontologica,aplicacion de fluor,2015-07-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
COLOMI,atencion odontologica,aplicacion de fluor,2015-07-01,7,16,0,0,0,1,0,1,0,0,0,0,0,0,7,18,25
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2015-07-01,23,9,40,39,0,0,0,0,0,0,0,0,0,0,63,48,111
COLQUECHACA,atencion odontologica,aplicacion de fluor,2015-07-01,6,8,0,0,0,0,0,5,0,0,0,0,0,0,6,13,19
COLQUENCHA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,atencion odontologica,aplicacion de fluor,2015-07-01,0,4,3,4,0,0,0,2,1,0,0,0,0,0,4,10,14
COMARAPA,atencion odontologica,aplicacion de fluor,2015-07-01,7,2,0,0,0,0,0,1,3,2,0,0,0,0,10,5,15
