,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
CORQUE,atencion odontologica,restauraciones,2015-07-01,14,21,2,0,1,10,0,12,5,2,0,0,0,0,22,45,67
COTAGAITA,atencion odontologica,restauraciones,2015-07-01,4,7,14,5,10,16,21,45,23,14,0,0,0,0,72,87,159
COTOCA,atencion odontologica,restauraciones,2015-07-01,23,29,2,1,2,7,0,35,0,1,0,0,0,0,27,73,100
CUATRO CAÑADAS,atencion odontologica,restauraciones,2015-07-01,22,39,5,5,1,22,11,38,0,0,0,0,0,0,39,104,143
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2015-07-01,0,0,1,0,0,0,0,6,5,1,0,0,0,0,6,7,13
CUEVO,atencion odontologica,restauraciones,2015-07-01,2,0,0,11,3,9,6,18,2,0,0,0,0,0,13,38,51
CULPINA,atencion odontologica,restauraciones,2015-07-01,11,5,9,8,1,13,10,33,1,4,0,0,0,0,32,63,95
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2015-07-01,11,16,0,0,2,1,1,13,2,1,0,0,0,0,16,31,47
CURVA,atencion odontologica,restauraciones,2015-07-01,9,9,0,0,2,0,2,0,1,1,0,0,0,0,14,10,24
DESAGUADERO,atencion odontologica,restauraciones,2015-07-01,16,7,15,21,10,13,15,15,10,15,0,0,0,0,66,71,137
EL ALTO,atencion odontologica,restauraciones,2015-07-01,1025,1254,1998,2394,695,1330,412,1337,59,71,0,0,0,0,4189,6386,10575
EL CHORO,atencion odontologica,restauraciones,2015-07-01,4,10,1,0,0,0,0,4,0,0,0,0,0,0,5,14,19
EL PUENTE(STC),atencion odontologica,restauraciones,2015-07-01,10,20,10,13,2,2,2,20,2,0,0,0,0,0,26,55,81
EL PUENTE(TJA),atencion odontologica,restauraciones,2015-07-01,3,7,5,9,6,13,17,48,0,6,0,0,0,0,31,83,114
EL TORNO,atencion odontologica,restauraciones,2015-07-01,72,67,23,27,15,79,45,177,47,12,0,0,0,0,202,362,564
EL VILLAR,atencion odontologica,restauraciones,2015-07-01,4,9,1,17,7,18,2,15,2,2,0,0,0,0,16,61,77
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2015-07-01,2,5,9,23,18,58,27,61,2,2,0,0,0,0,58,149,207
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2015-07-01,30,41,1,2,0,11,0,15,1,0,0,0,0,0,32,69,101
ESCOMA,atencion odontologica,restauraciones,2015-07-01,1,1,2,2,0,1,4,8,0,0,0,0,0,0,7,12,19
EUCALIPTUS,atencion odontologica,restauraciones,2015-07-01,5,3,6,5,5,4,4,13,2,0,0,0,0,0,22,25,47
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2015-07-01,15,7,32,26,12,20,2,28,13,10,0,0,0,0,74,91,165
FILADELFIA,atencion odontologica,restauraciones,2015-07-01,3,3,4,0,0,0,0,3,0,0,0,0,0,0,7,6,13
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2015-07-01,30,24,4,1,5,4,0,33,0,0,0,0,0,0,39,62,101
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2015-07-01,5,9,3,1,3,6,3,11,3,2,0,0,0,0,17,29,46
GUANAY,atencion odontologica,restauraciones,2015-07-01,2,1,0,0,1,1,1,1,0,0,0,0,0,0,4,3,7
GUAQUI,atencion odontologica,restauraciones,2015-07-01,4,10,2,2,2,9,3,20,2,10,0,0,0,0,13,51,64
GUAYARAMERIN,atencion odontologica,restauraciones,2015-07-01,12,18,42,42,121,271,291,400,13,19,0,0,0,0,479,750,1229
GUTIERREZ,atencion odontologica,restauraciones,2015-07-01,3,2,2,3,8,14,10,10,0,0,0,0,0,0,23,29,52
HUACARETA,atencion odontologica,restauraciones,2015-07-01,25,14,0,0,0,7,7,16,2,1,0,0,0,0,34,38,72
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2015-07-01,1,4,0,4,1,10,5,24,0,0,0,0,0,0,7,42,49
HUACHACALLA,atencion odontologica,restauraciones,2015-07-01,5,1,0,4,0,3,5,20,5,3,0,0,0,0,15,31,46
HUANUNI,atencion odontologica,restauraciones,2015-07-01,53,53,76,93,71,80,75,116,8,0,0,0,0,0,283,342,625
HUARACAJE,atencion odontologica,restauraciones,2015-07-01,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,5,5
HUATAJATA,atencion odontologica,restauraciones,2015-07-01,8,2,2,0,1,0,2,12,1,8,0,0,0,0,14,22,36
HUAYLLAMARCA,atencion odontologica,restauraciones,2015-07-01,2,4,12,18,9,28,28,33,6,7,0,0,0,0,57,90,147
HUMANATA,atencion odontologica,restauraciones,2015-07-01,9,2,0,0,0,0,0,0,6,2,0,0,0,0,15,4,19
ICHOCA,atencion odontologica,restauraciones,2015-07-01,21,2,0,1,2,0,1,1,0,0,0,0,0,0,24,4,28
ICLA,atencion odontologica,restauraciones,2015-07-01,22,26,11,13,0,5,19,13,2,2,0,0,0,0,54,59,113
INCAHUASI,atencion odontologica,restauraciones,2015-07-01,11,10,4,7,7,3,8,28,0,0,0,0,0,0,30,48,78
INQUISIVI,atencion odontologica,restauraciones,2015-07-01,10,4,2,7,3,8,9,12,0,1,0,0,0,0,24,32,56
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2015-07-01,73,80,15,6,1,29,15,67,3,5,0,0,0,0,107,187,294
IXIAMAS,atencion odontologica,restauraciones,2015-07-01,20,6,5,2,0,2,6,21,7,0,0,0,0,0,38,31,69
JESUS DE MACHACA,atencion odontologica,restauraciones,2015-07-01,1,1,1,6,3,6,7,15,0,2,0,0,0,0,12,30,42
LA ASUNTA,atencion odontologica,restauraciones,2015-07-01,31,26,15,25,20,30,34,80,3,4,0,0,0,0,103,165,268
LA GUARDIA,atencion odontologica,restauraciones,2015-07-01,138,141,2,6,2,35,11,123,11,6,0,0,0,0,164,311,475
LA PAZ,atencion odontologica,restauraciones,2015-07-01,1822,1764,1196,1270,558,785,1544,3056,328,344,0,0,0,0,5448,7219,12667
LAGUNILLAS,atencion odontologica,restauraciones,2015-07-01,0,0,1,2,1,21,21,3,0,0,0,0,0,0,23,26,49
LAJA,atencion odontologica,restauraciones,2015-07-01,4,2,1,1,0,11,1,6,0,0,0,0,0,0,6,20,26
LAS CARRERAS,atencion odontologica,restauraciones,2015-07-01,9,0,4,1,8,1,6,19,0,1,0,0,0,0,27,22,49
LICOMA PAMPA,atencion odontologica,restauraciones,2015-07-01,3,8,0,0,0,3,0,1,0,0,0,0,0,0,3,12,15
LLALLAGUA,atencion odontologica,restauraciones,2015-07-01,118,84,39,36,17,48,26,120,11,15,0,0,0,0,211,303,514
LLICA,atencion odontologica,restauraciones,2015-07-01,1,2,1,11,2,6,1,19,0,0,0,0,0,0,5,38,43
LURIBAY,atencion odontologica,restauraciones,2015-07-01,1,3,1,5,2,10,2,11,0,2,0,0,0,0,6,31,37
MACHACAMARCA,atencion odontologica,restauraciones,2015-07-01,13,38,5,50,1,5,9,33,1,1,0,0,0,0,29,127,156
MACHARETI,atencion odontologica,restauraciones,2015-07-01,10,18,1,0,0,3,4,24,3,0,0,0,0,0,18,45,63
MAGDALENA,atencion odontologica,restauraciones,2015-07-01,0,2,0,5,9,2,0,20,0,0,0,0,0,0,9,29,38
MAIRANA,atencion odontologica,restauraciones,2015-07-01,9,11,2,8,0,5,1,21,0,3,0,0,0,0,12,48,60
MAPIRI,atencion odontologica,restauraciones,2015-07-01,12,6,4,2,3,4,14,23,3,0,0,0,0,0,36,35,71
MECAPACA,atencion odontologica,restauraciones,2015-07-01,10,8,2,2,1,6,3,4,0,0,0,0,0,0,16,20,36
MINEROS,atencion odontologica,restauraciones,2015-07-01,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,5,6
MIZQUE,atencion odontologica,restauraciones,2015-07-01,23,34,3,16,1,4,5,11,0,1,0,0,0,0,32,66,98
MOCOMOCO,atencion odontologica,restauraciones,2015-07-01,0,4,2,2,6,11,17,18,1,1,0,0,0,0,26,36,62
MOJINETE,atencion odontologica,restauraciones,2015-07-01,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,5,6
MOJOCOYA,atencion odontologica,restauraciones,2015-07-01,1,10,19,23,4,18,6,12,0,0,0,0,0,0,30,63,93
MONTEAGUDO,atencion odontologica,restauraciones,2015-07-01,67,48,16,47,22,74,59,146,1,0,0,0,0,0,165,315,480
MONTERO,atencion odontologica,restauraciones,2015-07-01,72,50,92,120,38,96,70,267,5,7,0,0,0,0,277,540,817
MORO MORO,atencion odontologica,restauraciones,2015-07-01,1,0,3,1,2,2,1,4,0,0,0,0,0,0,7,7,14
MOROCHATA,atencion odontologica,restauraciones,2015-07-01,26,15,8,7,7,25,8,67,9,5,0,0,0,0,58,119,177
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2015-07-01,3,1,0,0,0,0,2,2,0,0,0,0,0,0,5,3,8
OCURI,atencion odontologica,restauraciones,2015-07-01,9,2,0,2,0,4,1,12,5,2,0,0,0,0,15,22,37
OKINAWA,atencion odontologica,restauraciones,2015-07-01,6,4,0,1,0,0,1,6,0,1,0,0,0,0,7,12,19
ORURO,atencion odontologica,restauraciones,2015-07-01,746,726,563,583,251,584,748,1224,196,110,0,0,0,0,2504,3227,5731
PADCAYA,atencion odontologica,restauraciones,2015-07-01,6,1,42,31,31,73,58,115,1,0,0,0,0,0,138,220,358
PADILLA,atencion odontologica,restauraciones,2015-07-01,12,38,17,13,20,41,21,79,7,0,0,0,0,0,77,171,248
PAILON,atencion odontologica,restauraciones,2015-07-01,19,12,0,1,2,3,1,11,1,0,0,0,0,0,23,27,50
PALCA,atencion odontologica,restauraciones,2015-07-01,18,11,1,1,0,2,3,16,1,1,0,0,0,0,23,31,54
PALOS BLANCOS,atencion odontologica,restauraciones,2015-07-01,32,43,9,15,6,23,14,56,13,1,0,0,0,0,74,138,212
PAMPA AULLAGAS,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,1,1,2,3,1,0,0,0,0,0,4,4,8
PAMPA GRANDE,atencion odontologica,restauraciones,2015-07-01,16,23,0,1,0,0,0,9,1,1,0,0,0,0,17,34,51
PAPEL PAMPA,atencion odontologica,restauraciones,2015-07-01,6,0,0,6,1,1,4,19,4,7,0,0,0,0,15,33,48
PASORAPA,atencion odontologica,restauraciones,2015-07-01,6,8,1,2,0,0,1,11,1,0,0,0,0,0,9,21,30
PATACAMAYA,atencion odontologica,restauraciones,2015-07-01,54,36,7,6,3,10,1,28,0,5,0,0,0,0,65,85,150
PAZÑA,atencion odontologica,restauraciones,2015-07-01,15,11,2,6,1,9,5,29,7,2,0,0,0,0,30,57,87
PELECHUCO,atencion odontologica,restauraciones,2015-07-01,13,10,0,0,0,4,1,13,0,0,0,0,0,0,14,27,41
POCOATA,atencion odontologica,restauraciones,2015-07-01,47,37,0,0,0,14,2,35,0,3,0,0,0,0,49,89,138
POCONA,atencion odontologica,restauraciones,2015-07-01,23,32,36,37,0,20,3,17,0,4,0,0,0,0,62,110,172
POJO (CBBA),atencion odontologica,restauraciones,2015-07-01,11,9,8,2,2,15,7,27,3,1,0,0,0,0,31,54,85
POOPO,atencion odontologica,restauraciones,2015-07-01,5,18,22,68,21,26,6,27,11,0,0,0,0,0,65,139,204
PORCO,atencion odontologica,restauraciones,2015-07-01,2,0,5,1,0,2,1,5,0,0,0,0,0,0,8,8,16
POROMA,atencion odontologica,restauraciones,2015-07-01,4,2,5,3,1,16,4,18,1,1,0,0,0,0,15,40,55
PORONGO,atencion odontologica,restauraciones,2015-07-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
PORTACHUELO,atencion odontologica,restauraciones,2015-07-01,17,2,16,4,0,2,2,23,1,0,0,0,0,0,36,31,67
PORVENIR,atencion odontologica,restauraciones,2015-07-01,2,2,0,0,1,3,4,4,0,0,0,0,0,0,7,9,16
POSTRER VALLE,atencion odontologica,restauraciones,2015-07-01,0,2,0,1,0,0,0,5,0,4,0,0,0,0,0,12,12
POTOSI,atencion odontologica,restauraciones,2015-07-01,62,65,39,44,45,55,91,161,16,13,0,0,0,0,253,338,591
PRESTO,atencion odontologica,restauraciones,2015-07-01,8,10,5,28,17,8,4,36,0,0,0,0,0,0,34,82,116
PUCARA,atencion odontologica,restauraciones,2015-07-01,0,1,2,0,5,1,1,1,0,0,0,0,0,0,8,3,11
PUCARANI,atencion odontologica,restauraciones,2015-07-01,5,14,3,2,3,12,9,18,4,2,0,0,0,0,24,48,72
PUERTO ACOSTA,atencion odontologica,restauraciones,2015-07-01,3,3,1,3,3,6,5,11,2,1,0,0,0,0,14,24,38
PUERTO CARABUCO,atencion odontologica,restauraciones,2015-07-01,3,9,3,3,3,11,5,7,5,8,0,0,0,0,19,38,57
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2015-07-01,34,31,97,46,17,13,1,11,6,0,0,0,0,0,155,101,256
PUERTO PEREZ,atencion odontologica,restauraciones,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,restauraciones,2015-07-01,0,5,0,1,26,7,0,12,5,6,0,0,0,0,31,31,62
PUERTO RICO,atencion odontologica,restauraciones,2015-07-01,1,0,1,0,2,6,3,13,1,1,0,0,0,0,8,20,28
PUERTO SUAREZ,atencion odontologica,restauraciones,2015-07-01,9,17,1,0,0,11,3,30,1,0,0,0,0,0,14,58,72
PUERTO VILLARROEL,atencion odontologica,restauraciones,2015-07-01,42,51,12,30,10,50,28,164,5,6,0,0,0,0,97,301,398
PUNA,atencion odontologica,restauraciones,2015-07-01,12,16,2,8,2,19,11,40,9,3,0,0,0,0,36,86,122
PUNATA,atencion odontologica,restauraciones,2015-07-01,28,61,53,42,14,34,21,63,5,11,0,0,0,0,121,211,332
QUIABAYA,atencion odontologica,restauraciones,2015-07-01,0,4,0,9,1,6,7,10,0,0,0,0,0,0,8,29,37
QUILLACOLLO,atencion odontologica,restauraciones,2015-07-01,498,557,277,314,159,337,395,812,114,87,0,0,0,0,1443,2107,3550
QUIME,atencion odontologica,restauraciones,2015-07-01,65,95,63,61,3,18,74,51,9,4,0,0,0,0,214,229,443
QUIRUSILLAS,atencion odontologica,restauraciones,2015-07-01,2,1,5,0,0,2,1,3,1,0,0,0,0,0,9,6,15
RAVELO,atencion odontologica,restauraciones,2015-07-01,19,29,3,4,3,28,12,41,1,2,0,0,0,0,38,104,142
REYES,atencion odontologica,restauraciones,2015-07-01,1,1,1,0,0,0,1,3,0,1,0,0,0,0,3,5,8
RIBERALTA,atencion odontologica,restauraciones,2015-07-01,26,30,7,19,18,41,15,81,0,4,0,0,0,0,66,175,241
RURRENABAQUE,atencion odontologica,restauraciones,2015-07-01,12,10,27,42,39,44,37,62,6,11,0,0,0,0,121,169,290
SABAYA,atencion odontologica,restauraciones,2015-07-01,11,11,17,20,4,2,3,24,8,9,0,0,0,0,43,66,109
SACABA,atencion odontologica,restauraciones,2015-07-01,226,294,431,528,158,302,123,408,50,29,0,0,0,0,988,1561,2549
SACABAMBA,atencion odontologica,restauraciones,2015-07-01,0,1,2,8,6,2,3,20,0,1,0,0,0,0,11,32,43
SACACA,atencion odontologica,restauraciones,2015-07-01,7,2,2,0,0,4,2,8,0,1,0,0,0,0,11,15,26
SAIPINA,atencion odontologica,restauraciones,2015-07-01,5,7,2,12,4,1,4,9,0,1,0,0,0,0,15,30,45
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2015-07-01,56,34,13,38,10,18,4,20,9,17,0,0,0,0,92,127,219
SAMAIPATA,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,2,0,0,1,0,6,0,0,0,0,2,7,9
SAN ANDRES,atencion odontologica,restauraciones,2015-07-01,0,3,2,1,0,1,4,4,1,0,0,0,0,0,7,9,16
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2015-07-01,5,1,3,7,4,3,6,27,9,3,0,0,0,0,27,41,68
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2015-07-01,0,4,3,0,0,0,0,8,0,0,0,0,0,0,3,12,15
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2015-07-01,0,1,0,0,3,8,2,3,2,2,0,0,0,0,7,14,21
SAN BENITO,atencion odontologica,restauraciones,2015-07-01,21,5,0,2,0,12,2,11,7,5,0,0,0,0,30,35,65
SAN BORJA,atencion odontologica,restauraciones,2015-07-01,29,20,20,31,17,45,12,93,15,10,0,0,0,0,93,199,292
SAN BUENA VENTURA,atencion odontologica,restauraciones,2015-07-01,7,7,1,1,0,4,11,10,0,2,0,0,0,0,19,24,43
SAN CARLOS,atencion odontologica,restauraciones,2015-07-01,22,29,5,12,7,18,21,40,4,4,0,0,0,0,59,103,162
SAN IGNACIO,atencion odontologica,restauraciones,2015-07-01,26,17,22,48,17,64,41,98,0,0,0,0,0,0,106,227,333
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2015-07-01,10,6,39,30,23,28,19,36,4,0,0,0,0,0,95,100,195
SAN JAVIER(BNI),atencion odontologica,restauraciones,2015-07-01,0,2,2,4,0,0,0,2,0,0,0,0,0,0,2,8,10
SAN JAVIER(STC),atencion odontologica,restauraciones,2015-07-01,10,15,4,2,5,4,7,17,1,2,0,0,0,0,27,40,67
SAN JOAQUIN,atencion odontologica,restauraciones,2015-07-01,9,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2015-07-01,20,23,9,8,11,10,7,34,0,0,0,0,0,0,47,75,122
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2015-07-01,17,8,12,6,1,4,2,34,2,0,0,0,0,0,34,52,86
SAN JULIAN,atencion odontologica,restauraciones,2015-07-01,38,20,4,0,0,16,1,54,5,0,0,0,0,0,48,90,138
SAN LORENZO(TJA),atencion odontologica,restauraciones,2015-07-01,17,6,29,49,33,70,70,125,4,0,0,0,0,0,153,250,403
SAN LUCAS,atencion odontologica,restauraciones,2015-07-01,23,23,6,10,11,45,26,51,0,0,0,0,0,0,66,129,195
SAN MATIAS,atencion odontologica,restauraciones,2015-07-01,1,5,1,1,0,27,3,15,1,2,0,0,0,0,6,50,56
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2015-07-01,5,3,1,5,1,1,5,15,0,0,0,0,0,0,12,24,36
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO,atencion odontologica,restauraciones,2015-07-01,10,15,46,42,10,35,15,45,11,6,0,0,0,0,92,143,235
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2015-07-01,6,9,24,20,10,25,4,36,0,0,0,0,0,0,44,90,134
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2015-07-01,2,3,1,3,0,2,4,6,8,8,0,0,0,0,15,22,37
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,4,5,2,5,0,0,0,0,0,0,6,10,16
SAN RAFAEL,atencion odontologica,restauraciones,2015-07-01,15,10,0,2,6,0,0,14,0,0,0,0,0,0,21,26,47
SAN RAMON BENI,atencion odontologica,restauraciones,2015-07-01,0,1,0,2,4,11,3,18,0,0,0,0,0,0,7,32,39
SAN RAMON SCZ,atencion odontologica,restauraciones,2015-07-01,25,35,5,5,6,6,8,8,0,0,0,0,0,0,44,54,98
SANTA ANA,atencion odontologica,restauraciones,2015-07-01,2,2,32,18,10,47,13,36,18,14,0,0,0,0,75,117,192
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2015-07-01,794,923,548,620,368,711,1227,3159,600,457,0,0,0,0,3537,5870,9407
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2015-07-01,3,0,2,8,6,23,7,55,0,2,0,0,0,0,18,88,106
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2015-07-01,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,6,6
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2015-07-01,55,61,134,146,28,53,47,86,15,28,0,0,0,0,279,374,653
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2015-07-01,19,11,3,5,2,0,4,11,2,2,0,0,0,0,30,29,59
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2015-07-01,7,16,1,0,1,4,4,20,2,1,0,0,0,0,15,41,56
SANTIVAÑES,atencion odontologica,restauraciones,2015-07-01,6,16,12,6,4,5,10,16,1,4,0,0,0,0,33,47,80
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2015-07-01,11,14,37,34,6,9,2,24,4,3,0,0,0,0,60,84,144
SAPAHAQUI,atencion odontologica,restauraciones,2015-07-01,3,14,0,1,0,2,1,24,7,0,0,0,0,0,11,41,52
SENA,atencion odontologica,restauraciones,2015-07-01,0,0,0,1,0,0,2,13,0,0,0,0,0,0,2,14,16
SHINAOTA,atencion odontologica,restauraciones,2015-07-01,25,43,0,0,0,0,0,0,0,0,0,0,0,0,25,43,68
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2015-07-01,11,20,1,0,1,7,1,22,5,3,0,0,0,0,19,52,71
SICAYA,atencion odontologica,restauraciones,2015-07-01,1,0,0,0,0,1,1,6,0,0,0,0,0,0,2,7,9
SIPE SIPE,atencion odontologica,restauraciones,2015-07-01,55,97,13,6,4,22,7,90,5,12,0,0,0,0,84,227,311
SOPACHUY,atencion odontologica,restauraciones,2015-07-01,10,9,11,22,11,25,13,47,0,1,0,0,0,0,45,104,149
SORACACHI,atencion odontologica,restauraciones,2015-07-01,5,10,17,26,2,20,8,12,2,5,0,0,0,0,34,73,107
SORATA,atencion odontologica,restauraciones,2015-07-01,17,16,1,0,0,7,1,33,4,0,0,0,0,0,23,56,79
SUCRE,atencion odontologica,restauraciones,2015-07-01,717,777,996,1082,454,923,1230,2389,196,108,0,0,0,0,3593,5279,8872
TACACHI,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,0,9,5,3,0,0,0,0,0,0,5,12,17
TACACOMA,atencion odontologica,restauraciones,2015-07-01,6,8,2,6,5,6,19,14,1,0,0,0,0,0,33,34,67
TACOBAMBA,atencion odontologica,restauraciones,2015-07-01,2,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1,5
TACOPAYA,atencion odontologica,restauraciones,2015-07-01,1,5,1,0,0,9,3,20,3,5,0,0,0,0,8,39,47
TAHUA,atencion odontologica,restauraciones,2015-07-01,2,0,0,0,0,1,0,1,1,0,0,0,0,0,3,2,5
TAPACARI,atencion odontologica,restauraciones,2015-07-01,29,41,8,4,8,30,9,77,7,4,0,0,0,0,61,156,217
TARABUCO,atencion odontologica,restauraciones,2015-07-01,16,24,0,2,2,14,7,46,2,0,0,0,0,0,27,86,113
TARACO,atencion odontologica,restauraciones,2015-07-01,12,8,7,0,1,12,0,8,12,14,0,0,0,0,32,42,74
TARATA,atencion odontologica,restauraciones,2015-07-01,24,35,24,19,9,16,8,50,5,9,0,0,0,0,70,129,199
TARIJA,atencion odontologica,restauraciones,2015-07-01,140,186,613,815,486,783,1111,2028,126,91,0,0,0,0,2476,3903,6379
TARVITA,atencion odontologica,restauraciones,2015-07-01,13,8,2,4,4,10,12,49,0,0,0,0,0,0,31,71,102
TEOPONTE,atencion odontologica,restauraciones,2015-07-01,5,4,3,4,3,9,7,22,0,0,0,0,0,0,18,39,57
TIAWANACU,atencion odontologica,restauraciones,2015-07-01,3,13,0,16,1,14,5,32,0,0,0,0,0,0,9,75,84
TINGUIPAYA,atencion odontologica,restauraciones,2015-07-01,2,1,0,0,0,3,0,11,6,7,0,0,0,0,8,22,30
TIPUANI,atencion odontologica,restauraciones,2015-07-01,1,5,0,1,4,0,7,0,2,11,0,0,0,0,14,17,31
TIQUIPAYA,atencion odontologica,restauraciones,2015-07-01,371,301,207,197,31,110,16,307,9,5,0,0,0,0,634,920,1554
TIRAQUE (CBBA),atencion odontologica,restauraciones,2015-07-01,21,35,1,2,8,17,12,23,0,3,0,0,0,0,42,80,122
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2015-07-01,3,2,0,1,2,1,0,1,0,0,0,0,0,0,5,5,10
TOCO,atencion odontologica,restauraciones,2015-07-01,19,9,3,1,3,13,0,22,1,9,0,0,0,0,26,54,80
TODOS SANTOS,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,2,0,0,2,0,3,0,0,0,0,2,5,7
TOLATA,atencion odontologica,restauraciones,2015-07-01,0,0,2,0,0,0,0,1,3,0,0,0,0,0,5,1,6
TOLEDO,atencion odontologica,restauraciones,2015-07-01,0,0,4,0,0,1,6,17,21,1,0,0,0,0,31,19,50
TOMAVE,atencion odontologica,restauraciones,2015-07-01,11,8,6,4,4,5,9,27,1,2,0,0,0,0,31,46,77
TOMINA,atencion odontologica,restauraciones,2015-07-01,4,36,35,50,12,34,10,46,4,0,0,0,0,0,65,166,231
TORO TORO,atencion odontologica,restauraciones,2015-07-01,5,9,0,1,7,4,7,32,3,0,0,0,0,0,22,46,68
TOTORA(CBBA),atencion odontologica,restauraciones,2015-07-01,10,18,6,21,3,8,6,36,0,2,0,0,0,0,25,85,110
TOTORA(ORR),atencion odontologica,restauraciones,2015-07-01,0,2,0,4,0,4,2,1,0,0,0,0,0,0,2,11,13
TRIGAL,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,atencion odontologica,restauraciones,2015-07-01,60,62,181,181,127,186,245,452,82,42,0,0,0,0,695,923,1618
TUPIZA,atencion odontologica,restauraciones,2015-07-01,24,26,30,42,22,35,61,98,14,15,0,0,0,0,151,216,367
TURCO,atencion odontologica,restauraciones,2015-07-01,6,8,2,9,5,0,9,25,5,6,0,0,0,0,27,48,75
UMALA,atencion odontologica,restauraciones,2015-07-01,0,0,0,0,0,1,5,2,0,0,0,0,0,0,5,3,8
UNCIA,atencion odontologica,restauraciones,2015-07-01,19,4,3,3,6,5,4,40,7,4,0,0,0,0,39,56,95
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2015-07-01,11,3,48,75,50,121,70,210,4,6,0,0,0,0,183,415,598
URUBICHA,atencion odontologica,restauraciones,2015-07-01,5,5,0,0,1,0,2,1,0,0,0,0,0,0,8,6,14
UYUNI,atencion odontologica,restauraciones,2015-07-01,7,13,8,10,8,13,13,18,5,10,0,0,0,0,41,64,105
VACAS,atencion odontologica,restauraciones,2015-07-01,12,21,22,33,13,23,6,29,0,0,0,0,0,0,53,106,159
VALLEGRANDE,atencion odontologica,restauraciones,2015-07-01,37,46,32,35,36,47,39,82,7,9,0,0,0,0,151,219,370
VIACHA,atencion odontologica,restauraciones,2015-07-01,170,139,11,36,15,41,27,99,14,10,0,0,0,0,237,325,562
VILA VILA,atencion odontologica,restauraciones,2015-07-01,2,15,0,1,0,0,1,10,2,2,0,0,0,0,5,28,33
VILLA CHARCAS,atencion odontologica,restauraciones,2015-07-01,2,10,1,3,0,3,4,24,5,6,0,0,0,0,12,46,58
