,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES,TOTALES,TOTALES
SICAYA,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,2,3,15,12,6,2,10,14,30,5,0,0,0,0,63,36,99
TAHUA,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,0,0,3,14,5,8,8,15,2,1,0,0,0,0,18,38,56
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,0,0,0,0,3,2,1,4,0,0,0,0,0,0,4,6,10
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,3,4
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,6,2,0,0,0,0,0,2,0,1,0,0,0,0,6,5,11
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,1,0,0,0,3,0,1,2,1,1,0,0,0,0,6,3,9
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,0,0,0,0,4,3,2,3,5,2,0,0,0,0,11,8,19
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2015-08-01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,3
ALTO BENI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,2,0,2,5,0,1,0,0,0,0,0,6,4,10
ARAMPAMPA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,2,1,0,1,1,1,0,0,0,0,0,3,3,6
ARQUE,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
CALACOTO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,2,3,1,0,1,0,0,0,0,0,0,0,4,3,7
CARIPUYO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,1,0,1,2,0,2,1,4,1,1,0,0,0,0,4,9,13
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,4,6,7,6,3,5,9,12,3,5,0,0,0,0,26,34,60
CHIMORE,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,2,0,0,3,2,0,4,11,0,1,0,0,0,0,8,15,23
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,1,0,0,1,0,1,0,8,0,0,0,0,0,10,1,11
COLOMI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,3,0,5,3,3,5,0,0,0,0,11,8,19
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL CHORO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ENTRE RIOS CBBA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,8,11,4,7,8,8,20,26,4,3,0,0,0,0,44,55,99
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,4,6,4,3,0,0,0,0,8,9,17
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,2,3,2,4,1,2,2,3,0,2,0,0,0,0,7,14,21
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,1,0,1,0,3,12,3,3,0,0,0,0,8,15,23
MOROCHATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,1,0,0,0,0,1,1,4,0,0,0,0,2,5,7
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,1,1,0,0,0,5,11,10,5,0,0,0,0,0,17,16,33
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,1,2,0,2,0,2,1,1,0,0,0,0,0,7,2,9
POROMA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,10,10,1,0,2,3,3,2,0,0,0,0,16,15,31
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,2,2,7,3,22,27,5,6,0,0,0,0,36,38,74
PUCARANI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,1,1,2,1,2,1,1,0,0,0,0,0,0,3,6,9
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,4
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,3,2,2,1,8,0,0,0,0,0,0,3,13,16
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4,0,4
SAN LORENZO(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,1,5,1,1,0,0,0,0,0,0,0,0,2,6,8
SAN LUCAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTA ANA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,20,7,1,3,2,23,3,2,0,0,0,0,26,35,61
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,4,6,4,29,4,4,88,88,19,11,0,0,0,0,119,138,257
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,3,4,4,6,1,2,1,24,13,3,0,0,0,0,22,39,61
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,3,1,4,1,2,4,3,9,2,0,0,0,0,0,14,15,29
TEOPONTE,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,0,0,0,10,3,14,0,0,0,0,3,24,27
TORO TORO,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
YANACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2015-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
CAPINOTA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,2,2,0,0,0,1,0,1,0,0,0,0,2,4,6
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CATACORA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,1,0,3,0,0,10,2,2,0,0,0,0,6,12,18
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,6,8,14,6,0,6,2,12,4,3,0,0,0,0,26,35,61
CHAQUI,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,4,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,6
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,1,0,0,2,1,0,0,6,3,0,0,0,0,0,5,8,13
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,1,0,2,2,0,10,0,3,0,0,0,0,3,15,18
COMANCHE,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,3,1,2,0,3,5,1,0,0,0,0,6,9,15
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,2,12,11,6,6,5,5,1,4,0,0,0,0,24,28,52
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,1,1,0,0,0,4,0,0,0,0,0,0,1,5,6
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,4,4,0,46,10,15,29,1,2,0,0,0,0,66,45,111
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LAS CARRERAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,3,3,1,1,1,4,0,6,0,0,0,0,5,14,19
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,3,1,2,3,1,1,0,0,0,0,0,0,6,5,11
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,2,4,4,1,1,3,10,15,0,0,0,0,0,0,17,23,40
PATACAMAYA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,3,0,3,1,0,0,0,0,0,0,0,0,0,1,6,7
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,5,4,1,2,2,1,0,0,0,1,0,0,0,0,8,8,16
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,1,0,0,0,0,1,2,1,0,0,0,0,0,2,3,5
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,2,2,2,3,9,7,21,10,10,0,0,0,0,22,44,66
SANTA ROSA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,1,4,16,1,3,2,6,0,0,0,0,0,0,0,26,7,33
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTIVAÑES,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,0,4,1,2,0,0,0,0,1,6,7
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,2,1,2,0,0,0,4,10,4,9,0,0,0,0,12,20,32
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,1,3,9,7,15,2,7,0,0,0,0,0,32,12,44
TEOPONTE,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLEDO,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,4,7,0,1,0,0,0,2,0,0,0,0,4,10,14
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,1,0,0,5,0,0,1,2,0,2,0,0,0,0,2,9,11
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,5,4,1,2,3,6,5,0,0,0,0,0,14,12,26
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,1,1,3,4,0,4,1,9,1,0,0,0,0,0,6,18,24
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2015-10-01,3,3,5,5,1,4,6,7,0,0,0,0,0,0,15,19,34
CAPINOTA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,3,1,1,0,0,2,0,3,0,1,0,0,0,0,4,7,11
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,8,7,11,14,5,3,9,16,7,3,0,0,0,0,40,43,83
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,1,2,0,1,2,3,8,1,3,0,0,0,0,8,14,22
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
"COLCHA ""K""",atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,1,3,2,1,0,5,9,6,0,0,0,0,0,16,12,28
COLOMI,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,3,1,1,1,3,9,1,6,0,0,0,0,8,17,25
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COROICO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,4,0,2,5,0,0,0,0,0,0,0,0,0,0,6,5,11
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2,3,5
COTOCA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,12,6,0,0,0,0,0,10,2,1,0,0,0,0,14,17,31
CUEVO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,12,11,15,24,0,3,0,11,2,5,0,0,0,0,29,54,83
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,1,0,0,1,1,3,0,0,0,0,0,0,2,4,6
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,1,2,0,4,0,3,5,1,0,0,0,0,6,10,16
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,4,0,2,1,0,0,2,3,2,0,0,0,0,5,10,15
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,0,2,1,2,1,4,11,7,10,0,0,0,0,16,23,39
JESUS DE MACHACA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,1,1,7,1,1,0,0,0,0,2,9,11
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,3,4,2,2,1,3,27,28,5,0,0,0,0,0,38,37,75
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,3,13,0,0,0,0,0,0,3,13,16
MACHACAMARCA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,3,4
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,1,0,4,6,0,3,0,0,0,0,5,9,14
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,0,1,1,1,2,2,0,1,1,0,0,0,0,6,4,10
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,3,3,3,6,2,0,0,0,0,0,0,0,0,0,8,9,17
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUCARANI,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,1,0,1,0,1,7,0,5,0,0,0,0,3,12,15
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,2,5,1,0,1,1,9,1,2,0,0,0,0,8,15,23
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,4,0,0,3,0,1,0,0,0,0,0,0,4,4,8
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,1,1,0,1,4,13,6,5,0,0,0,0,11,20,31
SANTA ROSA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,2,5,9,0,2,2,3,0,0,0,0,0,0,7,16,23
SANTIVAÑES,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,7,8
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,0,4,3,1,5,10,11,9,9,0,0,0,0,25,28,53
TEOPONTE,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,5,0,3,2,6,4,12,9,6,0,0,0,0,15,32,47
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TORO TORO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,2,1,2,1,13,0,2,0,0,0,0,2,19,21
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,10
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,3,4,7,4,0,1,3,7,1,2,0,0,0,0,14,18,32
YACO,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,2,2,3,4,5,1,3,0,0,0,0,7,13,20
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2015-11-01,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,8
ARQUE,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,1,1,1,2,1,0,0,0,0,3,3,6
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,1,0,1,1,3,1,4,0,0,0,0,0,9,2,11
CAQUIAVIRI,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,1,0,0,3,1,7,4,1,0,0,0,0,6,11,17
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,4
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,7,5,20,25,2,2,6,25,3,5,0,0,0,0,38,62,100
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,1,0,6,4,0,1,3,6,3,2,0,0,0,0,13,13,26
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,5,5
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,5,10,0,0,2,0,0,0,0,10,7,17
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
GUAQUI,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,1,3,0,3,4,5,0,0,0,0,5,11,16
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,6,4,3,7,10,4,21,37,0,5,0,0,0,0,40,57,97
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,4
POCONA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,6
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,19,3,0,0,0,0,0,0,19,3,22
PUCARANI,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,11,11,9,9,14,20,10,11,0,0,0,0,44,51,95
PUERTO ACOSTA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
PUERTO RICO,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN BUENA VENTURA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,1,1,0,2,1,1,1,2,1,0,0,0,0,0,4,6,10
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,1,1,2,1,0,0,0,0,3,2,5
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,3,5,0,2,1,4,1,0,0,0,0,0,5,11,16
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,2,1,18,0,2,9,13,36,17,14,0,0,0,0,52,60,112
SANTIVAÑES,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,6,8
TARATA,atencion odontologica,cirugia bucomaxilofacial menor,2015-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
