,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
URUBICHA,atencion odontologica,exodoncia,2015-07-01,0,0,1,1,2,2,3,2,0,2,0,0,0,0,6,7,13
UYUNI,atencion odontologica,exodoncia,2015-07-01,0,0,7,16,2,7,14,31,9,5,0,0,0,0,32,59,91
VACAS,atencion odontologica,exodoncia,2015-07-01,0,0,4,17,3,5,4,13,0,11,0,0,0,0,11,46,57
VALLEGRANDE,atencion odontologica,exodoncia,2015-07-01,0,0,0,0,2,5,1,7,4,11,0,0,0,0,7,23,30
VIACHA,atencion odontologica,exodoncia,2015-07-01,6,4,18,20,8,82,19,49,26,40,0,0,0,0,77,195,272
VILA VILA,atencion odontologica,exodoncia,2015-07-01,0,0,0,0,1,0,0,3,0,4,0,0,0,0,1,7,8
VILLA CHARCAS,atencion odontologica,exodoncia,2015-07-01,0,0,7,4,0,2,0,5,0,0,0,0,0,0,7,11,18
VILLA MONTES,atencion odontologica,exodoncia,2015-07-01,0,1,41,42,14,23,32,90,10,5,0,0,0,0,97,161,258
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2015-07-01,0,0,4,1,0,0,0,1,1,0,0,0,0,0,5,2,7
VILLA RIVERO,atencion odontologica,exodoncia,2015-07-01,0,0,1,0,0,0,0,10,1,0,0,0,0,0,2,10,12
VILLA SERRANO,atencion odontologica,exodoncia,2015-07-01,1,0,3,2,1,0,2,9,0,5,0,0,0,0,7,16,23
VILLA TUNARI,atencion odontologica,exodoncia,2015-07-01,2,3,8,10,2,23,7,39,4,4,0,0,0,0,23,79,102
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2015-07-01,0,0,12,14,4,2,8,21,2,1,0,0,0,0,26,38,64
VILLAZON,atencion odontologica,exodoncia,2015-07-01,0,1,18,25,2,19,9,33,5,17,0,0,0,0,34,95,129
VINTO,atencion odontologica,exodoncia,2015-07-01,6,2,9,13,4,4,0,16,2,42,0,0,0,0,21,77,98
VITICHI,atencion odontologica,exodoncia,2015-07-01,0,0,4,0,2,4,21,57,139,150,0,0,0,0,166,211,377
WALDO BALLIVIAN,atencion odontologica,exodoncia,2015-07-01,1,0,3,7,5,4,2,10,0,0,0,0,0,0,11,21,32
WARNES,atencion odontologica,exodoncia,2015-07-01,5,0,2,5,0,6,1,12,30,12,0,0,0,0,38,35,73
YACO,atencion odontologica,exodoncia,2015-07-01,0,0,1,1,0,1,2,1,4,1,0,0,0,0,7,4,11
YACUIBA,atencion odontologica,exodoncia,2015-07-01,0,0,37,43,7,23,38,113,21,13,0,0,0,0,103,192,295
YAMPARAEZ,atencion odontologica,exodoncia,2015-07-01,0,0,1,2,0,0,5,15,2,2,0,0,0,0,8,19,27
YANACACHI,atencion odontologica,exodoncia,2015-07-01,0,0,3,3,1,1,4,5,1,2,0,0,0,0,9,11,20
YAPACANI,atencion odontologica,exodoncia,2015-07-01,4,5,11,10,4,16,13,37,6,15,0,0,0,0,38,83,121
YOCALLA,atencion odontologica,exodoncia,2015-07-01,0,0,4,4,1,2,7,21,1,3,0,0,0,0,13,30,43
YOTALA,atencion odontologica,exodoncia,2015-07-01,0,1,2,0,4,1,0,14,5,1,0,0,0,0,11,17,28
YUNCHARA,atencion odontologica,exodoncia,2015-07-01,0,0,19,17,6,3,8,20,6,6,0,0,0,0,39,46,85
ZUDAÑEZ,atencion odontologica,exodoncia,2015-07-01,0,0,6,10,2,2,8,11,49,157,0,0,0,0,65,180,245
ACACIO,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,3
ACHACACHI,atencion odontologica,exodoncia,2015-08-01,4,6,13,16,5,14,14,42,42,51,0,0,0,0,78,129,207
ACHOCALLA,atencion odontologica,exodoncia,2015-08-01,0,0,0,7,1,3,5,6,20,1,0,0,0,0,26,17,43
AIQUILE,atencion odontologica,exodoncia,2015-08-01,0,0,7,9,1,0,0,7,3,1,0,0,0,0,11,17,28
ALCALA,atencion odontologica,exodoncia,2015-08-01,0,0,1,3,0,1,3,14,5,11,0,0,0,0,9,29,38
ALTO BENI,atencion odontologica,exodoncia,2015-08-01,1,0,0,3,1,1,5,8,1,1,0,0,0,0,8,13,21
ANCORAIMES,atencion odontologica,exodoncia,2015-08-01,1,1,2,0,2,2,1,11,11,7,0,0,0,0,17,21,38
ANDAMARCA,atencion odontologica,exodoncia,2015-08-01,0,0,8,8,4,3,3,2,1,3,0,0,0,0,16,16,32
ANTEQUERA,atencion odontologica,exodoncia,2015-08-01,0,0,0,4,1,1,5,3,0,1,0,0,0,0,6,9,15
ANZALDO,atencion odontologica,exodoncia,2015-08-01,0,0,7,6,1,2,2,3,0,6,0,0,0,0,10,17,27
APOLO,atencion odontologica,exodoncia,2015-08-01,0,0,16,11,1,4,1,22,7,5,0,0,0,0,25,42,67
ARAMPAMPA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,1,5,0,4,0,0,0,0,1,9,10
ARANI,atencion odontologica,exodoncia,2015-08-01,0,0,0,7,0,2,0,4,1,6,0,0,0,0,1,19,20
ARBIETO,atencion odontologica,exodoncia,2015-08-01,0,1,3,1,0,0,1,1,0,1,0,0,0,0,4,4,8
ARQUE,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,1,5,1,14,0,3,0,0,0,0,2,24,26
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2015-08-01,4,4,3,6,3,3,2,27,23,37,0,0,0,0,35,77,112
ATOCHA,atencion odontologica,exodoncia,2015-08-01,0,3,8,11,7,18,22,18,2,0,0,0,0,0,39,50,89
AUCAPATA,atencion odontologica,exodoncia,2015-08-01,0,0,2,1,2,1,4,17,6,6,0,0,0,0,14,25,39
AYATA,atencion odontologica,exodoncia,2015-08-01,1,0,1,1,2,4,11,11,6,6,0,0,0,0,21,22,43
AYO AYO,atencion odontologica,exodoncia,2015-08-01,1,0,7,4,1,3,1,13,1,0,0,0,0,0,11,20,31
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2015-08-01,2,0,10,12,4,5,15,18,11,11,0,0,0,0,42,46,88
AZURDUY,atencion odontologica,exodoncia,2015-08-01,0,0,4,3,1,7,9,36,2,7,0,0,0,0,16,53,69
BATALLAS,atencion odontologica,exodoncia,2015-08-01,2,0,7,3,3,2,5,15,12,10,0,0,0,0,29,30,59
BAURES,atencion odontologica,exodoncia,2015-08-01,0,0,2,2,0,0,1,3,0,1,0,0,0,0,3,6,9
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,2,0,1,4,5,7,0,0,0,0,8,13,21
BELEN DE URMIRI,atencion odontologica,exodoncia,2015-08-01,0,0,1,0,1,0,0,2,4,4,0,0,0,0,6,6,12
BERMEJO,atencion odontologica,exodoncia,2015-08-01,0,1,25,36,32,28,71,105,36,30,0,0,0,0,164,200,364
BETANZOS,atencion odontologica,exodoncia,2015-08-01,0,0,4,10,2,9,13,39,24,12,0,0,0,0,43,70,113
BOLIVAR,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,0,1,6,5,6,1,0,0,0,0,13,8,21
BOYUIBE,atencion odontologica,exodoncia,2015-08-01,0,0,1,5,0,1,4,7,0,0,0,0,0,0,5,13,18
BUENA VISTA,atencion odontologica,exodoncia,2015-08-01,0,0,7,9,2,3,2,4,2,5,0,0,0,0,13,21,34
CABEZAS,atencion odontologica,exodoncia,2015-08-01,0,0,10,9,5,5,15,31,19,18,0,0,0,0,49,63,112
CAIROMA,atencion odontologica,exodoncia,2015-08-01,1,0,4,11,5,6,11,15,2,6,0,0,0,0,23,38,61
"CAIZA ""D""",atencion odontologica,exodoncia,2015-08-01,0,0,10,2,2,2,9,7,10,3,0,0,0,0,31,14,45
CAJUATA,atencion odontologica,exodoncia,2015-08-01,0,1,7,11,4,3,15,9,0,3,0,0,0,0,26,27,53
CALACOTO,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,1,0,7,4,0,0,0,0,0,4,8,12
CALAMARCA,atencion odontologica,exodoncia,2015-08-01,1,0,17,21,11,16,19,36,4,8,0,0,0,0,52,81,133
CAMARGO,atencion odontologica,exodoncia,2015-08-01,0,1,8,8,0,2,9,15,6,4,0,0,0,0,23,30,53
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2015-08-01,0,0,4,3,0,0,3,5,2,1,0,0,0,0,9,9,18
CAMIRI,atencion odontologica,exodoncia,2015-08-01,2,0,9,4,35,46,45,76,5,11,0,0,0,0,96,137,233
CAPINOTA,atencion odontologica,exodoncia,2015-08-01,3,1,8,2,0,0,3,4,0,15,0,0,0,0,14,22,36
CAQUIAVIRI,atencion odontologica,exodoncia,2015-08-01,0,1,1,3,2,3,5,5,4,2,0,0,0,0,12,14,26
CARACOLLO,atencion odontologica,exodoncia,2015-08-01,2,0,34,21,4,10,10,30,15,11,0,0,0,0,65,72,137
CARANAVI,atencion odontologica,exodoncia,2015-08-01,5,0,16,11,7,8,10,19,35,5,0,0,0,0,73,43,116
CARAPARI,atencion odontologica,exodoncia,2015-08-01,2,0,10,9,7,4,18,32,0,2,0,0,0,0,37,47,84
CARIPUYO,atencion odontologica,exodoncia,2015-08-01,0,0,1,4,0,3,0,4,3,9,0,0,0,0,4,20,24
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2015-08-01,0,0,3,4,0,0,8,10,1,3,0,0,0,0,12,17,29
CATACORA,atencion odontologica,exodoncia,2015-08-01,0,0,3,1,0,0,2,3,5,0,0,0,0,0,10,4,14
CHALLAPATA,atencion odontologica,exodoncia,2015-08-01,0,2,42,45,4,8,14,41,10,25,0,0,0,0,70,121,191
CHAQUI,atencion odontologica,exodoncia,2015-08-01,1,0,1,2,0,4,9,7,0,5,0,0,0,0,11,18,29
CHARAGUA,atencion odontologica,exodoncia,2015-08-01,0,2,19,21,18,23,27,61,10,6,0,0,0,0,74,113,187
CHARAÑA,atencion odontologica,exodoncia,2015-08-01,0,0,1,0,0,2,2,3,1,2,0,0,0,0,4,7,11
CHAYANTA,atencion odontologica,exodoncia,2015-08-01,0,0,10,8,2,7,5,22,4,20,0,0,0,0,21,57,78
CHIMORE,atencion odontologica,exodoncia,2015-08-01,1,2,12,2,2,3,1,7,9,1,0,0,0,0,25,15,40
CHIPAYA,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3
CHOQUE COTA,atencion odontologica,exodoncia,2015-08-01,0,0,5,1,0,0,1,1,0,0,0,0,0,0,6,2,8
CHUA COCANI,atencion odontologica,exodoncia,2015-08-01,0,0,1,0,0,4,8,4,11,5,0,0,0,0,20,13,33
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2015-08-01,0,0,1,4,1,0,4,4,2,1,0,0,0,0,8,9,17
CHUMA,atencion odontologica,exodoncia,2015-08-01,1,1,9,10,12,21,27,52,37,20,0,0,0,0,86,104,190
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,1,4
CKOCHAS,atencion odontologica,exodoncia,2015-08-01,0,0,3,2,0,3,6,17,15,3,0,0,0,0,24,25,49
CLIZA,atencion odontologica,exodoncia,2015-08-01,0,0,2,3,0,5,4,6,1,2,0,0,0,0,7,16,23
COBIJA,atencion odontologica,exodoncia,2015-08-01,0,1,12,13,1,6,11,20,37,9,0,0,0,0,61,49,110
COCAPATA,atencion odontologica,exodoncia,2015-08-01,1,2,4,10,2,8,4,26,5,12,0,0,0,0,16,58,74
COCHABAMBA,atencion odontologica,exodoncia,2015-08-01,20,14,96,162,35,34,93,194,100,58,0,0,0,0,344,462,806
COIPASA,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,0,0,0,3,2,0,0,0,0,0,3,5,8
COLCAPIRHUA,atencion odontologica,exodoncia,2015-08-01,0,2,1,7,0,1,0,6,7,4,0,0,0,0,8,20,28
"COLCHA ""K""",atencion odontologica,exodoncia,2015-08-01,1,0,4,6,1,5,4,22,8,3,0,0,0,0,18,36,54
COLLANA,atencion odontologica,exodoncia,2015-08-01,0,0,2,0,1,1,7,10,1,1,0,0,0,0,11,12,23
COLOMI,atencion odontologica,exodoncia,2015-08-01,1,0,1,3,0,4,1,8,6,3,0,0,0,0,9,18,27
COLPA BELGICA,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,0,1,1,12,1,9,0,0,0,0,3,24,27
COLQUECHACA,atencion odontologica,exodoncia,2015-08-01,0,1,12,13,4,14,23,50,19,31,0,0,0,0,58,109,167
COLQUENCHA,atencion odontologica,exodoncia,2015-08-01,1,0,10,10,4,18,3,21,3,0,0,0,0,0,21,49,70
COLQUIRI,atencion odontologica,exodoncia,2015-08-01,0,0,1,3,5,2,7,10,1,3,0,0,0,0,14,18,32
COMANCHE,atencion odontologica,exodoncia,2015-08-01,0,0,2,0,1,2,3,7,1,4,0,0,0,0,7,13,20
COMARAPA,atencion odontologica,exodoncia,2015-08-01,2,4,2,5,2,8,6,11,0,5,0,0,0,0,12,33,45
COMBAYA,atencion odontologica,exodoncia,2015-08-01,1,0,0,0,0,0,0,0,4,6,0,0,0,0,5,6,11
CONCEPCION,atencion odontologica,exodoncia,2015-08-01,2,0,4,2,1,1,4,9,10,5,0,0,0,0,21,17,38
COPACABANA,atencion odontologica,exodoncia,2015-08-01,0,1,5,4,3,7,8,15,3,4,0,0,0,0,19,31,50
CORIPATA,atencion odontologica,exodoncia,2015-08-01,1,1,8,5,2,5,10,13,1,3,0,0,0,0,22,27,49
CORO CORO,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,0,3,2,3,0,2,0,0,0,0,3,9,12
COROICO,atencion odontologica,exodoncia,2015-08-01,4,3,3,6,0,4,14,13,11,5,0,0,0,0,32,31,63
CORQUE,atencion odontologica,exodoncia,2015-08-01,1,0,1,5,1,3,4,9,19,30,0,0,0,0,26,47,73
COTAGAITA,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,2,4,6,25,8,23,0,0,0,0,17,54,71
COTOCA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,atencion odontologica,exodoncia,2015-08-01,0,1,4,2,1,3,3,7,6,14,0,0,0,0,14,27,41
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUEVO,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,1,1,3,9,1,3,0,0,0,0,6,15,21
CULPINA,atencion odontologica,exodoncia,2015-08-01,0,0,2,10,1,4,13,17,8,12,0,0,0,0,24,43,67
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2015-08-01,0,0,4,1,2,5,2,7,1,3,0,0,0,0,9,16,25
CURVA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,1,3,6,0,5,0,0,0,0,3,12,15
DESAGUADERO,atencion odontologica,exodoncia,2015-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL ALTO,atencion odontologica,exodoncia,2015-08-01,27,26,457,500,133,99,92,229,65,37,0,0,0,0,774,891,1665
EL CHORO,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,5,7
EL PUENTE(STC),atencion odontologica,exodoncia,2015-08-01,0,1,1,5,3,13,7,26,20,8,0,0,0,0,31,53,84
EL PUENTE(TJA),atencion odontologica,exodoncia,2015-08-01,0,0,17,21,5,4,7,41,7,3,0,0,0,0,36,69,105
EL TORNO,atencion odontologica,exodoncia,2015-08-01,8,9,12,20,16,18,31,40,50,36,0,0,0,0,117,123,240
EL VILLAR,atencion odontologica,exodoncia,2015-08-01,0,0,9,18,1,1,5,7,3,5,0,0,0,0,18,31,49
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2015-08-01,0,0,23,25,5,14,16,55,1,4,0,0,0,0,45,98,143
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,0,0,0,2,4,2,0,0,0,0,5,6,11
ESCOMA,atencion odontologica,exodoncia,2015-08-01,0,0,17,9,3,15,10,24,18,17,0,0,0,0,48,65,113
EUCALIPTUS,atencion odontologica,exodoncia,2015-08-01,1,0,3,3,3,0,3,6,1,3,0,0,0,0,11,12,23
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2015-08-01,0,0,2,5,0,1,1,2,1,2,0,0,0,0,4,10,14
FILADELFIA,atencion odontologica,exodoncia,2015-08-01,1,0,1,0,2,1,8,18,48,14,0,0,0,0,60,33,93
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2015-08-01,0,3,2,3,4,6,3,21,9,5,0,0,0,0,18,38,56
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2015-08-01,0,0,3,1,3,5,3,5,0,1,0,0,0,0,9,12,21
GUANAY,atencion odontologica,exodoncia,2015-08-01,1,0,2,1,1,3,1,3,2,1,0,0,0,0,7,8,15
GUAQUI,atencion odontologica,exodoncia,2015-08-01,0,0,3,2,7,4,8,35,24,24,0,0,0,0,42,65,107
GUAYARAMERIN,atencion odontologica,exodoncia,2015-08-01,9,7,11,12,9,10,15,19,6,10,0,0,0,0,50,58,108
GUTIERREZ,atencion odontologica,exodoncia,2015-08-01,4,7,3,5,6,13,14,32,14,7,0,0,0,0,41,64,105
HUACARETA,atencion odontologica,exodoncia,2015-08-01,0,0,5,2,1,4,4,20,5,8,0,0,0,0,15,34,49
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2015-08-01,0,0,2,1,0,0,2,15,0,0,0,0,0,0,4,16,20
HUACHACALLA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,1,2,8,6,0,0,0,0,9,8,17
HUANUNI,atencion odontologica,exodoncia,2015-08-01,1,1,19,17,1,3,21,14,12,1,0,0,0,0,54,36,90
HUARACAJE,atencion odontologica,exodoncia,2015-08-01,0,0,0,1,1,2,5,6,2,0,0,0,0,0,8,9,17
HUARINA,atencion odontologica,exodoncia,2015-08-01,0,0,2,2,4,4,4,4,2,5,0,0,0,0,12,15,27
HUATAJATA,atencion odontologica,exodoncia,2015-08-01,0,1,3,0,1,0,1,2,5,2,0,0,0,0,10,5,15
HUAYLLAMARCA,atencion odontologica,exodoncia,2015-08-01,0,0,1,8,1,2,0,6,1,18,0,0,0,0,3,34,37
HUMANATA,atencion odontologica,exodoncia,2015-08-01,2,4,0,1,1,2,0,4,17,9,0,0,0,0,20,20,40
ICHOCA,atencion odontologica,exodoncia,2015-08-01,0,0,2,0,1,2,4,6,5,3,0,0,0,0,12,11,23
ICLA,atencion odontologica,exodoncia,2015-08-01,0,1,14,8,2,6,3,28,3,5,0,0,0,0,22,48,70
INCAHUASI,atencion odontologica,exodoncia,2015-08-01,0,1,0,1,0,7,3,12,0,0,0,0,0,0,3,21,24
INQUISIVI,atencion odontologica,exodoncia,2015-08-01,4,0,6,12,5,12,8,22,3,11,0,0,0,0,26,57,83
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2015-08-01,2,5,14,16,1,5,8,19,4,2,0,0,0,0,29,47,76
IXIAMAS,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,7,0,4,7,1,1,0,0,0,0,13,9,22
JESUS DE MACHACA,atencion odontologica,exodoncia,2015-08-01,0,0,4,3,8,10,11,11,20,15,0,0,0,0,43,39,82
LA ASUNTA,atencion odontologica,exodoncia,2015-08-01,2,6,20,25,5,13,23,86,16,21,0,0,0,0,66,151,217
LA GUARDIA,atencion odontologica,exodoncia,2015-08-01,2,1,12,5,4,10,1,30,26,10,0,0,0,0,45,56,101
LA PAZ,atencion odontologica,exodoncia,2015-08-01,30,31,149,144,72,100,237,381,113,112,0,0,0,0,601,768,1369
LAGUNILLAS,atencion odontologica,exodoncia,2015-08-01,0,0,1,0,0,0,9,5,0,0,0,0,0,0,10,5,15
LAJA,atencion odontologica,exodoncia,2015-08-01,0,0,50,79,36,67,47,115,14,9,0,0,0,0,147,270,417
LAS CARRERAS,atencion odontologica,exodoncia,2015-08-01,0,0,2,4,0,0,0,3,0,2,0,0,0,0,2,9,11
LICOMA PAMPA,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,1,0,7,1,1,2,0,0,0,0,9,5,14
LLALLAGUA,atencion odontologica,exodoncia,2015-08-01,3,0,10,6,3,6,12,25,10,13,0,0,0,0,38,50,88
LLICA,atencion odontologica,exodoncia,2015-08-01,0,0,3,2,0,0,3,10,0,0,0,0,0,0,6,12,18
LURIBAY,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,2,0,6,6,0,2,0,0,0,0,8,8,16
MACHACAMARCA,atencion odontologica,exodoncia,2015-08-01,0,0,1,3,0,0,4,4,4,4,0,0,0,0,9,11,20
MACHARETI,atencion odontologica,exodoncia,2015-08-01,0,0,2,1,0,0,4,9,2,6,0,0,0,0,8,16,24
MAGDALENA,atencion odontologica,exodoncia,2015-08-01,0,1,3,6,1,6,14,20,0,0,0,0,0,0,18,33,51
MAIRANA,atencion odontologica,exodoncia,2015-08-01,0,0,2,3,0,2,6,7,6,4,0,0,0,0,14,16,30
MAPIRI,atencion odontologica,exodoncia,2015-08-01,2,0,5,2,1,3,11,14,5,0,0,0,0,0,24,19,43
MECAPACA,atencion odontologica,exodoncia,2015-08-01,2,0,3,5,1,4,5,14,3,2,0,0,0,0,14,25,39
MIZQUE,atencion odontologica,exodoncia,2015-08-01,0,0,6,11,2,3,2,17,4,10,0,0,0,0,14,41,55
MOCOMOCO,atencion odontologica,exodoncia,2015-08-01,0,1,7,8,6,16,25,38,13,22,0,0,0,0,51,85,136
MOJINETE,atencion odontologica,exodoncia,2015-08-01,0,0,4,4,0,2,0,2,0,0,0,0,0,0,4,8,12
MOJOCOYA,atencion odontologica,exodoncia,2015-08-01,1,0,7,12,4,5,2,15,5,2,0,0,0,0,19,34,53
MONTEAGUDO,atencion odontologica,exodoncia,2015-08-01,0,0,9,10,0,2,7,37,6,14,0,0,0,0,22,63,85
MONTERO,atencion odontologica,exodoncia,2015-08-01,2,1,34,53,5,11,16,37,14,17,0,0,0,0,71,119,190
MORO MORO,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,0,1,2,7,1,1,0,0,0,0,4,11,15
MOROCHATA,atencion odontologica,exodoncia,2015-08-01,0,0,0,6,1,3,4,18,8,18,0,0,0,0,13,45,58
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
OCURI,atencion odontologica,exodoncia,2015-08-01,0,0,6,2,3,10,11,39,6,16,0,0,0,0,26,67,93
OKINAWA,atencion odontologica,exodoncia,2015-08-01,0,0,3,3,1,4,4,6,8,4,0,0,0,0,16,17,33
OMEREQUE,atencion odontologica,exodoncia,2015-08-01,0,1,2,4,0,3,5,13,5,0,0,0,0,0,12,21,33
ORURO,atencion odontologica,exodoncia,2015-08-01,12,19,139,125,27,76,155,309,122,101,0,0,0,0,455,630,1085
PADCAYA,atencion odontologica,exodoncia,2015-08-01,0,0,25,13,5,11,14,64,17,1,0,0,0,0,61,89,150
PADILLA,atencion odontologica,exodoncia,2015-08-01,0,0,6,1,1,2,5,22,45,36,0,0,0,0,57,61,118
PAILON,atencion odontologica,exodoncia,2015-08-01,2,1,11,4,2,4,10,16,2,1,0,0,0,0,27,26,53
PALCA,atencion odontologica,exodoncia,2015-08-01,1,0,3,2,2,3,4,6,0,3,0,0,0,0,10,14,24
PALOS BLANCOS,atencion odontologica,exodoncia,2015-08-01,3,2,13,8,2,4,5,22,12,3,0,0,0,0,35,39,74
PAMPA AULLAGAS,atencion odontologica,exodoncia,2015-08-01,0,0,4,2,0,1,1,1,0,0,0,0,0,0,5,4,9
PAMPA GRANDE,atencion odontologica,exodoncia,2015-08-01,0,1,0,0,0,2,0,9,10,3,0,0,0,0,10,15,25
PAPEL PAMPA,atencion odontologica,exodoncia,2015-08-01,1,0,3,0,2,0,1,1,2,0,0,0,0,0,9,1,10
PASORAPA,atencion odontologica,exodoncia,2015-08-01,0,0,1,0,0,0,2,3,1,6,0,0,0,0,4,9,13
PATACAMAYA,atencion odontologica,exodoncia,2015-08-01,0,0,3,0,0,4,2,7,2,1,0,0,0,0,7,12,19
PAZÑA,atencion odontologica,exodoncia,2015-08-01,0,0,0,4,0,2,1,4,0,1,0,0,0,0,1,11,12
PELECHUCO,atencion odontologica,exodoncia,2015-08-01,1,0,1,5,0,5,9,9,0,0,0,0,0,0,11,19,30
POCOATA,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,1,7,2,9,17,11,0,0,0,0,21,28,49
POCONA,atencion odontologica,exodoncia,2015-08-01,0,0,26,31,2,5,4,6,4,18,0,0,0,0,36,60,96
POJO (CBBA),atencion odontologica,exodoncia,2015-08-01,1,0,6,9,0,2,3,6,0,4,0,0,0,0,10,21,31
POOPO,atencion odontologica,exodoncia,2015-08-01,0,0,4,4,0,1,2,4,5,1,0,0,0,0,11,10,21
PORCO,atencion odontologica,exodoncia,2015-08-01,4,1,0,1,1,3,0,14,1,1,0,0,0,0,6,20,26
POROMA,atencion odontologica,exodoncia,2015-08-01,0,0,17,36,2,3,15,10,4,13,0,0,0,0,38,62,100
PORONGO,atencion odontologica,exodoncia,2015-08-01,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,2,5
PORTACHUELO,atencion odontologica,exodoncia,2015-08-01,0,0,2,6,4,4,2,20,6,0,0,0,0,0,14,30,44
PORVENIR,atencion odontologica,exodoncia,2015-08-01,1,0,2,2,2,4,4,14,23,0,0,0,0,0,32,20,52
POSTRER VALLE,atencion odontologica,exodoncia,2015-08-01,0,0,2,1,0,1,0,6,2,2,0,0,0,0,4,10,14
POTOSI,atencion odontologica,exodoncia,2015-08-01,8,6,18,26,22,35,55,144,17,40,0,0,0,0,120,251,371
PRESTO,atencion odontologica,exodoncia,2015-08-01,0,0,7,9,0,1,5,7,8,2,0,0,0,0,20,19,39
PUCARA,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,atencion odontologica,exodoncia,2015-08-01,4,5,6,23,15,23,19,51,34,24,0,0,0,0,78,126,204
PUERTO ACOSTA,atencion odontologica,exodoncia,2015-08-01,0,1,4,4,7,14,9,18,10,14,0,0,0,0,30,51,81
PUERTO CARABUCO,atencion odontologica,exodoncia,2015-08-01,0,0,2,0,3,4,3,8,0,1,0,0,0,0,8,13,21
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2015-08-01,1,0,14,1,1,4,4,2,6,0,0,0,0,0,26,7,33
PUERTO PEREZ,atencion odontologica,exodoncia,2015-08-01,0,0,0,4,1,4,2,12,6,0,0,0,0,0,9,20,29
PUERTO QUIJARRO,atencion odontologica,exodoncia,2015-08-01,0,0,2,2,0,1,1,11,5,3,0,0,0,0,8,17,25
PUERTO RICO,atencion odontologica,exodoncia,2015-08-01,0,0,8,12,9,5,21,39,6,1,0,0,0,0,44,57,101
PUERTO SUAREZ,atencion odontologica,exodoncia,2015-08-01,0,0,3,0,0,3,6,9,7,3,0,0,0,0,16,15,31
