,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,8,8,3,1,2,1,2,2,0,0,0,0,15,12,27
ANTEQUERA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,5,1,1,10,8,0,1,0,0,0,0,12,15,27
ANZALDO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,8,6,1,2,4,4,0,6,0,0,0,0,13,18,31
APOLO,atencion odontologica,cirugia bucal menor,2015-08-01,0,4,17,11,1,5,1,29,8,6,0,0,0,0,27,55,82
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,0,0,1,0,0,3,0,4,0,0,0,0,2,7,9
ARANI,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,0,0,2,0,1,0,0,0,0,0,0,2,3,5
ARBIETO,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,3,1,0,0,1,1,0,1,0,0,0,0,4,4,8
ARQUE,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,0,3,1,7,3,15,0,3,0,0,0,0,5,30,35
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,1,0,1,5,0,0,4,0,0,0,0,6,6,12
ATOCHA,atencion odontologica,cirugia bucal menor,2015-08-01,4,4,12,10,4,26,25,38,1,0,0,0,0,0,46,78,124
AUCAPATA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,3,1,2,1,5,17,6,6,0,0,0,0,16,25,41
AYATA,atencion odontologica,cirugia bucal menor,2015-08-01,5,2,1,2,3,4,13,12,7,6,0,0,0,0,29,26,55
AYO AYO,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,8,4,2,3,4,16,2,0,0,0,0,0,17,25,42
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2015-08-01,6,4,2,3,2,2,3,10,3,0,0,0,0,0,16,19,35
AZURDUY,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,4,3,1,8,10,39,2,8,0,0,0,0,17,58,75
BATALLAS,atencion odontologica,cirugia bucal menor,2015-08-01,3,2,3,0,0,3,0,5,5,2,0,0,0,0,11,12,23
BAURES,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,0,2,9,2,1,0,0,0,0,0,11,4,15
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,1,0,1,0,1,3,4,4,0,0,0,0,8,8,16
BERMEJO,atencion odontologica,cirugia bucal menor,2015-08-01,3,3,26,40,14,24,49,120,12,9,0,0,0,0,104,196,300
BETANZOS,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,2,8,6,14,16,41,4,4,0,0,0,0,30,67,97
BOLIVAR,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,0,2,0,1,4,5,7,0,0,0,0,0,12,8,20
BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,11,9,5,3,4,11,5,1,0,0,0,0,26,26,52
CABEZAS,atencion odontologica,cirugia bucal menor,2015-08-01,1,3,4,4,2,3,7,9,3,2,0,0,0,0,17,21,38
CAIROMA,atencion odontologica,cirugia bucal menor,2015-08-01,3,2,10,12,5,7,16,15,2,6,0,0,0,0,36,42,78
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2015-08-01,1,3,12,5,2,5,11,13,13,4,0,0,0,0,39,30,69
CAJUATA,atencion odontologica,cirugia bucal menor,2015-08-01,1,6,9,14,5,4,18,14,2,3,0,0,0,0,35,41,76
CALACOTO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALAMARCA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,14,19,10,16,16,40,5,12,0,0,0,0,45,88,133
CAMARGO,atencion odontologica,cirugia bucal menor,2015-08-01,3,4,8,10,0,3,10,23,8,6,0,0,0,0,29,46,75
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2015-08-01,1,0,0,1,0,0,1,3,0,1,0,0,0,0,2,5,7
CAMIRI,atencion odontologica,cirugia bucal menor,2015-08-01,6,4,6,2,3,7,8,21,3,5,0,0,0,0,26,39,65
CAPINOTA,atencion odontologica,cirugia bucal menor,2015-08-01,6,11,4,6,0,1,5,7,1,13,0,0,0,0,16,38,54
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2015-08-01,0,3,1,4,3,5,5,9,4,3,0,0,0,0,13,24,37
CARACOLLO,atencion odontologica,cirugia bucal menor,2015-08-01,3,1,21,11,1,1,6,10,7,3,0,0,0,0,38,26,64
CARANAVI,atencion odontologica,cirugia bucal menor,2015-08-01,3,2,10,5,1,6,10,18,8,0,0,0,0,0,32,31,63
CARAPARI,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,5,6,4,9,16,30,0,1,0,0,0,0,25,46,71
CARIPUYO,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,1,4,0,3,4,10,3,9,0,0,0,0,9,27,36
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,6,4,0,0,8,10,1,3,0,0,0,0,15,18,33
CATACORA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,4,1,1,0,2,3,5,0,0,0,0,0,12,4,16
CHALLAPATA,atencion odontologica,cirugia bucal menor,2015-08-01,14,9,40,43,0,2,8,25,8,11,0,0,0,0,70,90,160
CHAQUI,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,3,4
CHARAGUA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1,6,7
CHARAÑA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,0,2,2,4,1,3,0,0,0,0,4,9,13
CHAYANTA,atencion odontologica,cirugia bucal menor,2015-08-01,8,3,10,4,1,4,7,16,4,4,0,0,0,0,30,31,61
CHIMORE,atencion odontologica,cirugia bucal menor,2015-08-01,7,7,1,0,0,2,1,1,1,0,0,0,0,0,10,10,20
CHIPAYA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,5,3,1,0,2,4,0,0,0,0,0,0,10,7,17
CHUA COCANI,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,0,4,9,5,13,6,0,0,0,0,23,15,38
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2015-08-01,4,1,3,0,0,0,0,2,1,0,0,0,0,0,8,3,11
CHUMA,atencion odontologica,cirugia bucal menor,2015-08-01,3,1,10,11,12,21,29,56,40,20,0,0,0,0,94,109,203
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2015-08-01,3,4,0,0,0,0,0,0,1,0,0,0,0,0,4,4,8
CKOCHAS,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,2,1,0,0,4,11,2,6,0,0,0,0,9,19,28
CLIZA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,5,3,0,8,4,8,2,2,0,0,0,0,11,22,33
COBIJA,atencion odontologica,cirugia bucal menor,2015-08-01,5,18,18,22,1,9,6,40,27,9,0,0,0,0,57,98,155
COCAPATA,atencion odontologica,cirugia bucal menor,2015-08-01,3,2,1,5,1,8,4,14,4,3,0,0,0,0,13,32,45
COCHABAMBA,atencion odontologica,cirugia bucal menor,2015-08-01,95,88,25,24,45,46,106,250,58,39,0,0,0,0,329,447,776
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2015-08-01,7,10,1,0,1,0,1,8,2,5,0,0,0,0,12,23,35
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2015-08-01,7,6,3,2,1,3,3,13,5,4,0,0,0,0,19,28,47
COLLANA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,2,1,2,7,14,1,2,0,0,0,0,11,20,31
COLOMI,atencion odontologica,cirugia bucal menor,2015-08-01,11,6,1,3,0,4,1,12,6,6,0,0,0,0,19,31,50
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,2,0,1,1,12,1,9,0,0,0,0,3,24,27
COLQUECHACA,atencion odontologica,cirugia bucal menor,2015-08-01,10,11,6,5,3,2,10,22,5,17,0,0,0,0,34,57,91
COLQUENCHA,atencion odontologica,cirugia bucal menor,2015-08-01,4,1,11,13,4,19,3,26,3,1,0,0,0,0,25,60,85
COLQUIRI,atencion odontologica,cirugia bucal menor,2015-08-01,9,4,8,9,8,10,18,30,2,4,0,0,0,0,45,57,102
COMANCHE,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,2,0,1,3,5,9,3,5,0,0,0,0,11,18,29
COMBAYA,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,0,0,0,1,0,1,5,10,0,0,0,0,7,13,20
CONCEPCION,atencion odontologica,cirugia bucal menor,2015-08-01,5,0,6,3,1,2,9,0,11,5,0,0,0,0,32,10,42
COPACABANA,atencion odontologica,cirugia bucal menor,2015-08-01,7,3,6,2,3,4,4,2,0,2,0,0,0,0,20,13,33
CORIPATA,atencion odontologica,cirugia bucal menor,2015-08-01,3,3,10,5,3,5,10,13,1,3,0,0,0,0,27,29,56
CORO CORO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,1,0,3,2,3,0,2,0,0,0,0,3,9,12
COROICO,atencion odontologica,cirugia bucal menor,2015-08-01,6,5,4,5,1,4,15,15,15,10,0,0,0,0,41,39,80
CORQUE,atencion odontologica,cirugia bucal menor,2015-08-01,4,1,3,2,0,2,3,3,8,26,0,0,0,0,18,34,52
COTAGAITA,atencion odontologica,cirugia bucal menor,2015-08-01,4,6,1,10,6,9,19,33,16,24,0,0,0,0,46,82,128
COTOCA,atencion odontologica,cirugia bucal menor,2015-08-01,2,3,11,10,4,1,11,111,22,15,0,0,0,0,50,140,190
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2015-08-01,2,4,1,3,0,0,1,6,2,7,0,0,0,0,6,20,26
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CUEVO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,2,4,1,1,4,0,3,0,0,0,0,6,10,16
CULPINA,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,3,13,1,4,15,24,7,18,0,0,0,0,28,59,87
CURVA,atencion odontologica,cirugia bucal menor,2015-08-01,5,4,0,1,0,2,6,7,1,7,0,0,0,0,12,21,33
EL ALTO,atencion odontologica,cirugia bucal menor,2015-08-01,147,129,404,446,130,130,114,268,77,42,0,0,0,0,872,1015,1887
EL CHORO,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,1,0,0,1,1,1,2,0,0,0,0,0,5,3,8
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2015-08-01,1,1,4,7,6,21,0,0,2,0,0,0,0,0,13,29,42
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2015-08-01,0,1,24,26,6,11,12,58,10,5,0,0,0,0,52,101,153
EL TORNO,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,4,11,3,2,8,14,18,18,0,0,0,0,35,46,81
EL VILLAR,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,8,12,3,3,5,6,1,2,0,0,0,0,18,23,41
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,18,9,5,13,16,37,2,2,0,0,0,0,42,63,105
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2015-08-01,4,13,0,2,0,3,0,5,0,2,0,0,0,0,4,25,29
ESCOMA,atencion odontologica,cirugia bucal menor,2015-08-01,3,0,1,1,0,2,4,3,3,2,0,0,0,0,11,8,19
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,5,9,5,0,4,9,2,3,0,0,0,0,18,22,40
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,4,6,0,2,1,2,1,5,0,0,0,0,6,15,21
FILADELFIA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,3,0,0,2,0,4,0,1,0,0,0,0,4,7,11
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2015-08-01,1,3,1,4,6,7,8,26,9,5,0,0,0,0,25,45,70
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2015-08-01,5,0,8,3,5,7,8,10,1,2,0,0,0,0,27,22,49
GUANAY,atencion odontologica,cirugia bucal menor,2015-08-01,4,3,0,0,0,3,0,2,0,0,0,0,0,0,4,8,12
GUAQUI,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,4,4,4,2,2,0,0,0,0,6,10,16
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2015-08-01,3,3,3,7,5,5,11,13,3,6,0,0,0,0,25,34,59
GUTIERREZ,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,1,2,0,3,9,20,4,4,0,0,0,0,15,30,45
HUACARETA,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,4,2,1,2,3,7,2,0,0,0,0,0,11,13,24
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2015-08-01,0,1,5,1,4,2,3,22,0,0,0,0,0,0,12,26,38
HUACHACALLA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,3
HUANUNI,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,5,1,0,1,2,2,1,0,0,0,0,0,10,5,15
HUARINA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,2,5,6,6,8,3,6,0,0,0,0,16,22,38
HUATAJATA,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,4,0,1,0,1,5,8,6,0,0,0,0,15,13,28
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,2,11,1,2,1,8,2,19,0,0,0,0,6,41,47
HUMANATA,atencion odontologica,cirugia bucal menor,2015-08-01,4,4,0,1,1,3,0,8,16,14,0,0,0,0,21,30,51
ICHOCA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,0,1,2,4,6,6,4,0,0,0,0,13,12,25
ICLA,atencion odontologica,cirugia bucal menor,2015-08-01,1,3,18,10,4,9,4,33,4,7,0,0,0,0,31,62,93
INCAHUASI,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,0,1,0,7,3,13,0,0,0,0,0,0,4,22,26
INQUISIVI,atencion odontologica,cirugia bucal menor,2015-08-01,6,1,7,12,5,12,8,25,6,12,0,0,0,0,32,62,94
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2015-08-01,18,21,20,20,4,11,15,31,14,2,0,0,0,0,71,85,156
IXIAMAS,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,1,2,0,2,1,4,1,0,0,0,0,0,4,10,14
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,3,2,6,5,10,5,15,12,0,0,0,0,34,24,58
LA ASUNTA,atencion odontologica,cirugia bucal menor,2015-08-01,6,12,25,30,5,13,25,95,17,22,0,0,0,0,78,172,250
LA GUARDIA,atencion odontologica,cirugia bucal menor,2015-08-01,19,15,5,3,3,12,1,24,23,9,0,0,0,0,51,63,114
LA PAZ,atencion odontologica,cirugia bucal menor,2015-08-01,97,93,87,108,67,81,184,284,83,88,0,0,0,0,518,654,1172
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,2,5,1,1,0,0,0,0,3,6,9
LAJA,atencion odontologica,cirugia bucal menor,2015-08-01,9,8,2,3,1,2,2,8,1,2,0,0,0,0,15,23,38
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,4,0,0,0,3,0,2,0,0,0,0,2,9,11
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,2,1,1,7,5,1,3,0,0,0,0,9,11,20
LLALLAGUA,atencion odontologica,cirugia bucal menor,2015-08-01,27,12,17,19,6,8,21,52,8,13,0,0,0,0,79,104,183
LLICA,atencion odontologica,cirugia bucal menor,2015-08-01,3,0,3,4,0,0,8,10,0,1,0,0,0,0,14,15,29
LURIBAY,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,1,3,0,6,8,0,3,0,0,0,0,11,12,23
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2015-08-01,2,4,1,2,0,0,2,3,3,1,0,0,0,0,8,10,18
MACHARETI,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,3,1,3,0,5,13,3,7,0,0,0,0,15,21,36
MAGDALENA,atencion odontologica,cirugia bucal menor,2015-08-01,2,2,1,1,0,0,3,2,0,0,0,0,0,0,6,5,11
MAIRANA,atencion odontologica,cirugia bucal menor,2015-08-01,3,3,1,3,0,2,3,1,1,0,0,0,0,0,8,9,17
MALLA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
MAPIRI,atencion odontologica,cirugia bucal menor,2015-08-01,12,1,7,3,1,12,12,15,1,0,0,0,0,0,33,31,64
MECAPACA,atencion odontologica,cirugia bucal menor,2015-08-01,3,0,5,5,1,8,9,20,4,2,0,0,0,0,22,35,57
MIZQUE,atencion odontologica,cirugia bucal menor,2015-08-01,3,1,13,15,8,11,4,18,6,11,0,0,0,0,34,56,90
MOCOMOCO,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,0,1,1,3,5,2,1,0,0,0,0,8,7,15
MOJINETE,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOJOCOYA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,10,14,4,5,2,16,5,3,0,0,0,0,22,38,60
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2015-08-01,4,0,9,11,1,4,8,43,6,17,0,0,0,0,28,75,103
MONTERO,atencion odontologica,cirugia bucal menor,2015-08-01,6,2,44,63,9,12,19,51,12,15,0,0,0,0,90,143,233
MORO MORO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,2,0,1,6,9,1,1,0,0,0,0,9,13,22
MOROCHATA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,0,6,1,2,6,19,10,17,0,0,0,0,18,44,62
OCURI,atencion odontologica,cirugia bucal menor,2015-08-01,4,4,7,3,4,10,16,36,9,9,0,0,0,0,40,62,102
OKINAWA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,3,4,2,6,6,10,8,4,0,0,0,0,20,24,44
OMEREQUE,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,3,4,0,3,6,13,5,0,0,0,0,0,14,21,35
ORURO,atencion odontologica,cirugia bucal menor,2015-08-01,94,98,102,117,26,73,121,212,80,76,0,0,0,0,423,576,999
PADCAYA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,19,16,3,9,9,37,0,1,0,0,0,0,31,63,94
PADILLA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,0,0,0,1,0,4,4,6,0,0,0,0,4,12,16
PAILON,atencion odontologica,cirugia bucal menor,2015-08-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
PALCA,atencion odontologica,cirugia bucal menor,2015-08-01,2,2,7,7,6,6,9,22,11,10,0,0,0,0,35,47,82
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2015-08-01,3,1,13,5,3,5,6,14,7,1,0,0,0,0,32,26,58
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,4,4,0,1,2,1,0,0,0,0,0,0,6,6,12
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,0,0,0,3,0,14,2,0,0,0,0,0,2,18,20
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,4,2,3,0,3,3,2,1,0,0,0,0,13,6,19
PASORAPA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,1,1,2,5,2,7,0,0,0,0,6,13,19
PATACAMAYA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
PAZÑA,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,2,1,1,3,4,2,0,0,0,0,0,0,8,7,15
PELECHUCO,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,1,6,1,5,9,14,1,0,0,0,0,0,14,26,40
POCOATA,atencion odontologica,cirugia bucal menor,2015-08-01,5,2,0,0,0,1,5,6,12,5,0,0,0,0,22,14,36
POCONA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,9,13,0,0,1,1,0,1,0,0,0,0,10,16,26
POJO (CBBA),atencion odontologica,cirugia bucal menor,2015-08-01,1,0,6,10,0,2,3,6,0,4,0,0,0,0,10,22,32
POOPO,atencion odontologica,cirugia bucal menor,2015-08-01,0,5,4,3,0,1,8,9,4,2,0,0,0,0,16,20,36
PORCO,atencion odontologica,cirugia bucal menor,2015-08-01,3,0,3,0,1,2,0,2,1,0,0,0,0,0,8,4,12
POROMA,atencion odontologica,cirugia bucal menor,2015-08-01,2,2,30,54,3,8,21,19,10,19,0,0,0,0,66,102,168
PORONGO,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,3
PORTACHUELO,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,3,1,3,0,0,7,0,0,0,0,0,0,8,9,17
PORVENIR,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,2,1,1,2,0,4,7,0,0,0,0,0,11,8,19
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,1,0,1,0,6,2,2,0,0,0,0,4,10,14
POTOSI,atencion odontologica,cirugia bucal menor,2015-08-01,65,62,29,34,19,36,99,138,14,29,0,0,0,0,226,299,525
PRESTO,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,7,13,0,3,5,8,8,3,0,0,0,0,21,29,50
PUCARA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
PUCARANI,atencion odontologica,cirugia bucal menor,2015-08-01,9,10,8,29,19,26,22,67,35,25,0,0,0,0,93,157,250
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,4,3,0,1,1,2,1,1,0,0,0,0,7,8,15
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,0,4,1,4,2,12,6,0,0,0,0,0,10,21,31
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,0,0,0,3,5,3,0,0,0,0,6,6,12
PUERTO RICO,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,3,4,8,4,16,33,7,0,0,0,0,0,34,42,76
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,4,0,0,3,6,11,7,3,0,0,0,0,17,17,34
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2015-08-01,20,9,0,3,4,5,0,7,6,2,0,0,0,0,30,26,56
PUNA,atencion odontologica,cirugia bucal menor,2015-08-01,2,4,3,4,5,4,4,18,0,6,0,0,0,0,14,36,50
PUNATA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,5,0,1,0,3,3,8,0,0,0,0,5,17,22
QUIABAYA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,5,10,2,4,11,11,4,8,0,0,0,0,23,33,56
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2015-08-01,39,40,13,6,2,3,15,36,18,11,0,0,0,0,87,96,183
QUIME,atencion odontologica,cirugia bucal menor,2015-08-01,9,4,4,9,1,7,10,17,7,11,0,0,0,0,31,48,79
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,3,6,0,3,0,0,0,0,3,9,12
REYES,atencion odontologica,cirugia bucal menor,2015-08-01,0,2,6,10,1,1,1,7,7,1,0,0,0,0,15,21,36
RIBERALTA,atencion odontologica,cirugia bucal menor,2015-08-01,12,16,10,25,7,42,12,78,27,3,0,0,0,0,68,164,232
ROBORE,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,3,2,5
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2015-08-01,5,4,13,15,20,25,16,13,39,27,0,0,0,0,93,84,177
SABAYA,atencion odontologica,cirugia bucal menor,2015-08-01,2,2,10,7,1,1,2,3,4,2,0,0,0,0,19,15,34
SACABA,atencion odontologica,cirugia bucal menor,2015-08-01,32,21,95,107,13,17,16,23,12,19,0,0,0,0,168,187,355
SACABAMBA,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,2,0,1,2,2,2,3,4,0,0,0,0,9,9,18
SACACA,atencion odontologica,cirugia bucal menor,2015-08-01,5,13,1,0,0,0,7,16,2,4,0,0,0,0,15,33,48
SAIPINA,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2015-08-01,1,15,12,14,1,3,6,10,3,10,0,0,0,0,23,52,75
SAMAIPATA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,5,3,0,0,0,7,9,0,0,0,0,0,14,10,24
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,0,1,0,1,1,1,0,0,0,0,0,5,1,6
SAN ANDRES,atencion odontologica,cirugia bucal menor,2015-08-01,1,6,4,5,1,2,2,11,3,1,0,0,0,0,11,25,36
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,0,1,0,0,1,3,5,3,0,0,0,0,7,8,15
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,1,1,2,1,9,0,3,0,0,0,0,4,15,19
SAN BENITO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,3,0,2,0,1,1,3,0,0,0,0,1,9,10
SAN BORJA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,6,0,6,3,19,19,9,0,0,0,0,24,40,64
SAN CARLOS,atencion odontologica,cirugia bucal menor,2015-08-01,4,0,3,2,0,0,2,4,1,1,0,0,0,0,10,7,17
